http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
アベリー郡 (ノースカロライナ州),691064795
Gran,676919640
ローレンス郡 (ペンシルベニア州),966480891
فورديه (النرويج),573247793
Nore og Uvdal,2299494051
勞倫斯縣 (賓夕法尼亞州),988279685
托克,815683127
"Блэр (округ, Пенсильвания)",1270630073
مقاطعة بتروليوم (مونتانا),4713182766
北蘭,958710053
Parroquia de Ascension,684120220
瑟姆納,188105256
プレイサー郡 (カリフォルニア州),3497268876
Condado de Frontenac (Ontário),3193185063
Arkansas (staat),135454114634
Nes (Buskerud),773497568
Jølster,629163779
مقاطعة أليكزاندر (إلينوي),662090693
Condado de Alfalfa,2219174165
Rælingen,51768984
Comté de Russell (Kansas),2205366946
Skien,700807074
阿什縣 (北卡羅萊納州),1134069003
Condado de Clark (Kansas),2777453843
Трикомали (округ),2559812571
Masfjorden,510949417
Лёренскуг,74376832
Condado de Bland (Virginia),975648787
Berlevåg,1030369253
Kvinnherad,1046346429
Kvinesdal,919245618
Baker County (Georgia),817848954
Balsfjord,1360094746
Rindal,580769358
Hrabstwo Blaine (Oklahoma),2643022113
"Митчелл (округ, Канзас)",1843586333
Condado de Bibb (Alabama),1438255559
Augusta County,2559697880
مقاطعة أتشيسون (كانساس),1130686341
Nes (Akershus),561801249
Hrabstwo Boyd (Kentucky),425399826
Stordal,248675121
Йёльстер,618451547
"Оттава (округ, Канзас)",1781616281
مقاطعة بيغ ستون (مينيسوتا),1416783670
Comté de Pulaski (Kentucky),1766511478
Comté de Bracken,539873649
Condado de Wichita (Kansas),1787133746
Condado de Appanoose,1253405454
Franklin County (Kansas),1457654644
貝克縣 (喬治亞州),995781598
Parafia Bienville,2077118128
Contea di Sedgwick (Kansas),2447891044
バークレー郡 (ウェストバージニア州),809145339
Tysnes,248389315
Lardal,249747081
Eid,455957362
ガンパハ県,1301652944
Frøya,232627244
Contea di Rush (Kansas),1955318423
Nesset,1025545402
فارسوند,262256872
Storfjord,1498191922
Alabama,120411294997
Klepp,101888341
Hrabstwo Kearny,2128897378
Elk County (Kansas),1571732271
Condado de Benton (Misuri),1722806134
Condado de Boyd (Kentucky),418520227
アリゲイニー郡 (バージニア州),1141910685
Delaware,5352128278
苏特兰 (挪威),769787883
Rakkestad,413767636
Nes (Akershus),610197429
Tjeldsund,339221407
Adams County (Pennsylvania),1401684983
Bykle,1146414800
Flekkefjord,504016374
斯特蘭,191595337
Hrabstwo Archuleta,3525021187
Vestnes,370796540
Hrabstwo Audubon,1204635075
مقاطعة آدامز (داكوتا الشمالية),2579533596
Contea di LaSalle,3112781838
邦納縣 (愛達荷州),4726319747
威爾遜縣 (堪薩斯州),1381052547
Луннер,260148033
مقاطعة بينغهام (أيداهو),5763094322
Boone County (Arkansas),1599970399
Ness County,2809677534
"Ashland County, Wisconsin",2882236628
Dakota do Norte,175014376848
Sveio,223362567
Lørenskog,73757332
"Bon Homme County, South Dakota",1552598501
Nore og Uvdal,2160147537
Asker,107519961
Radøy,94098840
Ford County (Kansas),2698841767
梅勒于,904805985
Amherst County,1220546531
Condado de Ottawa (Ohio),592806783
Condado de Benton (Minnesota),1194795398
ウエストモーランド郡 (ニューブランズウィック州),3416550970
比縣 (德克薩斯州),2426119317
伊伯斯特,235036496
"Alta, Norway",3958773378
Comté de Barry (Missouri),2052893973
Trøgstad,171997971
ألتا (النرويج),3938336925
Odda,1477845603
Gmina Skånland,485784544
Hattfjelldal,2457891081
Gampaha (district),1404773539
Contea di Kearny,2355530567
"Coffey County, Kansas",1608730321
كوفيورد,1007766960
مقاطعة أوتوغا (ألاباما),1473118688
Condado de Benton (Tennessee),964970452
順昌県,1968947076
Hrabstwo Orange (Kalifornia),2336455847
Radøy,105544391
布拉佐里亞縣,3696271176
"Ярмут (графство, Новая Шотландия)",2348824074
Condado de Bandera,1936619769
Condado de Banks,583294300
Contea di Allen (Kentucky),978896549
Sør-Odal,502145770
Hrabstwo Mono,7687011419
Tromsø,2517225504
"Ben Hill County, Georgia",660715866
Kvalsund,1808712326
Eidfjord (gemeente),1228576363
Contea di Jefferson (Kansas),1403501023
Saline County (Kansas),1703324787
凱恩縣 (伊利諾伊州),1214120408
مقاطعة بولدر (كولورادو),1825927975
バス郡 (ケンタッキー州),688662154
Maine (États-Unis),71256473171
Appanoose County,1266012361
Benton County (Minnesota),1002850170
Condado de Cheyenne (Kansas),2323757738
Карасйок,5329369917
Leirfjord,454386347
Gratangen,274301203
"Смит (округ, Канзас)",2518806462
Ваксдал,630683676
エセックス郡 (オンタリオ州),1691805497
Ashland County (Wisconsin),2594597468
Comté de Sonoma,3851223337
مقاطعة بوربون (كنتاكي),757595075
Vermont,24294740086
Osborne County,2300995044
رينغساكر,1080857692
Eidfjord,1383957622
Sauherad,284381331
Inderøy,383576450
Condado de Butler (Kansas),3964342977
Nord-Odal,499606221
Hamarøy,940755575
Wallace County,2331568617
Giske,42487064
リレハンメル,454635653
Naustdal,345045595
Ullensvang,1369859015
Rooks County,2269675783
"Бэрроу (округ, Джорджия)",472090966
Skiptvet,91155682
Horten,73077622
索姆奈縣 (堪薩斯州),2770900410
Øystre Slidre,937406198
Nøtterøy,64544551
Comté d'Adams (Pennsylvanie),1311371252
アームストロング郡 (テキサス州),2436806092
Condado de Bolivar,2103703822
Modum,423927542
Målselv,3141717191
Contea di Bernalillo,2818168617
ブラクストン郡 (ウェストバージニア州),1221026796
"Сарри (округ, Северная Каролина)",1346907866
纳帕县,1914504710
霍爾默斯特蘭,84099094
Meldal,617719938
Smøla,273505629
Sola (Noruega),66484591
Contea di Alpine,1727716395
Hrabstwo Marion (Kansas),2653482928
Meldal,569631743
Fjaler,406339971
Arapahoe County,1953832876
Tromsø,2562740524
Condado de Pottawatomie (Kansas),1994680670
"Bernalillo County, New Mexico",2978451830
Bernalillo County,2847955001
Вефсн,1923802132
Comté de Boone (Nebraska),1933798799
Osen,365283678
奧斯伯恩縣 (堪薩斯州),2382041707
布萊恩縣 (奧克拉荷馬州),2533851242
ベンソン郡 (ノースダコタ州),3824382492
Hrabstwo Arenac,861027972
比爾肯內斯,723189388
Comté de Bourbon (Kentucky),728830704
Nedre Eiker,121246893
Marshall County (Kansas),2427974261
Condado de Surry (Carolina do Norte),1402597820
Pennsylvania,129651367067
Contea di Berkshire,2550287680
Boone County (Illinois),755644650
休倫縣 (安大略省),3392279303
مقاطعة رايس (كانساس),2026601927
Maine,81957627582
بودو (مدينة),1251603446
"Adams County, North Dakota",2539262410
Arendal,275326715
Hrabstwo Bosque,2493400337
Hrabstwo Harvey,1330863953
Jølster,644993908
Meland,79016324
Stokke (gemeente),130863374
مقاطعة ألباني (نيويورك),1354305765
مقاطعة تشيس (كانساس),2138152409
Tønsberg,106738179
Vinje (Noorwegen),2750370891
謝爾曼縣 (堪薩斯州),2818240554
"Трэйлл (округ, Северная Дакота)",2225290358
"Bibb County, Georgia",693207022
Стурфьорд,1498473123
Condado de Lyon (Kansas),2128154593
Farsund,222193763
安纳波利斯县,3477802131
Porsgrunn,163624320
Bergen County,583494601
Bledsoe County,933309423
Melhus,600641813
Gulen,644929153
روروس,1660757208
Okręg Aleutians East,19123182098
卡尼縣 (堪薩斯州),2124418826
Baxter County,1388626415
"St. Clair County, Alabama",1752864648
مقاطعة بارين (كنتاكي),1321592122
Condado de Pawnee (Kansas),1702724162
Stokke,111345338
Aure (Noorwegen),695417400
Gjesdal,589556328
Condado de Armstrong (Pensilvânia),1810312660
ブルース郡,3876971815
Hrabstwo Ben Hill,581975981
Condado de Bourbon (Kansas),1448544095
Comté de Braxton,1246990345
Marnardal,394879508
Inyo County,28429171288
"Кларк (округ, Канзас)",2423302095
Comté d'Ottawa (Ohio),615146031
Contea di Arapahoe,2038608858
"Addison County, Vermont",1747428690
Contea di Berkeley (Carolina del Sud),2884791858
Condado de Neosho,1561398674
Mannar District,1736037396
Contea di Bay (Michigan),1184100384
مقاطعة براتسوز (تكساس),1396707111
Nesseby,1374459398
奈于斯特達爾,320564718
أورلاند,78177436
Condado de Ottawa (Kansas),1972363305
"Bourbon County, Kansas",1641474796
"Amelia County, Virginia",843814908
"Huron County, Ontario",3200380063
Krødsherad,382078474
Hrabstwo Douglas (Kansas),1099786120
Condado de Bradford (Pensilvania),3222397189
نيس، آكرشوس,592726708
Bremanger,737339731
Condado de Benewah,1748884736
Мандал,190941367
Bedford County (Tennessee),1322894287
Hrabstwo Jewell,2493677296
Kvinnherad,1069387273
Pingtan County,341076559
Sund (Hordaland),102372401
Sarpsborg,356070069
Samnanger,249000123
مقاطعة غرينوود (كانساس),2881309858
Tranøy,471019225
Condado de Allen (Kentucky),851520297
Vang,1290421991
Condado de Archuleta,3714728964
ビエンビル郡 (ルイジアナ州),2213408350
Nordreisa,3196666381
Condado de Jewell,2403252840
Boyle County,450266783
"Sumner County, Kansas",2780296632
مقاطعة بارو (جورجيا),368794737
Aure,589065267
"Johnson County, Kansas",1249884435
Hrabstwo Bath (Kentucky),694918595
Condado de Alcorn,902544435
Rana (Norvegia),3961666005
Batticaloa District,2384808501
Contea di Pawnee (Kansas),1820333034
Notodden,863890812
Averøy,188636548
比弗黑德縣,16239816709
Merced County,4826845061
Finnøy,94524091
مقاطعة بنسون (داكوتا الشمالية),3758127618
Comté de Beaver (Oklahoma),4726853729
Leka (Norwegen),109898087
Comté d'Aurora,1810295346
Gjemnes,346635205
Condado de Elko,43311580658
Contea di Audrain,1753636467
Bolivar County,2078122015
Zhenxiong County,3441827889
Colombo (district),640410534
Condado de Bingham,6069712167
Mauricie,34775266590
Paróquia de Bossier,2255459698
Sandøy,18905242
"Осейдж (округ, Канзас)",1983326605
"Augusta County, Virginia",2526629228
Contea di Benewah,2215248100
"Rice County, Kansas",1838134263
مقاطعة فرانكلين (تينيسي),1384159954
Dovre,1517451097
Comté de Bon Homme,1376898787
Contea di Cook (Illinois),2481954024
"Брекинридж (округ, Кентукки)",1312251595
Bartow County,1186471694
Fjell,134946473
Gol (Noruega),541845776
セジウィック郡 (カンザス州),2508268081
艾于蘭,1499248194
渥太華縣 (堪薩斯州),2030582194
Comté de Borden,2338565450
Louisiana,113765016093
Contea di Ness,2695060389
Hrabstwo Allen (Ohio),952036566
霍寧達爾,197235246
Contea di Box Butte,3049943538
Comté d'Autauga,1417953055
Vennesla,378053408
Hrabstwo Berrien (Michigan),1565476750
亞他斯科沙縣,3181425949
ホッジマン郡 (カンザス州),2123892077
Sør-Aurdal,978874742
Condado de Bergen,540520957
Yarmouth County,2076552330
Ulstein,102746204
Транёй,496398023
Broadwater County,3279132916
"Bledsoe County, Tennessee",1000485023
Condado de Boise,4795821901
Шиптвет,97616876
ルッパ,663827531
Lierne (Noorwegen),2461256658
布恩縣 (阿肯色州),1469108325
Hasvik,596670562
Dovre,1417016359
Askim,59110580
Усен (Норвегия),348009392
弗拉克斯塔,160814243
貝縣 (密歇根州),1049470573
Condado de Bracken,511957545
Condado de Dickinson (Kansas),2453193624
Condado de Tuscola,1979744691
Condado de Bolivar,2376386046
Contea di Androscoggin,1305847383
Condado de Santa Cruz,1172520808
Hrabstwo Barton (Missouri),1458228211
Vevelstad,496350384
布里瓦德縣 (佛羅里達州),2775956637
Comté d'Asotin,1566313590
مقاطعة ألين (كانساس),1173344158
Condado de Allen (Kentucky),1004311291
Contea di Orange (California),1985887848
Krødsherad,333854129
Condado de De Baca,6264968595
Condado de Arapahoe,1991376536
Сискию (округ),15436889089
Stordal,248299049
Stanton County (Kansas),1995964268
亞當斯縣 (印地安納州),804201631
Alstahaug,180330826
Vardø,592146450
Adams County (Colorado),2942720113
Comanche County (Kansas),1901424632
Nordkapp,947772614
Bærum,165582686
Condado de Lincoln (Kansas),1898787300
Beaver County (Pennsylvania),1170433698
"Amite County, Mississippi",1936421679
Storfjord (Kommune),1604847554
Ulstein,91759280
Condado de San Mateo,1149045683
埃達縣 (愛達荷州),2823932305
Evje og Hornnes,504326587
Comté de Baker (Floride),1447677638
"Брадфорд (округ, Пенсильвания)",3017126827
"Cherokee County, Kansas",1658684186
مقاطعة روسل (كانساس),2327911021
Нёттерёй,65935613
Халден,658163197
Snillfjord,542260939
"Wyandotte County, Kansas",383907468
Høylandet,681447144
Эйстре-Слидре,967443138
Herøy (Nordland),67434772
"Аллен (приход, Луизиана)",2145351347
蒂默,170495728
Vestre Slidre,413537278
Comté de Mono,7490979388
Sørfold,1539773999
Hrabstwo Bee,2180000767
Condado de Phillips (Kansas),2425895942
Berkshire County,2379234357
Namsos,727255338
Nordkapp,893747642
Vågan,485595665
Condado de Bertie,1744149523
Bedford County (Pennsylvania),2440628244
مقاطعة باكر (جورجيا),961964772
ナッソー郡 (ニューヨーク州),694555932
Condado de Allen (Indiana),1925884466
Фуснес,462881019
Verdal,1617015279
Elverum,1198575986
Contea di Marion (Kansas),2604145074
Etnedal,482458807
Båtsfjord (gemeente),1525956703
Audnedal,224292337
Værøy,17464279
希普特沃特,87555052
Flatanger,387253199
"Мид (округ, Канзас)",2237132195
Sande (Møre og Romsdal),88804512
Comté de Billings,3256418865
Illinois,142978797518
Åseral,874843271
Flakstad,165863177
Sarpsborg,382623652
Kåfjord (commune),1047893218
Åmli,1124488377
林達爾,584371023
Tysfjord,1309045253
"Тревис (округ, Техас)",2675709911
Carolina del Sud,82815332820
Hamarøy,1014605076
Black Hawk County,1459994659
Elko County,41902941110
Søgne,146209855
奧莫特,1218523018
Comté de Talladega,1648696594
タスコラ郡 (ミシガン州),2023390543
Brewster County,15432237588
Benton County (Mississippi),1182443229
Contea di Aitkin,4376429980
Årdal,842347945
Hrabstwo Sumner (Kansas),3081120148
Songdalen,203124919
Bodø,1362464920
桑讷菲尤尔,106776164
مقاطعة أكوماك (فيرجينيا),1216900760
Missouri (staat),183412799468
Barron County,2003939469
Contea di Shawnee,1492696245
"Haram, Norway",277565215
Namdalseid,722096517
Contea di Bradley (Arkansas),1680404185
Hrabstwo Boyd (Nebraska),1387204745
Paroisse des Avoyelles,2359783207
懷特縣 (喬治亞州),561469506
Røst,10607406
瓦勒爾,95493791
Sandøy,18523364
Bokn,47291601
Condado de Scott (Kansas),1962282601
Tennessee,98209123640
Hrabstwo Inverness,4053001592
Condado de Adams (Pensilvânia),1278988906
Hrabstwo Berkeley (Karolina Południowa),3119393192
Kvitsøy,5635279
Aure (Møre og Romsdal),693878116
Hrabstwo Sedgwick (Kansas),2538938999
Folldal,1256561900
亞代爾縣 (奧克拉荷馬州),1530741736
ボツフィヨール,1498088841
Krødsherad,308570176
Condado de Bergen,593484784
Bjerkreim,560666473
مقاطعة بلاسر (كاليفورنيا),3529230539
Hof (Vestfold),153130942
Adair County (Kentucky),1017510101
維尼耶,2506785562
Cherokee County (Kansas),1482215587
瓦克斯達爾,613772591
Tysnes,264212003
Lunner,237808406
Beadle County,3420572116
Vadsø,1407361536
Askøy,92233747
Avon (Colorado),20763046
Condado de Avery,558925718
Арканзас,143212124184
Nebraska,188495204513
Changdao,54241180
Сокндал,293135662
萊昂縣 (肯塔基州),623869694
مقاطعة بوسير (لويزيانا),2076053894
Bastrop County,2325656877
Hattfjelldal,2334364866
Aroostook County,18033314200
Condado de Botetourt,1491607879
Siljan (Norwegen),196886967
"Gran, Norway",628131753
Hrabstwo Boone (Indiana),1020180112
"Амелиа (округ, Виргиния)",841972884
Ringsaker,1289487652
Ål,1162556957
Coffey County,1777463406
Adams County (Iowa),1148659643
默塞德縣 (加利福尼亞州),5433280511
Contea di Alamosa,2061156065
Flekkefjord,480306258
مقاطعة بيدل (داكوتا الجنوبية),3571200109
"Alameda County, California",1966951177
Викна,296604344
Arapahoe County,2132675008
比佛縣 (賓夕法尼亞州),1261812127
Condado de Baltimore,1469890824
Paróquia de Avoyelles,2077364726
كلابو,164180279
Крёдсхерад,363037021
Contea di Armstrong (Texas),2337146772
Hrabstwo Carter (Tennessee),862339207
Bonneville County,4311229668
Gáivuotna–Kåfjord,997337703
Leikanger,168867232
ヨロ郡 (カリフォルニア州),2552799073
埃內巴克,172211236
مقاطعة بون (أركنساس),1667489842
Tjeldsund (Kommune),291578941
Brønnøy,947288731
Årdal,1067997099
Risør,183599723
Condado de Prescott e Russell,2024443066
費雷斯諾縣 (加利福尼亞州),14257912280
نيوجيرسي,19396066086
"Beaverhead County, Montana",14888884573
ウタウエ地域,31152781403
ラムトン郡,2562387083
Big Horn County (Montana),13924009001
Bodø,1216772509
مقاطعة برانتلي (جورجيا),1064347585
Frosta,72086738
"Алфалфа (округ, Оклахома)",2383170666
Rendalen,2823190884
Fusa,361420591
Vadsø,1279083006
Comté de Bennett,3143065655
Folldal,1308752178
Condado de Bandera,2109210630
Hrabstwo White (Georgia),595994819
ライリー郡 (カンザス州),1606184693
Lødingen,537684376
Woodson County,1238261372
Valle (miasto w Norwegii),1076569425
Nesseby,1418244526
ラベット郡 (カンザス州),1661576610
Comté de Bell (Kentucky),914688758
Hrabstwo Bedford (Pensylwania),2612481347
Sonoma County,4623977668
Loppa (gemeente),680665023
"Анока (округ, Миннесота)",1148344692
Vikna,316905960
"Benson County, North Dakota",3627224420
Hrabstwo St. Clair (Alabama),1651346218
Condado de Ottawa (Ohio),619438094
"Филлипс (округ, Канзас)",2172293456
Antelope County,2395272039
Box Elder County,14813671972
Stange,615083590
羅德島州,2534019319
رود آيلاند,2804121328
Berlevåg,949856022
Karmøy,239753228
Naustdal,353042903
伊利诺伊州,146216326975
Comté d'Adams (Idaho),3605352155
"Aransas County, Texas",614399163
Condado de Essex (Ontário),1708354853
Hrabstwo Newton (Georgia),709910497
Comté d'Alamance,1012056263
Nord-Fron,949755114
アベビル郡 (サウスカロライナ州),1373339372
Hrabstwo Adams (Idaho),4024157015
塔拉迪加县 (亚拉巴马州),1868934472
克勞福德縣 (堪薩斯州),1407964541
Condado de Rawlins,2750594960
Санне (Мёре-ог-Ромсдал),89844517
Årdal,989507698
"Алкона (округ, Мичиган)",1768246681
コングスベルグ,838105792
Selbu,1205385520
Autauga County,1499327864
Torsken,221997027
Fyresdal,1187012172
Hrabstwo Beaver (Pensylwania),1165482242
Alcona County,1746413193
Rensselaer County,1732173402
Лустер (Норвегия),2467908734
Agdenes,331215378
Kvalsund,1621408752
"Седжуик (округ, Канзас)",2547310963
Stordal,225623151
Рюгге (Норвегия),73008362
Condado de Sherman (Kansas),2819172904
"Де-Бака (округ, Нью-Мексико)",6197951340
Lindås,487252479
Øvre Eiker,400352003
Beaufort County (North Carolina),2230840625
加羅林縣 (馬里蘭州),912710344
Bjerkreim,551299385
Bartow County,1070031575
ブレシット郡 (ケンタッキー州),1256951542
"Attala County, Mississippi",2082530470
Adair County (Oklahoma),1419144688
Hrabstwo Baker (Georgia),911849657
Paróquia de Ascension,751616697
Эйдфьорд,1380515783
Namsos,729273960
Bømlo,255196730
"Пратт (округ, Канзас)",1799875872
Condado de Boone (Arkansas),1665364705
"Bolivar County, Mississippi",2458351911
Hrabstwo Lawrence (Indiana),1174057175
Hrabstwo Ottawa (Ohio),747339193
Gjesdal,594624186
Tvedestrand,203623040
Krødsherad,354275636
Orkdal,588910992
ديلوير,4916619668
Comté de Brantley,1029113007
Stordal,237903709
Hrabstwo Anderson (Kansas),1553929338
廷斯菲尤爾,1519508925
Vestvågøy,403927112
Lanaudière,13158798538
Contea di Bon Homme,1642326981
Condado de Blaine (Montana),10765984144
Aremark,252120169
Нью-Мексико,282571776641
格里利縣 (堪薩斯州),1926351912
亚当斯县 (华盛顿州),4457978785
Halsa,269826863
格拉唐恩,318693847
クリスチャンスン,95928381
Verran,580002927
亞當斯縣 (俄亥俄州),1571432960
Форсанн,756357536
هوردال,245588539
Contea di Barren,1245428506
Karlsøy,1144249293
Maryland,23433398469
Hrabstwo Baca,5757776341
Bø (Nordland),262242349
因德勒于,343209117
Beaverhead County,14241161430
Condado de Becker,3431025911
