http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Hrabstwo Thomas (Kansas),2784240000.0
ベルナリオ郡 (ニューメキシコ州),3006980000.0
Råde,105000000.0
Contea di Douglas (Kansas),1181030000.0
"Atchison County, Missouri",1416720000.0
Condado de Bon Homme,1460750000.0
Folldal (gemeente),1257000000.0
Kalutara (Distrikt),1576000000.0
Skjåk,1969000000.0
Tønsberg,106000000.0
Parrocchia di Bossier,2175590000.0
Condado de Amelia,919446000.0
Comté de Bath (Kentucky),722607000.0
Condado de Atascosa,3133890000.0
洛帕,669350000.0
Rhode Island,2706540000.0
松達倫,206000000.0
Condado de Boyd (Kentucky),414398000.0
مقاطعة بينغهام (أيداهو),5423440000.0
مقاطعة بيب (جورجيا),647497000.0
Фрогн,85000000.0
Osen (Noorwegen),369990000.0
Birkenes,633120000.0
Dakota Południowa,1.9635e+11
مقاطعة روش (كانساس),1859610000.0
Condado de Morris (Kansas),1800040000.0
Norddal,900510000.0
Gamvik,1353640000.0
Sortland,698220000.0
Condado de Huron (Michigan),2165230000.0
"Baker County, Georgia",885776000.0
Holtålen,1172000000.0
Osterøy,243680000.0
阿肯色州,1.34856e+11
"St. Clair County, Alabama",1636870000.0
Tromsø,2473360000.0
Lærdal,1277300000.0
Condado de Albemarle,1867380000.0
Lillehammer,450000000.0
Condado de Surry (Carolina del Norte),1377870000.0
Amherst County,1227650000.0
Nord-Aurdal,850000000.0
Ellis County (Kansas),2328400000.0
博蒂諾縣 (北達科他州),4320100000.0
"Amador County, California",1541040000.0
Hrabstwo Big Stone,1292400000.0
Condado de Benson,3597490000.0
Вестнес,347620000.0
Sandøy,20350000.0
Parrocchia di Avoyelles,2154870000.0
謝爾沃于,464270000.0
アレンデール郡 (サウスカロライナ州),1056720000.0
比弗黑德縣,14353700000.0
Flekkefjord,481860000.0
Snillfjord,489120000.0
Condado de Atoka,2527830000.0
Søndre Land,659000000.0
"Benton County, Oregon",1750830000.0
Condado de Alpine,1911410000.0
Narwik,1905720000.0
ブリストル郡 (マサチューセッツ州),1432260000.0
Gaspésie–Îles-de-la-Madeleine,20308700000.0
Bø (Telemark),258000000.0
ヘイヤンゲル,838420000.0
Evje og Hornnes,520730000.0
ディケーター郡 (カンザス州),2315450000.0
Distretto di Gampaha,1341000000.0
チェルスン,309340000.0
Volda,524890000.0
Inderøy,350670000.0
Lillehammer,450000000.0
ブレイン郡 (オクラホマ州),2403510000.0
مقاطعة ميامي (كانساس),1491830000.0
Drangedal,996000000.0
Inyo County,26368700000.0
博斯基縣 (德克薩斯州),2545960000.0
Røyken,111000000.0
Vestnes,347620000.0
Lebesby,3231920000.0
烏塔韋區,30504000000.0
كاراشوك,5209450000.0
"Crawford County, Kansas",1528090000.0
Ibestad (gemeente),234370000.0
Condado de Boyle,466198000.0
Vestvågøy,405580000.0
Hrabstwo Antigonish,1457810000.0
Selbu,1140840000.0
Вегорсхей,322370000.0
Tokke,905000000.0
Nevada,2.84396e+11
Nore og Uvdal,2274000000.0
Abbeville County,1269090000.0
Oklahoma,1.78023e+11
阿米利亞縣 (維吉尼亞州),919446000.0
Flesberg,538000000.0
Хаммерфест,819800000.0
Hrabstwo Barnwell,1419310000.0
Nittedal,179000000.0
Brazos County,1515140000.0
Sandefjord,119000000.0
Parafia Avoyelles,2154870000.0
タラデガ郡 (アラバマ州),1908820000.0
アデア郡 (ケンタッキー州),1048950000.0
Bindal,1193260000.0
雷爾菲尤爾,451210000.0
"Бентон (округ, Миннесота)",1056720000.0
Gmina Sula,57270000.0
Meldal,592540000.0
"Anderson County, South Carolina",1851840000.0
Lunner,272000000.0
Boone County (Iowa),1481470000.0
Kviteseid,624000000.0
Ампара (округ),4222000000.0
アダムズ郡 (ペンシルベニア州),1344200000.0
"Bristol County, Rhode Island",62159700.0
Archer County,2338760000.0
"Atascosa County, Texas",3133890000.0
Gjemnes,371420000.0
Condado de Gray (Kansas),2250700000.0
Holmestrand (gemeente),84000000.0
"Берген (округ, Нью-Джерси)",603490000.0
Roan,355440000.0
ミード郡 (カンザス州),2533010000.0
Big Stone County,1292400000.0
Comté de Kiowa (Kansas),1872560000.0
Трикомали (округ),2529000000.0
Karasjok (gemeente),5209450000.0
Hemne,635710000.0
シスキュー郡 (カリフォルニア州),16259900000.0
Contea di Comanche (Kansas),2040910000.0
Austevoll,114230000.0
布魯斯德縣 (德克薩斯州),16016500000.0
阿索廷县 (华盛顿州),1647230000.0
アレン郡 (ケンタッキー州),890956000.0
Bladen County,2263650000.0
Sigdal,811000000.0
艾倫縣 (俄亥俄州),1041180000.0
Lindås,456310000.0
亞歷山大縣 (伊利諾伊州),611237000.0
"Белтрами (округ, Миннесота)",6487920000.0
"Allegheny County, Pennsylvania",1890690000.0
"Rensselaer County, New York",1688670000.0
莫迪姆,463000000.0
مقاطعة بون (آيوا),1481470000.0
Comté de Cook (Illinois),2447540000.0
Seward County (Kansas),1655000000.0
Ohio,1.06156e+11
Lavangen,296200000.0
"Бентон (округ, Миссури)",1823350000.0
ラッシュ郡 (カンザス州),1859610000.0
Fusa,353690000.0
Bracken County,533538000.0
Hrabstwo Osborne,2312860000.0
Condado de Berkeley (Virginia Occidental),831386000.0
Contea di Bedford (Pennsylvania),2621070000.0
Contea di Boone (Kentucky),637137000.0
"Labette County, Kansas",1670540000.0
Gildeskål,619090000.0
Comté de Franklin (Kansas),1481470000.0
Fusa,353690000.0
Hrabstwo Bradford (Pensylwania),2970720000.0
Stryn,1321230000.0
Califórnia,4.03932e+11
Mono County,7896870000.0
Condado de Benton (Arkansas),2193720000.0
Gjerdrum,82000000.0
Nesseby,1366890000.0
Contea di Cherokee (Kansas),1522910000.0
本頓縣 (愛阿華州),1854430000.0
Fedje,8950000.0
Flatanger,434170000.0
Эльверум,1209000000.0
Hrabstwo Bedford (Pensylwania),2621070000.0
Fermanagh,1691000000.0
斯圖達爾,243620000.0
Bolivar County,2271420000.0
Hrabstwo Bibb (Alabama),1613560000.0
Hrabstwo Beaver (Oklahoma),4700830000.0
Steinkjer (gemeente),1423300000.0
Leka,107970000.0
مقاطعة بلونت (تينيسي),1447800000.0
مقاطعة فورد (كانساس),2843810000.0
Lærdal,1277300000.0
Contea di Belmont,1377870000.0
Vestnes,347620000.0
Kristiansund,86280000.0
Andøy,616040000.0
ベッドフォード郡 (バージニア州),1950260000.0
"Marion County, Kansas",2444950000.0
Fjell,141130000.0
Contea di Bernalillo,3006980000.0
Nittedal,179000000.0
Comté de Belmont,1377870000.0
مقاطعة أدير (كنتاكي),1048950000.0
阿倫達縣 (南卡羅萊納州),1056720000.0
Baldwin County (Georgia),668217000.0
Gloppen,964230000.0
Contea di Rice (Kansas),1880330000.0
アルコナ郡 (ミシガン州),1748240000.0
Borough des Aléoutiennes orientales,18083300000.0
Condado de Bonneville,4832920000.0
"Carter County, Tennessee",883186000.0
Hrabstwo Benton (Oregon),1750830000.0
Tjeldsund,309340000.0
"Washington County, Kansas",2318040000.0
Fjell,141130000.0
Nord-Odal,475000000.0
Comté de Bent,3918650000.0
Nittedal,179000000.0
Alstahaug,186290000.0
Levanger,610000000.0
Sherman County (Kansas),2735030000.0
Comté de Renfrew,7419000000.0
"Ashtabula County, Ohio",1818170000.0
Øksnes,310150000.0
哈爾薩,292770000.0
Hrabstwo Alger,2369840000.0
加姆珀哈區,1341000000.0
توكه,905000000.0
Klepp,102350000.0
Condado de Talladega,1908820000.0
Contea di Edwards (Kansas),1610970000.0
Condado de Adams (Washington),4985730000.0
Arkansas,1.34856e+11
Risør,179080000.0
"Benton County, Iowa",1854430000.0
Condado de San Joaquin,3602670000.0
Melhus,653760000.0
Nesset,985870000.0
Meade County (Kansas),2533010000.0
ベントン郡 (ミネソタ州),1056720000.0
Chase County (Kansas),2002060000.0
Lawrence County (Indiana),1163340000.0
Angelina County,2066810000.0
مقاطعة هاسكيل (كانساس),1497010000.0
Condado de LaPorte,1549590000.0
Rissa (Noorwegen),588050000.0
Condado de Comanche (Kansas),2040910000.0
Leira,850000000.0
Austrheim,56820000.0
Meløy,798450000.0
Bedford County (Tennessee),1227650000.0
"Adams County, Ohio",1512550000.0
Tynset,1822000000.0
Клепп,102350000.0
Comté de Benton (Arkansas),2193720000.0
"Rauma, Norway",1442120000.0
Condado de Blanco,1836300000.0
Avoyelles Parish,2154870000.0
