http://dbpedia.org/ontology/Event,Event,http://dbpedia.org/ontology/numberOfGoals
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1990s_results,Republic of Ireland national football team 1990s results,93
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_2000s_results,Republic of Ireland national football team 2000s results,71
http://dbpedia.org/resource/2006_South_American_Women's_Football_Championship,2006 South American Women's Football Championship,82
http://dbpedia.org/resource/1929–30_in_Swedish_football,1929–30 in Swedish football,5
http://dbpedia.org/resource/1931–32_in_Swedish_football,1931–32 in Swedish football,39
http://dbpedia.org/resource/1889_American_Cup,1889 American Cup,29
http://dbpedia.org/resource/1998_OFC_Nations_Cup,1998 OFC Nations Cup,47
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_8,UEFA Euro 1976 qualifying Group 8,64
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_8,UEFA Euro 1976 qualifying Group 8,68
http://dbpedia.org/resource/1929_in_Argentine_football,1929 in Argentine football,27
http://dbpedia.org/resource/1981_FIFA_World_Youth_Championship,1981 FIFA World Youth Championship,74
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_2,UEFA Euro 1976 qualifying Group 2,81
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_2000s_results,Republic of Ireland national football team 2000s results,84
http://dbpedia.org/resource/1924–28_Nordic_Football_Championship,1924–28 Nordic Football Championship,46
http://dbpedia.org/resource/1961_Chatham_Cup,1961 Chatham Cup,3
http://dbpedia.org/resource/UEFA_Euro_1968_qualifying,UEFA Euro 1968 qualifying,47
http://dbpedia.org/resource/1939–40_in_Swedish_football,1939–40 in Swedish football,86
http://dbpedia.org/resource/1928–29_in_Swedish_football,1928–29 in Swedish football,6
http://dbpedia.org/resource/2003_South_American_Women's_Football_Championship,2003 South American Women's Football Championship,46
http://dbpedia.org/resource/1926–27_in_Swedish_football,1926–27 in Swedish football,89
http://dbpedia.org/resource/1986_AFC_Women's_Championship,1986 AFC Women's Championship,5
http://dbpedia.org/resource/1931–32_in_Swedish_football,1931–32 in Swedish football,34
http://dbpedia.org/resource/2007_Copa_Libertadores_knockout_stages,2007 Copa Libertadores knockout stages,5
http://dbpedia.org/resource/2008_K_League_Championship,2008 K League Championship,30
http://dbpedia.org/resource/2007_FIFA_Women's_World_Cup_qualification_(UEFA),2007 FIFA Women's World Cup qualification (UEFA),3
http://dbpedia.org/resource/UEFA_Euro_1968_qualifying,UEFA Euro 1968 qualifying,77
http://dbpedia.org/resource/1983_in_Swedish_football,1983 in Swedish football,57
http://dbpedia.org/resource/Ireland_national_football_team_(FAI)_results,Ireland national football team (FAI) results,87
http://dbpedia.org/resource/1887_American_Cup,1887 American Cup,39
http://dbpedia.org/resource/1935_National_Challenge_Cup,1935 National Challenge Cup,86
http://dbpedia.org/resource/1925–26_National_Challenge_Cup,1925–26 National Challenge Cup,6
http://dbpedia.org/resource/Australia_at_the_OFC_Nations_Cup,Australia at the OFC Nations Cup,77
http://dbpedia.org/resource/2014_CERH_European_Championship,2014 CERH European Championship,19
http://dbpedia.org/resource/United_States_men's_national_soccer_team_results_(1916–49),United States men's national soccer team results (1916–49),7
http://dbpedia.org/resource/1928–29_in_Swedish_football,1928–29 in Swedish football,11
http://dbpedia.org/resource/1932–33_in_Swedish_football,1932–33 in Swedish football,55
http://dbpedia.org/resource/2004_Korean_League_Cup,2004 Korean League Cup,58
http://dbpedia.org/resource/1931_National_Challenge_Cup,1931 National Challenge Cup,5
http://dbpedia.org/resource/1947–48_in_Swedish_football,1947–48 in Swedish football,79
http://dbpedia.org/resource/2003_FIFA_Women's_World_Cup_qualification_(UEFA),2003 FIFA Women's World Cup qualification (UEFA),50
http://dbpedia.org/resource/1945–46_in_Swedish_football,1945–46 in Swedish football,12
http://dbpedia.org/resource/1911_American_Cup,1911 American Cup,63
http://dbpedia.org/resource/1932–33_in_Swedish_football,1932–33 in Swedish football,39
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_4,UEFA Euro 1976 qualifying Group 4,81
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1990s_results,Republic of Ireland national football team 1990s results,7
http://dbpedia.org/resource/2008_North_African_Cup_of_Champions,2008 North African Cup of Champions,93
http://dbpedia.org/resource/2007_Copa_Libertadores_Second_Stage,2007 Copa Libertadores Second Stage,6
http://dbpedia.org/resource/2013_Idol_Star_Olympics_Championships,2013 Idol Star Olympics Championships,1
http://dbpedia.org/resource/2004_Korean_League_Cup,2004 Korean League Cup,11
http://dbpedia.org/resource/1937–38_in_Swedish_football,1937–38 in Swedish football,7
http://dbpedia.org/resource/1938–39_in_Swedish_football,1938–39 in Swedish football,63
http://dbpedia.org/resource/1933–34_in_Swedish_football,1933–34 in Swedish football,9
http://dbpedia.org/resource/1934–35_in_Swedish_football,1934–35 in Swedish football,88
http://dbpedia.org/resource/Northern_Ireland_national_football_team_–_record_in_major_tournaments,Northern Ireland national football team – record in major tournaments,15
http://dbpedia.org/resource/2013–14_CERS_Cup,2013–14 CERS Cup,2
http://dbpedia.org/resource/1986_Scottish_League_Cup_Final,1986 Scottish League Cup Final,85
http://dbpedia.org/resource/1938–39_in_Swedish_football,1938–39 in Swedish football,58
http://dbpedia.org/resource/2006_South_American_Women's_Football_Championship,2006 South American Women's Football Championship,62
http://dbpedia.org/resource/1926–27_in_Swedish_football,1926–27 in Swedish football,82
http://dbpedia.org/resource/UEFA_Euro_1968_qualifying,UEFA Euro 1968 qualifying,81
http://dbpedia.org/resource/2003_South_American_Women's_Football_Championship,2003 South American Women's Football Championship,28
http://dbpedia.org/resource/1979_FIFA_World_Youth_Championship,1979 FIFA World Youth Championship,78
http://dbpedia.org/resource/2003_in_Norwegian_football,2003 in Norwegian football,5
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1960s_results,Republic of Ireland national football team 1960s results,5
http://dbpedia.org/resource/1937–38_in_Swedish_football,1937–38 in Swedish football,84
http://dbpedia.org/resource/Sweden_national_football_team_2005,Sweden national football team 2005,72
http://dbpedia.org/resource/1981_in_Swedish_football,1981 in Swedish football,38
http://dbpedia.org/resource/2006_South_American_Women's_Football_Championship,2006 South American Women's Football Championship,74
http://dbpedia.org/resource/2013_FIRS_Roller_Hockey_World_Cup_U-20,2013 FIRS Roller Hockey World Cup U-20,1
http://dbpedia.org/resource/1913–14_in_Swedish_football,1913–14 in Swedish football,21
http://dbpedia.org/resource/1997_FIFA_World_Youth_Championship,1997 FIFA World Youth Championship,6
http://dbpedia.org/resource/Sweden_national_football_team_1994,Sweden national football team 1994,2
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_2000s_results,Republic of Ireland national football team 2000s results,1
http://dbpedia.org/resource/1958_Chatham_Cup,1958 Chatham Cup,6
http://dbpedia.org/resource/1985_FIFA_World_Youth_Championship,1985 FIFA World Youth Championship,64
http://dbpedia.org/resource/1932–33_in_Swedish_football,1932–33 in Swedish football,9
http://dbpedia.org/resource/2006_South_American_Women's_Football_Championship,2006 South American Women's Football Championship,71
http://dbpedia.org/resource/1980_in_Swedish_football,1980 in Swedish football,49
http://dbpedia.org/resource/2006–07_Royal_League,2006–07 Royal League,37
http://dbpedia.org/resource/2007_FIFA_Women's_World_Cup_qualification_(UEFA),2007 FIFA Women's World Cup qualification (UEFA),45
http://dbpedia.org/resource/2002_FIFA_U-19_Women's_World_Championship,2002 FIFA U-19 Women's World Championship,37
http://dbpedia.org/resource/2016_National_Ringette_League_playoffs,2016 National Ringette League playoffs,11
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_8,UEFA Euro 1976 qualifying Group 8,65
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1970s_results,Republic of Ireland national football team 1970s results,28
http://dbpedia.org/resource/2007_Copa_Libertadores_Second_Stage,2007 Copa Libertadores Second Stage,45
http://dbpedia.org/resource/2007_FIFA_Women's_World_Cup_qualification_(UEFA),2007 FIFA Women's World Cup qualification (UEFA),43
http://dbpedia.org/resource/1910_American_Cup,1910 American Cup,73
http://dbpedia.org/resource/2007_Copa_Libertadores_Second_Stage,2007 Copa Libertadores Second Stage,65
http://dbpedia.org/resource/1972_Football_League_Cup_Final,1972 Football League Cup Final,71
http://dbpedia.org/resource/1930–31_in_Swedish_football,1930–31 in Swedish football,47
http://dbpedia.org/resource/1950–51_in_Swedish_football,1950–51 in Swedish football,35
http://dbpedia.org/resource/1885_American_Cup,1885 American Cup,42
http://dbpedia.org/resource/1995_FIFA_World_Youth_Championship,1995 FIFA World Youth Championship,66
http://dbpedia.org/resource/1989_FIFA_World_Youth_Championship,1989 FIFA World Youth Championship,84
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_2000s_results,Republic of Ireland national football team 2000s results,11
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_2000s_results,Republic of Ireland national football team 2000s results,23
http://dbpedia.org/resource/2007_FIFA_Women's_World_Cup_qualification_(UEFA),2007 FIFA Women's World Cup qualification (UEFA),21
http://dbpedia.org/resource/2006_South_American_Women's_Football_Championship,2006 South American Women's Football Championship,26
http://dbpedia.org/resource/1928–29_in_Swedish_football,1928–29 in Swedish football,32
http://dbpedia.org/resource/1972–77_Nordic_Football_Championship,1972–77 Nordic Football Championship,14
http://dbpedia.org/resource/1960_Chatham_Cup,1960 Chatham Cup,2
http://dbpedia.org/resource/Sweden_national_football_team_1999,Sweden national football team 1999,84
http://dbpedia.org/resource/1933–34_in_Swedish_football,1933–34 in Swedish football,4
http://dbpedia.org/resource/1981_FIFA_World_Youth_Championship,1981 FIFA World Youth Championship,9
http://dbpedia.org/resource/2005–06_European_Challenge_Trophy,2005–06 European Challenge Trophy,75
http://dbpedia.org/resource/1998_J.League,1998 J.League,60
http://dbpedia.org/resource/2006–07_Royal_League,2006–07 Royal League,52
http://dbpedia.org/resource/1951–52_in_Swedish_football,1951–52 in Swedish football,2
http://dbpedia.org/resource/1989_FIFA_World_Youth_Championship,1989 FIFA World Youth Championship,51
http://dbpedia.org/resource/1990_in_Swedish_football,1990 in Swedish football,77
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1960s_results,Republic of Ireland national football team 1960s results,81
http://dbpedia.org/resource/1993_FIFA_World_Youth_Championship,1993 FIFA World Youth Championship,23
http://dbpedia.org/resource/1937–38_in_Swedish_football,1937–38 in Swedish football,26
http://dbpedia.org/resource/2009_Ulster_Senior_Football_Championship,2009 Ulster Senior Football Championship,2
http://dbpedia.org/resource/1929_Chatham_Cup,1929 Chatham Cup,2
http://dbpedia.org/resource/1904_Norwegian_Football_Cup,1904 Norwegian Football Cup,30
http://dbpedia.org/resource/1999_U.S._Cup,1999 U.S. Cup,27
http://dbpedia.org/resource/2007_Copa_Libertadores_Second_Stage,2007 Copa Libertadores Second Stage,83
http://dbpedia.org/resource/1993_U.S._Open_Cup,1993 U.S. Open Cup,56
http://dbpedia.org/resource/Brazil_at_the_1982_FIFA_World_Cup,Brazil at the 1982 FIFA World Cup,64
http://dbpedia.org/resource/1949–50_in_Swedish_football,1949–50 in Swedish football,62
http://dbpedia.org/resource/2007_Copa_Libertadores_knockout_stages,2007 Copa Libertadores knockout stages,52
http://dbpedia.org/resource/1981–85_Nordic_Football_Championship,1981–85 Nordic Football Championship,19
http://dbpedia.org/resource/Sweden_national_football_team_2004,Sweden national football team 2004,67
http://dbpedia.org/resource/1945–46_in_Swedish_football,1945–46 in Swedish football,3
http://dbpedia.org/resource/1929–32_Nordic_Football_Championship,1929–32 Nordic Football Championship,29
http://dbpedia.org/resource/Ireland_national_football_team_(FAI)_results,Ireland national football team (FAI) results,49
http://dbpedia.org/resource/2016_National_Ringette_League_playoffs,2016 National Ringette League playoffs,3
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1970s_results,Republic of Ireland national football team 1970s results,65
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1990s_results,Republic of Ireland national football team 1990s results,9
http://dbpedia.org/resource/American_Soccer_Association_Cup,American Soccer Association Cup,63
http://dbpedia.org/resource/Netherlands_national_football_team_2000,Netherlands national football team 2000,56
http://dbpedia.org/resource/1926–27_in_Swedish_football,1926–27 in Swedish football,41
http://dbpedia.org/resource/1937–47_Nordic_Football_Championship,1937–47 Nordic Football Championship,83
http://dbpedia.org/resource/Sweden_national_football_team_2003,Sweden national football team 2003,84
http://dbpedia.org/resource/Germany_at_the_2008_Summer_Paralympics,Germany at the 2008 Summer Paralympics,1
http://dbpedia.org/resource/1987_FIFA_World_Youth_Championship,1987 FIFA World Youth Championship,89
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_8,UEFA Euro 1976 qualifying Group 8,28
http://dbpedia.org/resource/2013–14_National_Ringette_League_season,2013–14 National Ringette League season,2
http://dbpedia.org/resource/American_Soccer_Association_Cup,American Soccer Association Cup,2
http://dbpedia.org/resource/1934–35_in_Swedish_football,1934–35 in Swedish football,82
http://dbpedia.org/resource/2014_National_Ringette_League_playoffs,2014 National Ringette League playoffs,12
http://dbpedia.org/resource/2007_COSAFA_Cup,2007 COSAFA Cup,51
http://dbpedia.org/resource/Australia_at_the_OFC_Nations_Cup,Australia at the OFC Nations Cup,15
http://dbpedia.org/resource/2003_FIFA_Women's_World_Cup_qualification_(UEFA),2003 FIFA Women's World Cup qualification (UEFA),49
http://dbpedia.org/resource/1915–16_in_Swedish_football,1915–16 in Swedish football,19
http://dbpedia.org/resource/2007–09_International_Challenge_Trophy,2007–09 International Challenge Trophy,37
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1990s_results,Republic of Ireland national football team 1990s results,86
http://dbpedia.org/resource/American_Soccer_Association_Cup,American Soccer Association Cup,4
http://dbpedia.org/resource/UEFA_Euro_1968_qualifying,UEFA Euro 1968 qualifying,36
http://dbpedia.org/resource/Ireland_national_football_team_(FAI)_results,Ireland national football team (FAI) results,77
http://dbpedia.org/resource/1924–28_Nordic_Football_Championship,1924–28 Nordic Football Championship,57
http://dbpedia.org/resource/2013_FIRS_Roller_Hockey_World_Cup_U-20,2013 FIRS Roller Hockey World Cup U-20,8
http://dbpedia.org/resource/1946–47_in_Swedish_football,1946–47 in Swedish football,60
http://dbpedia.org/resource/2003_FIFA_Women's_World_Cup_qualification_(UEFA),2003 FIFA Women's World Cup qualification (UEFA),46
http://dbpedia.org/resource/1929–30_in_Swedish_football,1929–30 in Swedish football,67
http://dbpedia.org/resource/1993–94_FA_Cup,1993–94 FA Cup,3
http://dbpedia.org/resource/1985_FIFA_World_Youth_Championship,1985 FIFA World Youth Championship,85
http://dbpedia.org/resource/2004_African_Women's_Championship,2004 African Women's Championship,11
http://dbpedia.org/resource/2009_Under_17_Gulf_Cup_of_Nations,2009 Under 17 Gulf Cup of Nations,67
http://dbpedia.org/resource/1919_in_Swedish_football,1919 in Swedish football,84
http://dbpedia.org/resource/2007_FIFA_Women's_World_Cup_qualification_(UEFA),2007 FIFA Women's World Cup qualification (UEFA),2
http://dbpedia.org/resource/2002_FIFA_U-19_Women's_World_Championship,2002 FIFA U-19 Women's World Championship,60
http://dbpedia.org/resource/1980_in_Swedish_football,1980 in Swedish football,29
http://dbpedia.org/resource/2001_Korean_League_Cup,2001 Korean League Cup,8606
http://dbpedia.org/resource/Northern_Ireland_national_football_team_–_record_in_major_tournaments,Northern Ireland national football team – record in major tournaments,60
http://dbpedia.org/resource/1949–50_in_Swedish_football,1949–50 in Swedish football,17
http://dbpedia.org/resource/CERH_Women's_Euro_2013,CERH Women's Euro 2013,6
http://dbpedia.org/resource/2002_FIFA_U-19_Women's_World_Championship,2002 FIFA U-19 Women's World Championship,65
http://dbpedia.org/resource/1941–42_in_Swedish_football,1941–42 in Swedish football,58
http://dbpedia.org/resource/1933–36_Nordic_Football_Championship,1933–36 Nordic Football Championship,46
http://dbpedia.org/resource/1933–34_in_Swedish_football,1933–34 in Swedish football,54
http://dbpedia.org/resource/1997_FIFA_World_Youth_Championship,1997 FIFA World Youth Championship,99
http://dbpedia.org/resource/1925–26_National_Challenge_Cup,1925–26 National Challenge Cup,84
http://dbpedia.org/resource/1993_U.S._Open_Cup,1993 U.S. Open Cup,17
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1980s_results,Republic of Ireland national football team 1980s results,15
http://dbpedia.org/resource/1914_in_Norwegian_football,1914 in Norwegian football,53
http://dbpedia.org/resource/1931–32_in_Swedish_football,1931–32 in Swedish football,78
http://dbpedia.org/resource/1948–49_in_Swedish_football,1948–49 in Swedish football,36
http://dbpedia.org/resource/2007_FIFA_Women's_World_Cup_qualification_(UEFA),2007 FIFA Women's World Cup qualification (UEFA),9
http://dbpedia.org/resource/Germany_at_the_2008_Summer_Paralympics,Germany at the 2008 Summer Paralympics,9
http://dbpedia.org/resource/1929–30_in_Swedish_football,1929–30 in Swedish football,20
http://dbpedia.org/resource/1923–24_in_Swedish_football,1923–24 in Swedish football,35
http://dbpedia.org/resource/1928–29_in_Swedish_football,1928–29 in Swedish football,82
http://dbpedia.org/resource/2007_Copa_Libertadores_knockout_stages,2007 Copa Libertadores knockout stages,47
http://dbpedia.org/resource/2000_OFC_Nations_Cup,2000 OFC Nations Cup,61
http://dbpedia.org/resource/1997_J.League,1997 J.League,118
http://dbpedia.org/resource/2004_Korean_League_Cup,2004 Korean League Cup,90
http://dbpedia.org/resource/Football_at_the_2000_Summer_Olympics_–_Women's_tournament,Football at the 2000 Summer Olympics – Women's tournament,34
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1980s_results,Republic of Ireland national football team 1980s results,88
http://dbpedia.org/resource/Ireland_national_football_team_(FAI)_results,Ireland national football team (FAI) results,58
http://dbpedia.org/resource/2007_FIFA_Women's_World_Cup_qualification_(UEFA),2007 FIFA Women's World Cup qualification (UEFA),61
http://dbpedia.org/resource/1935–36_in_Swedish_football,1935–36 in Swedish football,72
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1960s_results,Republic of Ireland national football team 1960s results,82
http://dbpedia.org/resource/1935_National_Challenge_Cup,1935 National Challenge Cup,54
http://dbpedia.org/resource/1936–37_in_Swedish_football,1936–37 in Swedish football,7
http://dbpedia.org/resource/UEFA_Euro_1968_qualifying,UEFA Euro 1968 qualifying,7
http://dbpedia.org/resource/1889_American_Cup,1889 American Cup,63
http://dbpedia.org/resource/1980_in_Swedish_football,1980 in Swedish football,32
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1990s_results,Republic of Ireland national football team 1990s results,59
http://dbpedia.org/resource/Sweden_national_football_team_1994,Sweden national football team 1994,8
http://dbpedia.org/resource/2000_OFC_Nations_Cup,2000 OFC Nations Cup,45
http://dbpedia.org/resource/2005–06_European_Challenge_Trophy,2005–06 European Challenge Trophy,4
http://dbpedia.org/resource/2003_FIFA_Women's_World_Cup_qualification_(UEFA),2003 FIFA Women's World Cup qualification (UEFA),60
http://dbpedia.org/resource/1890_American_Cup,1890 American Cup,40
http://dbpedia.org/resource/1913–14_in_Swedish_football,1913–14 in Swedish football,87
http://dbpedia.org/resource/Sweden_national_football_team_1994,Sweden national football team 1994,80
http://dbpedia.org/resource/2006_South_American_Women's_Football_Championship,2006 South American Women's Football Championship,48
http://dbpedia.org/resource/UEFA_Euro_1968_qualifying,UEFA Euro 1968 qualifying,88
http://dbpedia.org/resource/1948–51_Nordic_Football_Championship,1948–51 Nordic Football Championship,25
http://dbpedia.org/resource/1986_USSR_Federation_Cup,1986 USSR Federation Cup,2
http://dbpedia.org/resource/2006_South_American_Women's_Football_Championship,2006 South American Women's Football Championship,3
http://dbpedia.org/resource/1986_Scottish_League_Cup_Final,1986 Scottish League Cup Final,62
http://dbpedia.org/resource/2011–13_International_Challenge_Trophy,2011–13 International Challenge Trophy,93
http://dbpedia.org/resource/1997_FIFA_World_Youth_Championship,1997 FIFA World Youth Championship,79
http://dbpedia.org/resource/1951–52_in_Swedish_football,1951–52 in Swedish football,74
http://dbpedia.org/resource/1963_Scottish_League_Cup_Final,1963 Scottish League Cup Final,4
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1950s_results,Republic of Ireland national football team 1950s results,74
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1970s_results,Republic of Ireland national football team 1970s results,74
http://dbpedia.org/resource/1942–43_in_Swedish_football,1942–43 in Swedish football,63
http://dbpedia.org/resource/1887_American_Cup,1887 American Cup,55
http://dbpedia.org/resource/2008_Dublin_football_season,2008 Dublin football season,8
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1990s_results,Republic of Ireland national football team 1990s results,11
http://dbpedia.org/resource/1886_American_Cup,1886 American Cup,62
http://dbpedia.org/resource/1985_FIFA_World_Youth_Championship,1985 FIFA World Youth Championship,78
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1990s_results,Republic of Ireland national football team 1990s results,85
http://dbpedia.org/resource/1939_Chatham_Cup,1939 Chatham Cup,2
http://dbpedia.org/resource/Ireland_national_football_team_(FAI)_results,Ireland national football team (FAI) results,71
http://dbpedia.org/resource/1931–32_in_Swedish_football,1931–32 in Swedish football,9
http://dbpedia.org/resource/1933–36_Nordic_Football_Championship,1933–36 Nordic Football Championship,11
http://dbpedia.org/resource/Sweden_national_football_team_1994,Sweden national football team 1994,74
http://dbpedia.org/resource/1939–40_in_Swedish_football,1939–40 in Swedish football,39
http://dbpedia.org/resource/Miracle_of_Dammam,Miracle of Dammam,44
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_8,UEFA Euro 1976 qualifying Group 8,33
http://dbpedia.org/resource/2007_Copa_Libertadores_Second_Stage,2007 Copa Libertadores Second Stage,80
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1960s_results,Republic of Ireland national football team 1960s results,53
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1960s_results,Republic of Ireland national football team 1960s results,54
http://dbpedia.org/resource/2007_Copa_Libertadores_Second_Stage,2007 Copa Libertadores Second Stage,31
http://dbpedia.org/resource/1933–36_Nordic_Football_Championship,1933–36 Nordic Football Championship,83
http://dbpedia.org/resource/2007_A3_Champions_Cup,2007 A3 Champions Cup,11
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1950s_results,Republic of Ireland national football team 1950s results,8
http://dbpedia.org/resource/1949–50_in_Swedish_football,1949–50 in Swedish football,82
http://dbpedia.org/resource/2014_Latin_Cup_(roller_hockey),2014 Latin Cup (roller hockey),5
http://dbpedia.org/resource/Australia_at_the_OFC_Nations_Cup,Australia at the OFC Nations Cup,86
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_4,UEFA Euro 1976 qualifying Group 4,71
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1980s_results,Republic of Ireland national football team 1980s results,65
http://dbpedia.org/resource/2003_South_American_Women's_Football_Championship,2003 South American Women's Football Championship,34
http://dbpedia.org/resource/1929–32_Nordic_Football_Championship,1929–32 Nordic Football Championship,29
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1990s_results,Republic of Ireland national football team 1990s results,51
http://dbpedia.org/resource/2010_Chatham_Cup,2010 Chatham Cup,3
http://dbpedia.org/resource/1933–34_in_Swedish_football,1933–34 in Swedish football,13
http://dbpedia.org/resource/2002_FIFA_U-19_Women's_World_Championship,2002 FIFA U-19 Women's World Championship,5
http://dbpedia.org/resource/Republic_of_Ireland_national_football_team_1980s_results,Republic of Ireland national football team 1980s results,80
http://dbpedia.org/resource/2007–08_Ukrainian_Cup,2007–08 Ukrainian Cup,92
http://dbpedia.org/resource/UEFA_Euro_1976_qualifying_Group_8,UEFA Euro 1976 qualifying Group 8,32
http://dbpedia.org/resource/1886_American_Cup,1886 American Cup,34
http://dbpedia.org/resource/American_Soccer_Association_Cup,American Soccer Association Cup,75
http://dbpedia.org/resource/1985_FIFA_World_Youth_Championship,1985 FIFA World Youth Championship,88
http://dbpedia.org/resource/1947–48_in_Swedish_football,1947–48 in Swedish football,5
