http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
أوركدال,577734911
"Adams County, Illinois",2179514791
Vefsn,1989110087
Mauricie,35955436161
福爾達爾,1502820351
Delaware,4150140081
布鲁斯县,3890444503
Condado de Baca,7864862198
Comté de Sherman (Kansas),2820653818
Condado de Bee,2537594287
Baker County (Oregon),7004240036
Radøy,105034784
Hrabstwo Talladega,1917233342
مقاطعة رولنز (كانساس),2996262902
مقاطعة ليفينوورث (كانساس),1177396158
Nesna,160028033
巴爾斯菲尤爾,1581855956
Masfjorden,555354803
Condado de Archuleta,3767500809
روان (النرويج),388603376
伊伯斯特,221562573
Oppegård,27874636
Fyresdal,1000571448
Gjøvik,642728481
Tysnes,226091563
奧德雷恩縣 (密蘇里州),1545874393
Nesna,189350695
Vavuniya District,1898684061
Contea di Bath (Virginia),1577479071
Stranda,853901508
Vågsøy,167567273
Volda,488729834
夏延縣 (堪薩斯州),2470936910
Contea di Bottineau,4706305843
Elk County (Kansas),1443461271
Йильдескол,709255394
Sirdal,1667496011
海姆瑟達爾,661368047
Хурум (коммуна),155230301
"Алпина (округ, Мичиган)",1436481674
霍爾托倫,990785145
Nord-Odal,582290712
Maine,70408539753
ラサール郡 (イリノイ州),3689785787
Hrabstwo Barrow,456894044
Bottineau County,4575274679
Fet (Norvegia),152192454
Hemsedal,705920352
سنيلفيورد,492219200
Condado de Bonneville,4653698022
Contea di Baldwin (Alabama),3334677210
Sørfold,1330226962
Gausdal,1085909731
"Blaine County, Idaho",7795225841
مقاطعة ناسو (نيويورك),680004460
"Bosque County, Texas",2859134643
Folldal,1127300046
アスケー,93944411
Sheridan County (Kansas),2423359901
Hrabstwo St. Clair (Alabama),1878692775
Comté d'Adams (Iowa),1386715828
Саннёй,20949151
Stange,762670155
"Пьюласки (округ, Кентукки)",1956515049
Askvoll,340010955
Evje og Hornnes,519948893
アルベマール郡 (バージニア州),1890957052
Hrabstwo Anderson (Karolina Południowa),1911789905
Fjaler,331332461
Hemsedal (gemeente),667026228
Karlsøy,1203647750
厄什庫格,123328582
"Осборн (округ, Канзас)",2374613849
Condado de Atkinson,964861304
Georgia,158091034223
Eidsvoll,370534947
アーカンソー州,141916452293
Leka (Norwegen),100555902
Contea di Scott (Indiana),495035399
Contea di Breathitt,1311632861
Stordal,235218851
Рёст,9107116
Condado de Adams (Indiana),1052416621
Arkansas,135967692876
Montana,372862486864
勒丁恩,551085246
"Aure, Norway",667831376
Contea di Jewell,2285072170
尼瑟達爾,787334041
Contea di Botetourt,1360279647
赫廷傑縣 (北達科他州),2771919481
Søgne,136591793
蘇拉 (挪威),68657388
Hrabstwo Atchison (Kansas),1106963716
Винье,2309101693
"Bath County, Virginia",1486603125
Grong,1008788242
田纳西州,96747745952
Hrabstwo Aransas,641347615
Rygge,59229411
Overhalla,741107390
"Бун (округ, Западная Виргиния)",1409246933
Solund,204545494
Alaska,1601296689964
"Riley County, Kansas",1615387759
"Bristol County, Massachusetts",1348034568
Distrito de Gampaha,1238409401
"Барбур (округ, Западная Виргиния)",899620378
Comté de Botetourt,1417759944
Comté de Rawlins,2351124509
Hrabstwo DuPage,826922184
Мудален,413127963
Ås (Noruega),96009601
Ørskog,111569148
Midtre Gauldal,1585343823
南弗龍,776699742
克維內斯達爾,888919506
Nedre Eiker,126863109
Montgomery County (Kansas),1626995286
考利縣 (堪薩斯州),2683371543
Meland,82948042
Aremark,298618994
Ringerike,1622104131
Inderøy,299167965
Nordkapp,777853525
Risør,190643891
Comté de Berkeley (Virginie-Occidentale),700985585
Contea di Geary,1090629823
Condado de Adams (Misisipi),1066468402
ベンジー郡 (ミシガン州),768270477
Comté de Berkeley (Caroline du Sud),2834310446
Эйгерсунн,407973954
Namsskogan,1351955538
Inyo County,23277819670
Лиллесанн,176662376
Hemne,579881006
ラッシュ郡 (カンザス州),1907116342
石油縣 (蒙大拿州),4452492988
Нарвик,1852783167
مقاطعة غيري (كانساس),996551407
Seljord,661153331
アレン郡 (オハイオ州),1129922242
مقاطعة شرمان (كانساس),2967337784
Pennsylvania,106416612483
Condado de Bristol (Rhode Island),63676732
مقاطعة بينتون (إنديانا),1148462900
Condado de Lane (Kansas),1976157496
Cheyenne County (Kansas),3071872370
مقاطعة بيوريغارد,3211562102
ブレイン郡 (アイダホ州),6726282755
مقاطعة أوتاوا (كانساس),1752131276
Aurland,1406838312
伯克利县 (南卡罗来纳州),2854021971
Hattfjelldal,2635699013
Condado de DuPage,855828496
Condado de Ashland (Ohio),1014256535
Adams County (North Dakota),2640923926
Norddal,865919173
Condado de Berrien (Geórgia),1239147904
Andebu,160832895
"Бей (округ, Флорида)",2412492080
Lillehammer,406364377
Contea di Blaine (Idaho),7278471511
Froland,570819856
Fosnes,433532107
Мандал,168262222
Коломбо (округ),674872875
Westmorland County,3444844580
Batticaloa (district),2632447542
Eigersund,451704991
Ørland,67164925
Austrheim,50452741
Boone County (Arkansas),1397915602
Hrabstwo Harper (Kansas),2221537795
Leksvik,353829744
Bedford County (Tennessee),1189083695
Contea di Alexander (Illinois),519957162
萊克斯維克,423744243
Мудум,454666787
Madakalapuwa (dystrykt),2645184055
Skiptvet,95488809
ベルトラミー郡 (ミネソタ州),5699667088
Beiarn,1382963389
Sør-Varanger,3364032192
Sauda,614415333
スコット郡 (カンザス州),1777080093
Mombasa County,251891423
Волда,433421710
阿爾傑縣,2219176508
索倫 (挪威),212532400
Barton County (Kansas),2550386467
Åfjord,928297826
"Rensselaer County, New York",1792115132
Alpena County,1384966984
Leksvik,378686480
Aurskog-Høland,818168946
Condado de Anderson (Carolina do Sul),1758479278
ساربسبورغ,354702889
ベッドフォード郡 (バージニア州),1961537463
Parafia Beauregard,2917923722
Condado de Bent,4135471152
巴克斯特縣 (阿肯色州),1513491361
Tjøme,43335033
Beaufort County (South Carolina),1498037986
Hurum,133728702
Condado de Amite,1872016865
مقاطعة أوستن (تكساس),1945352237
Contea di Belmont,1478908767
Condado de Berkeley (Carolina do Sul),2809841649
Contea di DuPage,823522945
ボスキー郡 (テキサス州),2324812485
Klæbu,176756399
Flesberg,616623441
博伊德縣 (肯塔基州),473333938
Rhode Island,2115322912
Eid,487112399
アラマンス郡 (ノースカロライナ州),1045096944
مقاطعة بيدفورد (بنسيلفانيا),2717091908
"Аштабьюла (округ, Огайо)",2035399432
ローリンズ郡 (カンザス州),2743844606
Condado de Blaine (Oklahoma),2465206285
ブーン郡 (アーカンソー州),1562903140
Antelope County,2458261622
Vestre Toten,247154490
مقاطعة أمهيرست (فيرجينيا),1396187308
Condado de Beaver (Oklahoma),4696500390
Washington County (Kansas),2219985220
Jackson County (Michigan),2169403697
Bykle,1393955382
Odda,1590520374
Lavangen,320750190
Северная Каролина,125471744816
Osen,358599296
Vadsø,1226950356
Andebu,184267678
Borough de Aleutianas Orientales,19674598866
Condado de Branch (Michigan),1258271123
Ulvik,754379005
Salangen,484618234
Hrabstwo Arkansas,2286825908
ベンソン郡 (ノースダコタ州),3270226100
Balestrand,340406835
Гампаха (округ),1523980983
ルークス郡 (カンザス州),2412443267
ラルヴィク,592560758
Træna,18404007
Condado de Ottawa (Kansas),2330783304
西維吉尼亞州,66035870789
"Elbert County, Colorado",5289802117
Snåsa,2349498800
海略 (諾爾蘭郡),66023105
"Jewell County, Kansas",2567016085
Comté de Bedford (Virginie),1774768740
"Эйкен (округ, Южная Каролина)",2919973002
Maryland,31820929417
アセンション郡 (ルイジアナ州),826039995
Hrabstwo Phillips (Kansas),2727388695
Marker (Norvège),297859161
Andrew County,1006086308
"Berrien County, Michigan",1386563442
內斯 (布斯克呂郡),796100274
Тингволл,273163707
蔡斯縣 (堪薩斯州),1884479988
亚当斯县 (华盛顿州),4886963635
Minnesota,173363936782
Contea di Petroleum,3724502071
Holmestrand (gemeente),74144472
Stokke,101566523
Leikanger,153519456
Lanaudière,13008564772
Сёр-Фрун,731991313
Åsnes,1024952143
Hornindal,168337610
Hrabstwo Bristol (Rhode Island),59088948
貝爾特拉米縣 (明尼蘇達州),6425395485
Lørenskog,69649214
"Аткинсон (округ, Джорджия)",804840325
北弗龍,1164557946
ナパ郡 (カリフォルニア州),1785099712
內斯縣 (堪薩斯州),2690060887
布萊克福德縣 (印地安納州),419588817
فانيلفان,415052721
Condado de Asotin,1479733344
Hrabstwo Attala,1780566671
Oppdal,2111137125
Hrabstwo Adams (Missisipi),1073781306
博特托爾特縣 (維吉尼亞州),1510856743
Contea di Grant (Kansas),1334374257
Clark County (Kansas),2090890631
莫達倫,399180363
Porsanger,4407349208
Hrabstwo Essex (Ontario),1547283650
فاردو,633014456
Chautauqua County (Kansas),1542574318
Condado de Smith (Kansas),2161519460
孔斯贝格,717409600
Contea di Dufferin,1713033732
Comté de Baltimore,1586325591
Bruce County,4180855361
伊韋蘭,255693350
Гране (Норвегия),1997214493
Rauma (Noruega),1332790549
Jevnaker,182090652
Comté de Bedford (Pennsylvanie),2745648675
Sør-Varanger,3429410672
Cloud County,1671275062
Frontenac County,2594603202
コマンチ郡 (カンザス州),1907660793
阿斯克沃爾,325589048
Contea di Greenwood (Kansas),3080319026
阿利根尼縣 (紐約州),2558979800
Vågan,427590381
Delaware,5152728419
Аннебу,189047104
Tvedestrand,182818120
Comté de Bowman,2541356655
مقاطعة أندرسون (كارولاينا الجنوبية),1914411663
ブラックフォード郡 (インディアナ州),440284348
Braxton County,1054909429
Comté de Chase (Kansas),2048344445
كفالسوند,1794240810
勒倫斯科格,65932231
Condado de White (Geórgia),518294819
Гуль (Норвегия),523698944
Condado de Appanoose,1038296225
Steigen,993717402
Voss,1816663364
斯莫拉島,343449597
Råde,104482363
堪薩斯州,265091650183
Lyngdal,438018516
Vinje (Noorwegen),2810411935
Arkansas,139991036415
Flekkefjord,483332987
Condado de Nemaha (Kansas),1916584362
Anderson County (Kansas),1391837599
Квам,532340617
Lavangen,366656714
"Бентон (округ, Айова)",1754867135
Batticaloa (district),2125215062
Parafia Avoyelles,2051672904
斯圖達爾,209961971
Idaho,223523004563
波特瓦特米縣 (愛阿華州),2696926665
Adams County (Washington),5769312939
"Беннетт (округ, Южная Дакота)",3463856611
Hrabstwo Aitkin,4447083872
"Бэрри (округ, Мичиган)",1291049805
Bannock County,2279237028
Marnardal,414634747
杜佩奇縣 (伊利諾伊州),732948718
Granvin,186846143
"Джексон (округ, Мичиган)",1747793853
كفانانغن,2329169942
Comté de Boone (Virginie-Occidentale),1241956226
ハーシュタ,412150665
"Bamberg County, South Carolina",946294949
Vevelstad,471940664
Morton County (Kansas),1913483364
Vågsøy,192366300
斯塔福德縣 (堪薩斯州),2084664155
"Banks County, Georgia",638463297
Ås (Kommune),100280272
Geary County,921663100
Йиске,33225732
Snillfjord,622310858
沃爾達,516088029
Vevelstad,533073154
Comté de Carter (Tennessee),756874807
"Берриэн (округ, Мичиган)",1437832959
Comté de Barry (Missouri),2111402904
Contea di San Mateo,1013298864
Agdenes,269799936
"Dickinson County, Kansas",2482045154
Adams County (Idaho),3715060992
Бьюгн,307227337
Zhenxiong,4416778440
Condado de Wichita (Kansas),1953839413
Granvin,229122544
Rindal,560601530
نيتيدال,159424631
Lyngdal,345682859
Hrabstwo Stevens (Kansas),2028769461
Parroquia de Allen,1790941058
Pulaski County (Indiana),1243847662
巴爾迪 (挪威),2922630218
Oklahoma,211167701075
Ullensvang,1486617863
Moss,57084985
"Adams County, Iowa",1098786333
"Крофорд (округ, Канзас)",1453433338
"Атчисон (округ, Миссури)",1542243558
"Clay County, Kansas",1580139561
"Адамс (округ, Иллинойс)",1959354254
Ford County (Kansas),2515933844
Contea di Amador,1498312726
Trysil,3093045281
巴斯特羅普縣,2105468487
Alpine County,1698179701
"Бентон (округ, Орегон)",1623618183
Емнес,356839492
喬治亞州,138570253085
Meldal,703436604
Condado de Boone (Nebraska),1466040275
Øyer,520733378
Comté de Breathitt,1234949294
伯姆盧,257934806
County Fermanagh,1744207369
Fræna,329931569
مقاطعة باي (ميشيغان),1065054121
Hrabstwo Barry (Michigan),1455756340
Odda,1364259401
Condado de Stevens (Kansas),2158533127
Balestrand,514106650
Fusa (gemeente),322829417
Йоло (округ),2727756180
Nore og Uvdal,2490711171
Lierne (Norvège),2415666893
Leksvik,439510419
Hrabstwo Clay (Kansas),1777502251
Kåfjord,900926368
"Rissa, Norway",503033274
Lurøy,211036578
مقاطعة كين (إلينوي),1175152600
Condado de Alamosa,1845601049
Hrabstwo Boone (Iowa),1408837500
海于格松,80426076
Midtre Gauldal,1859875290
Йёвик,650212935
ボルチモア郡 (メリーランド州),1533359357
本頓縣 (愛阿華州),1844133816
Louisiane,121981940388
プレスコット・ラッセル連合郡,1874510369
Nesodden,64281155
菲薩,393363456
ボールドウィン郡 (ジョージア州),621598307
Condado de Archuleta,3168367170
Giske,41551579
Sauherad,342845064
Sokndal,300936872
Линнеснес,326571651
Alabama,126122299945
安德森縣 (南卡羅萊納州),1752418831
アラメダ郡,1871389746
Comté de Reno,2643375489
Comté d'Ottawa (Ohio),708386410
Condado de Bacon,637332489
Baraga County,2379453708
Hvaler,81230684
Флатангер,371410960
Condado de Brewster,13880421564
安德于,705888040
Tynset,1666988682
Molde,314679782
Aurskog-Høland,776891757
布兰特利县 (佐治亚州),1277407722
"Ориндж (округ, Калифорния)",1878185960
Hyllestad,214763423
"Atchison County, Kansas",1070733567
Allen County (Ohio),1013109122
Vestnes,291798635
مقاطعة كينغمان (كانساس),2479666174
Vestre Slidre,466610500
"Barnwell County, South Carolina",1648776835
Kvinesdal,968095202
Forsand,648936423
Condado de Essex (Ontário),1874576780
Comté de Crawford (Kansas),1588215898
Hrabstwo Briscoe,1902308721
Hurum,142506234
Hå,241676403
"Antigonish County, Nova Scotia",1448979925
Broadwater County,2561685076
Bømlo,215711505
مقاطعة بيرناليلو (نيومكسيكو),2870132059
"Брадфорд (округ, Пенсильвания)",2658285764
"Abbeville County, South Carolina",1427600102
セル＝ヴァランゲル,3339513101
Gjemnes,371988609
Cherokee County (Kansas),1590961542
Hitra,727077265
"Блэнд (округ, Виргиния)",955746866
Kingman County,2430838439
Distrito de Colombo,706525993
Baker County (Georgia),754868452
Aukra,52407474
تيدال,1053892246
Hrabstwo Crawford (Kansas),1506552279
مقاطعة أوزبورن (كانساس),2222657682
モリス郡 (カンザス州),1966724775
"Boone County, Iowa",1683548463
Høylandet (gemeente),835971320
Benton County (Washington),4338796361
Meldal,624210614
スターク郡 (インディアナ州),706907465
Alstahaug,220457460
Skodje,123011748
Spydeberg,146285243
Bradley County (Tennessee),1009105245
Selbu,1179185631
Våler (Hedmark),707617054
Condado de Kiowa (Kansas),1799901017
Хадсель,608374523
Condado de Becker,3170854495
ワイアンドット郡 (カンザス州),427812551
Montgomery County (Kansas),2086276891
Stranda,689010770
Benton County (Iowa),2074875479
Kalutara District,1720142682
Comté de Blaine (Montana),12545126999
Порсангер,5894115333
Contea di Benton (Mississippi),962078633
Condado de Alleghany (Carolina do Norte),708631652
Odda,1424333899
"Ellsworth County, Kansas",1603017297
斯特蘭達,857837107
Hvaler,96104815
Ringebu,1244447027
Moss,52258068
Sørreisa,364343745
艾于蘭,1307147270
Berrien County (Georgia),1366433962
カルタラ県,1444829440
Condado de Garrett,1835221319
مقاطعة برادفورد (فلوريدا),784289011
Wayne County (Pennsylvania),1872804971
Halsa,322207077
Fet,111369097
Comté d'Aiken,3021838083
Askøy,100523811
Augusta County,2149593029
韋斯特比,166024746
Blanco County,1794273575
مقاطعة سوري (كارولاينا الشمالية),1225948291
Ringebu,1072295288
Condado de Barber,2378298812
Condado de Wayne (Pensilvânia),1923021927
Melhus,780347088
Луннер,291528218
Contea di Chautauqua (Kansas),1663419842
萊達爾,1198629769
雷爾菲尤爾,468214447
Strand (Rogaland),181221597
Condado de Benton (Washington),3793327166
كانساس,189156687862
رينغساكر,1253338353
Hemsedal,694116261
"Napa County, California",1820395652
Gol (gemeente),487816090
مقاطعة بونير (أيداهو),4738532999
Comté d'Anderson (Kansas),1497987634
Øksnes,294261281
Benton County (Oregon),2052015042
Bindal,1075477873
"Siskiyou County, California",15234402823
桑内斯,325813075
Paróquia de Bienville,2092556651
ブラゾス郡 (テキサス州),1890671431
مقاطعة واين (بنسيلفانيا),1621875617
"Rana, Norway",4774804578
مقاطعة بيغ ستون (مينيسوتا),1263860392
Torsken,232730640
Hrabstwo White (Georgia),588169286
Askim,67503714
Rælingen,54198100
Modum,481474615
Alachua County,2248573546
Comté de De Baca,6349238881
Bell County (Kentucky),829149655
亞當斯縣 (印地安納州),842542840
Condado de Barton (Kansas),1940269294
Inderøy,329084250
Comté de Barrow,437023813
Contea di Allegany (Maryland),1066917702
مقاطعة كلارك (كانساس),2121501586
Blaine County (Oklahoma),2165022826
أفون (كولورادو),25897387
Lierne,3304568483
Kvitsøy,6496254
Condado de Beaufort (Carolina del Sur),1419912315
Comté de Benton (Mississippi),920939005
Holmestrand,71499700
Karasjok,4401496866
アルスタハウグ,178362211
福特縣 (堪薩斯州),2884591162
リン郡 (カンザス州),1635948373
Ål,1030921651
林肯縣 (堪薩斯州),1776442313
"Norton County, Kansas",2044527698
Hrabstwo Archer,2322026400
伯克夏縣,2284512212
Franklin County (Kansas),1480797128
Hrabstwo Beltrami,6257107089
Nord-Aurdal,790524058
Аламида (округ),1945784581
Lardal,281040809
Østre Toten,475747122
バーゲン郡 (ニュージャージー州),534156996
Storfjord,1419754241
مقاطعة فرانكلين (تينيسي),1141355641
バートウ郡 (ジョージア州),979638920
مقاطعة بيرغن (نيو جيرسي),597788918
阿拉曼斯縣 (北卡羅萊納州),903177248
Eidsberg,227284219
مالفيك,176696587
De Baca County,5799147111
Hrabstwo Baylor,1945459192
"San Mateo County, California",1113433481
巴羅縣 (喬治亞州),520611253
Condado de Elgin,1851271817
Sel,908064936
موس (النرويج),56754004
"Уоллес (округ, Канзас)",2144964533
布萊恩縣 (愛達荷州),6744047126
特拉維斯縣 (德克薩斯州),2172914651
ブレバード郡 (フロリダ州),2523277151
Notodden,809785826
Этне,575104072
Androscoggin County,1067141458
Condado de White (Georgia),633305399
Horten,74855608
Kvinesdal,962347484
Колорадо,233611486603
尼馬哈縣 (堪薩斯州),1969663786
Nordkapp,782260074
Hrabstwo Wallace,2477167797
Hrabstwo Shawnee,1217896362
アデール郡 (アイオワ州),1384035299
拉波特縣 (印地安納州),1220929954
Hodgeman County,2437457358
Big Stone County,1086067754
布朗縣 (堪薩斯州),1321359933
مقاطعة أفيري (كارولاينا الشمالية),527586721
Hrabstwo Adams (Pensylwania),1248486364
Volusia County,3170533783
"Франклин (округ, Канзас)",1455117382
Våler (Østfold),267236957
Лаврентиды (область),22394289570
第開特縣 (堪薩斯州),2743362748
Enebakk,181076048
"Бентон (округ, Вашингтон)",3940328181
Hrabstwo Boone (Nebraska),1809910324
Nedre Eiker,128655470
"Арустук (округ, Мэн)",17066406157
"Boyd County, Nebraska",1455636364
Skjervøy,408042933
Sandefjord,113934822
"Bladen County, North Carolina",2408484016
順昌県,1790409212
Austrheim,58017288
Harstad,370236023
馬歇爾縣 (堪薩斯州),2634896883
Rana (Noruega),3592693652
مقاطعة أوتاوا (أوهايو),569153806
ハワイ州,15527428149
"Placer County, California",3585561317
"Reno County, Kansas",3184968964
Illinois,119807858450
Salangen,484889642
Condado de Yolo,2747932423
"Berrien County, Georgia",1103880846
Brevard County,2511262924
Contea di Beltrami,5441536423
Nannestad,304806284
Еррум,97427089
Levanger,628585173
مقاطعة برازوريا (تكساس),3859981789
Alleghany County (Virginia),950770570
Comté de San Mateo,1246137610
Råde,117197530
休倫縣 (安大略省),2619519403
Condado de Greeley (Kansas),2141852545
Ringebu,1186644890
Condado de Greenwood (Kansas),2848900627
Dønna,214869835
Lund (Norvegia),351906068
Beiarn,1318562725
Maine,80274232010
橙縣 (加利福尼亞州),1903660489
蘇厄德縣 (堪薩斯州),1671630024
Condado de Runnels,3005881352
"Knox County, Ohio",1469633584
Andebu,181999628
Hægebostad,449984122
Contea di Pottawatomie (Kansas),1943350086
Condado de Brewster,18749290112
"Орора (округ, Южная Дакота)",1766017812
Condado de Austin,1584982175
Narvik,1783856344
Grane (Norvegia),2425256219
東托滕,524875085
Ringebu,1277524380
Tromsø,2691371156
Granvin,243227034
Parroquia de Assumption,761417712
Hadsel,642445357
Lenvik,708868540
Utsira,5743244
宾夕法尼亚州,106974469050
Gildeskål,537989949
普莱瑟县,3474983765
Condado de Anderson (Carolina del Sur),1831193004
Сельюр,744858922
Råde,108350025
Vennesla,341072045
Skjåk,1871928197
Båtsfjord (gemeente),1215605765
Comté de Kern,22389816218
ベントン郡 (オレゴン州),1794923560
Condado de Alameda,1842554410
Alaska,1349548765983
مقاطعة آدامز (داكوتا الشمالية),2689338513
Fet,142570295
坎伯蘭縣 (賓夕法尼亞州),1554207540
Aroostook County,14033881710
貝爾萊克縣 (愛達荷州),2578322576
Kings County (Nova Scotia),2069163602
Hjelmeland,984009294
Samnanger,291441972
Contea di Carteret,1333636260
Condado de Russell (Kansas),2290157189
Contea di Adams (Indiana),967839410
Condado de Bee,2610427850
Alvdal,1063961726
肖尼縣 (堪薩斯州),1645967393
Strand (Norwegia),169669780
مقاطعة بولينغر (ميزوري),1714553656
Condado de Bastrop,1960699421
Granvin,214644873
Несна,195166011
ガスペジー・マドレーヌ諸島地域,17240879500
Contea di Mono,8958052127
Condado de Scott (Kansas),1863471645
Tynset,1495955375
Contea di Amelia,980588230
Pensilvania,133477089057
Comté de Newton (Géorgie),707574415
Acadia Parish,1564733421
布莱克利县 (佐治亚州),500890641
Meløy,794782374
Notodden,916414693
ブラゾリア郡 (テキサス州),4181247395
安特里姆縣,1446657215
Surry County (North Carolina),1302032745
Laurentides (Region),18012748678
Condado de Archer,1934086283
ベルモント郡 (オハイオ州),1291757538
蒙泰雷吉,10136127244
Skaun,176955533
班布勒,259472988
Condado de Allamakee,1392120908
مقاطعة أليني (بنسيلفانيا),1803053531
Paróquia de Assumption,851275867
Flatanger,504717581
Condado de Blaine (Nebraska),2317425749
Big Stone County,1348746279
Becker County,3681519542
布耶爾克勒姆,698817716
Condado de LaPorte,1604014852
新泽西州,21212042246
Condado de Bosque,2474152017
Condado de Bamberg,1219042158
مقاطعة جاكسون (كانساس),1497515571
مقاطعة نابا (كاليفورنيا),1721203621
滕斯贝格,93731774
Hrabstwo Adams (Wisconsin),1782645798
Målselv,3070313321
Røst,11980496
Sula (Norwegen),60742306
Washington County (Kansas),2697511284
Bartholomew County,897304594
Frosta,83519848
Condado de Bristol (Massachusetts),1346037030
安德森縣 (田納西州),823080592
Condado de Arkansas,2848032672
Lennox and Addington County,2490260866
Vega (Norvège),199190480
Contea di Finney,3699210492
Небраска,237397452843
"Бриско (округ, Техас)",2190193451
Paróquia de Jefferson,703053017
Sortland,726128477
Hrabstwo Bath (Wirginia),1287738304
Starke County,757281163
Kane County (Illinois),1392807958
Брустер (округ),18300412188
カウトケイノ,9114671395
Storfjord (Kommune),1728995345
Condado de Bergen,581014084
Bowie County,2574697912
Condado de Ashtabula,1603308148
Øystre Slidre,934585320
Ørsta,866449671
Granvin,224805874
Condado de Brazoria,4021768124
Klepp,90610146
Contea di Bonneville,4428468040
スコット郡 (インディアナ州),498640908
比縣 (德克薩斯州),2793513423
Ullensvang,1146690513
ルッパ,602182504
ソノマ郡 (カリフォルニア州),4033532103
Laurentides,21071018690
كونغسبرغ,644680919
Condado de Coffey,1947946207
مقاطعة أتكينسون (جورجيا),990756136
