http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/areaLand
Contea di Rooks,2484303373
"Clark County, Kansas",2225802281
エルバート郡 (コロラド州),5005117108
ブルック郡 (ウェストバージニア州),251690645
Condado de Berrien (Geórgia),911476851
Vågå,1128941367
Vennesla,355519571
特里戈县 (堪萨斯州),1792937145
Nesset,1027900745
Frosta,75982256
Hrabstwo Seward (Kansas),1509069547
ستراند (النرويج),209047512
Condado de Douglas (Kansas),1358946918
بيوغن,374466733
Nordreisa,3220548789
New Jersey,19314827128
Ballard County,691539837
Condado de Benton (Misisipi),921293277
Hrabstwo Wabaunsee,2236299614
Hrabstwo Butler (Missouri),1709767523
مقاطعة سيلاين (كانساس),2060762267
Verdal,1510311231
Hrabstwo Surry (Karolina Północna),1334461572
Missouri,189555449755
Båtsfjord (gemeente),1243776471
Comté de Bourbon (Kansas),1735157997
Vang,1254135445
Eide,146904092
アラチュア郡 (フロリダ州),2159547966
Condado de Barry (Míchigan),1513113631
Condado de Butler (Kansas),4023932610
Contea di Benton (Tennessee),1103011069
羅拉格,402203824
Meade County (Kansas),2454596797
Торскен,216558912
馬斯菲尤恩,507468462
クラウド郡 (カンザス州),2181846124
Hammerfest,972566047
Tromsø,1943085017
Løten,316745274
Аремарк,255559676
Odda,1334084225
Condado de Amelia,1139150466
バーゲン郡 (ニュージャージー州),533297661
Condado de Brunswick (Carolina do Norte),2155610267
Skånland,508277485
Contea di Butler (Kentucky),1130064997
セル＝ヴァランゲル,3185762454
Værøy,16156611
Comté de Leavenworth,1270076881
Haram (Norwegen),290813696
Hjartdal,807745341
مقاطعة ديكاتور (كانساس),2214083109
لورينسكوغ,62202929
مقاطعة ستافورد (كانساس),2529906184
菲利普斯縣 (堪薩斯州),2267309689
アンダーソン郡 (カンザス州),1525266362
Balsfjord,1118039539
Hrabstwo Bartow,1103654871
Рандаберг,26190493
Øystre Slidre,828956066
Parroquia de Ascension,666985878
Contea di Benzie,704002623
"Bear Lake County, Idaho",2676992927
Contea di Marshall (Kansas),2632210338
Condado de Buchanan (Iowa),1415388827
ブライアン郡 (ジョージア州),1061620807
Sørum,197057332
Halsa,270612197
Rømskog,156923991
バーリントン郡 (ニュージャージー州),2422407786
Skodje,113206197
Sirdal,1342503412
バロン郡 (ウィスコンシン州),2601186758
Notodden,874791210
Condado de Jackson (Kansas),1802298149
Hrabstwo Bowie,1857059451
Hægebostad,421623484
Bledsoe County,1040698290
Albemarle County,1836664560
Oppegård,36645459
مقاطعة بوند (إلينوي),958326614
Osborne County,2598149414
Contea di Linn (Kansas),1494801324
Condado de Bonneville,4485635378
Vik,783464635
Condado de Stevens (Kansas),1696762435
Drangedal,1007163140
Bodø,1153749716
Comté d'Anne Arundel,1231894564
布魯斯德縣 (德克薩斯州),13559164836
亞特達爾,690710226
Condado de Billings,2705204661
Aurland,1320473848
Comté de Blue Earth,1728645109
Sel,969482985
Хюллестад,278199538
Condado de Borden,2032786712
巴伯縣 (西維吉尼亞州),697067007
Roan,325448688
مقاطعة أرانساس (تكساس),581606548
"Phillips County, Kansas",2811253060
Comté de Buckingham,1888191962
Хьёме,44146572
Luster (Norwegen),2981940176
مقاطعة بيرغن (نيو جيرسي),565666438
ブラウント郡 (テネシー州),1457437004
Нёустдал,419500037
Volda,450589007
Hrabstwo Audubon,1095360522
Contea di Boone (Illinois),667900664
Grane (Norvegia),1658825900
Sør-Varanger,3873616757
Condado de Meade (Kansas),2898637663
Luisiana,121501367062
Alger County,2218662159
Alta (Norwegen),4299833849
Fedje,10090937
New Jersey,17315997367
Chautauqua County (Kansas),1668846890
Comté de Butler (Ohio),950355240
錫格達爾,739628128
"Бейлор (округ, Техас)",2166305964
松達爾,747084617
Trysil,2975610052
Ørland,91473789
Condado de Thomas (Kansas),2883495929
比格蘭,1084546969
哈維縣 (堪薩斯州),1330010991
謝斯莫,61524123
Comté de Bernalillo,2806300416
Traill County,2165744955
Hrabstwo Bowman,2903028668
"Garrett County, Maryland",1651704478
"Brown County, Minnesota",1759071424
Distretto di Kalutara,1684403410
"Ниошо (округ, Канзас)",1641929678
Klepp,102023427
Årdal,882100941
Trikunamalaja (dystrykt),2261567428
Lyngen,817403797
マーシャル郡 (カンザス州),2134715849
Comté de Lawrence (Pennsylvanie),898900950
Vadsø,1414301048
"Leka, Norway",126366623
Condado de Bradford (Flórida),711978804
Øvre Eiker,459241232
Arendal,244324066
Hawái,13315544821
"Буллитт (округ, Кентукки)",659701676
亞當斯縣 (愛阿華州),1386180349
Кармёй,220937990
Sigdal,792467361
إلينوي,156934663970
مقاطعة دوغلاس (كانساس),1116390613
مقاطعة رايس (كانساس),2069768594
Alexander County (North Carolina),673450436
Condado de Harvey,1557601300
"Auglaize County, Ohio",932912044
Френа,289054399
Condado de Bourbon (Kentucky),769052430
Volusia County,2442052058
Fredrikstad,293828463
Sarpsborg,436415526
水牛縣 (威斯康辛州),1927294778
Hrabstwo LaSalle (Illinois),2555394838
Skodje,103624443
Kongsvinger,934746978
Hemnes,1510455189
スタインシャー,1237549575
Krødsherad,363490477
Comté de Bonner,5490716545
スタントン郡 (カンザス州),1930589009
Leka (Norwegia),98816866
"Beadle County, South Dakota",2747304284
Бэррон (округ),2133595423
Finnøy,114210647
Hrabstwo Lawrence (Pensylwania),925556369
ブレッドソー郡 (テネシー州),1351563216
Fusa (Noruega),333544534
白金漢縣 (維吉尼亞州),1348351900
Comté de Brown (Wisconsin),1536386596
Salangen,427661472
韋斯特沃格于,384745036
Notodden,725337191
مقاطعة بوتلر (آيوا),1621048374
"Benewah County, Idaho",2061615253
Ben Hill County,552156839
رينغريكه,1689295203
Lierne,2807932157
Surnadal,1200439012
"Bibb County, Alabama",1495961750
Hrabstwo Adair (Iowa),1318575171
蔡斯縣 (堪薩斯州),2102579020
Rhode Island (staat),2672423136
بورشانغر,3994179696
アンジェリーナ郡 (テキサス州),2189592854
Lindås,403320333
Contea di Bee,1966667904
Borough di Bristol Bay,1476820673
Barton County (Missouri),1622752270
Krødsherad,336264689
Hrabstwo Boone (Iowa),1596093762
Agdenes,296886258
Condado de Meade (Kansas),2760804928
Vefsn,1574286307
エイキン郡 (サウスカロライナ州),3017194715
ポタワタミー郡 (アイオワ州),2458961065
Jølster,731050860
Йондал,259984954
Bertie County,1652564059
Condado de Allamakee,1583101671
مقاطعة ليون (كانساس),2318423143
Condado de Blackford,367353012
Bremer County,1151116738
Nesodden,54191605
Hrabstwo Beaufort (Karolina Północna),2283991748
Louisiane,115179867482
Sumner County (Kansas),2983458070
Contea di Benton (Washington),4751497866
Fjell (gemeente),172613621
Namsos (gemeente),748059541
"Sande, Møre og Romsdal",84997038
Hrabstwo Huron (Michigan),1899700261
Comté de Barnes,4305613296
"Barton County, Missouri",1806156200
Condado de Boise,4750310691
Condado de Bennington,2012529626
卡特縣 (田納西州),1102424103
Beaufort County (North Carolina),1932228705
Condado de Allegheny,1978353529
Hrabstwo Bergen,564699004
Hrabstwo Allendale,1144082180
كانساس,219724169610
Lurøy,249845917
Rhode Island,3093557396
Comté d'Avery,556463378
Bø (Telemark),245889546
Condado de Baltimore,1681146110
Snillfjord,487253115
مقاطعة ترافيز (تكساس),2695392116
Skodje,117440804
Brown County (South Dakota),4696314129
Contea di Blount (Tennessee),1274601135
ボイシ郡 (アイダホ州),4133002672
Kvinnherad,970946326
Hrabstwo Buffalo (Wisconsin),1772520251
Albany County (Wyoming),13802551497
Nedre Eiker,133495489
"Арустук (округ, Мэн)",19160507851
Stranda,717056709
Eidfjord,1604780220
薩爾特達爾,2091915821
Hjartdal,794656885
"Beaver County, Oklahoma",4333243226
Condado de Bourbon (Kentucky),759934158
Audnedal,223619248
Radøy,122542831
Contea di Comanche (Kansas),1963075709
Røst,11200582
كفافيورد,591362366
Condado de Alleghany (Carolina del Norte),581605308
艾倫縣 (肯塔基州),768445272
Nord-Odal,489301382
Gjemnes,346547595
Condado de Bates,2524594169
Seljord,717671101
Smøla,241066303
Aurland,1489899936
Sarpsborg,309920009
"DuPage County, Illinois",814789991
Eide,137446048
Gaspésie–Îles-de-la-Madeleine,20477098162
Osterøy,226768337
Sula (Norvège),55571272
Selje,222141972
Lincoln County (Kansas),1918519656
Contea di Bent,3214514622
"Грейам (округ, Канзас)",2657905391
Condado de Benton (Washington),4416255487
Etne,685123599
Alamosa County,1853459525
Гарретт (округ),1508083856
Lørenskog,70597202
Anderson County (Tennessee),822544605
Asker,94629476
Condado de Buffalo (Nebraska),2794369667
Øygarden,64178767
ハウゲスン,83538970
Verdal,1617777100
Parafia Jefferson,784172746
"Мид (округ, Канзас)",2628297169
Contea di Sedgwick (Kansas),3084345462
Blair County,1291053088
アレン郡 (オハイオ州),1065108361
Condado de Brown (Nebraska),3385640813
Agglomération de Montréal,565242145
Førde,476207744
Midtre Gauldal,2092098206
"Brantley County, Georgia",976078639
南达科他州,169365178886
Skjåk,1745614948
Hrabstwo Ashe,1205096580
Tjeldsund,265431743
Hjelmeland,1026915291
Hrabstwo Augusta,2151300145
Hrabstwo Ford (Kansas),2656390348
Bø (Nordland),234917129
Buena Vista County,1693418098
مقاطعة بوكس إلدير (يوتا),13648073032
Stor-Elvdal,1848891310
Condado de LaSalle,2944396855
Folldal,1196766759
Alstahaug,170042330
Giske,35667962
Bjugn,378353847
Condado de Elbert (Colorado),4361935662
Rauma (Norwegen),1203447461
Bjerkreim,513299074
Apache County,25102424502
Åmot (Hedmark),1243003021
Tønsberg,99979993
Hrabstwo De Baca,6912705380
Sandefjord,100274531
Gmina Skånland,430397091
"Bergen County, New Jersey",560507975
Boone County (West Virginia),1475958456
Contea di Wallace,2041106049
Comté de Coffey,1867321551
Delaware,6099193796
Moss,58008289
Vindafjord,512980698
Arkansas,117924353886
"Bø, Nordland",195270067
Condado de Osage (Kansas),1914049364
Rakkestad (gemeente),369018973
Nesset,1040159199
Kearny County,2567123861
Bodø,1419704491
Hrabstwo Alamosa,1583235579
Hrabstwo Austin,1560966613
瑟呂姆,238292487
"Элк (округ, Канзас)",1795670601
Ол (коммуна),991888759
"Elk County, Kansas",1496554148
Comté d'Alger,1917037770
مقاطعة أندرسون (تينيسي),815686382
Nesset,945149346
Volda,522223015
Norddal,1010872487
"Meade County, Kansas",2447823014
"Бей (округ, Мичиган)",1246558441
Dakota do Sul,222255227742
Ørskog,120115074
Comté d'Elko,52101450974
Hrabstwo Boone (Wirginia Zachodnia),1500747943
Modalen,360099737
Condado de Barrow,481125539
"Gove County, Kansas",2796887705
Contea di Trego,2138839813
موس (النرويج),60461142
Эустеволл,101519766
"Doniphan County, Kansas",1122554329
Hrabstwo Mitchell (Kansas),1783874479
Contea di Gray (Kansas),1922360686
托什肯,265590062
مقاطعة بلاكفورد (إنديانا),468019984
Kragerø (gemeente),302043326
مقاطعة لابيت (كانساس),1307365732
Vågå,1339433610
波特瓦特米縣 (愛阿華州),2497317045
安妮阿倫德爾縣,1092375645
Skiptvet,107200035
Condado de Pottawatomie (Kansas),2293396340
Montérégie,13270257985
Missouri,153412306521
ديلوير,5416042106
ビーバー郡 (ユタ州),6282555821
Contea di Aroostook,22112997069
Condado de Baylor,2199588564
Nore og Uvdal,2121589868
مقاطعة سوري (كارولاينا الشمالية),1340051580
Jondal,234205653
Gjøvik,575232184
Рюгге (Норвегия),68434611
Contea di Addison,1942126512
Comté d'Aroostook,19981409968
Montérégie,10399215861
西謝利德勒,472711637
阿什兰县 (俄亥俄州),1184055707
Comté de Briscoe,2329969023
فيرجينيا الغربية,47474326041
رود آيلاند,2710472088
مقاطعة أتوكا (أوكلاهوما),3151819926
Bardu,2050625232
Herøy (Møre og Romsdal),114679528
アボイルズ郡 (ルイジアナ州),2181853596
Fusa,293509080
Contea di Cowley,3096482724
"Labette County, Kansas",1900505038
Condado de Volusia (Florida),2146024875
"Brazos County, Texas",1338296957
بورشغرون,166285725
Contea di Republic,1818907131
Moss,64124325
Condado de Amite,2229643440
史蒂文斯縣 (堪薩斯州),1654190942
Aremark,233678999
"Buffalo County, South Dakota",1102805867
貝德福縣 (賓夕法尼亞州),2531092095
Валле (Норвегия),1236329250
Lyngdal,375988445
Masfjorden,514883482
Vardø,583220882
Risør,183496667
White County (Georgia),593286801
索倫 (挪威),190270262
Benton County (Iowa),1710609777
玻利瓦爾縣 (密西西比州),2646269193
Condado de Androscoggin,1400352071
Kvinesdal,785765369
Эйер,650066329
"Kane County, Illinois",1185444531
Rygge,59933257
Benton County (Iowa),1809111806
Condado de Barton (Kansas),2516935760
Condado de Brown (Indiana),850386313
Sør-Varanger,3677187922
Comté de Blaine (Nebraska),1989822870
Alleghany County (North Carolina),574559695
Røros,1613743858
本瓦縣 (愛達荷州),1649334842
Fyresdal (gemeente),1192204104
Herøy på Sunnmøre,116299564
Vevelstad,524890388
ベイ郡 (ミシガン州),1018845053
مقاطعة بومان (داكوتا الشمالية),3067118189
韋恩縣 (賓夕法尼亞州),1989785750
Tennessee,128040997072
"Алачуа (округ, Флорида)",2236948853
Vestnes,380522854
شين (النرويج),637542044
Capitale-Nationale,19200652870
霍伯爾,151895703
Condado de Allen (Kentucky),1010788592
Engerdal,1944894222
Baxter County,1438355137
Comté d'Armstrong (Pennsylvanie),1870233651
Ulvik,631610620
Condado de Miami (Kansas),1449509869
Bristol County (Rhode Island),56426033
Scott County (Kansas),1977092880
Stord,131563610
Drangedal,1064463065
مقاطعة إلزوورث (كانساس),1647359311
布朗縣 (威斯康辛州),1225261919
Condado de Anoka,1357666969
Luisiana,103346142518
Стейнхьер,1369672740
Balestrand,409436012
Hrabstwo Rooks,2082230634
Steigen,1061164701
Borough de Aleutianas Orientales,18842683059
Bee County,2197467516
阿肯色州,103904942604
Comté de Bradford (Floride),667104194
Kåfjord,858920149
"Beaver County, Utah",7138374865
"Bexar County, Texas",3116349507
納姆索斯,834582554
Condado de Burleson,1867054075
Gausdal,1392113130
Distrito de Colombo,629770240
Modalen,341614778
Burleigh County,4349087097
Condado de Bonner,4199810740
布萊恩縣 (蒙大拿州),9830633993
Тингволл,315981864
Vik (Noorwegen),697479923
"Поттаватоми (округ, Канзас)",2618725878
Condado de Brunswick (Virginia),1516776189
Flesberg,539449465
Contea di Armstrong (Texas),2644589299
勒倫斯科格,60013675
Condado de Mitchell (Kansas),1926107035
Marshall County (Kansas),2546916785
Fræna,386981726
Condado de Boyd (Nebraska),1421536955
Hadsel,651318057
مقاطعة بينغهام (أيداهو),5707575741
Сёр-Эурдал,1109959850
ベネット郡 (サウスダコタ州),2700016395
伍德森縣 (堪薩斯州),1485277249
Suldal,1407184479
مقاطعة أوستن (تكساس),2103627064
مقاطعة بوردين (تكساس),2007453757
Rush County (Kansas),1977198567
Хёйланнет,846042772
Condado de Bullitt,765866749
Hrabstwo Bates,2386368034
ビリングス郡 (ノースダコタ州),2613564544
貝爾萊克縣 (愛達荷州),2725199277
Оппдал,2098640935
ネスナ,178897494
Nedre Eiker,105405126
Hrabstwo Allamakee,1449933749
Comté d'Adams (Indiana),802045340
Contea di Hodgeman,2020307404
مقاطعة بتلر (كنتاكي),1313451633
مقاطعة بوركي (داكوتا الشمالية),2888451769
博伊爾縣 (肯塔基州),425941255
Åfjord,933617530
Bartholomew County,1049502497
Russell County (Kansas),1893009981
Condado de Antrim (Míchigan),1275739004
Namsskogan,1398819473
Contea di Mitchell (Kansas),2236183382
チェイス郡 (カンザス州),1667368568
Frøya,218566288
ジェファーソン郡 (ルイジアナ州),764154785
Søndre Land,605936417
Baraga County,1942113462
Condado de Barnstable,911740167
靈厄里克,1308390241
Comté d'Auglaize,1174395169
Arendal,280675663
Eid (Norwegen),384393282
Randaberg,27611188
مقاطعة وايت (جورجيا),577920077
Comté de Barnwell,1216054029
Fjaler,373528640
Condado de Boone (Kentucky),628078278
مقاطعة بيفيرهيد (مونتانا),12492018134
مقاطعة أفويليس (لويزيانا),1927469347
Tysfjord,1436967282
Ullensvang,1335915087
مقاطعة توماس (كانساس),3451535213
Arkansas,150844625571
Drammen,123247279
Agdenes,243686087
مقاطعة بايلور (تكساس),2164400719
Gloppen,956370564
Lørenskog,68798039
"Boundary County, Idaho",2853113108
Condado de Ottawa (Kansas),1996932005
東斯利德勒,760716270
Phillips County (Kansas),2491242496
Beaver County (Pennsylvania),1011045086
Fauske,909252547
مقاطعة فورد (كانساس),2781593357
Hjartdal,692543275
Froland,660433369
Condado de Benzie,933718537
Våler (Hedmark),774945558
Hrabstwo Riley,1376505638
Condado de Bristol (Massachusetts),1334605720
مقاطعة بيكر (أوريغون),8895537142
"Ski, Norway",144484643
哈拉姆,271087045
Condado de Adams (Illinois),2161209100
馬里昂縣 (堪薩斯州),2387809029
"Беркшир (округ, Массачусетс)",1961200652
Condado de Cloud,1704758583
Blaine County (Oklahoma),2418705624
布蘭德縣 (維吉尼亞州),849836138
"Surry County, North Carolina",1242592801
Idaho,233601703717
Colorado,261908693201
Namsskogan,1290863808
アーカンソー州,122666614265
布拉德利縣 (田納西州),795824887
Athens County,1189267810
Grane,1928553595
Condado de Aurora,2080960571
比縣 (德克薩斯州),1852514699
"Butler County, Missouri",1889498081
"Аламанс (округ, Северная Каролина)",1099444492
Sortland,658442763
Kvam,469344296
Hettinger County,3379951219
Condado de Brantley,1187851691
"Элко (округ, Невада)",48732813478
Kalutara District,1556200334
アノーカ郡 (ミネソタ州),1062729087
Condado de Pulaski (Kentucky),2052512330
Bø (Telemark),228886664
South Dakota,221784145634
斯特蘭達,1041786730
"Аллен (округ, Индиана)",1451290553
塞尔耶,207970498
貝坎縣,2087183801
Ellsworth County,1945606456
Невада,337864779310
ボックスエルダー郡 (ユタ州),14236940033
مقاطعة بالدوين (جورجيا),571221865
Hrabstwo Banner,1715314166
哈雷德,73577886
Vågsøy,158416510
Maine (États-Unis),73688015927
Comté de Benton (Mississippi),1076744541
Condado de Anderson (Kentucky),481183062
مقاطعة بارو (جورجيا),390330484
Nord-Odal,408488216
Berks County,2069145534
Moss,54782687
Condado de Baraga,2061289941
"Barbour County, Alabama",2139321685
Lesja,2242705125
薩姆南厄爾,206099941
Vefsn,1654861453
Comté de Benzie,832947317
Tingvoll,286135017
"Аранзас (округ, Техас)",650655686
Низовье Святого Лаврентия,22951045702
Træna,16645467
Boone County (Iowa),1545792265
Hemnes,1542682183
Comté d'Alamosa,2028476730
"Авойлз (приход, Луизиана)",2216659726
Хемнес,1245579779
Еррум,74558008
バナム郡,1390073419
Comté de Kiowa (Kansas),1667387210
Hrabstwo Baxter,1381971846
Contea di Jackson (Michigan),1666170462
ブルーアース郡 (ミネソタ州),2087825658
Etnedal,388090844
Contea di Wilson (Kansas),1499566905
Audrain County,1904124656
Рисса,486805472
Contea di Bryan (Oklahoma),2377255950
Comté d'Angelina,2035413830
Hvaler,77731362
Berlevåg,1104997863
Contea di Anderson (Kentucky),624192106
Lierne,2219167952
Skiptvet,80263598
"Alexander County, North Carolina",556164262
Condado de Cumberland (Pensilvania),1717013857
ألاباما,127225575073
阿爾伯馬爾縣 (維吉尼亞州),1827919968
ブーン郡 (ネブラスカ州),1880900515
"Брайан (округ, Оклахома)",2521910917
Comté d'Ashley,2640333627
Båtsfjord,1514195615
Balestrand,303195081
Comté de Boyle,421090494
"Seward County, Kansas",1533950256
Molde,360459857
サムナー郡 (カンザス州),3309199372
Pawnee County (Kansas),1626254171
Ohio,87272389083
Ullensaker,280337162
克維內斯達爾,941388162
Ванюльвен,369503812
Comté de Bear Lake,2628479669
مقاطعة بيرناليلو (نيومكسيكو),3380758052
Eidskog,599838196
Øystre Slidre,987243290
Beaver County (Oklahoma),4335922546
Namsos,818642624
Condado de Burnett,2063039120
Flekkefjord,571845146
Contea di Osage (Kansas),1755227939
Mauricie,36059546896
"Оглейз (округ, Огайо)",1265776270
"Barrow County, Georgia",422539469
Hrabstwo Allen (Kansas),1098687968
Hrabstwo Harvey,1330601205
مقاطعة ماريون (كانساس),2372948590
"Austin County, Texas",1835081716
Kansas,231472535670
Хуф (Вестфолл),140321097
Riley County,1887187420
"Bullock County, Alabama",1643074783
Contea di Armstrong (Pennsylvania),1575009597
Aleutians East Borough,22321953739
Askøy,98663295
"Берти (округ, Северная Каролина)",1745040104
Contea di Bay (Michigan),1387189790
Comté de Blackford,413768174
Borough des Aléoutiennes orientales,19575019218
Condado de La Salle (Illinois),3433980319
Condado de Atlantic,1327984714
Comté de Butler (Kentucky),1158578172
スコット郡 (カンザス州),1669725458
Nes (Akershus),504973018
Condado de Finney,2916093814
Brooks County (Georgia),1168784745
North Carolina,123339927807
Comté de McPherson (Kansas),2183394248
Contea di Bell (Kentucky),851535786
Lillehammer,430410422
Gjerdrum,72891471
伯克利县 (西弗吉尼亚州),776586670
バーリン郡 (ジョージア州),1117603120
Hrabstwo Barbour (Alabama),2276667977
Contea di Stanton (Kansas),1666049142
Aurskog-Høland,861446203
Brunswick County (Virginia),1329766778
Кристиансунн,99338705
Beauregard Parish,2948821557
Contea di Benewah,1841861646
Benton County (Mississippi),1006619823
"Баффало (округ, Висконсин)",1892776059
Hrabstwo Lincoln (Kansas),2157865818
Karasjok,5641277548
克拉克縣 (堪薩斯州),2837450544
Eidskog,642756479
Kvinnherad,899717410
Frosta,62838774
Contea di Wayne (Pennsylvania),1571531460
Namsskogan,1470616153
Bartholomew County,1143272360
Конгсвингер,922266109
Tysnes,267394686
Hrabstwo Woodson,1395064759
Kvalsund,1842111750
ボーデン郡 (テキサス州),2136332798
Andrew County,1191296292
Comté de Benton (Missouri),1872231493
Folldal,1064421314
مقاطعة أليكزاندر (كارولاينا الشمالية),651113529
"McPherson County, Kansas",2471807556
Hrabstwo Berkeley (Karolina Południowa),2967954376
ジュエル郡 (カンザス州),2878676919
Leka (Norwegen),103981898
Paróquia de Jefferson,804660726
米切爾縣 (堪薩斯州),1791031979
مقاطعة رايلي (كانساس),2001279548
Hrabstwo Butler (Ohio),1252806607
Condado de Barton (Kansas),2449215874
Comté de Bryan (Géorgie),1349969050
Condado de Jewell,2236034426
Lardal,267807820
Роде (коммуна),129907799
"Branch County, Michigan",1550970086
Condado de Aiken,3016753320
Comté de Ness,2466985125
Snillfjord,521830739
Comté de Banks,738308748
Contea di Saline (Kansas),1805028620
"Albany County, Wyoming",9129395462
Hattfjelldal,2001983446
Condado de Elk (Kansas),1640797483
本希尔县 (佐治亚州),600228129
مقاطعة برازوريا (تكساس),3922982848
Contea di Botetourt,1368635314
Modum,375466667
Comté de Bristol (Massachusetts),1543536636
Båtsfjord,1245182931
Risør,187777882
Haram (Norvège),276760843
Comté de Barton (Missouri),1364026451
アダムズ郡 (コロラド州),3489293306
纳尔维克,2304095130
"Алламаки (округ, Айова)",1749912565
Eidsberg,252851228
"Адэр (округ, Миссури)",1466234793
Evje og Hornnes,575412738
مقاطعة جيفرسون (لويزيانا),755978717
Bergen County,578253594
Jackson County (Michigan),1874044538
Borough de la Bahía de Bristol,1267557871
爱达荷州,213735321308
Condado de Scott (Kansas),1717164001
"Bailey County, Texas",2198307079
Vermont,22814972881
Edwards County (Kansas),1636032118
"Блэр (округ, Пенсильвания)",1420545138
Vikna,296672137
Aremark,256966040
Allamakee County,1492745130
內斯納,160208230
洛朗第,23671874680
Vefsn,1799243135
Sauda,506548766
Ampara (Distrikt),5021639454
