http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
埃達縣 (愛達荷州),3089871505
Evje og Hornnes,456569897
Comté de Baker (Floride),1361691946
"Брадфорд (округ, Пенсильвания)",2747990589
"Cherokee County, Kansas",1650699142
مقاطعة روسل (كانساس),2148784970
Нёттерёй,56105794
Халден,583407927
Snillfjord,591349145
"Wyandotte County, Kansas",401761678
Høylandet,751833562
Эйстре-Слидре,966531534
Herøy (Nordland),59577046
"Аллен (приход, Луизиана)",2008355533
蒂默,192639219
Vestre Slidre,462518493
Comté de Mono,7591362335
Sørfold,1488871095
Hrabstwo Bee,2014576335
Condado de Phillips (Kansas),2456060539
Berkshire County,2616109646
Namsos,773109569
Nordkapp,919494826
Vågan,426861653
Condado de Bertie,1912015911
Bedford County (Pennsylvania),2147122767
مقاطعة باكر (جورجيا),847197015
ナッソー郡 (ニューヨーク州),711025349
Condado de Allen (Indiana),2106709145
Фуснес,530784239
Verdal,1504809037
Elverum,1329429624
Contea di Marion (Kansas),2452139500
Etnedal,462415155
Båtsfjord (gemeente),1391540480
Audnedal,238010352
Værøy,18843194
希普特沃特,84627276
Flatanger,377497062
"Мид (округ, Канзас)",2180845434
Sande (Møre og Romsdal),99768966
Comté de Billings,3612535060
Illinois,122862977771
Åseral,758291422
Flakstad,158007202
Sarpsborg,376404539
Kåfjord (commune),1159453251
Åmli,1201972377
林達爾,643030025
Tysfjord,1259354381
"Тревис (округ, Техас)",2614733587
Carolina del Sud,86072539843
Hamarøy,865744140
Black Hawk County,1310333701
Elko County,41308553098
Søgne,126004051
奧莫特,1299526234
Comté de Talladega,1575241639
タスコラ郡 (ミシガン州),1773720515
Brewster County,14233604546
Benton County (Mississippi),1026122012
Contea di Aitkin,3766099993
Årdal,814967157
Hrabstwo Sumner (Kansas),2733786706
Songdalen,217823876
Bodø,1357375292
桑讷菲尤尔,104091021
مقاطعة أكوماك (فيرجينيا),1264101011
Missouri (staat),191728758052
Barron County,1837932253
Contea di Shawnee,1540597745
"Haram, Norway",243435680
Namdalseid,672871043
Contea di Bradley (Arkansas),1807480463
Hrabstwo Boyd (Nebraska),1320557805
Paroisse des Avoyelles,2312658495
懷特縣 (喬治亞州),533897284
Røst,11594303
瓦勒爾,98693772
Sandøy,16915511
Bokn,43462767
Condado de Scott (Kansas),1736473997
Tennessee,112395784135
Hrabstwo Inverness,4158758980
Condado de Adams (Pensilvânia),1116602593
Hrabstwo Berkeley (Karolina Południowa),3507176835
Kvitsøy,6338186
Aure (Møre og Romsdal),598338282
Hrabstwo Sedgwick (Kansas),2857144919
Folldal,1332277586
亞代爾縣 (奧克拉荷馬州),1614644159
ボツフィヨール,1343729098
Krødsherad,322494670
Condado de Bergen,679856971
Bjerkreim,574313376
مقاطعة بلاسر (كاليفورنيا),4022900270
Hof (Vestfold),174868555
Adair County (Kentucky),919089845
維尼耶,2431645600
Cherokee County (Kansas),1387736498
瓦克斯達爾,586711391
Tysnes,257495174
Lunner,232910098
Beadle County,3848611391
Vadsø,1395245523
Askøy,79107506
Avon (Colorado),20807902
Condado de Avery,485973510
Арканзас,154740187843
Nebraska,202508291617
Changdao,56102397
Сокндал,289194761
萊昂縣 (肯塔基州),617648004
مقاطعة بوسير (لويزيانا),1909364321
Bastrop County,2153029158
Hattfjelldal,2529582776
Aroostook County,18570727827
Condado de Botetourt,1712499251
Siljan (Norwegen),220310666
"Gran, Norway",628392059
Hrabstwo Boone (Indiana),910353716
"Амелиа (округ, Виргиния)",892942279
Ringsaker,1455007358
Ål,1322081662
Coffey County,1763902511
Adams County (Iowa),1144402162
默塞德縣 (加利福尼亞州),5498041301
Contea di Alamosa,2225845288
Flekkefjord,462860433
مقاطعة بيدل (داكوتا الجنوبية),3999683890
"Alameda County, California",2171742809
Викна,255076960
Arapahoe County,2055562386
比佛縣 (賓夕法尼亞州),1184505512
Condado de Baltimore,1402002322
Paróquia de Avoyelles,2306651086
كلابو,155579467
Крёдсхерад,315886475
Contea di Armstrong (Texas),2687462157
Hrabstwo Carter (Tennessee),938578576
Bonneville County,4355829856
Gáivuotna–Kåfjord,971210269
Leikanger,149389349
ヨロ郡 (カリフォルニア州),2391324073
埃內巴克,184789712
مقاطعة بون (أركنساس),1669608615
Tjeldsund (Kommune),306224211
Brønnøy,1045763481
Årdal,1132393365
Risør,169429353
Condado de Prescott e Russell,2084824220
費雷斯諾縣 (加利福尼亞州),13100249525
نيوجيرسي,17149093451
"Beaverhead County, Montana",12795263084
ウタウエ地域,35416854296
ラムトン郡,2253197761
Big Horn County (Montana),12082818299
Bodø,1177240757
مقاطعة برانتلي (جورجيا),1040356221
Frosta,77111237
"Алфалфа (округ, Оклахома)",2689612393
Rendalen,2904638691
Fusa,398122965
Vadsø,1125163949
Comté de Bennett,3415861356
Folldal,1445761706
Condado de Bandera,2185143192
Hrabstwo White (Georgia),640081426
ライリー郡 (カンザス州),1493975820
Lødingen,603834512
Woodson County,1368164967
Valle (miasto w Norwegii),1050060120
Nesseby,1549799669
ラベット郡 (カンザス州),1901515679
Comté de Bell (Kentucky),792210515
Hrabstwo Bedford (Pensylwania),2741933389
Sonoma County,4231644818
Loppa (gemeente),664880462
"Анока (округ, Миннесота)",1044184183
Vikna,304806837
"Benson County, North Dakota",3651824920
Hrabstwo St. Clair (Alabama),1737005840
Condado de Ottawa (Ohio),677407920
"Филлипс (округ, Канзас)",2480786899
Antelope County,2041173202
Box Elder County,17032200292
Stange,630767037
羅德島州,2803422814
رود آيلاند,2843294419
Berlevåg,963449807
Karmøy,270080079
Naustdal,305870493
伊利诺伊州,145041597509
Comté d'Adams (Idaho),4108845954
"Aransas County, Texas",676228983
Condado de Essex (Ontário),1501987108
Hrabstwo Newton (Georgia),721424897
Comté d'Alamance,1000456744
Nord-Fron,1060335108
アベビル郡 (サウスカロライナ州),1304180398
Hrabstwo Adams (Idaho),4203817730
塔拉迪加县 (亚拉巴马州),1713077813
克勞福德縣 (堪薩斯州),1204318796
Condado de Rawlins,2653447510
Санне (Мёре-ог-Ромсдал),78027575
Årdal,907972312
"Алкона (округ, Мичиган)",1919330250
コングスベルグ,828040546
Selbu,1284695029
Autauga County,1341171591
Torsken,219518560
Fyresdal,1010577728
Hrabstwo Beaver (Pensylwania),1246934064
Alcona County,1558927038
Rensselaer County,1743122079
Лустер (Норвегия),2836360694
Agdenes,296567987
Kvalsund,1645976918
"Седжуик (округ, Канзас)",2259379227
Stordal,216176110
Рюгге (Норвегия),67140875
Condado de Sherman (Kansas),2947167401
"Де-Бака (округ, Нью-Мексико)",6595293053
Lindås,536100693
Øvre Eiker,451944569
Beaufort County (North Carolina),2145660433
加羅林縣 (馬里蘭州),782224216
Bjerkreim,517950942
Bartow County,1079314725
ブレシット郡 (ケンタッキー州),1408384194
"Attala County, Mississippi",1941696412
Adair County (Oklahoma),1229972212
Hrabstwo Baker (Georgia),978684878
Paróquia de Ascension,688357028
Эйдфьорд,1558807342
Namsos,712659918
Bømlo,239773575
"Пратт (округ, Канзас)",1743758505
Condado de Boone (Arkansas),1423682426
"Bolivar County, Mississippi",2763250442
Hrabstwo Lawrence (Indiana),1001404898
Hrabstwo Ottawa (Ohio),780782120
Gjesdal,672221195
Tvedestrand,233895547
Krødsherad,353143084
Orkdal,503883775
ديلوير,5486003585
Comté de Brantley,962689216
Stordal,242751807
Hrabstwo Anderson (Kansas),1438910553
廷斯菲尤爾,1586251995
Vestvågøy,432248941
Lanaudière,11361196155
Contea di Bon Homme,1499964828
Condado de Blaine (Montana),10041163177
Aremark,253752661
Нью-Мексико,270318077896
格里利縣 (堪薩斯州),2099105074
亚当斯县 (华盛顿州),4060153330
Halsa,279521242
格拉唐恩,365244617
クリスチャンスン,92128904
Verran,628900559
亞當斯縣 (俄亥俄州),1564159556
Форсанн,849570379
هوردال,239353219
Contea di Barren,1135357690
Karlsøy,1310927713
Maryland,25922760415
Hrabstwo Baca,6532438867
Bø (Nordland),272962198
因德勒于,329390293
Beaverhead County,15010485190
Condado de Becker,3258114535
Klæbu,161516701
