http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/populationTotal
Grotte di Castro,2685
"Noarlunga Downs, South Australia",4230
Moissy-Moulinot,24
Hamr (Jindřichův Hradec District),342
Dompierre-les-Tilleuls,272
St. Martin im Innkreis,1806
Drage (Steinburg),206
"Armutlu, Kemalpaşa",7664
Śliwin,191
Faraday (Ontario),1428
Biskupice (Svitavy),351
Lumby,770
Libkov (Domažlice District),85
Carville-Pot-de-Fer,109
Porta (Pirenéus Orientais),122
Fara Olivana con Sola,1133
Dźwirzyno,610
Épinay-Champlâtreux,77
Ovacık (Silifke),984
扎利,11133
莱茵河畔哈姆,2115
Dompierre-sur-Yon,4394
Avot,196
里韦拉德尔夫雷斯诺,3457
Little Massingham,87
"Trient, Switzerland",2205
Oberdorf am Hochegg,688
"Gmina Pleasant (hrabstwo Cass, Iowa)",1541
John o' Groats,332
Barciany (plaats),1119
Podunajské Biskupice,24005
Sind,56498652
Marey-lès-Fussey,63
Province de Yungay,61939
"Moritz, Germany",328
La Vallée,706
Peyrelongue-Abos,125
Грос-Кройц (Хафель),7449
Charmoille (Haute-Saône),386
Traiskirchen,14912
Лига арабских государств,388564135
Aqsu (Almaty),734
Będzino,683
"Köprübaşı, Mengen",330
"Saint-Cyprien-de-Napierville, Quebec",1684
Soisy-Bouy,766
アラブ連盟,396773364
Juan Díaz (Panamá),95773
Pers-Jussy,3322
Dompierre-du-Chemin,577
Shrewton,1765
富尔讷昂韦普,2216
Jussy (Mosella),481
Hagen (Mozela),231
Sainte-Blandine (Isère),1005
Neuenkirchen (Rügen),355
"Myra, Texas",227
"Brody, Starachowice County",1653
Bonneuil-Matours,1876
Dommartin (Ain),853
Montastruc-de-Salies,263
Saman Rural District,11233
"Lundby, Vordingborg",856
Boissy-le-Châtel,3333
Kruklanki,1085
"Oldendorf, Schleswig-Holstein",969
Бланкенхайм (Зангерхаузен),1061
La Celle-sur-Morin,1058
"Agia Varvara, Nicosia",1441
"Akbarabad, Zarrin Dasht",146
Pogórze (województwo pomorskie),1169
Les Anses-d'Arlet,3687
La Campana,5202
Gaza (Stadt),609900
"Janów, Silesian Voivodeship",1060
Saint-Saturnin-lès-Apt,2359
Dalmacia,845070
"Akbarabad, Chalus",550
Ramallah,25278
Němčice (Moravia meridionale),395
Municipio de Pleasant Valley (Nebraska),190
Werther (Turíngia),3763
Tonghua,2012911
"Yenice, Gercüş",280
Gornozavodsky District,31604
Saint-Sauveur-de-Flée,277
Mirabello,3467
Cugnasco-Gerra,2474
韦尔米斯山麓圣马丁,948
Sunyer,293
Штайнфельд (Мекленбург),530
Pingnan (Guigang),436916
佩尔勒 (约讷省),335
"Bilaspur, Gautam Buddh Nagar",7893
تشارك (خورموج),792
"Bana, Burkina Faso",2557
Syrie,17465734
Ramallah,22939
Recologne (Alta Saona),31
"The Junction, New South Wales",1337
Hebron (Palestina),192386
Torrente de Cinca,969
Ahigal de Villarino,37
Sulzbach an der Murr,6438
"Montastruc, Hautes-Pyrénées",284
"Saint-Sauveur, Finistère",696
Biskupice (Wieliczka),934
Szestno,834
Le Mée,230
"Saint-Ignace-de-Stanbridge, Quebec",616
Valle de Matamoros,408
Copenhagen Municipality,518509
Okres Kladno,141557
"Naka, Tokushima",9865
Paint Creek (Texas),273
Seri (Darchula),1775
"La Villedieu, Creuse",48
Galera,1018
圣萨蒂尔南莱阿维尼翁,4445
Pepperell (Massachusetts),9967
Gozdowice,128
Peyrelongue-Abos,126
"Itu, Nigeria",124523
Municipio de Andover (Ohio),3458
Rosta (Turijn),5190
Berka vor dem Hainich,894
Fournes-Cabardès,70
米拉贝洛,3756
La Celle-Saint-Cyr,879
Gampel-Bratsch,1985
Lora del Río,19916
Saint-Saturnin (Cantal),190
奧利瓦鎮,1029
"Pleasant Township (Clark County, Ohio)",3006
Sud - Muntenia (development region),3127554
Andon (Alpes Marítimos),530
布兰 (大西洋卢瓦尔省布兰县),10055
Oberdorf am Hochegg,729
Kampanien,5426632
Лез-Англь (Верхние Пиренеи),153
Barranca (distrito de Datem del Marañón),10870
"Balu, Khuzestan",18
普莱桑克 (热尔省),1473
Montastruc (Hautes-Pyrénées),332
Dingzhou,1118260
Pommiers (Rodano),2873
Berlin-Dahlem,17243
La Villedieu (Lozère),61
Heiligenkreuz (Baixa Áustria),1461
喜界町,7399
Horst (Lauenburg),246
"Waltham Township, LaSalle County, Illinois",423
"Brookside, New Jersey",125
Beauregard-Vendon,1337
Starzyno (Puck),1379
Le Plessis-Placy,292
Cueto (Cuba),31383
Chust,71008
Sankt Martin (Gmünd),1237
Soto y Amío,1019
Němčice (Svitavy District),831
"Świętajno, Szczytno County",1828
"Voll, Rauma",525
La Celle-en-Morvan,497
Lolme,143
La Celle-les-Bordes,948
Maranoa Region,15792
La Celle-sous-Chantemerle,164
维里地区圣帕里兹 (涅夫勒省),157
Floreşti-Stoeneşti,7788
Aappilattoq (Groenland-Méridional),140
Desa (Dolj),5638
Breitscheid (Westerwald),2033
Requena (provincie),55290
"La Celle, Puy-de-Dôme",88
Rašovice (Vyškov District),535
Вольский район,28594
Crépy (Pas-de-Calais),189
"Ituzaingó, Corrientes",16961
"Siget, Novi Kneževac",290
"Spitz, Austria",2109
Kirchdorf in Tirol,3609
Takht-e Qeysar,1217
Dommartin-lès-Toul,1499
Akrotiri (wieś),722
Rzeczyca (Ulhówek),281
"Krzęcin, West Pomeranian Voivodeship",1048
Morašice (Chrudim),551
Drage (Nordfriesland),507
Weyer (Górna Austria),3992
Saint-Luc (Zwitserland),328
Saint-Saturnin (Puy-de-Dôme),884
Lenta,873
Kitahiroshima,63294
Königsfeld (Meclemburgo-Pomerania Anteriore),408
Paroisse de North Lake,314
Selva di Progno,1047
格罗泰迪卡斯特罗,2999
Saint-Sauveur-de-Ginestoux,64
Boissy-Mauvoisin,685
Boissy-le-Bois,164
Belleau (Aisne),129
Ailly,1279
Grunwald (województwo łódzkie),74
"Bana, Hungary",1465
Villedieu-la-Blouère,2469
Subprefettura di Ermelino Matarazzo,210369
Ору (волость),947
Crépy (Aisne),2000
弗洛雷什蒂,13057
Roznov (Neamț),9031
Gournay-en-Bray,7002
Villedieu-le-Château,383
Overijssel,1236740
"Janów, Gmina Tarłów",152
Barzun,666
Breitscheid (Hunsrück),149
Saint-Genis-l’Argentière,1021
克勒斯河畔格朗德丰坦,82
"Fort Thomas, Arizona",361
Zastawno,141
Saint-Saturnin-lès-Avignon,5226
Nasavrky (district de Tábor),73
Galera (Spagna),893
Lagny-le-Sec,2084
"Limbach, Vogtland",1368
Montagny-près-Louhans,460
Paska (gmina),140
Marey-lès-Fussey,71
Rivera (Buenos Aires),2821
Barry (Hautes-Pyrénées),126
"Gellibrand, Victoria",372
Rzeczyca (gemeente),4551
Juglot,30766
Marey-lès-Fussey,73
Fara Olivana con Sola,1226
コマルカ・デ・キローガ,6134
Le Plessis-Hébert,441
Rivera (Tessin),2059
Delta (Minas Gerais),5637
Ust-Maysky District,10403
"Akbarabad, Delfan",258
Люк-ла-Примоб,6397
"Bani, Iran",282
Boissy-sous-Saint-Yon,4248
Pogorzała Wieś,430
Quincy-Voisins,4785
Lindau (Sleeswijk-Holstein),1169
"Penn State Erie (Behrend), Pennsylvania",1468
Le Plessis-Brion,1382
Saint-Maximin (Oise),2472
"Rzeczyca, Gmina Ulhówek",224
圣索弗 (多尔多涅省),792
La Celle-sur-Morin,1266
L'Épinay-le-Comte,190
Werder (bei Lübz),407
Dommartin (Nièvre),182
Krauschwitz,4112
Artëm (Azerbaigian),14162
Sosa (Saxe),2142
"Runaway Bay, Queensland",9692
Gorny District,11296
比利亚里诺德洛赛雷斯,935
Saint-Saturnin (Lozère),79
Consiglio nordico,28733992
Dříteň,1838
Carbonate,2667
حيفا,240758
Luka nad Jihlavou,3143
Berge (Niedersachsen),3631
Вель-ле-Шатель,140
Сегура-де-лос-Баньос,44
Distretto di Daniel Hernández,10614
Oberdorff,385
Rozogi,1626
Montagny-lès-Seurre,105
Сен-Сатюрнен (Шаранта),1172
瑞西,1170
ヴィーデン (シュヴァルツヴァルト),530
Paine (Cile),47143
Льяно-де-Ольмедо,75
Saint-Sauveur-Lendelin,1360
Morsang-sur-Seine,490
Gimel-les-Cascades,839
Saint-Saturnin (Cher),445
"Yenice, Dikili",88
Moissy-Moulinot,25
Luka nad Jihlavou,2862
塔耶堡 (洛特-加龙省),86
Oberdorf (Haut-Rhin),477
Coin-lès-Cuvry,611
Canna (Italia),924
Boissy-Maugis,390
Нойенкирхен (Альтес-Ланд),914
Bourguignon-lès-Conflans,134
Taillebourg (Lot-et-Garonne),90
Seyssel (Haute-Savoie),2209
Dommartin (Nièvre),195
Liebenau (Opper-Oostenrijk),1746
Montastruc-Savès,84
Boissy-le-Bois,212
Dogo,34152
Viry (Saône-et-Loire),222
Krasne (powiat przeworski),336
Heiligenkreuz im Lafnitztal,995
Jussy (Mosela),490
Saint-Sauveur-en-Puisaye,1037
何塞法爾孔 (巴拉圭),4
"Kotla, Himachal Pradesh",5132
Valle de Matamoros,472
"Orf, Iran",11
Saint-Saturnin-du-Limet,505
"Akbarabad, Najafabad",240
Ла-Кампана (Испания),5620
Janów (wieś w powiecie koneckim),144
Bassa (Kogi),138088
Sulzbach (Rhin-Lahn),201
Gornji Potočari,1059
Matching Tye,562
Departamento de Sangha,77861
Gmina Dimitrowgrad,54951
Le Plessis-Brion,1520
"Naval, Huesca",266
"Drage, Metlika",172
Luc (Altos Pirineos),192
Saint-Martin-des-Champs (Cher),339
Ailly,818
Roy-Boissy,318
Agnicourt-et-Séchelles,193
Heiligenkreuz im Lafnitztal,1484
"Kirchdorf, Mecklenburg-Vorpommern",523
Ituzaingó (Uruguay),890
"Akbarabad, Sarduiyeh",2717
Caballo (Nuevo México),138
أندون (الألب البحرية),591
Mées (Landes),1387
"Viry, Saône-et-Loire",270
Pommiers-Moulons,197
Сен-Совёр (Дордонь),768
Dommartin-le-Coq,66
Lesnoy District,4248
Provincia de Salavan,326727
"Jatki, West Pomeranian Voivodeship",156
韦埃 (下莱茵省),596
Villedieu-sur-Indre,2568
Sinkiang,21007328
Saint-Sauveur-lès-Bray,330
Saint-Sauveur-de-Puynormand,512
"Subarnapur, Nepal",3087
Belleau (Meurthe-et-Moselle),756
Białobrzegi (Podlachie),287
Skarżysko Kościelne,2359
"Raz, Razavi Khorasan",3622
Lapeyrouse-Mornay,1113
格拉斯霍珀鎮區 (堪薩斯州艾奇遜縣),584
Les Angles (Alti Pirenei),128
Bousse (Sarthe),444
Grotte di Castro,3349
Syria,19807057
مرادة,2249
Grotte di Castro,3323
Rašovice u Bučovic,584
Le Plessis-Macé,1204
Плезанс-дю-Туш,20020
زعفران (بشاريات الغربي),200
Реколонь-ле-Рьоз,211
Traisen (Niemcy),527
Illingworth,10840
Comuna de Rzeczyca,4905
"Perreux, Loire",2062
"Wójtowo, Gmina Barczewo",933
Beauregard-Vendon,1209
Пирипири (Пиауи),74927
Veliki Gaber,315
Conflans-sur-Anille,619
Brzeziny (Janów Lubelski),85
Wilkowo Nowowiejskie,161
Senan (Espagne),49
Nawabganj (Bareilly),34591
Bierzwnik (powiat choszczeński),1213
Balzac (Charente),1457
"Platte Township (Contea di Andrew, Missouri)",532
三宅村,2324
Le Plessis-Patte-d'Oie,105
West Bay (Kajmany),9354
Русь (Ольштынский повят),740
Amran,94942
الو (دابوي الجنوبي),375
Huerta de Rey,1029
Sinciang,24591897
Тибетский автономный район,3044372
Dompierre (Orne),269
"Pingnan County, Guangxi",536088
布斯 (摩泽尔省),2502
Biskupice (powiat poznański),1005
Němčice (Domažlice District),146
Belleau (Aisne),104
"Bistra, Vrhnika",46
"Fara, Kostel",30
Лесной район (Тверская область),5098
サウス・イースト・クイーンズランド,2989569
杰宁,36863
Dompierre-sur-Mer,4669
Niepoględzie,431
La Tourette,510
Monte Rinaldo,421
Nordic Council,26184621
"Akbarabad, Khezel",68
阿伊略内斯,874
Barranca de Otates,1123
Luka (Croacia),1689
Les Angles (Pirenei Orientali),559
"Bassa, Plateau State",176568
Departamento Alberdi,14731
"Lignerolles, Allier",744
Biskupice u Luhačovic,757
Grandfontaine (Doubs),1406
Acayucan,90054
"Barani, Hormozgan",140
Le Mage,249
Stockland Bristol,169
Pommiers (Rhône),2312
"Tsav, Armenia",397
Boquerón (Chiriquí),3439
Salim Sara,492
Salino,85
Tonghua,2265839
Němčice (Blansko District),456
Gampel-Bratsch,1816
Dompierre-Becquincourt,815
"Bistra, Croatia",7210
Biskupice (powiat miechowski),328
La Celle-sous-Chantemerle,140
Luc-la-Primaube,6950
Oldendorf (Melle),4397
Kurumba,3247
北区 (浦項市),277630
كمالي (فارس),1370
Saint-Sauveur-de-Ginestoux,66
Simbi (Mali),13532
"Municipio de Platte (condado de Andrew, Misuri)",478
فيتسباتريك,91
Quincy-Voisins,4715
Saint-Saturnin-du-Bois,912
Hranice (Karlovy Vary),2438
"Barranca District, Datem del Marañón",11386
Brzeziny (powiat kłobucki),365
Lake Wivenhoe,0
Strombeek-Bever,9890
Tervel (town),6875
"Akbarabad, Chaharmahal and Bakhtiari",232
Provinz Bokeo,133885
Sulzbach (Rhein-Lahn-Kreis),214
Salim Sheykh,47
Taufkirchen an der Trattnach,1663
Orville (Orne),103
ハイファ,339936
Лангенес,125
Osina (powiat Goleniowski),956
Saman (distrito),10630
Steinfeld (Carinthie),2527
"Hagen, Schleswig-Holstein",347
Ormesson,201
Yunan,391254
"Pleasant Township, Switzerland County, Indiana",1657
Le Mée,276
La Celle-Saint-Avant,936
Morašice (powiat Chrudim),743
El Alia,31700
Šťáhlavy,2236
Comanche (gemeente),3588
Marmagne (Cher),2025
"Saint-Martin-des-Champs, Yvelines",344
"Municipio de Pleasant (condado de Steuben, Indiana)",14912
Biskupice na Hané,239
Morašice (district de Chrudim),745
Río Segundo (departement),84444
أكبر أباد (مقاطعة غرمي),173
Ahillones,959
Ashington,23276
"Winsen, Schleswig-Holstein",402
Saint-Sauveur-de-Puynormand,474
"Seyssel, Haute-Savoie",2306
Saint-Sauveur-Lalande,150
Requena de Campos,36
Kirovs'k,28787
Saint-Sauveur-d'Émalleville,956
"Sono, Jamui",9819
"Costești, Buzău",5492
Saint-Sauveur-la-Vallée,39
Fournes-Cabardès,53
Weißkirchen in Steiermark,1407
Janów (Varsovie-ouest),472
Barry (Altos Pirineos),143
Hebrón,210642
Podunajské Biskupice,21210
"Lignerolles, Orne",140
Minas (Kuba),31979
Municipio de Millcreek (Indiana),1272
Issel (Aude),429
Tlacolula de Matamoros,15761
Saint-Sauveur-de-Puynormand,447
Biskupice Radłowskie,1196
奧利瓦 (科爾多瓦省),10424
Sand Ridge Township,800
Ahigal de Villarino,48
Dommartin-lès-Remiremont,1678
Dommartin (Somme),444
Le Mage,254
Trient,1768
Dompierre-sur-Mer,5756
Ailly,1218
Isto,153
Roșiori (Bacău),2156
Altenburg (Niederösterreich),815
Arriaga,34060
Malo (Washington),29
Saint-Saturnin-de-Lenne,374
Plaisance (Gers),1384
"Plaisance, Gers",1593
Nakhon Sawan (stad),131883
Damery (Marne),1569
"Sulzbach, Rhein-Lahn",212
Saint-Maximin (Oise),3022
Olmedo (Spagna),3756
"Saint-Cyprien, Loire",2346
Oak Lake (Manitoba),356
Virgilio,11477
Landser,1518
Les Villedieu,156
Drage (Basse-Saxe),3401
Amsa-dong,70408
Orvillers-Sorel,401
"Westborough, Massachusetts",14920
Kněžice (Vysočina),1508
Sutahata (community development block),112709
Dommartin-le-Saint-Père,267
Трайскирхен,15962
East Lavington,279
Montagny-Sainte-Félicité,503
East Farleigh,1450
Marest,237
Perreux (Loire),2338
Tales (Hiszpania),856
Dommartin-le-Saint-Père,233
Saint-Saturnin-du-Limet,653
Le Plessis-Gassot,65
البصة,3702
Олива-де-Мерида,1767
Sono (Burkina Faso),7237
Домпьер-сюр-Мер,4951
Issel (Aude),417
La Celle (Allier),478
Sindh,64381268
Llano de Olmedo,104
Montereau-sur-le-Jard,517
Bishi-ye Olya,74
阿吕埃,266
"Bute, South Australia",239
Siemianice (Poméranie),2045
Distrito de Koura,66967
"Akbarabad, Ardabil",179
塞南,824
ساوتهيل (بيدفوردشير),1262
Luzino,7104
Gournay-sur-Aronde,715
Biskupice-Pulkov,341
Saint-Sauveur (Finistère),901
"Snowville, Virginia",153
Montereau-sur-le-Jard,615
Dompierre (Oise),234
دائرة الميلية,85927
Drage (Bassa Sassonia),3011
Samtgemeinde Bevern,6303
Montastruc-Savès,70
Saint-Brice-sous-Rânes,179
أراوكو (تشيلي),30444
Le Plessis-Gassot,74
Брайтшайдт,1198
ラ・ヴィルデュー＝アン＝フォントネット,155
Lay (Loire),638
"Paradise, Arizona",5
Épinay-Champlâtreux,63
Нова-Аурора (Парана),11737
Sankt Martin im Innkreis,1531
Comfort (Virginia Occidental),265
"Tejada, Province of Burgos",36
"Les Mées, Sarthe",102
"Навабгандж (подокруг, Дакка)",236652
"Municipio de Cedar (condado de Callaway, Misuri)",2834
Orang County,70908
El Rosal,16814
سليم تشاف (دهغاه),346
Saint-Saturnin (Lozère),74
Lahontan,424
Dommartin-la-Chaussée,49
"Prozor, Croatia",1041
Veneto,5523846
Eggenberg (Graz),18382
希烏島,228
Montagny-Sainte-Félicité,393
"Jilan, Iran",620
Aceguá (Brasilien),4631
Saint-Sauveur-de-Pierrepont,110
Leroy (Alabama),757
Steinheim am Albuch,7804
Taufkirchen an der Trattnach,2165
Janów (Wolbórz),35
Al-Chums,210283
Llano de Olmedo,78
Holbrook (Derbyshire),1362
Tervel (Bulgaria),20625
L’Hôpital (Moselle),5990
Departamento Río Segundo,83933
Ле-Ме (Альпы Верхнего Прованса),3769
Канна (Италия),947
São Cristóvão do Sul,4949
開福区,494323
雷克纳德坎波斯,40
Raz Rural District,5822
Доммартен-ле-Туль,1943
Hagen (Holstein),353
Markt Sankt Martin,1341
Jussy (Moselle),448
Saint-Sauveur-de-Flée,303
أوفرايسل,1149390
Berlin-Dahlem,17063
District Majski,41595
Boulogne Sur Mer (Argentina),72539
北欧理事会,28962321
Kirchdorf an der Krems,3945
"Limbach, Westerwaldkreis",425
Charmoille (Haute-Saône),386
"Mendham, Saskatchewan",47
Dahlem (quartiere di Berlino),15113
"Akbarabad, Selseleh",95
Bazareh-ye Qarnas,1021
Merlo (Buenos Aires),259361
圣萨蒂尔南 (康塔尔省),276
Câmpulung la Tisa,2433
حيدرالات (مقاطعة فومن),666
Wydminy,2361
Imeni Lazo District,37832
Sassen (Nadrenia-Palatynat),99
Боннёй (Эндр),101
Martello (Italia),820
Crépy (Aisne),2005
"Sido, Mali",13621
Mirabello Monferrato,1563
Saint-Sauveur-Camprieu,258
La Celle-sous-Gouzon,130
Tertry,187
Overijssel,1248088
Драге (Эльба),4124
"Carnet, Manche",393
"Zano, Bam",1200
Taufkirchen an der Pram,2282
Dompierre-sur-Héry,75
Weyer (Autriche),4675
Dompierre-sur-Mont,250
Oliva de Mérida,1793
定州市 (保定市),1038742
Bana (Komárom-Esztergom),1666
"Platte Township, Andrew County, Missouri",414
Гранфонтен (Нижний Рейн),439
ميروسلافا (ياش),11963
Boissy-aux-Cailles,373
Siguatepeque,78292
パーン郡,158084
"Pleasant Township, Porter County, Indiana",4689
Senan,760
Theodorou,0
阿让 (摩泽尔省),233
Steinfeld (Rhénanie-Palatinat),1859
Březnice (okres Zlín),1047
Saint-Saturnin (Puy-de-Dôme),903
Помье-Мулон,211
El Campillo de la Jara,365
Marsac (Charente),692
Główczyce (Pommeren),2207
穆瓦西穆兰奥 (涅夫勒省),23
Amphoe Raman,85141
Boissy-la-Rivière,586
Guantánamo (prowincja),468633
Villedieu-sur-Indre,2624
Gournay-Loizé,561
Liniewo,1079
Orville (Orne),119
"Costești, Vaslui",2607
Ist (island),201
Rosta,4556
Taillebourg (Lot-et-Garonne),74
Podole Wielkie,298
Schönwald (Brandeburgo),1447
Huerta (Salamanca),336
Saint-Sauveur-la-Pommeraye,252
Оффа (Нигерия),82956
Celle-Saint-Cyr,868
Зульцбах (Идар-Оберштайн),310
Le Plessis-Dorin,200
Saint-Sauveur (Gironda),1172
Арриага,31321
Abidjan,4305599
Steinfeld (Schleswig-Holstein),699
Saint-Sauveur-en-Puisaye,1048
Saint-Saturnin-lès-Apt,2444
Gampel-Bratsch,2081
Пайне (Чили),50152
達班 (卡蒂省),9902
Naka (Tokushima),10606
Saint-Sauveur (Meurthe-et-Moselle),42
Villedieu-lès-Bailleul,239
Abiyán,5253756
Samtgemeinde Bevern,5439
Bokeo Province,122475
新疆维吾尔自治区,21335099
Seč (Kočevje),0
Marsac (Creuse),821
Le Plessis-Feu-Aussoux,460
Sido,13162
"Ziyaret, Şavşat",108
Luzino,5980
Villedieu-sur-Indre,3209
Igal (Ungheria),1477
"Pushkino, Armenia",427
Cristóbal (cidade),5879
Soto de la Vega,1838
Sierakowice,6492
布尔根兰州奥伯多夫,1226
فارا جيرا دادا,6923
Montagny (Saboia),653
布瓦西莱布瓦,184
Marsac (Creuse),652
Kowale Oleckie,2215
Le Plessis-Hébert,471
Dommartin (Nièvre),209
Amsa-dong,71078
"Kings Park, Victoria",8649
"Saint-Cyprien, Bas-Saint-Laurent, Quebec",1057
Departamento del Zulia,177244
Dommartin-Dampierre,70
Qomsheh-ye Seyyed Yaqub,484
Żmudź (Lublin),703
Saint-Sauveur (Isère),2198
"Boca, Novara",1220
Conflans-en-Jarnisy,2819
Huerta del Marquesado,231
Campania,5387472
Jyderup (plaats),3855
Balzac (Charente),1295
Plaisance-du-Touch,16280
Sono Department,6699
Stod,3741
蒂尔河畔马雷 (科多尔省),352
Cienfuegos (provincie),440393
皮奥恩比诺德塞,8769
Сельва-ди-Проньо,931
Taranga,3721
Dommartin-le-Franc,180
Mermet,51
La Forge (Vosges),716
Werder (powiat Mecklenburgische Seenplatte),702
Islas Ultramarinas Menores de Estados Unidos,357
"Janów, Grójec County",203
Lenta,826
Ribera d'Ondara,420
Breitscheidt,818
Дзульо,711
"Pleasant Township, Appanoose County, Iowa",707
Mille-Isles,1572
Steinfeld (Schleswig),719
Grandfontaine (Bajo Rin),316
Saint-Sauveur (Isère),2059
Peyrelongue-Abos,144
Ermelino Matarazzo (distretto di San Paolo),116433
"Sunshine North, Victoria",9955
Luc (Hautes-Pyrénées),222
Neuenkirchen (powiat Diepholz),1105
Яновский (концентрационный лагерь),103073
Grunwald (Ermland-Mazurië),751
Bonneuil-en-France,1015
Moulineaux,793
Traiskirchen,18367
مالا (برشلونة),220
Distretto di Paca,1783
Podmokly (district de Klatovy),159
Akbarabad-e Vaziri,503
Morašice (okres Chrudim),682
Coin-lès-Cuvry,630
Saint-Jouin-de-Marnes,544
Perthes (Seine-et-Marne),1969
Balzac (Charente),1379
Mado (Burkina Faso),170
Pommiers (Rhône),2241
La Villedieu-du-Clain,1132
Wiscasset,4242
"Agios Amvrosios, Limassol",269
Saint-Brice (Seine-et-Marne),766
Pommiers-la-Placette,471
Zuglio,601
Romont (Vosges),309
Aija (distrito),2505
Mali Gaber,80
Saint-Cyprien (Dordogna),1433
Tales (Castellón),878
La Villedieu-du-Clain,1615
"Lavington, New South Wales",11108
La Villedieu (Charente-Maritime),228
"Municipio de Pleasant (condado de Franklin, Ohio)",6377
Галера (Гранада),977
Sinagra,3537
Aappilattoq (Qaasuitsup),195
阿布拉潘帕,9206
圣萨蒂尔南 (谢尔省),394
Playford,183
Boissy-aux-Cailles,266
Tonghua,2449062
Rada Nordycka,24897715
Anville,209
Торренте-де-Синка,1000
セルヴァ・ディ・カドーレ,577
Alto (Włochy),106
Kula (Bulgaria),3277
Takht Rural District,6616
"Municipio de Pleasant (condado de Appanoose, Iowa)",752
Saint-Sauveur-Lalande,136
Blankenheim (Landkreis Mansfeld-Südharz),1309
Le Plessis-Macé,1063
"Takah, West Azerbaijan",91
Ribera d'Urgellet,1160
Boissy-lès-Perche,442
Cueto (Cuba),33006
Gmina Bistra,5098
"Brody, Żary County",1106
甘佩爾-布拉奇,1898
Taufkirchen an der Pram,3014
"Mineral Township, Cherokee County, Kansas",203
Le Plessis-aux-Bois,264
Arborio,1127
Weißkirchen in Steiermark,1337
Haifa,267666
Villa Oliva,886
Lido Isle,1865
Saint-Luc VS,271
Weißkirchen an der Traun,2921
Jelen Do,170
Neuenkirchen (Rügen),421
Provincia de Chayanta,85082
Leménil-Mitry,3
"Traisen, Austria",3822
Юнгай (провинция),53883
Saint-Sauveur (Dordogne),822
Akbarabad-e Now Deh,603
"Brda, Pomeranian Voivodeship",44
Desa,4461
Lagny,531
"Charak, Bushehr",692
"Rowes Bay, Queensland",473
倉石村,3734
Janów (gmina Tarłów),126
Bajus,292
"Kandal, Kohgiluyeh and Boyer-Ahmad",41
Marey-sur-Tille,393
忠县,788456
泰尔特里,179
Matching Green,516
Wilson Island (Ritchie's Archipelago),0
Taufkirchen an der Trattnach,1882
Dommartin (Doubs),576
貝恩多夫,9438
"Municipio de Nevada (condado de Livingston, Illinois)",1356
Barani Department,50528
Lignerolles (Côte-d'Or),61
"Marada, Libya",1978
