http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/numberOfEmployees
R. J. Reynolds Tobacco Company,3828
Copersucar,10581
Allseas,2189
Unipart,6922
Live Nation Entertainment,13849
Bombardier Aerospace,24829
Yola (webhost),81
Canadian Institute for Health Information,687
سيفوي,244033
Hewlett Packard Enterprise Services,141314
Euronet,3845
本田技研工业,211003
豊和工業,1244
Knetwit,18
The Pokémon Company,398
Legg Mason,3074
Acerinox,6405
ベイン・アンド・カンパニー,5147
Sprint Corporation,33691
Bombardier Aéronautique,25510
Medavie Blue Cross,2131
Short Brothers,5700
Beachcomber Hotels,4810
横川公司,9422
Beter Bed,2387
Foursquare,196
Bombardier,57091
Haas Automation,1411
Grupo Volkswagen,640600
Telefónica,134305
Soft On Demand,131
Petrof,1027
Motorola,40783
北欧特許庁,8
Nanjing Ange Pharmaceutical,39
هوفمان-لا روش,86367
フェーズワン,293
Euronet Worldwide,3988
Ukrtelecom,133266
NeXT,581
Electro-Mech Scoreboards,69
Kao,6099
Surf Canyon,4
ファーストグループ,107893
Sagami Tetsudō,1169
MET ART,51
Arlington Capital Partners,22
プジョー,183542
Xperia,6943
Artland,23
EA Bright Light,108
スプリント (企業),33800
Aston Martin,1302
Kyosho,149
Cascades (company),12806
ARC資源,574
National Cooperative Business Association,66
تيفاني أند كومباني,9585
RTI International Metals,1418
Kone,52941
任天堂企画開発本部,76
オーストラリア郵便公社,35528
Gehl Company,548
Tengelmann (Unternehmen),77988
Toei Company,321
Fun Labs,89
CodeWeavers,32
Vietnam Electricity,117237
Piranha Bytes,25
NextGen Healthcare Information Systems,1616
Nichia,9202
DYO Boya Fabrikaları,795
Centergazservice-opt,54
Pilgrim's Pride,38063
Ontario Power Generation,10902
コレコ,597
Lowe’s,265934
C&S Wholesale Grocers,14532
TCL Corporation,80231
FirstGroup,126523
Strates Shows,391
Love's Travel Stops & Country Stores,16764
Novelis,11829
Diamond Comic Distributors,588
Wera Tools,839
Richlyn Systems,8
ナショナルインスツルメンツ,7274
مجموعة شيندلر,51814
Shin-Keisei Electric Railway,496
Groupe Kaba,7408
通用汽车,232240
Yahoo! Japan,5350
Aston Martin,1375
DeWitt Stern Group,190
Bashneft,8613
Brasil Kirin,9722
发那科,5807
إي إف,43775
Paschim Gujarat Vij,15161
Carlson Rezidor Hotel Group,86418
UnitedHealth,208389
Dacia (automerk),12568
日產汽車,149914
Hawker Pacific Aerospace,336
Schindler (empresa),51063
NIIT,2440
Naiad Press,6
Toda Racing,38
M&G,915
Steigenberger Hotels,6116
Elektroprivreda Bosne i Hercegovine,5
Enel,71096
Tarong Energy,526
Antonio Zamperla,452
The Grasshopper Company,311
HADAG,81
Mumias Sugar Company Limited,1786
Danubius Hotels Group,4545
Vinci (empresa),183069
Windstream Holdings,13629
LizardTech,31
Australia and New Zealand Banking Group,51954
Bank Zachodni WBK,9879
Elorac,51
Midmark,1525
Coca-Cola Amatil,15198
MK12,8
Морской попечительский совет,125
コダック,6316
SEAT,12692
Jord International,249
Dainippon Sumitomo Pharma,4826
TCL Corporation,70812
Cielo,1036
Qatar Steel,1625
Palmer and Harvey,3549
Cumerio Med,1374
X-FAB,2448
Mikroelektronika,55
クライスラー,79816
Amedei,32
Extra Aircraft,84
Washington Mutual,43259
索尼,127
Unipetrol,3786
Jimdo,185
OCZ Storage Solutions,571
Koninklijke Gazelle,570
Gluster,60
熊谷組,2343
Malwarebytes,146
Meyer Werft,4781
Exor,316966
Country Road,10031
テレコム・ニュージーランド,5242
Coleco,581
FireEye,2930
Doosan Corporation,3962
BT Group,88574
Korea Hydro & Nuclear Power,9617
Finansbank,13860
General Casualty Insurance,2195
Wiggle,0
BT Group,88368
Dillinger Hütte,5140
Xchanging,7998
Nordic Patent Institute,8
Esse stoves,97
سي بي إس إنتراكتيف,2158
Telia Company,29204
Marvelous Entertainment,191
OTP (entreprise),36944
Microsoft,115623
NBCUniversal Cable Entertainment Group,21
Powszechny Zakład Ubezpieczeń,15957
Trivest,19
GEA Group,17312
Gildemeister (entreprise),8088
Hydro-Québec,20944
Eclipse Aviation,760
Clough Harbour,599
Monroe Bank & Trust,344
Rising Production,48
Illinois Tool Works,55661
Idemitsu Kōsan,6709
Onkyo,2205
Kalypso Media,109
Witt Weiden,2251
Russell Brands,9686
Audi,92256
CenturyLink,47937
Wild Oak Music Group,26
PPGインダストリーズ,42579
Unipetrol,3432
جاكو (شركة ملابس رياضة),149
Abu Dhabi Media,1641
EasyJet,9880
JSOL,1407
Bomis (spółka internetowa),9
Epcos,22079
Nokia Networks,48794
Kuzeybatı,24
FANUC,4910
Rouses,4174
Star Watch Case Company,142
7-Eleven,46521
Van Leeuwen Pipe and Tube Group,1372
Atomic Energy of Canada,3420
Warner Music Group,3872
Poggenpohl,473
Niigata Transys,340
Invictus Games,52
Arcadis NV,26515
コネ (会社),50688
Claas,9468
Adobe Systems,14917
Steve Jackson Games,40
TOSE,997
Aniplex,72
Hermès International,12458
瑞士邮政,61
Daiichi Sankyo,29648
CarComplaints.com,9
JTEKT,10225
ALTEN,18147
Monte dei Paschi di Siena,27502
Integrated Device Technology,1320
Salomon Brothers,6853
Niki,827
三越伊勢丹ホールディングス,17348
Fabio Perini S.p.A.,549
مجموعة بي تي,86164
Punchcut,35
American Airlines,116973
ギルバート+トビン,481
西捷航空,15426
Volkswagen AG,617149
オペル,32571
Arrow Electronics,15861
Lucidworks,69
Owens-Illinois,24499
Alcan,68944
クリスタル映像,21
Companhia Siderúrgica Nacional,19703
Ingra (construction company),118
Renren,5220
Mälarenergi,646
Radwin,228
Bodog,1088
Bomis,11
Aniplex,74
توسي (شركة),1099
Etihad Airways,20463
Vergnet,161
Shoprite,138812
Live Nation Entertainment,6892
WonderHowTo,12
Guy Gannett Communications,1885
Yahoo! Japan,5118
Sunwing Airlines,1552
EvoBus,14430
VAUDE,1693
OP Financial Group,14370
OpenDNS,198
Celulosa Arauco y Constitución,13082
Mainichi Broadcasting System,570
Z Energy,2587
Ford Motor Argentina,2037
Brisa,2660
Genesis Energy Limited,1028
GGB Bearing Technology,1057
Nintendo Integrated Research & Development,286
Nero AG,454
شركة سرت للنفط,6436
Allianz,160027
ESET,1004
ヤマザキマザック,6780
Tandberg Television,1074
JTEKT,44138
هارلي-ديفيدسون,6064
Sensient,4165
Sipa Press,87
Arthur Andersen,78680
Neversoft,113
Eclipse Aviation,867
Elia System Operator,1099
Enron,21957
Air New Zealand,11035
Hitachi Data Systems,5916
Allied Irish Banks,9493
La Quinta Inns & Suites,8000
Target Corporation,309400
現代自動車,100459
Anglo Irish Bank,0
Caja Madrid,15208
富国银行集团,270647
BenQ-Siemens,2586
SeAZ,53
Quantic Dream,159
PrivatBank,0
Scottish Power,10070
Steigenberger Hotel Group,6767
Finansbank,12792
Valmet,11784
Cielo S.A.,1193
Fox Entertainment Group,12202
Sirius XM Holdings,2028
Macromedia,1343
Air Canada Jazz,5142
Celio (retailer),1693
Siebel Systems,5511
KID,44
Texas Instruments,26436
オーウェンズ・イリノイ,23533
如新,5209
Škoda Auto,26962
Harley-Davidson,6002
TCL Corporation,70434
Goldfarb Seligman & Co.,215
IOI集團,31957
Capitec Bank,12462
PostNord,39677
Thrifty White,1658
Sopra Steria,33696
BDO国际,62733
T-Hrvatski Telekom,4315
易捷航空,10716
Havas,17810
Raidió Teilifís Éireann,1707
AES Eletropaulo,9465
Trebjesa brewery,234
Müller (entreprise),24673
H.R. Gray,54
Tabasco (salsa),211
Com Hem,698
Cowi,5477
Kalypso Media,124
Focal-JMLab,185
ニュージーランド航空,11879
Wera-Werk,778
Freedom Group,2971
Bain & Company,5977
Valor Security Services,7628
PSION,861
Toray,43203
Allaire Iron Works,1859
Banque Bonhôte,68
Schneider Kreuznach,701
Barilla,8
Intermap Technologies,138
Gainward,20
IVG Immobilien,560
Chedraui,33044
PopCap Games,436
Fjord Line,241
Seoul Metropolitan Rapid Transit Corporation,6454
Energizer,5547
Thor Industries,8899
Firstmark Credit Union,299
Polycom (entreprise),3556
Grezzo (videogiochi),64
Pitney Bowes,16173
Marine Stewardship Council,142
Sonar Entertainment,82
Cessna,9481
Citroën,12944
Mainfreight,6608
HQ Bank,190
دايملر,279127
Rolls-Royce Motor Cars,1377
Cbeyond,1927
Extreme Pita,2231
Sony Xperia,7682
大商集团,241308
Yıldız Holding,43768
コザン,46500
Damon's Grill,203
Postnord,39661
GlobalSpec,217
Wikispaces,10
Velcro,2237
Verint Systems,4808
Petrof,1068
Bentley Motors,3955
TGT Oil and Gas Services,283
داسيا,15553
A. Lange & Söhne,533
TV3 Group,262
ريديكارد,2456
Caterpillar Energy Solutions,1289
Volkswagen Aktiengesellschaft,582982
Renren,4567
DLF Limited,11365
Safeway Inc.,276668
並木精密宝石,559
Sord Computer Corporation,361
Allaire Iron Works,1881
Nexans,25854
NACCO Industries,10161
Staples Argentina,162
WH Group,57101
Nintendo Entertainment Analysis and Development,699
Linoma Software,47
贝恩资本,957
Bose Corporation,12339
CenterPoint Energy,2211
SIX Financial Information,1155
Mine Safety Appliances,4808
Yamazaki Mazak,6957
Geox,2741
Hyundai Heavy Industries,27185
CloudMade,45
Sightline Media Group,170
Iluka Resources,1132
シュナイダーエレクトリック,153003
Henry Schein,18843
Shōgakukan,792
NLR Air Transport Safety Institute,31
Nihon Bungeisha,79
Meat Products of India,83
DuPont,46417
سيليو,1880
Anritsu,4322
Geox,2486
London Brick Company,190
CMA CGM,18966
VTB Bank,86
Optimal Energy,130
Komercijalna banka,3664
Permira,188
Berkshire Hathaway,310201
Actel,485
ソニー,124
Politico,309
Tamedia,3341
Private Media Group,40
Rémy Cointreau,1444
Dolphin Integration,190
Nortel,17
General Motors,216050
Piranha Bytes,28
Centre for Process Innovation,234
يانمار,19306
Fairhurst (company),474
CipSoft GmbH,86
京福電氣鐵道,889
Paz Oil,2136
Amway,22788
Innovation Place Research Park,145
Ingra,124
"Lilpop, Rau i Loewenstein",441
Hitachi Maxell,4227
Honda Manufacturing of Alabama,3488
Scient,1254
Nutreco,9893
"View, Inc.",201
تويوتا,312230
Companhia Siderúrgica Nacional,19136
ATR (company),117608
Mills James,142
Alitalia,13386
Ontario Power Generation,12191
Edelman (Agentur),6428
OCZ,571
Pizza Hut,151333
ShadowTV,20
Pedigree Petfoods,1271
Feelplus,64
Pan Asia Technical Automotive Center,1879
SoftDEL Systems,95
Steorn,18
BMO Harris Bank,14387
Boralex,211
Hearst Corporation,20530
Myford,22
ICLEI – Local Governments for Sustainability,193
X-Fab,2683
VitalityHealth,1287
AOL,5950
Douglas Holding,18946
MSC Software,1146
Boeing,143369
Coca-Cola Bottling Company of Cape Cod,84
Dacia,13084
VRZ Karlovo,299
Axel Springer SE,14085
格拉納達股份,4445
Axel Springer SE,16549
Duke Energy,29207
Citroën,13495
Randall Made Knives,18
Wells Fargo,289043
ユーロディズニーSCA,13896
Sherritt International,8161
大日本住友製藥,6789
Banca centrale della Norvegia,578
Nihon Bussan,32
Gainward,19
Oil Refineries,1877
Ancestry.com,914
Shoprite (Isle of Man),614
ボーズ (企業),13026
Caterpillar Inc.,115885
Ardagh Group,17777
Rio Tinto Alcan,65799
アイホップ,32299
Toei Company,356
Vaillancourt Folk Art,23
Lingo24,230
Brasil Kirin,9943
Océ,19187
"Luce, Forward, Hamilton & Scripps",497
Gas Natural,17969
Euro Disney S.C.A.,14111
HSBC Bank (China) Company Limited,6042
Allianz France,28632
Apex Digital,47
China National Nuclear Corporation,96212
Nortel,35
Livechat Software,66
Atomics International,8535
Anglo-Eastern Group,1431
ソフトマックス (ゲームソフト),126
AET (company),2644
Sun Microsystems,40331
Yves Rocher,13696
Rietumu Banka,789
扶桑社,172
Catamaran Corporation,1241
Krones AG,11741
Aniplex,86
Coop (Suiza),82414
Tamoil,1216
Zynga,1596
Kyōshō,166
Princess Auto,2229
Miele,17
阳翼航空,1584
BDO International,63598
Radon Labs,104
Vinci (przedsiębiorstwo),198418
Hyundai Motor,115851
信越化学工業,17962
Alawar,365
Oliver Wyman,4197
أغنيتوم,53
Chunsoft,62
Ex Libris Group,544
EvoBus,15358
Niki,754
Gold Fields,47609
Consumer Cellular,915
Banca Intesa Beograd,3309
Hess Corporation,2648
Endurance International Group,2334
Salomon (Sportartikelhersteller),2972
Apple,122073
Promise Technology,488
Tiffany & Co.,10512
Posten Norge,19249
Bandai Namco Games,908
Target Corporation,327822
Sord Computer Corporation,412
Hyundai Engineering (HEC),6309
Inpex,2271
Kawasaki Heavy Industries,32513
Island Officials,28
AOL,5146
R. J. Reynolds Tobacco Company,4127
KGHM Polska Miedź,27247
شركة توي,324
Trafigura,5613
J Hudson & Co,96
Bardahl,37
Wintershall,2220
Volksbank,4159
ユナイテッド・エアウェイズ,891
NeXT,590
Webtrekk,110
小学館,774
Urban Outfitters,24958
Zoho Corporation,4075
Aker Arctic,50
MGM Resorts International,57237
Asda,168616
Vidyo,326
SIX Financial Information,1136
IVG Immobilien,599
Tiffany & Co.,10323
English Retreads,6
Introversion Software,9
Benetton Group,8631
Fiat Chrysler Automobiles,227260
Alten,18654
Hanson Cement,1094
Adobe Systems,15013
Pizza Hut,159150
Walter P Moore,529
Fluke Corporation,2334
Hitachi (azienda),313501
StayFriends.de,104
Harris Williams & Co.,218
Nintendo Integrated Research & Development,144
Audi,85491
Nynas,803
WEC Energy Group,8944
NTTコムウェア,5702
Aviation Repair Technologies,208
Bburago,141
Netscape,2565
RJ Reynolds Tobacco Company,4262
The Pokémon Company,456
TNK-BP,45558
Ameriabank,529
Onkyo,2099
Viking Air,590
Viking Line,2842
Aluminum Corporation of China Limited,102864
Würth,66329
Douglas Pharmaceuticals,445
Trafigura,5015
Studio Trophis Production Company,3
Zynga,1476
Southwest Research Institute,3047
Terex Material Handling & Port Solutions,5889
Oriflame,7003
Marine Stewardship Council,156
Credit Europe Bank,4266
Ascom,1720
LG Display,43562
Southwest Research Institute,3007
فيليبس,108573
Compagnie maritime d'affrètement - Compagnie générale maritime,18929
IDT Corporation,1239
The Aluminum Association,15
Daimler,307133
Digital Equipment Corporation,146550
Farmland Industries,17881
"Kuhn, Loeb & Co",502
MSC Crociere,18319
Wiggle,0
Kaō,5187
Banco Nossa Caixa,14171
P&H Mining Equipment,2496
Brocade Communications Systems,4845
九鬼 (アダルトビデオ),98
Norilsk Nickel,87342
Bambi a.d.,1032
Financial Navigator,114
Nortel,35
Introversion Software,9
"Tose Co., Ltd.",985
Telelogic,1345
Haglöfs,210
Rémy Cointreau,1753
Wargaming Chicago-Baltimore,162
Schering,28634
華盛頓互惠,44663
福兰媒体集团,914
Asia Commercial Bank,10493
BMCソフトウェア,6436
Extra (supermarket),10801
Trust (electronics company),261
Freightliner Group,2372
PlentyOfFish,81
相模鐵道,1028
CyberLink,455
1E (Unternehmen),231
Sopwith Aviation Company,4381
Granada plc,29432
United Internet,6696
Fabbrica di trattori di Čeljabinsk,18532
SimBin Studios,44
DLF Limited,11564
Tallink,6332
アプライド・マイクロ・サーキット,613
Cadbury plc,1784
CoStar Group,2661
Tom Tailor,6949
Tahera (mining company),15
テレフォニカ,130692
Unternehmensgruppe Theo Müller,26299
Ingredion,11204
カンタス航空,27932
Light Rail Transit Authority,88
红牛公司,11404
BW Group,4169
ヘイズ・スペシャリスト・リクルートメント,7944
レゴ,15661
Tongaat Hulett,28932
Forjas Taurus,3383
Community Health Systems,142606
Eight Inc.,177
薩普托公司,13410
ラガルデール,26330
Bank of Scotland,20526
Fortune Brands,24963
LG Display,44466
Saab,13610
Gameplanet,3
有斐閣,104
Cadbury plc,75824
Kone (Unternehmen),45193
Boston Medical Group,146
International Watch Company,313
Schering,24906
朗讯,29454
Shōgakukan,734
Westmalle (Bier),22
Mizuho Financial Group,60728
Brooks (entreprise),479
サロモン,2965
MapInfo Corporation,845
Lycos,65
Banco de Venezuela,3775
Forsythe Technology,989
Molho Tabasco,203
BBDO,14235
Georgia Power,8131
Toyota Peugeot Citroën Automobile Czech,3117
Ikon Office Solutions,22749
Bigpoint,802
Energy Transfer Partners,5095
Mind CTI,385
Дельта Банк (Украина),0
戴比尔斯,18711
Firefly Studios,27
بي إم دبليو,128862
Hanza Media,1586
総合車両製作所,1100
Juicy Couture,173
Nissan,147609
Oracle Corporation,154833
"Marder, Luse, & Co.",66
Volkswagen,671
富士ゼロックス,43184
The Pokémon Company,393
Kawasaki Heavy Industries,29437
フルーク・コーポレーション,2343
Al Faisaliah Group,5222
PrivatBank,0
Volksbank,146408
Mary Kay,5236
Coca-Cola Bottling Company United,4990
Gorenje d.d.,11137
Taurus (manufacturer),3128
Companhia Siderúrgica Nacional,17404
ソッピース,4624
ヴァイキングライン,3031
PlaSmart,13
Uttara Bank,3580
Nordea,30037
アイリスオーヤマ,2123
Storebrand,2104
Banca Monte dei Paschi di Siena,26605
Applied Science International,101
Leo Pharma,5106
Eidos Montréal,504
Roth & Rau,1183
Netflix,3512
Raven Software,177
Daiichi Sankyo,31358
Id Software,190
Telefónica O2 Czech Republic,3440
Conair Corporation,3939
Altria Group,7973
Jako,158
Telia Company,26381
西夫韦公司,262564
Viacom,10330
Steer Davies Gleave,312
International Watch Company,289
CEVA (azienda),192
Isetan Mitsukoshi Holdings,17249
21st Century Fox,21990
明基西門子,3057
99 Cents Only Stores,11121
班尼顿,8516
سيسنا,7970
Toyo Tire & Rubber,11155
MannanLife,83
ニキ航空,828
PrivatBank,0
ボンバルディア・トランスポーテーション,34355
ウィンダムワールドワイド,34618
PNC Financial Services,47244
Trafigura,5995
Singulus Technologies,486
Granada plc,5148
Alpha Bank Srbija Beograd,1563
川崎重工業,34415
IQMS,257
Coleco,626
Taser International,530
Coca-Cola Amatil,15287
China Airlines,10530
أودي,93909
ElringKlinger,4397
Timex,1873
CUBE Entertainment,54
Wikidot,4
Zebra Imaging,58
Oracle,143112
Vietnam Asset Management,14
Lycos,70
メリタ,3784
OpenTable,556
America Online,6077
KIPCO,10806
クイーンズランド鉄道,7244
Uber (empresa),6913
Brickworks Limited,1583
クーカ,12927
Saskatchewan Wheat Pool,4063
TechniSat,2733
Altair Engineering,1579
DisplayLink,151
Taco Bell,180694
ホグロフス,200
ThyssenKrupp,152815
Bechtle,6878
Nokia,122180
Nu Skin Enterprises,5243
Saizeriya,1380
フィールプラス,79
Oyak Renault Otomobil Fabrikaları,5962
Porsche,24983
Time Inc.,7614
Norwegian State Railways (1883–1996),12742
Italcementi,22435
Eesti Energia,7041
Dentsply Sirona,12500
Bank of the Philippine Islands,11275
SureFire,476
إكسترا للطائرات,69
Kaspersky,3063
SIX Financial Information,1098
Wild About Fruit Company,107
怡安集团,80832
沃倫貝格工業,2984
Lego,15630
Arianespace,333
Framo,1028
Vaalco Energy,113
BMW,134410
Gas Natural,18566
IMIDRO,4761
OTP Group,34609
Rostelecom,180090
Australia and New Zealand Banking Group,45243
Lagardere,24281
Privredna banka Zagreb,4145
Bodum,551
Enfocus,51
Whirlpool Corporation,99087
ARIKA,52
Kazanorgsintez,7505
MGM Mirage,64691
Bharti Airtel,25933
Кремиковский металлургический комбинат,6993
Mediterranean Shipping Company,27770
Nokia Networks,57281
Lycos,79
Дельта (НТЦ),5880
بورلاند,1028
Activision,4160
Viking Line,3067
Rado,488
DNB ASA,10198
الخطوط الجوية الملكية الهولندية,32791
FXCMジャパン証券,859
ネクスエンタテインメント,168
نينتندو,5838
Yara,13389
Imperial Chemical Industries,32179
網景,2334
Íslandspóstur,1127
Wells Fargo,235738
500px,45
フッティルーテン,1850
Qt Development Frameworks,194
Saab,13630
Allianz,158158
Lamborghini,1129
Cybex International,580
Ontario Student Trustees' Association,18
Grupo Safra,29412
Dainippon Sumitomo Pharma,4604
Sun Microsystems,40165
NOS (Unternehmen),1988
Camus,537
Pretoria Portland Cement,2978
Aston Martin,1262
Sageview Capital,21
Iron Mountain (entreprise),19128
ベントレー,3256
General Motors,204078
Telefónica,136266
Rush & Cash,1508
SNC Lavalin,40165
Metrovías,4464
Müller (company),24710
Qaym,7
Nex Entertainment,180
NJVC,1154
PopCap Games,441
Dean Markley Strings,19
PRISA,16251
ВолгаТелеком,47905
Futurice,198
Gazelle (rower),609
Dish Network,16167
レッドハット,9215
海纳国际集团,1536
Nintendo Integrated Research & Development,292
WNS Global Services,36129
Meezan Bank,8835
Nintendo,5088
HSBC Bank Bermuda,991
Bomis,11
Adobe Systems,15029
Allseas,2430
"JPL (Integrated Communications, Inc.)",78
KGHM Polska Miedź,30278
伊夫·黎雪 (公司),15064
Acquia,775
Psion,813
Agora (przedsiębiorstwo),3813
شكودا أوتو,23972
Fibria,14393
IResQ,23
Rift Valley Railways Consortium,1949
Fitch Ratings,1953
Nihon Bussan,32
Bomis,10
National Logistics Cell,7129
China Airlines,11303
Chipotle Mexican Grill,42501
Bank of the City of Buenos Aires,3255
Schneider Electric,158522
Aras Corp,170
EE Technologies,176
The Lego Group,15184
Fuze (company),685
Feelplus,69
Qantas,27566
Ordet (company),10
Ericsson,109487
CinemaNow,128
7-Eleven,45774
Alitalia,14912
Chrysler,76918
Argon ST,873
Western Digital,73700
Mammoet (bedrijf),3373
Aramark,259435
Nationalbank der Republik Usbekistan,9953
Mediterranean Shipping Company,30180
Zynga,1531
Huf Haus,452
Kolej Seibu,3042
Infitec,21
Arika,52
Washington Mutual,46500
Nortel,31
Tamedia,3528
Juicy Couture,169
Vienna Insurance Group,21033
LEGO,15425
Denel,6849
R.J. Reynolds Tobacco,3793
Raidió Teilifís Éireann,2106
Redfin,211
Intrepid Travel,1648
Detroit (bedrijf),2175
JTEKT,43050
Rostelecom,178757
"Butler, Shine, Stern & Partners",169
Lamborghini,1225
Institute of Oil Transportation,356
库卡,12329
إريكسون,107239
Jerini,157
Tiffany & Co.,10131
Voltas,5502
Standard Oil,57621
Lidl,309811
Rakon,515
阿提哈德航空,18688
Xperia,7002
RTÉ,1833
Stadler Rail,6523
Ashley Furniture HomeStores,3991
National Mineral Development Corporation,6465
Jimdo,196
BitTorrent (公司),110
StudiVZ,11
Bundesimmobiliengesellschaft,816
Qt Development Frameworks,216
"Mexican Restaurants, Inc.",2719
Bic (company),9991
Carlson Wagonlit Travel,23743
Demag Cranes AG,5960
Miele,17
Nevada State Bank,802
Daiichi Sankyo,32963
Cranswick plc,4228
富士通天,4150
Allegheny Technologies,9500
MGA Entertainment,1005
Agro (company),145
Private Media Group,37
TrønderBilene,294
Jay Cashman,997
SouthPeak Games,94
Össur,2038
Conseil international pour les initiatives écologiques locales,180
Oliver Wyman,4431
CPFL Energia,8122
WorldNet Telecommunications,182
Clearwire,861
DeepRootLinux,27
Buhler Industries,1022
プラッサー&トイラー,3275
Dangote Group,26639
ITC (company),25651
Indian Institute of Hardware Technology,1082
NTT Comware,4546
بتروفاك,22531
ERT (company),715
MET ART,51
SunOpta,1793
Bwin,1588
Sensory Sweep Studios,98
H. J. Heinz Company,28456
شوفرسال,12728
ジェイテクト,10135
Timex,2228
ドバイ・ホールディング,14807
SR Telecom,0
Saab,13843
A. Lange & Söhne,529
Camus (Cognac),465
Mattel,33138
Roland (Unternehmen),3161
IMIDRO,4669
FactSet Research Systems,8246
Nintendo Software Planning and Development,64
Redes Energéticas Nacionais,673
Takeda Pharmaceutical Company,30495
Powszechny Zakład Ubezpieczeń,17706
Facebook,13483
Enagás,1087
"Amuse, Inc.",233
Banca Popolare di Milano,7460
HSBC Bank (China),5731
Banque cantonale de Grisons,785
Siderúrgica del Orinoco,14226
EasyJet,10462
Canyon Bicycles,640
Rolls-Royce Motor Cars,1360
Umicore,14334
Lamborghini,1129
المجموعة العالمية الأمريكية,71109
CenterPoint Energy,2009
Shuanghui,62191
Bjarke Ingels Group,410
Lockheed Martin,128185
SNC-Lavalin,34955
Conrad (entreprise),4398
Designworks,142
Schneider Electric Egypt,559
セスナ,8873
Bank of Baroda Uganda Limited,208
Heckler & Koch,657
ماتيل,30326
Лента (сеть магазинов),34740
Plenty Of Fish,75
Banque Privée Edmond de Rothschild,1827
Patron Capital,70
Intel,85550
ويسترن ديجيتال,69328
Orc Software,254
OCZ Storage Solutions,570
Lazard,2486
Lambesis Agency,48
Chrysler,78421
Bomis,10
Chedraui,34568
Uruit,52
RHB Bank,17440
万代南梦宫娱乐,1110
Trust (entreprise),235
Major League Productions,36
Akamai Technologies,6135
Gree Electric Appliances,43158
Discovery Communications,6505
Boeing,163653
Mitsubishi Research Institute,3892
現代重工業,24043
SeAZ,46
Scottish Widows,3674
塔巴斯科辣椒醬,214
Brantano Footwear,2619
Claas,10733
必胜客,177987
Toyo Tire & Rubber Company,10351
Angel Trains,123
Anritsu,3585
Transmeta,27
Azaleos,202
Netflix,3615
Bavaria,1007
Tōhō,1831
