http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Åfjord,868787070
"Rensselaer County, New York",1698254433
Alpena County,1366893150
Leksvik,351741782
Aurskog-Høland,841922587
Condado de Anderson (Carolina do Sul),1729262340
ساربسبورغ,343057877
ベッドフォード郡 (バージニア州),2147147867
Parafia Beauregard,3084254349
Condado de Bent,3698022390
巴克斯特縣 (阿肯色州),1427720758
Tjøme,38420070
Beaufort County (South Carolina),1507415353
Hurum,154250145
Condado de Amite,1866350575
مقاطعة أوستن (تكساس),1832817061
Contea di Belmont,1485673413
Condado de Berkeley (Carolina do Sul),3073444668
Contea di DuPage,779289540
ボスキー郡 (テキサス州),2488865765
Klæbu,174574440
Flesberg,565169000
博伊德縣 (肯塔基州),420186380
Rhode Island,2482844653
Eid,439974835
アラマンス郡 (ノースカロライナ州),1195102133
مقاطعة بيدفورد (بنسيلفانيا),2468354787
"Аштабьюла (округ, Огайо)",2010295663
ローリンズ郡 (カンザス州),2856036716
Condado de Blaine (Oklahoma),2145278078
ブーン郡 (アーカンソー州),1367781085
Antelope County,2348786141
Vestre Toten,234541957
مقاطعة أمهيرست (فيرجينيا),1385572381
Condado de Beaver (Oklahoma),4496124138
Washington County (Kansas),2183918989
Jackson County (Michigan),2031808649
Bykle,1250291854
Odda,1473467705
Lavangen,329367060
Северная Каролина,122179611841
Osen,351465133
Vadsø,1235879605
Andebu,180327863
Borough de Aleutianas Orientales,18009661229
Condado de Branch (Michigan),1353482994
Ulvik,659582444
Salangen,493540043
Hrabstwo Arkansas,2626998195
ベンソン郡 (ノースダコタ州),3232573026
Balestrand,387220454
Гампаха (округ),1338825404
ルークス郡 (カンザス州),2125230303
ラルヴィク,532087847
Træna,16924060
Condado de Ottawa (Kansas),2045564966
西維吉尼亞州,68299102432
"Elbert County, Colorado",5297397523
Snåsa,2278934811
海略 (諾爾蘭郡),63426653
"Jewell County, Kansas",2516078866
Comté de Bedford (Virginie),1758871445
"Эйкен (округ, Южная Каролина)",3024246698
Maryland,28036488768
アセンション郡 (ルイジアナ州),747146107
Hrabstwo Phillips (Kansas),2502665166
Marker (Norvège),343536430
Andrew County,1014299678
"Berrien County, Michigan",1442430535
內斯 (布斯克呂郡),713976870
Тингволл,287091991
蔡斯縣 (堪薩斯州),1931940105
亚当斯县 (华盛顿州),5083635696
Minnesota,186008068981
Contea di Petroleum,4148035814
Holmestrand (gemeente),85401208
Stokke,112358988
Leikanger,165821141
Lanaudière,13121776971
Сёр-Фрун,713138773
Åsnes,959441886
Hornindal,162873777
Hrabstwo Bristol (Rhode Island),56922943
貝爾特拉米縣 (明尼蘇達州),6747487235
Lørenskog,63907081
"Аткинсон (округ, Джорджия)",909110656
北弗龍,1112661073
ナパ郡 (カリフォルニア州),1921661954
內斯縣 (堪薩斯州),2507332523
布萊克福德縣 (印地安納州),420016889
فانيلفان,393840302
Condado de Asotin,1678972274
Hrabstwo Attala,2038975342
Oppdal,2218731155
Hrabstwo Adams (Missisipi),1208540193
博特托爾特縣 (維吉尼亞州),1506537692
Contea di Grant (Kansas),1364798407
Clark County (Kansas),2439382033
莫達倫,374135037
Porsanger,4406678117
Hrabstwo Essex (Ontario),1662939200
فاردو,622804315
Chautauqua County (Kansas),1649604808
Condado de Smith (Kansas),2381641727
孔斯贝格,677515931
Contea di Dufferin,1592474935
Comté de Baltimore,1478155035
Bruce County,3701501644
伊韋蘭,241583220
Гране (Норвегия),1884642803
Rauma (Noruega),1347693897
Jevnaker,207053034
Comté de Bedford (Pennsylvanie),2738870502
Sør-Varanger,3150236128
Cloud County,1912993862
Frontenac County,3034668107
コマンチ郡 (カンザス州),1982720830
阿斯克沃爾,340595186
Contea di Greenwood (Kansas),3323478624
阿利根尼縣 (紐約州),2780731557
Vågan,479345752
Delaware,4738563203
Аннебу,187057772
Tvedestrand,203120739
Comté de Bowman,2903205550
مقاطعة أندرسون (كارولاينا الجنوبية),2028393760
ブラックフォード郡 (インディアナ州),398529556
Braxton County,1235616051
Comté de Chase (Kansas),2062977339
كفالسوند,1743830641
勒倫斯科格,66060851
Condado de White (Geórgia),568594002
Гуль (Норвегия),536030709
Condado de Appanoose,1206930251
Steigen,974917092
Voss,1613880858
斯莫拉島,307162583
Råde,101635197
堪薩斯州,230562969727
Lyngdal,407998220
Vinje (Noorwegen),2903044680
Arkansas,141323380022
Flekkefjord,520373297
Condado de Nemaha (Kansas),1987054461
Anderson County (Kansas),1358484853
Квам,538301225
Lavangen,319270448
"Бентон (округ, Айова)",2025348976
Batticaloa (district),2291374620
Parafia Avoyelles,2040841705
斯圖達爾,227269697
Idaho,204819027058
波特瓦特米縣 (愛阿華州),2383713119
Adams County (Washington),5080590777
"Беннетт (округ, Южная Дакота)",3057616798
Hrabstwo Aitkin,4361505430
"Бэрри (округ, Мичиган)",1241920004
Bannock County,2610194450
Marnardal,381009015
杜佩奇縣 (伊利諾伊州),762610792
Granvin,186917289
"Джексон (округ, Мичиган)",1811659399
كفانانغن,2046147540
Comté de Boone (Virginie-Occidentale),1363844959
ハーシュタ,447902913
"Bamberg County, South Carolina",941989032
Vevelstad,491836956
Morton County (Kansas),1754586506
Vågsøy,190283111
斯塔福德縣 (堪薩斯州),2052271259
"Banks County, Georgia",604245015
Ås (Kommune),91478383
Geary County,1039841715
Йиске,38694614
Snillfjord,550014332
沃爾達,510514379
Vevelstad,478064323
Comté de Carter (Tennessee),793709433
"Берриэн (округ, Мичиган)",1471289887
Comté de Barry (Missouri),2066643347
Contea di San Mateo,1138182245
Agdenes,304061753
"Dickinson County, Kansas",2323262013
Adams County (Idaho),3633102946
Бьюгн,335623273
Zhenxiong,4014922926
Condado de Wichita (Kansas),1912678293
Granvin,217822696
Rindal,647661151
نيتيدال,169791975
Lyngdal,384402058
Hrabstwo Stevens (Kansas),1841219185
Parroquia de Allen,1821025874
Pulaski County (Indiana),1103206599
巴爾迪 (挪威),2599963543
Oklahoma,187102143994
Ullensvang,1406624927
Moss,53215799
"Adams County, Iowa",1091043603
"Крофорд (округ, Канзас)",1560996134
"Атчисон (округ, Миссури)",1458769342
"Clay County, Kansas",1609953354
"Адамс (округ, Иллинойс)",2267768490
Ford County (Kansas),2703089532
Contea di Amador,1487388438
Trysil,2993981117
巴斯特羅普縣,2416741284
Alpine County,1883150965
"Бентон (округ, Орегон)",1770890723
Емнес,399468938
喬治亞州,134954095850
Meldal,670503936
Condado de Boone (Nebraska),1713165381
Øyer,591394527
Comté de Breathitt,1232266178
伯姆盧,226327950
County Fermanagh,1594588593
Fræna,371038666
مقاطعة باي (ميشيغان),1209240396
Hrabstwo Barry (Michigan),1329211880
Odda,1389401222
Condado de Stevens (Kansas),1947383579
Balestrand,469551244
Fusa (gemeente),379513891
Йоло (округ),2743495230
Nore og Uvdal,2369007684
Lierne (Norvège),2480935827
Leksvik,413152040
Hrabstwo Clay (Kansas),1623465681
Kåfjord,919767014
"Rissa, Norway",570356067
Lurøy,235574198
مقاطعة كين (إلينوي),1357763606
Condado de Alamosa,1972410464
Hrabstwo Boone (Iowa),1485756669
海于格松,74686902
Midtre Gauldal,1658040231
Йёвик,619300299
ボルチモア郡 (メリーランド州),1645837883
本頓縣 (愛阿華州),2028005648
Louisiane,118882699071
プレスコット・ラッセル連合郡,2118604357
Nesodden,64840013
菲薩,391522073
ボールドウィン郡 (ジョージア州),635940310
Condado de Archuleta,3457094228
Giske,42212811
Sauherad,316660337
Sokndal,278805831
Линнеснес,313218694
Alabama,145357147927
安德森縣 (南卡羅萊納州),1903682329
アラメダ郡,1930429700
Comté de Reno,3078650249
Comté d'Ottawa (Ohio),618088074
Condado de Bacon,666379169
Baraga County,2169185217
Hvaler,89985416
Флатангер,401003206
Condado de Brewster,16141334890
安德于,614984728
Tynset,1748887208
Molde,319176412
Aurskog-Høland,835950582
布兰特利县 (佐治亚州),1224690447
"Ориндж (округ, Калифорния)",2048277974
Hyllestad,249003608
"Atchison County, Kansas",1172996588
Allen County (Ohio),940455200
Vestnes,330082722
مقاطعة كينغمان (كانساس),2442597847
Vestre Slidre,410188427
"Barnwell County, South Carolina",1511422977
Kvinesdal,956126931
Forsand,674690787
Condado de Essex (Ontário),1738667930
Comté de Crawford (Kansas),1463487817
Hrabstwo Briscoe,2213101300
Hurum,138940981
Hå,239381073
"Antigonish County, Nova Scotia",1531824349
Broadwater County,2919529635
Bømlo,215372540
مقاطعة بيرناليلو (نيومكسيكو),3112695589
"Брадфорд (округ, Пенсильвания)",2758229272
"Abbeville County, South Carolina",1266429239
セル＝ヴァランゲル,3530815603
Gjemnes,330660811
Cherokee County (Kansas),1469885888
Hitra,662203083
"Блэнд (округ, Виргиния)",1034240171
Kingman County,2162098621
Distrito de Colombo,640711845
Baker County (Georgia),879125695
Aukra,56228884
تيدال,1212410242
Hrabstwo Crawford (Kansas),1624873207
مقاطعة أوزبورن (كانساس),2219372648
モリス郡 (カンザス州),1858893633
"Boone County, Iowa",1524426838
Høylandet (gemeente),770575274
Benton County (Washington),4406892171
Meldal,564297824
スターク郡 (インディアナ州),701492959
Alstahaug,211515642
Skodje,112543377
Spydeberg,142038745
Bradley County (Tennessee),949196287
Selbu,1177559382
Våler (Hedmark),693607047
Condado de Kiowa (Kansas),1779244780
Хадсель,548071254
Condado de Becker,3056986762
ワイアンドット郡 (カンザス州),372244365
Montgomery County (Kansas),1833864660
Stranda,766617089
Benton County (Iowa),1995540585
Kalutara District,1585100849
Comté de Blaine (Montana),11257316589
Порсангер,5206952516
Contea di Benton (Mississippi),1026011147
Condado de Alleghany (Carolina do Norte),652986807
Odda,1479458961
"Ellsworth County, Kansas",1792092689
斯特蘭達,902285452
Hvaler,91146068
Ringebu,1228925801
Moss,53462045
Sørreisa,360873839
艾于蘭,1444686046
Berrien County (Georgia),1286899895
カルタラ県,1579760037
Condado de Garrett,1807510716
مقاطعة برادفورد (فلوريدا),825611252
Wayne County (Pennsylvania),1874699742
Halsa,280904774
Fet,120915414
Comté d'Aiken,3010633261
Askøy,98408887
Augusta County,2524947579
韋斯特比,146184869
Blanco County,1801402034
مقاطعة سوري (كارولاينا الشمالية),1371441210
Ringebu,1195210891
Condado de Barber,2616631417
Condado de Wayne (Pensilvânia),2000626963
Melhus,680189585
Луннер,260768561
Contea di Chautauqua (Kansas),1652481468
萊達爾,1324411221
雷爾菲尤爾,439029314
Strand (Rogaland),185081895
Condado de Benton (Washington),4034992669
كانساس,220046416142
رينغساكر,1113777507
Hemsedal,737103456
"Napa County, California",1877541146
Gol (gemeente),515413740
مقاطعة بونير (أيداهو),4643359014
Comté d'Anderson (Kansas),1522743750
Øksnes,301700188
Benton County (Oregon),1821655929
Bindal,1060500634
"Siskiyou County, California",15538148260
桑内斯,286136580
Paróquia de Bienville,1993358989
ブラゾス郡 (テキサス州),1685899805
مقاطعة واين (بنسيلفانيا),1746972153
"Rana, Norway",4543020573
مقاطعة بيغ ستون (مينيسوتا),1191212613
Torsken,221210974
Hrabstwo White (Georgia),625653792
Askim,63243774
Rælingen,52731513
Modum,437455085
Alachua County,2281216569
Comté de De Baca,6512093684
Bell County (Kentucky),890263712
亞當斯縣 (印地安納州),944111711
Condado de Barton (Kansas),2263419671
Inderøy,380949672
Comté de Barrow,431688802
Contea di Allegany (Maryland),1151159189
مقاطعة كلارك (كانساس),2345940514
Blaine County (Oklahoma),2365542194
أفون (كولورادو),22653975
Lierne,2923720298
Kvitsøy,5848297
Condado de Beaufort (Carolina del Sur),1342939026
Comté de Benton (Mississippi),996070009
Holmestrand,78304887
Karasjok,4800580635
アルスタハウグ,199727890
福特縣 (堪薩斯州),3128972563
リン郡 (カンザス州),1477894823
Ål,1087633766
林肯縣 (堪薩斯州),1866235454
"Norton County, Kansas",1985383021
Hrabstwo Archer,2339721234
伯克夏縣,2373090071
Franklin County (Kansas),1431905453
Hrabstwo Beltrami,6477192019
Nord-Aurdal,775689943
Аламида (округ),1893327818
Lardal,259503617
Østre Toten,496524747
バーゲン郡 (ニュージャージー州),599455844
Storfjord,1461363354
مقاطعة فرانكلين (تينيسي),1268996299
バートウ郡 (ジョージア州),1045175542
مقاطعة بيرغن (نيو جيرسي),641047850
阿拉曼斯縣 (北卡羅萊納州),1020507673
Eidsberg,215290126
مالفيك,171602221
De Baca County,5889089858
Hrabstwo Baylor,2112046096
"San Mateo County, California",1066559434
巴羅縣 (喬治亞州),467117474
Condado de Elgin,1702117803
Sel,798292659
موس (النرويج),64078206
"Уоллес (округ, Канзас)",2196015132
布萊恩縣 (愛達荷州),6588151220
特拉維斯縣 (德克薩斯州),2380583506
ブレバード郡 (フロリダ州),2664948018
Notodden,831401276
Этне,601967924
Androscoggin County,1167534025
Condado de White (Georgia),654411169
Horten,71501231
Kvinesdal,906402175
Колорадо,255355417804
尼馬哈縣 (堪薩斯州),1792011058
Nordkapp,832387791
Hrabstwo Wallace,2293667134
Hrabstwo Shawnee,1367581472
アデール郡 (アイオワ州),1595995681
拉波特縣 (印地安納州),1418699257
Hodgeman County,2204243702
Big Stone County,1269639729
布朗縣 (堪薩斯州),1372673120
مقاطعة أفيري (كارولاينا الشمالية),618280752
Hrabstwo Adams (Pensylwania),1315616723
Volusia County,2893715372
"Франклин (округ, Канзас)",1554140707
Våler (Østfold),259922917
Лаврентиды (область),19906594447
第開特縣 (堪薩斯州),2513500558
Enebakk,208881502
"Бентон (округ, Вашингтон)",4086658918
Hrabstwo Boone (Nebraska),1940469000
Nedre Eiker,119744459
"Арустук (округ, Мэн)",17782671303
"Boyd County, Nebraska",1512112681
Skjervøy,442482430
Sandefjord,122220728
"Bladen County, North Carolina",2512532818
順昌県,1999694761
Austrheim,57005556
Harstad,406257175
馬歇爾縣 (堪薩斯州),2302005652
Rana (Noruega),4154964450
مقاطعة أوتاوا (أوهايو),619863787
ハワイ州,18184334600
"Placer County, California",3588561919
"Reno County, Kansas",3078140012
Illinois,128276473615
Salangen,436227845
Condado de Yolo,2588549806
"Berrien County, Georgia",1078226029
Brevard County,2541491353
Contea di Beltrami,5763562453
Nannestad,322502569
Еррум,87910520
Levanger,610607284
مقاطعة برازوريا (تكساس),3559975492
Alleghany County (Virginia),1077577586
Comté de San Mateo,1101921672
Råde,109418448
休倫縣 (安大略省),3055451953
Condado de Greeley (Kansas),1897660559
Ringebu,1153123946
Condado de Greenwood (Kansas),2740233150
Dønna,200236335
Lund (Norvegia),331184319
Beiarn,1235645783
Maine,75199959259
橙縣 (加利福尼亞州),1933210109
蘇厄德縣 (堪薩斯州),1721469761
Condado de Runnels,2663996724
"Knox County, Ohio",1301373728
Andebu,197858862
Hægebostad,435609255
Contea di Pottawatomie (Kansas),2264869675
Condado de Brewster,17830344164
"Орора (округ, Южная Дакота)",1895231127
Condado de Austin,1510733731
Narvik,1952353809
Grane (Norvegia),2116756187
東托滕,480801316
Ringebu,1251225147
Tromsø,2548160961
Granvin,216108375
Parroquia de Assumption,844726881
Hadsel,595123088
Lenvik,823149620
Utsira,6445385
宾夕法尼亚州,113348180346
Gildeskål,599310182
普莱瑟县,4032400452
Condado de Anderson (Carolina del Sur),2106514742
Сельюр,662387316
Råde,96463162
Vennesla,369571731
Skjåk,1926950834
Båtsfjord (gemeente),1302361481
Comté de Kern,21147616201
ベントン郡 (オレゴン州),1615964784
Condado de Alameda,1814662071
Alaska,1324147057247
مقاطعة آدامز (داكوتا الشمالية),2646628181
Fet,128362895
坎伯蘭縣 (賓夕法尼亞州),1407154525
Aroostook County,16117103990
貝爾萊克縣 (愛達荷州),2311344293
Kings County (Nova Scotia),2188668851
Hjelmeland,907322115
Samnanger,272222680
Contea di Carteret,1441279813
Condado de Russell (Kansas),2320103837
Contea di Adams (Indiana),872024961
Condado de Bee,2377733289
Alvdal,940677398
肖尼縣 (堪薩斯州),1557500510
Strand (Norwegia),196101274
مقاطعة بولينغر (ميزوري),1629237059
Condado de Bastrop,2101610896
Granvin,231683452
Несна,197361572
ガスペジー・マドレーヌ諸島地域,19942095028
Contea di Mono,8248597666
Condado de Scott (Kansas),2012359957
Tynset,1676701544
Contea di Amelia,894060837
Pensilvania,119089934298
Comté de Newton (Géorgie),731846024
Acadia Parish,1622078156
布莱克利县 (佐治亚州),564428003
Meløy,777210817
Notodden,856365857
ブラゾリア郡 (テキサス州),3776202613
安特里姆縣,1320792488
Surry County (North Carolina),1394629042
Laurentides (Region),19665874632
Condado de Archer,2242144253
ベルモント郡 (オハイオ州),1311374361
蒙泰雷吉,11563323577
Skaun,204717876
班布勒,291326266
Condado de Allamakee,1619743584
مقاطعة أليني (بنسيلفانيا),2061089915
Paróquia de Assumption,800130285
Flatanger,467255665
Condado de Blaine (Nebraska),2041900386
Big Stone County,1394333117
Becker County,3300001387
布耶爾克勒姆,661871217
Condado de LaPorte,1492584423
新泽西州,19101530703
Condado de Bosque,2864548444
Condado de Bamberg,1086142705
مقاطعة جاكسون (كانساس),1745366654
مقاطعة نابا (كاليفورنيا),1720560585
滕斯贝格,107897067
Hrabstwo Adams (Wisconsin),1587415158
Målselv,3195580418
Røst,11576374
Sula (Norwegen),60784942
Washington County (Kansas),2562360725
Bartholomew County,1045609263
Frosta,76922604
Condado de Bristol (Massachusetts),1575748954
安德森縣 (田納西州),943281203
Condado de Arkansas,2872909257
Lennox and Addington County,2858510547
Vega (Norvège),175913599
Contea di Finney,3554961763
Небраска,220687166683
"Бриско (округ, Техас)",2279319171
Paróquia de Jefferson,773033608
Sortland,675035542
Hrabstwo Bath (Wirginia),1321534195
Starke County,751789631
Kane County (Illinois),1525934482
Брустер (округ),16024957308
カウトケイノ,8935601302
Storfjord (Kommune),1544902114
Condado de Bergen,542256583
Bowie County,2247744377
Condado de Ashtabula,1790210623
Øystre Slidre,931671019
Ørsta,834820882
Granvin,199605133
Condado de Brazoria,3548017352
Klepp,99578366
Contea di Bonneville,4840938160
スコット郡 (インディアナ州),460497235
比縣 (德克薩斯州),2496882374
Ullensvang,1203043369
ルッパ,659016263
ソノマ郡 (カリフォルニア州),4261468249
Laurentides,19077891803
كونغسبرغ,743125309
Condado de Coffey,1710513628
مقاطعة أتكينسون (جورجيا),890556011
