http://dbpedia.org/ontology/SportsTeamMember,http://dbpedia.org/ontology/squadNumber
List of Cypriot football transfers summer 2013,81
Convocazioni per la Coppa del mondo per club FIFA 2010,32
List of Russian football transfers winter 2009–10,69
2008 Colo-Colo season,12
List of Azerbaijan football transfers summer 2013,37
2009–10 Paris Saint-Germain F.C. (Ladies) season,19
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,32
Manchester City Football Club 2002-2003,30
Convocazioni per la Coppa del mondo per club FIFA 2013,87
Laguna Football Club,11
Maryland Terrapins men's soccer,13
List of Hungarian football transfers summer 2013,95
Club Universidad Nacional 2010-2011,11
List of Belgian football transfers winter 2012–13,93
List of Belgian football transfers summer 2014,9
2004 South Carolina Gamecocks men's Soccer Team,10
List of Japanese football transfers summer 2012,25
List of Latvian football transfers summer 2012,87
List of Latvian football transfers summer 2014,11
List of German football transfers winter 2012–13,12
List of Russian football transfers summer 2013,17
UC Santa Barbara Gauchos men's soccer,18
Maybank HC,22
1982 CIS Men's Soccer Championship,3
List of Norwegian football transfers summer 2014,75
List of Mexican football transfers winter 2013–14,4
Radford Highlanders women's soccer,8
List of Albanian football transfers winter 2009–10,10
Virginia Cavaliers men's soccer,1
UR La Louvière Centre,7
Клубный чемпионат мира по футболу 2012 (составы),34
2013–14 Stationery Stores season,14
List of Macedonian football transfers winter 2014–15,33
List of Russian football transfers summer 2012,20
2003–04 Fulham F.C. season,16
List of Iranian football transfers summer 2013,45
2004–05 Fulham F.C. season,16
Toledo BM,5
葉士域治2009年至2010年球季,7
2007 South Carolina Gamecocks men's soccer team,14
List of German football transfers summer 2010,23
List of Japanese football transfers winter 2011–12,32
List of Japanese football transfers winter 2009–10,37
Unione Sportiva Città di Palermo 2004-2005,46
2013–14 UEFA Youth League squads,1
List of Serbian football transfers winter 2011–12,17
2003–04 Fulham F.C. season,18
2014 Indonesian Inter Island Cup qualification squads,20
List of Norwegian football transfers winter 2012–13,14
List of Mexican football transfers winter 2013–14,19
List of Ukrainian football transfers winter 2008–09,25
List of Estonian football transfers winter 2012–13,16
List of Chinese football transfers summer 2013,42
List of Russian football transfers summer 2012,95
List of Bulgarian football transfers summer 2012,16
Delta Queens F.C.,1
List of Maltese football transfers summer 2012,99
2012 Wake Forest Demon Deacons men's soccer team,13
List of Bulgarian football transfers winter 2013–14,40
List of Iranian football transfers winter 2013–14,23
2012–13 Grimsby Town F.C. season,26
List of Hungarian football transfers winter 2011–12,32
List of Albanian football transfers winter 2009–10,24
UR La Louvière Centre,15
Clemson Tigers men's soccer,12
2013–14 Vitória F.C. season,22
List of Norwegian football transfers winter 2012–13,8
List of Bulgarian football transfers summer 2012,79
List of Bulgarian football transfers summer 2013,19
1996–97 UE Lleida season,16
FIU Panthers men's soccer,11
List of Russian football transfers summer 2012,78
List of Belgian football transfers summer 2009,18
List of Hungarian football transfers summer 2012,53
Delaware Fightin' Blue Hens men's soccer,12
List of Russian football transfers winter 2011–12,26
List of German football transfers winter 2008–09,36
List of Maltese football transfers winter 2009–10,22
Detroit Ignition,20
List of Japanese football transfers winter 2009–10,13
Wake Forest Demon Deacons women's soccer,4
List of Hungarian football transfers summer 2012,91
List of Cypriot football transfers winter 2013–14,26
List of Belgian football transfers summer 2010,39
List of Maltese football transfers winter 2009–10,26
List of Serbian football transfers summer 2013,3
List of Belgian football transfers winter 2012–13,6
List of Russian football transfers summer 2010,84
List of Norwegian football transfers 2010,32
1999 Indiana Hoosiers men's soccer team,10
List of Serbian football transfers summer 2012,25
List of Azerbaijan football transfers summer 2009,27
List of Dutch football transfers winter 2010–11,16
UC Santa Barbara Gauchos men's soccer,16
List of French football transfers summer 2013,6
2013–14 UEFA Youth League squads,49
List of Serbian football transfers summer 2012,20
List of Azerbaijan football transfers summer 2011,16
List of Bulgarian football transfers summer 2010,16
2014 Indonesian Inter Island Cup squads,8
Football for Hope,17
List of Albanian football transfers summer 2013,5
List of Cypriot football transfers summer 2013,26
List of Hungarian football transfers summer 2012,23
UC Santa Barbara Gauchos men's soccer,21
Клубный чемпионат мира по футболу 2008 (составы),22
List of Latvian football transfers summer 2012,77
Hóquei Clube de Braga,8
List of Serbian football transfers summer 2012,21
List of Bulgarian football transfers summer 2010,26
2008–09 Queensland Roar W-League season,12
List of Mexican football transfers winter 2013–14,21
List of Russian football transfers summer 2012,63
List of Azerbaijan football transfers summer 2011,2
List of German football transfers summer 2013,19
2008 FIFA Club World Cup squads,1
2010–11 Club Atlas season,16
Al Sadd Handball Team,4
2006–07 Fulham F.C. season,29
List of North American Soccer League transfers in 2014,12
List of Mexican football transfers summer 2012,33
2006–07 Plymouth Argyle F.C. season,15
List of German football transfers summer 2012,28
Convocazioni per la Coppa del mondo per club FIFA 2006,1
2010–11 Club Atlas season,5
List of South Korean football transfers winter 2011–12,34
2013–14 UEFA Youth League squads,82
Convocazioni per la Coppa del mondo per club FIFA 2012,40
List of Maltese football transfers summer 2013,14
List of Chinese football transfers winter 2013,2
葉士域治2009年至2010年球季,44
List of Hungarian football transfers summer 2012,77
2010–11 Estudiantes Tecos season,2
List of Turkish football transfers summer 2013,36
Elencos da Copa do Mundo de Clubes da FIFA de 2010,3
Olympiacos B.C. season 2008–09,7
List of Estonian football transfers winter 2012–13,9
List of South Korean football transfers winter 2011–12,30
2013年中国足球冬季转会列表,48
2005 South Carolina Gamecocks men's soccer team,22
Клубный чемпионат мира по футболу 2010 (составы),17
Radford Highlanders women's soccer,31
List of Cypriot football transfers winter 2011–12,64
Clemson Tigers men's soccer,27
2006 CIS Men's Soccer Championship,2
Football for Hope,16
Delaware Fightin' Blue Hens men's soccer,8
List of German football transfers summer 2008,3
List of Ukrainian football transfers winter 2008–09,21
List of Turkish football transfers summer 2014,11
List of Hungarian football transfers summer 2010,14
List of Chinese football transfers summer 2013,54
1999–2000 Blackpool F.C. season,11
2010–11 West Ham United F.C. season,8
List of Mexican football transfers summer 2010,19
List of Bosnia and Herzegovina football transfers summer 2013,17
2008–09 Sydney FC W-League season,3
List of Belgian football transfers winter 2011–12,36
Manchester City Football Club 2002-2003,25
All-time Saint Louis Athletica roster,18
List of Iranian football transfers winter 2011–12,24
List of Norwegian football transfers 2010,11
2000–01 Manchester City F.C. season,15
2014–15 UEFA Youth League squads,29
List of Hungarian football transfers summer 2010,29
West Ham United FC in het seizoen 2012/13,47
2011–12 Grimsby Town F.C. season,17
2008 Colo-Colo season,33
List of Azerbaijan football transfers winter 2011,9
2013–14 Grimsby Town F.C. season,17
Al-Sadd Sports Club Handball,20
2010–11 C.F. Pachuca season,3
2012–13 Galatasaray S.K. Basketball season,4
2014 Indonesian Inter Island Cup squads,82
List of Club Universitario de Deportes players,2
List of German football transfers winter 2009–10,32
Delta Queens,35
All-time Saint Louis Athletica roster,11
List of Hungarian football transfers summer 2013,44
List of Hungarian football transfers summer 2012,22
Клубный чемпионат мира по футболу 2008 (составы),8
2010–11 C.F. Pachuca season,7
2013–14 Maccabi Tel Aviv F.C. season,15
2012–13 Walsall F.C. season,18
2000–01 Manchester City F.C. season,22
List of Mexican Football Transfers Winter 2011–12,13
2007 CIS Men's Soccer Championship,13
List of Russian football transfers winter 2009–10,87
2010–11 San Luis F.C. season,21
Shabab Al-Bireh Institute,6
List of Hungarian football transfers winter 2013–14,91
2012–13 West Ham United F.C. season,36
2010–11 C.F. Monterrey season,20
2006–07 Plymouth Argyle F.C. season,11
List of Russian football transfers winter 2009–10,55
List of Latvian football transfers winter 2013–14,15
FK Bratstvo Cijevna,14
List of Japanese football transfers summer 2013,33
Клубный чемпионат мира по футболу 2010 (составы),3
All-time Saint Louis Athletica roster,25
List of Iranian football transfers winter 2013–14,1
List of Macedonian football transfers winter 2014–15,61
F.C. Cape Town,8
2008 CIS Men's Soccer Championship,11
List of Russian football transfers summer 2013,3
2013–14 Grimsby Town F.C. season,10
2010–11 West Ham United F.C. season,26
List of Qatari football transfers summer 2012,23
List of Belgian football transfers summer 2015,22
List of Azerbaijan football transfers summer 2012,9
Manchester City Football Club 2000-2001,30
2013–14 Viborg FF season,5
2008–09 Sydney FC W-League season,21
List of Mexican football transfers summer 2013,15
List of Russian football transfers summer 2013,41
List of Norwegian football transfers winter 2012–13,26
2008–09 Queensland Roar W-League season,11
List of Hungarian football transfers summer 2013,92
Ajax Sportman Combinatie,14
List of Iranian football transfers summer 2009,1
Lijst van Bundesliga-transfers zomer 2012,39
2014 Indonesian Inter Island Cup squads,3
2006–07 Fulham F.C. season,37
List of Cypriot football transfers winter 2011–12,36
List of Turkish football transfers summer 2013,66
2008–09 Blackpool F.C. season,23
West Ham United F.C. Reserves and Academy,25
UR La Louvière Centre,8
2012–13 West Ham United F.C. season,24
West Ham United F.C. Reserves and Academy,52
List of Hungarian football transfers winter 2011–12,41
List of Hungarian football transfers summer 2010,4
2010–11 US Créteil-Lusitanos season,1
List of Azerbaijan football transfers winter 2014,29
2010–11 Puebla F.C. season,26
List of Hungarian football transfers summer 2012,10
List of Japanese football transfers summer 2013,31
Union Royale La Louvière Centre,1
2009–10 Paris Saint-Germain F.C. (Ladies) season,16
List of Azerbaijan football transfers summer 2010,20
List of Chinese football transfers winter 2012,15
List of South Korean football transfers summer 2012,9
West Ham United F.C. Reserves and Academy,57
List of Mexican football transfers summer 2012,8
2013–14 UEFA Youth League squads,7
Detroit Ignition,84
Green Bay Phoenix men's soccer,3
List of North American Soccer League transfers in 2014,28
List of Russian football transfers winter 2009–10,52
List of Slovak football transfers summer 2013,10
2011–12 Grimsby Town F.C. season,18
List of German football transfers winter 2009–10,20
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,7
List of South Korean football transfers summer 2012,8
List of Estonian football transfers winter 2012–13,89
List of Ukrainian football transfers winter 2008–09,17
List of Russian football transfers summer 2013,28
2006 South Carolina Gamecocks men's Soccer Team,27
List of Ukrainian football transfers winter 2014–15,26
2013–14 Maccabi Tel Aviv F.C. season,27
List of Hungarian football transfers summer 2010,28
2010–11 Club América season,38
Maybank HC,4
Al Rayyan Handball Team,20
List of Belgian football transfers summer 2009,5
St. Francis Brooklyn Terriers men's soccer,6
2010–11 Atlante F.C. season,7
1996–97 UE Lleida season,24
List of Bosnia and Herzegovina football transfers summer 2013,99
List of Chinese football transfers winter 2013,20
