http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/populationTotal
Carville-Pot-de-Fer,104
Porta (Pirenéus Orientais),120
Fara Olivana con Sola,1262
Dźwirzyno,594
Épinay-Champlâtreux,75
Ovacık (Silifke),943
扎利,10330
莱茵河畔哈姆,1978
Dompierre-sur-Yon,4064
Avot,173
里韦拉德尔夫雷斯诺,3297
Little Massingham,77
"Trient, Switzerland",2244
Oberdorf am Hochegg,801
"Gmina Pleasant (hrabstwo Cass, Iowa)",1368
John o' Groats,293
Barciany (plaats),1101
Podunajské Biskupice,21867
Sind,55283077
Marey-lès-Fussey,67
Province de Yungay,53888
"Moritz, Germany",343
La Vallée,685
Peyrelongue-Abos,129
Грос-Кройц (Хафель),7715
Charmoille (Haute-Saône),450
Traiskirchen,16437
Лига арабских государств,380692392
Aqsu (Almaty),798
Będzino,647
"Köprübaşı, Mengen",317
"Saint-Cyprien-de-Napierville, Quebec",1828
Soisy-Bouy,752
アラブ連盟,420932384
Juan Díaz (Panamá),88110
Pers-Jussy,2958
Dompierre-du-Chemin,521
Shrewton,1747
富尔讷昂韦普,2092
Jussy (Mosella),487
Hagen (Mozela),228
Sainte-Blandine (Isère),1005
Neuenkirchen (Rügen),384
"Myra, Texas",206
"Brody, Starachowice County",1646
Bonneuil-Matours,1835
Dommartin (Ain),905
Montastruc-de-Salies,278
Saman Rural District,9775
"Lundby, Vordingborg",792
Boissy-le-Châtel,3213
Kruklanki,1112
"Oldendorf, Schleswig-Holstein",1061
Бланкенхайм (Зангерхаузен),1169
La Celle-sur-Morin,1089
"Agia Varvara, Nicosia",1397
"Akbarabad, Zarrin Dasht",139
Pogórze (województwo pomorskie),1059
Les Anses-d'Arlet,4282
La Campana,5004
Gaza (Stadt),539920
"Janów, Silesian Voivodeship",971
Saint-Saturnin-lès-Apt,2357
Dalmacia,934926
"Akbarabad, Chalus",560
Ramallah,25544
Němčice (Moravia meridionale),458
Municipio de Pleasant Valley (Nebraska),199
Werther (Turíngia),3540
Tonghua,2199959
"Yenice, Gercüş",258
Gornozavodsky District,29260
Saint-Sauveur-de-Flée,267
Mirabello,3329
Cugnasco-Gerra,2219
韦尔米斯山麓圣马丁,943
Sunyer,277
Штайнфельд (Мекленбург),595
Pingnan (Guigang),511001
佩尔勒 (约讷省),319
"Bilaspur, Gautam Buddh Nagar",6951
تشارك (خورموج),704
"Bana, Burkina Faso",2854
Syrie,17101418
Ramallah,23969
Recologne (Alta Saona),36
"The Junction, New South Wales",1364
Hebron (Palestina),201003
Torrente de Cinca,1066
Ahigal de Villarino,38
Sulzbach an der Murr,5791
"Montastruc, Hautes-Pyrénées",310
"Saint-Sauveur, Finistère",746
Biskupice (Wieliczka),892
Szestno,897
Le Mée,259
"Saint-Ignace-de-Stanbridge, Quebec",635
Valle de Matamoros,442
Copenhagen Municipality,544175
Okres Kladno,145066
"Naka, Tokushima",10430
Paint Creek (Texas),291
Seri (Darchula),1887
"La Villedieu, Creuse",44
Galera,1013
圣萨蒂尔南莱阿维尼翁,4778
Pepperell (Massachusetts),11602
Gozdowice,138
Peyrelongue-Abos,136
"Itu, Nigeria",115157
Municipio de Andover (Ohio),3074
Rosta (Turijn),4890
Berka vor dem Hainich,943
Fournes-Cabardès,65
米拉贝洛,3885
La Celle-Saint-Cyr,781
Gampel-Bratsch,1898
Lora del Río,20300
Saint-Saturnin (Cantal),214
奧利瓦鎮,1105
"Pleasant Township (Clark County, Ohio)",3105
Sud - Muntenia (development region),3264486
Andon (Alpes Marítimos),603
布兰 (大西洋卢瓦尔省布兰县),10466
Oberdorf am Hochegg,727
Kampanien,6030063
Лез-Англь (Верхние Пиренеи),136
Barranca (distrito de Datem del Marañón),12083
"Balu, Khuzestan",16
普莱桑克 (热尔省),1549
Montastruc (Hautes-Pyrénées),301
Dingzhou,1226320
Pommiers (Rodano),2563
Berlin-Dahlem,17126
La Villedieu (Lozère),54
Heiligenkreuz (Baixa Áustria),1424
喜界町,6774
Horst (Lauenburg),216
"Waltham Township, LaSalle County, Illinois",441
"Brookside, New Jersey",112
Beauregard-Vendon,1215
Starzyno (Puck),1337
Le Plessis-Placy,254
Cueto (Cuba),31371
Chust,65191
Sankt Martin (Gmünd),1127
Soto y Amío,904
Němčice (Svitavy District),885
"Świętajno, Szczytno County",1786
"Voll, Rauma",511
La Celle-en-Morvan,491
Lolme,153
La Celle-les-Bordes,833
Maranoa Region,14588
La Celle-sous-Chantemerle,171
维里地区圣帕里兹 (涅夫勒省),156
Floreşti-Stoeneşti,8728
Aappilattoq (Groenland-Méridional),135
Desa (Dolj),5178
Breitscheid (Westerwald),2031
Requena (provincie),61457
"La Celle, Puy-de-Dôme",81
Rašovice (Vyškov District),598
Вольский район,29967
Crépy (Pas-de-Calais),170
"Ituzaingó, Corrientes",19444
"Siget, Novi Kneževac",258
"Spitz, Austria",1928
Kirchdorf in Tirol,3437
Takht-e Qeysar,1210
Dommartin-lès-Toul,1538
Akrotiri (wieś),635
Rzeczyca (Ulhówek),292
"Krzęcin, West Pomeranian Voivodeship",1119
Morašice (Chrudim),648
Drage (Nordfriesland),548
Weyer (Górna Austria),4180
Saint-Luc (Zwitserland),306
Saint-Saturnin (Puy-de-Dôme),1018
Lenta,876
Kitahiroshima,57441
Königsfeld (Meclemburgo-Pomerania Anteriore),432
Paroisse de North Lake,274
Selva di Progno,1062
格罗泰迪卡斯特罗,2648
Saint-Sauveur-de-Ginestoux,67
Boissy-Mauvoisin,688
Boissy-le-Bois,181
Belleau (Aisne),120
Ailly,1204
Grunwald (województwo łódzkie),65
"Bana, Hungary",1678
Villedieu-la-Blouère,2355
Subprefettura di Ermelino Matarazzo,193729
Ору (волость),943
Crépy (Aisne),1931
弗洛雷什蒂,15296
Roznov (Neamț),10232
Gournay-en-Bray,6652
Villedieu-le-Château,408
Overijssel,1263473
"Janów, Gmina Tarłów",134
Barzun,667
Breitscheid (Hunsrück),146
Saint-Genis-l’Argentière,903
克勒斯河畔格朗德丰坦,83
"Fort Thomas, Arizona",359
Zastawno,147
Saint-Saturnin-lès-Avignon,4718
Nasavrky (district de Tábor),69
Galera (Spagna),979
Lagny-le-Sec,1823
"Limbach, Vogtland",1557
Montagny-près-Louhans,465
Paska (gmina),123
Marey-lès-Fussey,71
Rivera (Buenos Aires),2859
Barry (Hautes-Pyrénées),125
"Gellibrand, Victoria",378
Rzeczyca (gemeente),5016
Juglot,27172
Marey-lès-Fussey,71
Fara Olivana con Sola,1210
コマルカ・デ・キローガ,6353
Le Plessis-Hébert,409
Rivera (Tessin),1928
Delta (Minas Gerais),6264
Ust-Maysky District,9306
"Akbarabad, Delfan",284
Люк-ла-Примоб,5661
"Bani, Iran",310
Boissy-sous-Saint-Yon,3932
Pogorzała Wieś,438
Quincy-Voisins,5052
Lindau (Sleeswijk-Holstein),1333
"Penn State Erie (Behrend), Pennsylvania",1678
Le Plessis-Brion,1608
Saint-Maximin (Oise),2716
"Rzeczyca, Gmina Ulhówek",259
圣索弗 (多尔多涅省),839
La Celle-sur-Morin,1217
L'Épinay-le-Comte,172
Werder (bei Lübz),403
Dommartin (Nièvre),183
Krauschwitz,3732
Artëm (Azerbaigian),13594
Sosa (Saxe),2045
"Runaway Bay, Queensland",8533
Gorny District,11545
比利亚里诺德洛赛雷斯,992
Saint-Saturnin (Lozère),76
Consiglio nordico,24987813
Dříteň,1685
Carbonate,2691
حيفا,249296
Luka nad Jihlavou,2901
Berge (Niedersachsen),3990
Вель-ле-Шатель,159
Сегура-де-лос-Баньос,39
Distretto di Daniel Hernández,9416
Oberdorff,359
Rozogi,1457
Montagny-lès-Seurre,106
Сен-Сатюрнен (Шаранта),1285
瑞西,1309
ヴィーデン (シュヴァルツヴァルト),604
Paine (Cile),54550
Льяно-де-Ольмедо,79
Saint-Sauveur-Lendelin,1386
Morsang-sur-Seine,482
Gimel-les-Cascades,744
Saint-Saturnin (Cher),467
"Yenice, Dikili",87
Moissy-Moulinot,25
Luka nad Jihlavou,2730
塔耶堡 (洛特-加龙省),88
Oberdorf (Haut-Rhin),527
Coin-lès-Cuvry,638
Canna (Italia),832
Boissy-Maugis,403
Нойенкирхен (Альтес-Ланд),811
Bourguignon-lès-Conflans,126
Taillebourg (Lot-et-Garonne),100
Seyssel (Haute-Savoie),2238
Dommartin (Nièvre),183
Liebenau (Opper-Oostenrijk),1659
Montastruc-Savès,75
Boissy-le-Bois,189
Dogo,36052
Viry (Saône-et-Loire),246
Krasne (powiat przeworski),352
Heiligenkreuz im Lafnitztal,1168
Jussy (Mosela),496
Saint-Sauveur-en-Puisaye,932
何塞法爾孔 (巴拉圭),4
"Kotla, Himachal Pradesh",5490
Valle de Matamoros,430
"Orf, Iran",10
Saint-Saturnin-du-Limet,549
"Akbarabad, Najafabad",271
Ла-Кампана (Испания),5279
Janów (wieś w powiecie koneckim),145
Bassa (Kogi),137695
Sulzbach (Rhin-Lahn),202
Gornji Potočari,953
Matching Tye,661
Departamento de Sangha,81902
Gmina Dimitrowgrad,56785
Le Plessis-Brion,1324
"Naval, Huesca",241
"Drage, Metlika",151
Luc (Altos Pirineos),171
Saint-Martin-des-Champs (Cher),315
Ailly,944
Roy-Boissy,358
Agnicourt-et-Séchelles,191
Heiligenkreuz im Lafnitztal,1302
"Kirchdorf, Mecklenburg-Vorpommern",583
Ituzaingó (Uruguay),783
"Akbarabad, Sarduiyeh",2421
Caballo (Nuevo México),122
أندون (الألب البحرية),537
Mées (Landes),1620
"Viry, Saône-et-Loire",239
Pommiers-Moulons,189
Сен-Совёр (Дордонь),752
Dommartin-le-Coq,65
Lesnoy District,4961
Provincia de Salavan,367190
"Jatki, West Pomeranian Voivodeship",139
韦埃 (下莱茵省),598
Villedieu-sur-Indre,2611
Sinkiang,20529515
Saint-Sauveur-lès-Bray,315
Saint-Sauveur-de-Puynormand,462
"Subarnapur, Nepal",3206
Belleau (Meurthe-et-Moselle),781
Białobrzegi (Podlachie),312
Skarżysko Kościelne,2548
"Raz, Razavi Khorasan",4111
Lapeyrouse-Mornay,1145
格拉斯霍珀鎮區 (堪薩斯州艾奇遜縣),597
Les Angles (Alti Pirenei),118
Bousse (Sarthe),414
Grotte di Castro,2923
Syria,18557620
مرادة,2077
Grotte di Castro,2967
Rašovice u Bučovic,616
Le Plessis-Macé,1091
Плезанс-дю-Туш,17547
زعفران (بشاريات الغربي),226
Реколонь-ле-Рьоз,194
Traisen (Niemcy),547
Illingworth,12194
Comuna de Rzeczyca,4948
"Perreux, Loire",1980
"Wójtowo, Gmina Barczewo",917
Beauregard-Vendon,1168
Пирипири (Пиауи),69327
Veliki Gaber,309
Conflans-sur-Anille,609
Brzeziny (Janów Lubelski),91
Wilkowo Nowowiejskie,182
Senan (Espagne),48
Nawabganj (Bareilly),40490
Bierzwnik (powiat choszczeński),1262
Balzac (Charente),1287
"Platte Township (Contea di Andrew, Missouri)",486
三宅村,2309
Le Plessis-Patte-d'Oie,104
West Bay (Kajmany),9686
Русь (Ольштынский повят),740
Amran,88447
الو (دابوي الجنوبي),437
Huerta de Rey,965
Sinciang,22118207
Тибетский автономный район,3282224
Dompierre (Orne),310
"Pingnan County, Guangxi",505808
布斯 (摩泽尔省),2690
Biskupice (powiat poznański),1054
Němčice (Domažlice District),144
Belleau (Aisne),121
"Bistra, Vrhnika",46
"Fara, Kostel",29
Лесной район (Тверская область),5169
サウス・イースト・クイーンズランド,3218495
杰宁,41150
Dompierre-sur-Mer,5134
Niepoględzie,400
La Tourette,468
Monte Rinaldo,433
Nordic Council,26904010
"Akbarabad, Khezel",64
阿伊略内斯,994
Barranca de Otates,1139
Luka (Croacia),1508
Les Angles (Pirenei Orientali),605
"Bassa, Plateau State",173450
Departamento Alberdi,14310
"Lignerolles, Allier",767
Biskupice u Luhačovic,812
Grandfontaine (Doubs),1458
Acayucan,84288
"Barani, Hormozgan",151
Le Mage,265
Stockland Bristol,187
Pommiers (Rhône),2524
"Tsav, Armenia",368
Boquerón (Chiriquí),3827
Salim Sara,453
Salino,87
Tonghua,2257694
Němčice (Blansko District),453
Gampel-Bratsch,1893
Dompierre-Becquincourt,736
"Bistra, Croatia",6655
Biskupice (powiat miechowski),376
La Celle-sous-Chantemerle,158
Luc-la-Primaube,6269
Oldendorf (Melle),4616
Kurumba,3664
北区 (浦項市),286059
كمالي (فارس),1250
Saint-Sauveur-de-Ginestoux,64
Simbi (Mali),14095
"Municipio de Platte (condado de Andrew, Misuri)",420
فيتسباتريك,88
Quincy-Voisins,4899
Saint-Saturnin-du-Bois,812
Hranice (Karlovy Vary),2124
"Barranca District, Datem del Marañón",11153
Brzeziny (powiat kłobucki),342
Lake Wivenhoe,0
Strombeek-Bever,10781
Tervel (town),6158
"Akbarabad, Chaharmahal and Bakhtiari",259
Provinz Bokeo,155822
Sulzbach (Rhein-Lahn-Kreis),206
Salim Sheykh,47
Taufkirchen an der Trattnach,1871
Orville (Orne),100
ハイファ,308022
Лангенес,116
Osina (powiat Goleniowski),912
Saman (distrito),12161
Steinfeld (Carinthie),2211
"Hagen, Schleswig-Holstein",387
Ormesson,229
Yunan,350164
"Pleasant Township, Switzerland County, Indiana",1500
Le Mée,280
La Celle-Saint-Avant,981
Morašice (powiat Chrudim),706
El Alia,29560
Šťáhlavy,2241
Comanche (gemeente),3520
Marmagne (Cher),1917
"Saint-Martin-des-Champs, Yvelines",346
"Municipio de Pleasant (condado de Steuben, Indiana)",14735
Biskupice na Hané,279
Morašice (district de Chrudim),676
Río Segundo (departement),95323
أكبر أباد (مقاطعة غرمي),187
Ahillones,1046
Ashington,26506
"Winsen, Schleswig-Holstein",365
Saint-Sauveur-de-Puynormand,433
"Seyssel, Haute-Savoie",2120
Saint-Sauveur-Lalande,135
Requena de Campos,39
Kirovs'k,28603
Saint-Sauveur-d'Émalleville,1094
"Sono, Jamui",10177
"Costești, Buzău",5179
Saint-Sauveur-la-Vallée,40
Fournes-Cabardès,60
Weißkirchen in Steiermark,1326
Janów (Varsovie-ouest),417
Barry (Altos Pirineos),127
Hebrón,224555
Podunajské Biskupice,22406
"Lignerolles, Orne",149
Minas (Kuba),34356
Municipio de Millcreek (Indiana),1319
Issel (Aude),449
Tlacolula de Matamoros,15785
Saint-Sauveur-de-Puynormand,416
Biskupice Radłowskie,1104
奧利瓦 (科爾多瓦省),9479
Sand Ridge Township,803
Ahigal de Villarino,47
Dommartin-lès-Remiremont,1712
Dommartin (Somme),394
Le Mage,260
Trient,1936
Dompierre-sur-Mer,5345
Ailly,1101
Isto,171
Roșiori (Bacău),1973
Altenburg (Niederösterreich),867
Arriaga,36165
Malo (Washington),28
Saint-Saturnin-de-Lenne,339
Plaisance (Gers),1457
"Plaisance, Gers",1510
Nakhon Sawan (stad),115556
Damery (Marne),1541
"Sulzbach, Rhein-Lahn",220
Saint-Maximin (Oise),2904
Olmedo (Spagna),3952
"Saint-Cyprien, Loire",2465
Oak Lake (Manitoba),327
Virgilio,10921
Landser,1548
Les Villedieu,169
Drage (Basse-Saxe),3575
Amsa-dong,76052
Orvillers-Sorel,416
"Westborough, Massachusetts",17207
Kněžice (Vysočina),1338
Sutahata (community development block),115811
Dommartin-le-Saint-Père,285
Трайскирхен,14705
East Lavington,279
Montagny-Sainte-Félicité,445
East Farleigh,1440
Marest,263
Perreux (Loire),2155
Tales (Hiszpania),858
Dommartin-le-Saint-Père,252
Saint-Saturnin-du-Limet,596
Le Plessis-Gassot,73
البصة,3334
Олива-де-Мерида,1739
Sono (Burkina Faso),6821
Домпьер-сюр-Мер,4867
Issel (Aude),430
La Celle (Allier),470
Sindh,58079478
Llano de Olmedo,93
Montereau-sur-le-Jard,536
Bishi-ye Olya,65
阿吕埃,305
"Bute, South Australia",248
Siemianice (Poméranie),2057
Distrito de Koura,67529
"Akbarabad, Ardabil",195
塞南,748
ساوتهيل (بيدفوردشير),1200
Luzino,7120
Gournay-sur-Aronde,668
Biskupice-Pulkov,303
Saint-Sauveur (Finistère),852
"Snowville, Virginia",147
Montereau-sur-le-Jard,546
Dompierre (Oise),221
دائرة الميلية,88349
Drage (Bassa Sassonia),3428
Samtgemeinde Bevern,6485
Montastruc-Savès,72
Saint-Brice-sous-Rânes,156
أراوكو (تشيلي),33255
Le Plessis-Gassot,73
Брайтшайдт,1083
ラ・ヴィルデュー＝アン＝フォントネット,169
Lay (Loire),649
"Paradise, Arizona",5
Épinay-Champlâtreux,60
Нова-Аурора (Парана),12014
Sankt Martin im Innkreis,1500
Comfort (Virginia Occidental),304
"Tejada, Province of Burgos",34
"Les Mées, Sarthe",110
"Навабгандж (подокруг, Дакка)",244098
"Municipio de Cedar (condado de Callaway, Misuri)",2816
Orang County,70356
El Rosal,16397
سليم تشاف (دهغاه),357
Saint-Saturnin (Lozère),72
Lahontan,391
Dommartin-la-Chaussée,56
"Prozor, Croatia",917
Veneto,4946118
Eggenberg (Graz),18184
希烏島,252
Montagny-Sainte-Félicité,377
"Jilan, Iran",661
Aceguá (Brasilien),4094
Saint-Sauveur-de-Pierrepont,128
Leroy (Alabama),887
Steinheim am Albuch,8143
Taufkirchen an der Trattnach,1943
Janów (Wolbórz),39
Al-Chums,202089
Llano de Olmedo,74
Holbrook (Derbyshire),1520
Tervel (Bulgaria),18351
L’Hôpital (Moselle),5396
Departamento Río Segundo,92636
Ле-Ме (Альпы Верхнего Прованса),3306
Канна (Италия),871
São Cristóvão do Sul,5167
開福区,447895
雷克纳德坎波斯,42
Raz Rural District,5811
Доммартен-ле-Туль,1708
Hagen (Holstein),373
Markt Sankt Martin,1233
Jussy (Moselle),454
Saint-Sauveur-de-Flée,277
أوفرايسل,1074936
Berlin-Dahlem,15538
District Majski,36943
Boulogne Sur Mer (Argentina),65150
北欧理事会,27935450
Kirchdorf an der Krems,4384
"Limbach, Westerwaldkreis",431
Charmoille (Haute-Saône),397
"Mendham, Saskatchewan",45
Dahlem (quartiere di Berlino),16336
"Akbarabad, Selseleh",92
Bazareh-ye Qarnas,988
Merlo (Buenos Aires),262171
圣萨蒂尔南 (康塔尔省),253
Câmpulung la Tisa,2410
حيدرالات (مقاطعة فومن),774
Wydminy,2496
Imeni Lazo District,43156
Sassen (Nadrenia-Palatynat),91
Боннёй (Эндр),88
Martello (Italia),870
Crépy (Aisne),2154
"Sido, Mali",13867
Mirabello Monferrato,1552
Saint-Sauveur-Camprieu,261
La Celle-sous-Gouzon,130
Tertry,194
Overijssel,1255167
Драге (Эльба),3680
"Carnet, Manche",460
"Zano, Bam",1045
Taufkirchen an der Pram,2579
Dompierre-sur-Héry,75
Weyer (Autriche),4513
Dompierre-sur-Mont,231
Oliva de Mérida,2102
定州市 (保定市),1121773
Bana (Komárom-Esztergom),1931
"Platte Township, Andrew County, Missouri",410
Гранфонтен (Нижний Рейн),391
ميروسلافا (ياش),13000
Boissy-aux-Cailles,332
Siguatepeque,71092
パーン郡,141542
"Pleasant Township, Porter County, Indiana",5037
Senan,781
Theodorou,0
阿让 (摩泽尔省),245
Steinfeld (Rhénanie-Palatinat),2082
Březnice (okres Zlín),1078
Saint-Saturnin (Puy-de-Dôme),961
Помье-Мулон,206
El Campillo de la Jara,412
Marsac (Charente),754
Główczyce (Pommeren),2207
穆瓦西穆兰奥 (涅夫勒省),25
Amphoe Raman,98044
Boissy-la-Rivière,576
Guantánamo (prowincja),550018
Villedieu-sur-Indre,2805
Gournay-Loizé,581
Liniewo,1009
Orville (Orne),106
"Costești, Vaslui",2943
Ist (island),192
Rosta,4220
Taillebourg (Lot-et-Garonne),86
Podole Wielkie,266
Schönwald (Brandeburgo),1330
Huerta (Salamanca),306
Saint-Sauveur-la-Pommeraye,284
Оффа (Нигерия),91781
Celle-Saint-Cyr,788
Зульцбах (Идар-Оберштайн),320
Le Plessis-Dorin,206
Saint-Sauveur (Gironda),1207
Арриага,34951
Abidjan,4534156
Steinfeld (Schleswig-Holstein),792
Saint-Sauveur-en-Puisaye,976
Saint-Saturnin-lès-Apt,2394
Gampel-Bratsch,2026
Пайне (Чили),43644
達班 (卡蒂省),9822
Naka (Tokushima),10458
Saint-Sauveur (Meurthe-et-Moselle),46
Villedieu-lès-Bailleul,215
Abiyán,4647964
Samtgemeinde Bevern,6146
Bokeo Province,138321
新疆维吾尔自治区,21478819
Seč (Kočevje),0
Marsac (Creuse),715
Le Plessis-Feu-Aussoux,512
Sido,12098
"Ziyaret, Şavşat",121
Luzino,6758
Villedieu-sur-Indre,2944
Igal (Ungheria),1293
"Pushkino, Armenia",420
Cristóbal (cidade),5706
Soto de la Vega,1787
Sierakowice,6476
布尔根兰州奥伯多夫,1070
فارا جيرا دادا,6828
Montagny (Saboia),577
布瓦西莱布瓦,206
Marsac (Creuse),745
Kowale Oleckie,2542
Le Plessis-Hébert,460
Dommartin (Nièvre),205
Amsa-dong,74063
"Kings Park, Victoria",7772
"Saint-Cyprien, Bas-Saint-Laurent, Quebec",1230
Departamento del Zulia,168871
Dommartin-Dampierre,69
Qomsheh-ye Seyyed Yaqub,423
Żmudź (Lublin),716
Saint-Sauveur (Isère),1979
"Boca, Novara",1252
Conflans-en-Jarnisy,2515
Huerta del Marquesado,230
Campania,5561865
Jyderup (plaats),3982
Balzac (Charente),1391
Plaisance-du-Touch,14476
Sono Department,7580
Stod,3296
蒂尔河畔马雷 (科多尔省),309
Cienfuegos (provincie),386335
皮奥恩比诺德塞,8834
Сельва-ди-Проньо,917
Taranga,3580
Dommartin-le-Franc,206
Mermet,46
La Forge (Vosges),627
Werder (powiat Mecklenburgische Seenplatte),658
Islas Ultramarinas Menores de Estados Unidos,317
"Janów, Grójec County",223
Lenta,923
Ribera d'Ondara,425
Breitscheidt,925
Дзульо,632
"Pleasant Township, Appanoose County, Iowa",803
Mille-Isles,1637
Steinfeld (Schleswig),708
Grandfontaine (Bajo Rin),367
Saint-Sauveur (Isère),1872
Peyrelongue-Abos,126
Ermelino Matarazzo (distretto di San Paolo),106465
"Sunshine North, Victoria",10258
Luc (Hautes-Pyrénées),200
Neuenkirchen (powiat Diepholz),1035
Яновский (концентрационный лагерь),107068
Grunwald (Ermland-Mazurië),744
Bonneuil-en-France,894
Moulineaux,896
Traiskirchen,17221
مالا (برشلونة),235
Distretto di Paca,1774
Podmokly (district de Klatovy),163
Akbarabad-e Vaziri,527
Morašice (okres Chrudim),657
Coin-lès-Cuvry,718
Saint-Jouin-de-Marnes,567
Perthes (Seine-et-Marne),2129
Balzac (Charente),1319
Mado (Burkina Faso),191
Pommiers (Rhône),2002
La Villedieu-du-Clain,1325
Wiscasset,3935
"Agios Amvrosios, Limassol",295
Saint-Brice (Seine-et-Marne),748
Pommiers-la-Placette,534
Zuglio,617
Romont (Vosges),338
Aija (distrito),2409
Mali Gaber,87
Saint-Cyprien (Dordogna),1462
Tales (Castellón),959
La Villedieu-du-Clain,1456
"Lavington, New South Wales",12755
La Villedieu (Charente-Maritime),203
"Municipio de Pleasant (condado de Franklin, Ohio)",7443
Галера (Гранада),1105
Sinagra,3269
Aappilattoq (Qaasuitsup),173
阿布拉潘帕,8624
圣萨蒂尔南 (谢尔省),409
Playford,204
Boissy-aux-Cailles,290
Tonghua,2368659
Rada Nordycka,26438396
Anville,193
Торренте-де-Синка,1057
セルヴァ・ディ・カドーレ,600
Alto (Włochy),119
Kula (Bulgaria),2904
Takht Rural District,6957
"Municipio de Pleasant (condado de Appanoose, Iowa)",869
Saint-Sauveur-Lalande,119
Blankenheim (Landkreis Mansfeld-Südharz),1307
Le Plessis-Macé,1051
"Takah, West Azerbaijan",88
Ribera d'Urgellet,1018
Boissy-lès-Perche,514
Cueto (Cuba),33976
Gmina Bistra,5205
"Brody, Żary County",1059
甘佩爾-布拉奇,2208
Taufkirchen an der Pram,2656
"Mineral Township, Cherokee County, Kansas",226
Le Plessis-aux-Bois,267
Arborio,1086
Weißkirchen in Steiermark,1378
Haifa,280737
Villa Oliva,978
Lido Isle,1636
Saint-Luc VS,307
Weißkirchen an der Traun,2757
Jelen Do,160
Neuenkirchen (Rügen),414
Provincia de Chayanta,93870
Leménil-Mitry,3
"Traisen, Austria",3574
Юнгай (провинция),58488
Saint-Sauveur (Dordogne),729
Akbarabad-e Now Deh,584
"Brda, Pomeranian Voivodeship",39
Desa,4904
Lagny,596
"Charak, Bushehr",729
"Rowes Bay, Queensland",501
倉石村,3435
Janów (gmina Tarłów),127
Bajus,289
"Kandal, Kohgiluyeh and Boyer-Ahmad",44
Marey-sur-Tille,359
忠县,794888
泰尔特里,199
Matching Green,605
Wilson Island (Ritchie's Archipelago),0
Taufkirchen an der Trattnach,1853
Dommartin (Doubs),634
貝恩多夫,8560
"Municipio de Nevada (condado de Livingston, Illinois)",1376
Barani Department,44022
Lignerolles (Côte-d'Or),58
"Marada, Libya",2055
