http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/ontology/populationTotal
Laos,6803699
Laos,6803699
Laos,6803699
ラオス,6803699
Laos,6803699
Laos,6803699
Laos,6803699
Лаос,6803699
老挝,6803699
Lesotho,2067000
ليسوتو,2067000
Lesotho,2067000
Lesoto,2067000
Lesotho,2067000
Lesotho,2067000
レソト,2067000
Lesotho,2067000
Lesotho,2067000
Lesoto,2067000
Лесото,2067000
莱索托,2067000
Liberia,4503000
ليبيريا,4503000
Liberia,4503000
Liberia,4503000
Liberia,4503000
Liberia,4503000
リベリア,4503000
Liberia,4503000
Liberia,4503000
Libéria,4503000
Либерия,4503000
利比里亚,4503000
Libya,6411776
ليبيا,6411776
Libyen,6411776
Libia,6411776
Libia,6411776
Libye,6411776
リビア,6411776
Libië,6411776
Libia,6411776
Líbia,6411776
Ливия,6411776
利比亚,6411776
Luxembourg,576249
لوكسمبورغ,576249
Luxemburg,576249
Luxemburgo,576249
Luxembourg (pays),576249
Lussemburgo,576249
ルクセンブルク,576249
Luxemburg (land),576249
Luksemburg,576249
Luxemburgo,576249
Люксембург,576249
卢森堡,576249
Madagascar,22434363
مدغشقر,22434363
Madagaskar,22434363
Madagascar,22434363
Madagascar,22434363
Madagascar,22434363
マダガスカル,22434363
Madagaskar,22434363
Madagaskar,22434363
Madagáscar,22434363
Мадагаскар,22434363
马达加斯加,22434363
Malawi,16407000
ملاوي,16407000
Malawi,16407000
Malaui,16407000
Malawi,16407000
Malawi,16407000
マラウイ,16407000
Malawi,16407000
Malawi,16407000
Malawi,16407000
Малави,16407000
马拉维,16407000
Maldives,393253
جزر المالديف,393253
Malediven,393253
Maldivas,393253
Maldives,393253
Maldive,393253
モルディブ,393253
Maldiven,393253
Malediwy,393253
Maldivas,393253
Мальдивы,393253
马尔代夫,393253
Malta,445426
مالطا,445426
Malta,445426
Malta,445426
Malte,445426
Malta,445426
マルタ,445426
Malta (land),445426
Malta,445426
Malta,445426
Мальта,445426
马耳他,445426
Marshall Islands,72191
جزر مارشال,72191
Marshallinseln,72191
Islas Marshall,72191
Îles Marshall,72191
Isole Marshall,72191
マーシャル諸島,72191
Marshalleilanden,72191
Wyspy Marshalla,72191
Ilhas Marshall,72191
Маршалловы Острова,72191
馬紹爾群島,72191
Moldova,2913281
مولدافيا,2913281
Moldawien,2913281
Moldavia,2913281
Moldavie,2913281
Moldavia,2913281
モルドバ,2913281
Moldavië (land),2913281
Mołdawia,2913281
Moldávia,2913281
Молдавия,2913281
摩尔多瓦,2913281
Moravia,3100000
مورافيا,3100000
Mähren,3100000
Moravia,3100000
Moravie,3100000
Moravia,3100000
モラヴィア,3100000
Moravië (regio),3100000
Morawy,3100000
Morávia,3100000
Моравия,3100000
摩拉維亞,3100000
Mozambique,24692144
موزمبيق,24692144
Mosambik,24692144
Mozambique,24692144
Mozambico,24692144
Mozambique,24692144
モザンビーク,24692144
Mozambique,24692144
Mozambik,24692144
Moçambique,24692144
Мозамбик,24692144
莫桑比克,24692144
Niue,1190
نييوي,1190
Niue,1190
Niue,1190
Niue,1190
Niue,1190
ニウエ,1190
Niue,1190
Niue,1190
Niue,1190
Ниуэ,1190
紐埃,1190
North Korea,24895000
كوريا الشمالية,24895000
Nordkorea,24895000
Corea del Norte,24895000
Corée du Nord,24895000
Corea del Nord,24895000
朝鮮民主主義人民共和国,24895000
Noord-Korea,24895000
Korea Północna,24895000
Coreia do Norte,24895000
Корейская Народно-Демократическая Республика,24895000
朝鲜民主主义人民共和国,24895000
Oman,4441448
سلطنة عمان,4441448
Oman,4441448
Omán,4441448
Oman,4441448
Oman,4441448
オマーン,4441448
Oman,4441448
Oman,4441448
Omã,4441448
Оман,4441448
阿曼,4441448
Pakistan,201995540
باكستان,201995540
Pakistan,201995540
Pakistán,201995540
Pakistan,201995540
Pakistan,201995540
パキスタン,201995540
Pakistan,201995540
Pakistan,201995540
Paquistão,201995540
Пакистан,201995540
巴基斯坦,201995540
Panama,3929141
بنما,3929141
Panama,3929141
Panamá,3929141
Panama,3929141
Panama,3929141
パナマ,3929141
Panama (land),3929141
Panama,3929141
Panamá,3929141
Панама,3929141
巴拿马,3929141
Papua New Guinea,7059653
بابوا غينيا الجديدة,7059653
Papua-Neuguinea,7059653
Papúa Nueva Guinea,7059653
Papouasie-Nouvelle-Guinée,7059653
Papua Nuova Guinea,7059653
パプアニューギニア,7059653
Papoea-Nieuw-Guinea,7059653
Papua-Nowa Gwinea,7059653
Papua-Nova Guiné,7059653
Папуа — Новая Гвинея,7059653
巴布亚新几内亚,7059653
Paraguay,6783272
باراغواي,6783272
Paraguay,6783272
Paraguay,6783272
Paraguay,6783272
Paraguay,6783272
パラグアイ,6783272
Paraguay,6783272
Paragwaj,6783272
Paraguai,6783272
Парагвай,6783272
巴拉圭,6783272
Poland,38483957
بولندا,38483957
Polen,38483957
Polonia,38483957
Pologne,38483957
Polonia,38483957
ポーランド,38483957
Polen,38483957
Polska,38483957
Polónia,38483957
Польша,38483957
波兰,38483957
Portugal,10341330
البرتغال,10341330
Portugal,10341330
Portugal,10341330
Portugal,10341330
Portogallo,10341330
ポルトガル,10341330
Portugal,10341330
Portugalia,10341330
Portugal,10341330
Португалия,10341330
葡萄牙,10341330
Saint Kitts and Nevis,54961
سانت كيتس ونيفيس,54961
St. Kitts und Nevis,54961
San Cristóbal y Nieves,54961
Saint-Christophe-et-Niévès,54961
Saint Kitts e Nevis,54961
セントクリストファー・ネイビス,54961
Saint Kitts en Nevis,54961
Saint Kitts i Nevis,54961
São Cristóvão e Nevis,54961
Сент-Китс и Невис,54961
聖克里斯多福與尼維斯,54961
Saint Vincent and the Grenadines,103000
سانت فينسنت والغرينادين,103000
St. Vincent und die Grenadinen,103000
San Vicente y las Granadinas,103000
Saint-Vincent-et-les-Grenadines,103000
Saint Vincent e Grenadine,103000
セントビンセント・グレナディーン,103000
Saint Vincent en de Grenadines,103000
Saint Vincent i Grenadyny,103000
São Vicente e Granadinas,103000
Сент-Винсент и Гренадины,103000
圣文森特和格林纳丁斯,103000
Senegal,13567338
السنغال,13567338
Senegal,13567338
Senegal,13567338
Sénégal,13567338
Senegal,13567338
セネガル,13567338
Senegal,13567338
Senegal,13567338
Senegal,13567338
Сенегал,13567338
塞内加尔,13567338
Slovakia,5426252
سلوفاكيا,5426252
Slowakei,5426252
Eslovaquia,5426252
Slovaquie,5426252
Slovacchia,5426252
スロバキア,5426252
Slowakije,5426252
Słowacja,5426252
Eslováquia,5426252
Словакия,5426252
斯洛伐克,5426252
Somalia,12316895
الصومال,12316895
Somalia,12316895
Somalia,12316895
Somalie,12316895
Somalia,12316895
ソマリア,12316895
Somalië,12316895
Somalia,12316895
Somália,12316895
Сомали,12316895
索马里,12316895
Sudan,40235000
السودان,40235000
Sudan,40235000
Sudán,40235000
Soudan,40235000
Sudan,40235000
スーダン,40235000
Soedan,40235000
Sudan,40235000
Sudão,40235000
Судан,40235000
苏丹共和国,40235000
Switzerland,8341000
سويسرا,8341000
Schweiz,8341000
Suiza,8341000
Suisse,8341000
Svizzera,8341000
スイス,8341000
Zwitserland,8341000
Szwajcaria,8341000
Suíça,8341000
Швейцария,8341000
瑞士,8341000
The Bahamas,392718
باهاماس,392718
Bahamas,392718
Bahamas,392718
Bahamas,392718
Bahamas,392718
バハマ,392718
Bahama's,392718
Bahamy,392718
Bahamas,392718
Багамские Острова,392718
巴哈马,392718
Djibouti,828324
جيبوتي,828324
Dschibuti,828324
Yibuti,828324
Gibuti,828324
Djibouti,828324
ジブチ,828324
Djibouti (land),828324
Dżibuti,828324
Djibouti,828324
Джибути,828324
吉布提,828324
Curaçao,154843
كوراساو,154843
Curaçao,154843
Curazao,154843
Curaçao,154843
Curaçao,154843
キュラソー島,154843
Curaçao,154843
Curaçao (terytorium),154843
Curaçao,154843
Кюрасао,154843
库拉索,154843
Democratic Republic of the Congo,81680000
جمهورية الكونغو الديمقراطية,81680000
Demokratische Republik Kongo,81680000
República Democrática del Congo,81680000
République démocratique du Congo,81680000
Repubblica Democratica del Congo,81680000
コンゴ民主共和国,81680000
Congo-Kinshasa,81680000
Demokratyczna Republika Konga,81680000
República Democrática do Congo,81680000
Демократическая Республика Конго,81680000
刚果民主共和国,81680000
Denmark,5707251
الدنمارك,5707251
Dänemark,5707251
Dinamarca,5707251
Danemark,5707251
Danimarca,5707251
Denemarken,5707251
デンマーク,5707251
Dania,5707251
Dinamarca,5707251
Дания,5707251
丹麦,5707251
Georgia (country),3720400
جورجيا,3720400
Georgien,3720400
Georgia,3720400
Géorgie (pays),3720400
Georgia,3720400
ジョージア (国),3720400
Georgië,3720400
Gruzja,3720400
Geórgia,3720400
Грузия,3720400
格鲁吉亚,3720400
Ivory Coast,23919000
ساحل العاج,23919000
Elfenbeinküste,23919000
Costa de Marfil,23919000
Côte d'Ivoire,23919000
Costa d'Avorio,23919000
コートジボワール,23919000
Ivoorkust,23919000
Wybrzeże Kości Słoniowej,23919000
Costa do Marfim,23919000
Кот-д’Ивуар,23919000
科特迪瓦,23919000
Tajikistan,8610000
طاجيكستان,8610000
Tadschikistan,8610000
Tayikistán,8610000
Tadjikistan,8610000
Tagikistan,8610000
タジキスタン,8610000
Tadzjikistan,8610000
Tadżykistan,8610000
Tajiquistão,8610000
Таджикистан,8610000
塔吉克斯坦,8610000
Togo,7552318
توغو,7552318
Togo,7552318
Togo,7552318
Togo,7552318
Togo,7552318
トーゴ,7552318
Togo,7552318
Togo,7552318
Togo,7552318
Того,7552318
多哥,7552318
Tunisia,10982754
تونس,10982754
Tunesien,10982754
Túnez,10982754
Tunisie,10982754
Tunisia,10982754
チュニジア,10982754
Tunesië,10982754
Tunezja,10982754
Tunísia,10982754
Тунис,10982754
突尼西亞,10982754
Ukraine,42539010
أوكرانيا,42539010
Ukraine,42539010
Ucrania,42539010
Ukraine,42539010
Ucraina,42539010
ウクライナ,42539010
Oekraïne,42539010
Ukraina,42539010
Ucrânia,42539010
Украина,42539010
乌克兰,42539010
Uruguay,3427000
الأوروغواي,3427000
Uruguay,3427000
Uruguay,3427000
Uruguay,3427000
Uruguay,3427000
ウルグアイ,3427000
Uruguay,3427000
Urugwaj,3427000
Uruguai,3427000
Уругвай,3427000
乌拉圭,3427000
Zambia,16212000
زامبيا,16212000
Sambia,16212000
Zambia,16212000
Zambie,16212000
Zambia,16212000
ザンビア,16212000
Zambia,16212000
Zambia,16212000
Zâmbia,16212000
Замбия,16212000
赞比亚,16212000
Cambodia,15458332
كمبوديا,15458332
Kambodscha,15458332
Camboya,15458332
Cambodge,15458332
Cambogia,15458332
カンボジア,15458332
Cambodja,15458332
Kambodża,15458332
Camboja,15458332
Камбоджа,15458332
柬埔寨,15458332
Kenya,45010056
كينيا,45010056
Kenia,45010056
Kenia,45010056
Kenya,45010056
Kenya,45010056
ケニア,45010056
Kenia,45010056
Kenia,45010056
Quénia,45010056
Кения,45010056
肯尼亚,45010056
Kyrgyzstan,6000000
قيرغيزستان,6000000
Kirgisistan,6000000
Kirguistán,6000000
Kirghizistan,6000000
Kirghizistan,6000000
キルギス,6000000
Kirgizië,6000000
Kirgistan,6000000
Quirguistão,6000000
Киргизия,6000000
吉尔吉斯斯坦,6000000
Solomon Islands,523000
جزر سليمان,523000
Salomonen,523000
Islas Salomón,523000
Salomon (pays),523000
Isole Salomone,523000
ソロモン諸島,523000
Salomonseilanden,523000
Wyspy Salomona,523000
Ilhas Salomão,523000
Соломоновы Острова,523000
所罗门群岛,523000
Turkmenistan,5171943
تركمانستان,5171943
Turkmenistan,5171943
Turkmenistán,5171943
Turkménistan,5171943
Turkmenistan,5171943
トルクメニスタン,5171943
Turkmenistan,5171943
Turkmenistan,5171943
Turquemenistão,5171943
Туркмения,5171943
土库曼斯坦,5171943
Vietnam,91700000
فيتنام,91700000
Vietnam,91700000
Vietnam,91700000
Vietnam,91700000
Viêt Nam,91700000
Vietnam,91700000
ベトナム,91700000
Wietnam,91700000
Vietnã,91700000
Вьетнам,91700000
越南,91700000
نيكوجا (كانتون),24946
Nicoya,24946
Nicoya (ciudad),24946
Nicoya,24946
Nicoya,24946
Nicoya,24946
尼科亞,24946
Tanzania,51820000
تنزانيا,51820000
Tansania,51820000
Tanzania,51820000
Tanzanie,51820000
Tanzania,51820000
タンザニア,51820000
Tanzania,51820000
Tanzania,51820000
Tanzânia,51820000
Танзания,51820000
坦桑尼亚,51820000
United Arab Emirates,5779760
الإمارات العربية المتحدة,5779760
Vereinigte Arabische Emirate,5779760
Emiratos Árabes Unidos,5779760
Émirats arabes unis,5779760
Emirati Arabi Uniti,5779760
アラブ首長国連邦,5779760
Verenigde Arabische Emiraten,5779760
Zjednoczone Emiraty Arabskie,5779760
Emirados Árabes Unidos,5779760
Объединённые Арабские Эмираты,5779760
阿拉伯联合酋长国,5779760
Burundi,11178921
بوروندي,11178921
Burundi,11178921
Burundi,11178921
Burundi,11178921
Burundi,11178921
ブルンジ,11178921
Burundi,11178921
Burundi,11178921
Burundi,11178921
Бурунди,11178921
蒲隆地,11178921
Canada,36286425
كندا,36286425
Kanada,36286425
Canadá,36286425
Canada,36286425
Canada,36286425
Canada,36286425
カナダ,36286425
Kanada,36286425
Canadá,36286425
Канада,36286425
加拿大,36286425
Estonia,1315944
إستونيا,1315944
Estland,1315944
Estonia,1315944
Estonie,1315944
Estonia,1315944
エストニア,1315944
Estland,1315944
Estonia,1315944
Estónia,1315944
Эстония,1315944
爱沙尼亚,1315944
Grenada,109590
غرينادا,109590
Grenada,109590
Granada (país),109590
Grenade (pays),109590
Grenada,109590
グレナダ,109590
Grenada,109590
Grenada,109590
Granada (país),109590
Гренада,109590
格林纳达,109590
Guatemala,15806675
غواتيمالا,15806675
Guatemala,15806675
Guatemala,15806675
Guatemala,15806675
Guatemala,15806675
グアテマラ,15806675
Guatemala,15806675
Gwatemala,15806675
Guatemala,15806675
Гватемала,15806675
危地马拉,15806675
Kira Town,313761
キラ (ウガンダ),313761
Kira (miasto),313761
Kuwait,4348395
الكويت,4348395
Kuwait,4348395
Kuwait,4348395
Koweït,4348395
Kuwait,4348395
クウェート,4348395
Koeweit,4348395
Kuwejt,4348395
Kuwait,4348395
Кувейт,4348395
科威特,4348395
Mauritania,4067564
موريتانيا,4067564
Mauretanien,4067564
Mauritania,4067564
Mauritanie,4067564
Mauritania,4067564
モーリタニア,4067564
Mauritanië,4067564
Mauretania,4067564
Mauritânia,4067564
Мавритания,4067564
毛里塔尼亚,4067564
South Sudan,12340000
جنوب السودان,12340000
Südsudan,12340000
Sudán del Sur,12340000
Soudan du Sud,12340000
Sudan del Sud,12340000
南スーダン,12340000
Zuid-Soedan,12340000
Sudan Południowy,12340000
Sudão do Sul,12340000
Южный Судан,12340000
南蘇丹,12340000
Cape Verde,525000
الرأس الأخضر,525000
Kap Verde,525000
Cabo Verde,525000
Cap-Vert,525000
Capo Verde,525000
カーボベルデ,525000
Kaapverdië,525000
Republika Zielonego Przylądka,525000
Cabo Verde,525000
Кабо-Верде,525000
佛得角,525000
Bahrain,1378000
البحرين,1378000
Bahrain,1378000
Baréin,1378000
Bahreïn,1378000
Bahrein,1378000
バーレーン,1378000
Bahrein,1378000
Bahrajn,1378000
Bahrein,1378000
Бахрейн,1378000
巴林,1378000
Bhutan,742737
بوتان,742737
Bhutan,742737
Bután,742737
Bhoutan,742737
Bhutan,742737
ブータン,742737
Bhutan,742737
Bhutan,742737
Butão,742737
Бутан,742737
不丹,742737
Dominica,72660
دومينيكا,72660
Dominica,72660
Dominica,72660
Dominique (pays),72660
Dominica,72660
ドミニカ国,72660
Dominica,72660
Dominika,72660
Dominica,72660
Доминика,72660
多米尼克,72660
Iraq,37056169
العراق,37056169
Irak,37056169
Irak,37056169
Irak,37056169
Iraq,37056169
イラク,37056169
Irak,37056169
Irak,37056169
Iraque,37056169
Ирак,37056169
伊拉克,37056169
Peru,31151643
Peru,31151643
بيرو,31151643
Perú,31151643
Pérou,31151643
Perù,31151643
ペルー,31151643
Peru,31151643
Peru,31151643
Peru,31151643
Перу,31151643
秘鲁,31151643
Qatar,2383705
قطر,2383705
Katar,2383705
Catar,2383705
Qatar,2383705
Qatar,2383705
カタール,2383705
Qatar,2383705
Katar,2383705
Catar,2383705
Катар,2383705
卡塔尔,2383705
Republic of the Congo,4662446
جمهورية الكونغو,4662446
Republik Kongo,4662446
República del Congo,4662446
République du Congo,4662446
Repubblica del Congo,4662446
コンゴ共和国,4662446
Congo-Brazzaville,4662446
Kongo,4662446
República do Congo,4662446
Республика Конго,4662446
刚果共和国,4662446
Sweden,9920881
السويد,9920881
Schweden,9920881
Suecia,9920881
Svezia,9920881
Suède,9920881
Zweden,9920881
スウェーデン,9920881
Szwecja,9920881
Suécia,9920881
Швеция,9920881
瑞典,9920881
Trinidad and Tobago,1349667
ترينيداد وتوباغو,1349667
Trinidad und Tobago,1349667
Trinidad y Tobago,1349667
Trinité-et-Tobago,1349667
Trinidad e Tobago,1349667
トリニダード・トバゴ,1349667
Trinidad en Tobago,1349667
Trynidad i Tobago,1349667
Trindade e Tobago,1349667
Тринидад и Тобаго,1349667
千里達及托巴哥,1349667
Yemen,25408000
اليمن,25408000
Jemen,25408000
Yemen,25408000
Yémen,25408000
Yemen,25408000
イエメン,25408000
Jemen,25408000
Jemen,25408000
Iémen,25408000
Йемен,25408000
也门,25408000
Badljevica,439
Badljevica,439
Badljevica,439
