http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/numberOfEmployees
Daimler (entreprise),284015
Daimler (azienda),284015
ダイムラー (自動車メーカー),284015
Daimler (Duitsland),284015
Daimler AG,284015
Daimler AG,284015
Daimler,284015
戴姆勒,284015
De Beers,20000
دي بيرز,20000
De Beers,20000
De Beers,20000
De Beers,20000
De Beers,20000
デビアス,20000
De Beers,20000
De Beers,20000
De Beers,20000
戴比尔斯,20000
Hawker Pacific Aerospace,300
Home Owners' Loan Corporation,20000
Home Owners' Loan Corporation,20000
Hyundai Motor Company,104731
هيونداي موتور,104731
Hyundai Motor Company,104731
Hyundai Motor Company,104731
Hyundai Motor Company,104731
Hyundai Motor,104731
現代自動車,104731
Hyundai Motor Company,104731
Hyundai Motor Company,104731
Hyundai Motor Company,104731
Hyundai Motor,104731
現代汽車,104731
Indigo Books and Music,6500
Indigo Books and Music,6500
Indigo Books and Music,6500
Indigo Books and Music,6500
Kodak,6500
إيستمان كوداك,6500
Kodak,6500
Kodak,6500
Kodak,6500
Kodak,6500
コダック,6500
Eastman Kodak,6500
Eastman Kodak,6500
Kodak,6500
Eastman Kodak,6500
伊士曼柯达公司,6500
Long John Silver's,8400
Long John Silver’s,8400
Long John Silver's,8400
Long John Silver's,8400
Long John Silver's,8400
ロング・ジョン・シルヴァース,8400
Long John Silver's,8400
海滋客,8400
Mitsubishi,350000
ميتسوبيشي,350000
Mitsubishi,350000
Mitsubishi,350000
Mitsubishi,350000
Mitsubishi,350000
三菱グループ,350000
Mitsubishi Group,350000
Mitsubishi,350000
Mitsubishi,350000
Mitsubishi,350000
三菱集团,350000
Olympus Corporation,39727
شركة أوليمبوس,39727
Olympus,39727
Olympus,39727
Olympus Corporation,39727
Olympus,39727
Olympus Corporation,39727
オリンパス,39727
Olympus,39727
Olympus,39727
Olympus,39727
奧林巴斯,39727
Peugeot,198210
بيجو,198210
Peugeot,198210
Peugeot,198210
Peugeot,198210
Peugeot,198210
プジョー,198210
Peugeot,198210
Peugeot,198210
Peugeot,198210
Peugeot,198210
標緻汽車,198210
Pilbara Iron,3850
Pirelli,36753
بيريللي,36753
Pirelli,36753
Pirelli,36753
Pirelli,36753
Pirelli (azienda),36753
ピレリ,36753
Pirelli,36753
Pirelli,36753
Pirelli,36753
Pirelli,36753
倍耐力,36753
Pizza Hut,160000
بيتزا هت,160000
Pizza Hut,160000
Pizza Hut,160000
Pizza Hut,160000
Pizza Hut,160000
ピザハット,160000
Pizza Hut,160000
Pizza Hut,160000
Pizza Hut,160000
Пицца Хат,160000
必胜客,160000
Psion (company),900
Psion,900
Psion,900
Psion,900
PSION,900
Psion PLC,900
Psion,900
Quest Software,3900
Quest Software,3900
Quest Software,3900
Quest Software,3900
Service Corporation International,23785
Service Corporation International,23785
サービスコーポレーションインターナショナル,23785
Standard Oil,60000
ستاندرد أويل,60000
Standard Oil Company,60000
Standard Oil,60000
Standard Oil,60000
Standard Oil,60000
スタンダード・オイル,60000
Standard Oil,60000
Standard Oil,60000
Standard Oil Company,60000
Standard Oil,60000
标准石油,60000
Tabasco sauce,200
صلصة تباسكو,200
Tabascosauce,200
Salsa Tabasco,200
Tabasco (sauce),200
Tabasco (salsa),200
タバスコ,200
Tabasco (saus),200
Tabasco (przyprawa),200
Molho Tabasco,200
Табаско (соус),200
塔巴斯科辣椒醬,200
Taco Bell,175000
Taco Bell,175000
Taco Bell,175000
Taco Bell,175000
Taco Bell,175000
タコベル,175000
Taco Bell,175000
Taco Bell,175000
Taco Bell,175000
Taco Bell,175000
塔可鐘,175000
Taito,615
تايتو (شركة),615
Taito,615
Taito Corporation,615
Taito (entreprise),615
Taito,615
タイトー,615
Taito Corporation,615
Taito Corporation,615
Taito Corporation,615
太東,615
Telefónica,120497
Telefónica,120497
Telefónica,120497
Telefónica,120497
Telefónica,120497
テレフォニカ,120497
Telefónica,120497
Telefónica,120497
Telefónica,120497
Telefónica,120497
西班牙電信,120497
Telia Company,26166
تلياسونيرا,26166
Telia Company,26166
Telia Company,26166
Telia,26166
TeliaSonera,26166
テリア・ソネラ,26166
TeliaSonera,26166
Telia Company,26166
Telia Company,26166
TeliaSonera,26166
Texas Instruments,29977
تكساس إنسترومنتس,29977
Texas Instruments,29977
Texas Instruments,29977
Texas Instruments,29977
Texas Instruments Incorporated,29977
テキサス・インスツルメンツ,29977
Texas Instruments,29977
Texas Instruments,29977
Texas Instruments,29977
Texas Instruments,29977
德州仪器,29977
The Qt Company,200
Qt Development Frameworks,200
Qt Development Frameworks,200
Qt Development Frameworks,200
Qt Development Frameworks,200
Qt Development Frameworks,200
Qt Development Frameworks,200
Qt Development Frameworks,200
Qt Development Frameworks,200
Qt发展框架,200
Toho,2010
توهو,2010
Tōhō,2010
Tōhō,2010
Tōhō,2010
Toho,2010
東宝,2010
Toho (filmstudio),2010
Tōhō,2010
Tōhō,2010
Toho,2010
東寶,2010
Toyota,346219
تويوتا,346219
Toyota,346219
Toyota,346219
Toyota,346219
Toyota,346219
Toyota,346219
トヨタ自動車,346219
Toyota,346219
Toyota Motor,346219
Toyota,346219
丰田汽车,346219
United Airlines,86000
الخطوط الجوية المتحدة,86000
United Airlines,86000
United Airlines,86000
United Airlines,86000
United Airlines,86000
United Airlines,86000
ユナイテッド航空,86000
United Airlines,86000
United Airlines,86000
United Airlines,86000
聯合航空,86000
Valmet,12306
Valmet,12306
Valmet,12306
Valmet,12306
バルメット,12306
Valmet,12306
Volkswagen,610
فولكس فاجن,610
Volkswagen,610
Volkswagen,610
Volkswagen,610
Volkswagen,610
Volkswagen,610
フォルクスワーゲン,610
Volkswagen,610
Volkswagen,610
Volkswagen,610
大众汽车,610
Volkswagen Group,610076
مجموعة فولكسفاغن,610076
Volkswagen AG,610076
Grupo Volkswagen,610076
Volkswagen (entreprise),610076
Volkswagen Aktiengesellschaft,610076
フォルクスワーゲングループ,610076
Volkswagen AG,610076
Volkswagen AG,610076
Grupo Volkswagen,610076
Volkswagen (концерн),610076
大众集团,610076
Xerox,140800
زيروكس,140800
Xerox,140800
Xerox,140800
Xerox,140800
Xerox Corporation,140800
ゼロックス,140800
Xerox,140800
Xerox,140800
Xerox,140800
Xerox,140800
施乐,140800
Ambit Energy,625
Aspen Pharmacare,6319
Aspen Pharmacare,6319
BGC Partners,6547
BGC Partners,6547
BHB CABLE TV,50
Banca Popolare di Mantova,77
Banca Popolare di Mantova,77
Banca Popolare di Milano,7743
Banca Popolare di Milano,7743
Banca Popolare di Milano,7743
Banca Popolare di Milano,7743
Banca Popolare di Milano,7743
Banca Popolare di Milano,7743
CoStar Group,2500
Currys,10762
Currys,10762
FatWire,200
Fiat Industrial,68257
CNH Industrial,68257
Fiat Industrial,68257
Fiat Industrial,68257
Fiat Industrial,68257
Fiat Industrial,68257
"Hillenbrand, Inc.",5900
Immediate Media Company,1100
James Hardie,3100
KRG Capital,40
LCL S.A.,20900
Le Crédit Lyonnais,20900
MWH Global,7000
NQ Mobile,1742
People's Own Savings Bank,453
Piranha Games,65
Red Bull GmbH,10997
Red Bull GmbH,10997
Red Bull (entreprise),10997
Red Bull GmbH,10997
Red Bull GmbH,10997
Red Bull GmbH,10997
红牛公司,10997
Redline Communications,130
SNC-Lavalin,37000
SNC Lavalin,37000
SNC-Lavalin,37000
西武ホールディングス,317
Seibu Holdings,317
Seibu Railway,3289
Seibu Tetsudō,3289
Seibu Railway,3289
Seibu Railway,3289
Ferrovie Seibu,3289
西武鉄道,3289
Kolej Seibu,3289
Seibu Railway,3289
Seibu Railway,3289
西武鐵道,3289
The Emirates Group,160
مجموعة الإمارات,160
The Emirates Group,84153
مجموعة الإمارات,84153
The Grasshopper Company,300
True North Sports & Entertainment,175
WSFS Bank,900
Wedge Community Co-op,270
Yahoo! Japan,5518
Yahoo! Japan,5518
Yahoo! Japan,5518
Yahoo! Japan,5518
ヤフー (企業),5518
Yahoo! Japan,5518
Yahoo! Japan,5518
Yahoo! Japan,5518
雅虎日本,5518
@Home Network,1350
@Home,1350
ATR (Unternehmen),115151
ATR (company),115151
Abt Electronics,1200
Adept Technology,158
Adept Technology,158
Advent International,300
Advent International,300
Advent International,300
Advent Software,1209
Aera Energy,1370
Air Weapons Complex,30000
Alok Industries,20169
Arabesque (company),2700
Artech Digital Entertainment,60
Ascom,1658
ASCOM,1658
Ascom (company),1658
Ascom Group,500
Beher,90
BEHER,90
BEHER,90
BEHER,90
BEHER,90
BEHER,90
BEHER,90
BEHER,90
BEHER (ham),90
BMG Rights Management,550
BMG Rights Management,550
BMG Rights Management,550
Ballantynes,300
بانداي نامكو إنترتينمنت,900
Bandai Namco Games,900
Bandai Namco Games,900
Bandai Namco Entertainment,900
バンダイナムコエンターテインメント,900
Bandai Namco Games,900
万代南梦宫娱乐,900
بانداي نامكو إنترتينمنت,1047
Bandai Namco Games,1047
Bandai Namco Games,1047
Bandai Namco Entertainment,1047
バンダイナムコエンターテインメント,1047
Bandai Namco Games,1047
万代南梦宫娱乐,1047
Bank Mendes Gans,157
Bank Mendes Gans,157
Battelle Memorial Institute,22000
معهد باتيل التذكاري,22000
Battelle-Institut,22000
Баттельский мемориальный институт,22000
Bauknecht,400
Bauknecht,400
Bauknecht,400
Bauknecht,400
波克耐希特,400
Bauknecht (company),400
Bergenshalvøens Kommunale Kraftselskap,1008
Bjarke Ingels Group,400
Bjarke Ingels Group,400
Bjarke Ingels Group,400
Bjarke Ingels Group,400
Black Box Corporation,4300
Black Box Corporation,4300
Black Box Corporation,4300
ブラックボックスコーポレーション,4300
Bundesimmobiliengesellschaft,812
Bundesimmobiliengesellschaft,812
Buyer's Best Friend,38
Cantus Verkehrsgesellschaft,85
Cantus Verkehrsgesellschaft,85
Cantus Verkehrsgesellschaft,85
Carpenter Technology Corporation,4800
سيليو,1800
Celio (tienda),1800
Celio,1800
Celio (azienda),1800
Celio (retailer),1800
Celulosa Arauco y Constitución,13227
Celulosa Arauco y Constitución,13227
Arauco,13227
Centro elettrotecnico sperimentale italiano,612
Centro Elettrotecnico Sperimentale Italiano,612
China Shenhua Energy Company,74949
Conair,4000
Conair Corporation,4000
コンエアー (企業),4000
Coto (supermercado),14000
Coto Supermarkets,14000
Crescent Capital Group,140
DPL Inc.,1500
DUCA Financial Services Credit Union Ltd.,150
Davis Brody Bond,100
Deacons (law firm),630
的近律師行,630
Дельта Банк (Украина),0
Delta Bank,0
Delta Electricity,325
Delta Galil,9040
Delta Galil Industries,9040
Deluxe Corporation,5400
Dods (Group) PLC,201
Edelman (Agentur),5849
Edelman (firm),5849
Eik Banki,330
Eik Banki,330
Eik Banki,330
Elco Holdings,12600
Emsa (Haushaltswaren),250
Emsa (article ménager),250
Emsa (Household goods),250
Endesa (Chile),2447
Endesa (Chili),2447
Endesa (Chile),2447
Ergon Energy,4624
Exor,303247
Exor,303247
Exor,303247
Exor,303247
Exor,303247
Exor (company),303247
Falkland Islands Company,306
Fara (company),80
Framo,1000
Framo,1000
Framo,1000
Framo,1000
Framo (car),1000
Frontiers Journal Series,140
Frontiers (éditeur),140
Frontiers (uitgeverij),140
Frontiers Media,140
GEK Terna,5
GSW Immobilien,570
GSW Immobilien,570
Glh.,1917
Glow Energy,800
Godrej & Boyce,12000
Godrej Consumer Products Limited,1200
Godrej Properties Limited,248
Golden West Financial,11604
Hansel Ltd.,74
Harps Food Stores,3350
Hesperus Press,5
Hickson & Welch,0
Holman Brothers,2000
康泰旅行社,1100
Hong Thai Travel Services,1100
IXYS Corporation,1010
Iluka Resources,1100
Iluka Resources,1100
Iluka Resources,1100
Imagination Technologies,1700
Imagination Technologies,1700
Imagination Technologies,1700
Imagination Technologies,1700
Imagination Technologies,1700
Imagination Technologies,1700
Imagination Technologies,1700
Industria (company),250
Intact Corporation financière,12000
Intact Financial,12000
Juicy Couture,160
Juicy Couture,160
Juicy Couture,160
Juicy Couture,160
Kenya Airports Authority,1500
Kenya Airports Authority,1500
Администрация аэропортов Кении,1500
Keynote DeviceAnywhere,119
Knight Capital Group,1418
Knight Capital Group,1418
Lane Clark & Peacock,109
Lane Clark & Peacock,550
Lenta (Handelsunternehmen),35100
Лента (сеть магазинов),35100
Lenta (retail),35100
Liberté (entreprise),664
Liberté Inc.,664
Lindner (Landmaschinenhersteller),220
Lindner (tracteur),220
Lindner (agricultural machinery manufacturer),220
Lotte (conglomerate),5000
Lotte (Unternehmen),5000
Lotte,5000
Lotte Group,5000
ロッテグループ,5000
Lotte (conglomeraat),5000
Lotte Group,5000
Lotte,5000
Lotte,5000
Management Consulting Group,1700
Marvell Software Solutions Israel,300
MEDA (Pharmaunternehmen),5202
Meda (entreprise),5202
Meda AB,5202
Merit Energy Company,679
Mesta (company),3237
Milko (Swedish cooperative),900
Milko,900
Mistral Solutions,350
Mobile Mini,1900
Mobile Mini,1900
Momentum Adventure,5
Moritz (Brauerei),120
Moritz (cerveza),120
Moritz (bière),120
Moritz (bier),120
Moritz (beer),120
Motion (conference),2
Municipal Property Assessment Corporation,1500
NNG (company),1000
National Counties Building Society,143
Nau (clothing retailer),20
News America Marketing,900
Ōji Seishi,27360
Oji Paper,27360
Oji Paper,27360
王子製紙,27360
Oji Paper,27360
王子制纸,27360
Oji Paper Company,27360
オークマ,3303
Okuma Corporation,3303
Ontario Power Generation,10840
Ontario Power Generation,10840
Ontario Power Generation,10840
オンタリオ・パワー・ジェネレーション,10840
PacWest Bancorp,991
Penrice Soda Products,174
Pep (store),15000
Perot Systems,23100
Perot Systems,23100
Perot Systems,23100
Plexus Consulting Group,11
Pride Microfinance Limited,585
Promise Technology,450
プロフェット,350
Prophet (company),350
RHI AG,7898
RHI,7898
RHI AG,7898
RTI International Metals,1362
Radon Labs,100
Radon Labs,100
Bigpoint Berlin,100
Ranch Hand Truck Accessories,190
Rio Tinto Alcan,68000
Rio Tinto Alcan,68000
Alcan,68000
Rio Tinto Alcan,68000
Alcan,68000
リオ・ティント・アルキャン,68000
Alcan,68000
Rio Tinto Alcan,68000
Robert Half International,16100
Robert Half International,16100
Rockhopper Exploration,13
Roos Instruments,25
Rosetta Stone (Unternehmen),1375
Rosetta Stone (company),1375
Roubini Global Economics,75
Rouses,4500
Rupp Industries,400
Rural Electrification Corporation,600
S&T重工业,1144
S&T Dynamics,1144
SSQ Groupe financier,2000
SSQ Financial Group,2000
Дельта (НТЦ),6000
STC DELTA,6000
San Carlo (empresa),3300
San Carlo (azienda),3300
Unichips,3300
San Carlo (company),3300
Shenhua Group,210000
Shenhua,210000
Shenhua Group,210000
神華集團,210000
Sick (Unternehmen),6957
Sick AG,6957
Sick AG,6957
Simmons & Simmons,1500
Sipa Press,91
Sipa Press,91
Sipa Press,91
Sonar Entertainment,78
Sonar Entertainment,78
Sonar Entertainment,78
Sonar Entertainment,78
Spie Batignolles,8300
Spie Batignolles,8300
Synapse Product Development,100
Tantalus Media,20
Tantalus Media,20
Telereal Trillium,420
توماس دن للكتب,2
Thomas Dunne Books,2
توماس دن للكتب,10
Thomas Dunne Books,10
"Tri Alpha Energy, Inc.",150
UGL Limited,10000
UltraStar Cinemas,250
University of Pittsburgh Medical Center,60000
University of Pittsburgh Medical Center,60000
Vaillancourt Folk Art,20
Vanity (clothing),2000
Vignette (software),670
Vignette Corporation,670
Vignette (software),670
WNS Global Services,32448
Witt Weiden,2500
Witt Weiden,2500
Witt Weiden,2500
Witt Weiden,2500
Witte Automotive,4100
Witte Automotive,4100
Yıldız Holding,41000
Yıldız Holding,41000
22squared,301
AMAX Information Technologies,400
AccessKenya Group,400
Agastya International Foundation,850
Algenol,127
Ameriabank,526
American Book Company (1996),25
Arlington Capital Partners,20
Aurubis,6279
Aurubis,6279
Aurubis,6279
Aurubis,6279
Aurubis,6279
Balubaid,1700
Benenden Health,650
Blue Yonder Aviation,3
CRDB Bank,2144
Cafe FX,14
Centrotherm photovoltaics,817
Centrotherm Photovoltaics,817
華潤萬家超級市場,14500
China Resources Vanguard,14500
Cogent Systems,365
Cumerio,4
Cumerio,4
Cumerio,4
Cumerio,700
Cumerio,700
Cumerio,700
DB AutoZug,354
德铁汽车列车,354
DB AutoZug,354
Daume (Studio),25
Daume,25
Daume,25
Daume,25
童夢 (アニメ制作会社),25
Daume,25
Daume,25
童夢 (動畫工作室),25
Daume,25
Debiopharm,350
Debiopharm,350
Design House Stockholm,45
Dick Clark Architecture,28
Duncan Lawrie,250
Duravit,5700
Duravit,5700
Environics Communications,130
Equity Bank Uganda Limited,550
Fantastic Furniture,850
Fantastic Holdings,1400
Freedom Group,3000
Freedom Group,3000
Friendlyway,39
Gehl,500
Gehl Company,500
Gojo Industries,2000
GroupLogic,40
GuestLogix,50
Habib Group,20000
Heung Kong Group,20000
Hidroconstrucția,9000
إنديسزيرو,35
Indies Zero,35
Indieszero,35
インディーズゼロ,35
Indies zero,35
Indieszero,35
Internap,700
جوال (شركة إتصالات),900
Jawwal,900
Johnson Braund Design Group,35
Kalypso Media,120
Kalypso Media,120
Kalypso Media,120
Kalypso Media,120
Kalypso Media,120
Kalypso Media,120
Kalypso Media,120
Kalypso Media,120
Каменск-Уральский металлургический завод,3980
Kamensk-Uralsky Metallurgical Works,3980
LG CNS,10000
"Luce, Forward, Hamilton & Scripps",500
LuraTech,25
Líder (supermercado),12000
Líder,12000
Malwarebytes,140
Merchants Insurance Group,323
三菱総研DCS,1800
Mitsubishi Research Institute DCS,1800
Myford,20
Myford,20
NTTコムウェア,5100
NTT Comware,5100
North England Inward Investment Agency,13
Offshore Marine Management,40
Powershop,50
Powershop,65
Queensland Ambulance Service,4000
Red Gold,2100
Reliance Insurance Company,200
Roth & Rau,1210
Roth & Rau,1210
皇朝傢俬控股,3800
Royale Furniture Holdings,3800
Satuit Technologies,50
Sensonor,60
Simmortel Voice,45
SkyWave Mobile Communications,180
Spangler Candy Company,650
Spice Digital,550
The Asian Banker,70
Westvision,5700
Westvision,5700
Yapı Kredi Bankası,14855
Yapı ve Kredi Bankası,14855
ジマー・ガンサル・フラスカ・パートナーシップ,588
ZGF Architects LLP,588
100% Banco,400
100% Banco,400
19 Entertainment,100
19 Entertainment,100
19 Entertainment,100
1E (Unternehmen),250
1E Efficience IT,250
1E,250
1st Playable Productions,11
1st Playable Productions,11
99p Stores,3000
Kosmix,50
@WalmartLabs,50
A&P Group,600
A&P Group,600
A-dec,900
ABCO Transportation,85
ADLINK,600
ADLINK,600
МФИ Софт,100
ALOE Systems,100
ALTEN,18400
Alten,18400
Alten,18400
ALTEN,18400
ARC Resources,600
ARC Resources,600
ARC Resources,600
ARC資源,600
ARIAD Pharmaceuticals,125
ASRock,324
AsRock,324
ASRock,324
ASRock,324
ASRock,324
ASRock,324
ASRock,324
ASRock,324
華擎科技,324
ASRock,324
AVEBE,1314
Avebe,1314
Avebe,1314
AVEBE,1314
AWS Truepower,100
Abcam,820
Abcam,820
Abellio GmbH,1233
Abellio Deutschland,1233
شركة أبوظبي للإعلام,1800
Abu Dhabi Media,1800
Abu Dhabi Media,1800
Accident Fund,675
Acclarent,300
Ackermans,3622
Acme United Corporation,342
Active Space Technologies,20
Acumatica,130
Acumatica,130
Adler and Allan,200
Adonit,180
Adsmith,22
Advance America Cash Advance,6000
Advocacy for Respect for Cyclists,0
Aero Controls,250
Agencynet,60
أغنيتوم,50
Agnitum,50
Agnitum,50
AgonSwim,9
Agro (company),140
AhnLab Inc,850
AhnLab,850
アンラボ,850
"AhnLab, Inc.",850
Aitken Spence,13000
Aker Arctic,48
Al Dahra Agricultural Company,1001
Alawar Entertainment,400
Alawar,400
Alawar,400
Albanian Geological Survey,130
Alchip,235
Aleo Solar,320
Aleo Solar,320
Alitalia,14036
الخطوط الجوية الإيطالية,14036
Alitalia,14036
Alitalia,14036
Alitalia,14036
Alitalia,14036
アリタリア-イタリア航空,14036
Alitalia,14036
Alitalia,14036
Alitalia,14036
Alitalia,14036
意大利航空,14036
"Allen, Allen, Allen & Allen",136
أليانز,147425
Allianz SE,147425
Allianz,147425
Allianz,147425
Allianz,147425
アリアンツ,147425
Allianz,147425
Allianz,147425
Allianz,147425
Allianz,147425
安联,147425
Allianz,147425
Allseas,2500
Allseas,2500
Allseas,2500
Allseas,2500
Alpha Data,750
Altor Equity Partners,25
Altra Industrial Motion,3000
America's Job Exchange,50
American Fidelity Assurance,1800
American River Bank,123
American Tomahawk Company,9
Amerigroup,7080
Ammann & Whitney,250
Amuse (azienda),232
アミューズ,232
"Amuse, Inc.",232
Amuse,232
Amuse,232
"Amuse, Inc.",232
Amyris (company),300
Andhra Pradesh Power Generation Corporation,10889
Anglo-Eastern Group,1300
Anglo-Eastern Group,1300
Ansul,640
Anvis Group,2
Anvis Group,2
AppNexus,1000
Applied Science International,100
Aptean,1200
Aramark,265500
Aramark,265500
Aramark Corporation,265500
Aramark,265500
Aramark,265500
Archirodon,10000
Arctic S.A.,3000
Ardagh Packaging Group,18857
Ardagh,18857
Ardagh Group,18857
Ares Management,870
Arion Bank,1190
Arion banki,1190
Arion Bank,1190
Nýja Kaupþing,1190
Arion Bank,1190
Armada Asset Management,15
Arnold Clark Vehicle Management,800
ArticlesBase,12
Aruba Networks,1200
Aruba Networks,1200
Ashley Furniture HomeStores,4000
Ashot Ashkelon,560
Asobo Studio,110
Asobo Studio,110
Asobo Studio,110
Asplundh Tree Expert Company,34000
Atomics International,9000
AudioCodes,650
AudioCodes,650
Aunt Bessie's,350
Ausenco,1400
Austin Ventures,60
Austria Wirtschaftsservice Gesellschaft,250
Austria Wirtschaftsservice,250
Austria Wirtschaftsservice Gesellschaft,250
AutoTrader.com,3300
Automatic Duck,4
Automatic Duck,4
Automatic Musical Instruments Collector's Association,1300
Avatar Reality,5
Avatar Reality,5
Avenue Capital Group,220
Aviation Repair Technologies,200
Awem,70
Axerra Networks,50
Axios Systems,250
Azienda Trasporti Milanesi,9484
ATM (Milano),9484
Azienda Trasporti Milanesi,9484
Azienda Trasporti Milanesi,9484
Azomureș,3000
B2B Bank,735
BBVA Continental,5429
BBVA Continental,5429
BFS Group Ltd,4200
"BKD, LLP",2250
BKW Energie,2615
BKW Energie,2615
BKW FMB Energie,2615
BKW FMB Energie,2615
BRAC Bank,8000
BRF (Unternehmen),105000
Brasil Foods,105000
Brasil Foods,105000
BRF S.A.,105000
ブラジル・フーズ,105000
BRF,105000
巴西食品公司,105000
BRF S.A.,105000
Bain Capital Ventures,30
"Balfour Beatty Infrastructure, Inc.",1500
Ballast Nedam,3947
Ballast Nedam,3947
Ballast Nedam,3947
Banregio,3000
BanRegio,3000
BancABC,1000
BancFirst,1500
Banco Credicoop,5000
Banco Credicoop,5000
Banco Credicoop,5000
Banco Itaú,60000
Banco Itaú,60000
Banco Itaú,60000
Banco Itaú,60000
Itaú,60000
Banco Itaú,60000
Banco Macro,7268
Banco Macro,7268
Banco Macro,7268
Banco Macro,7268
Nossa Caixa,15000
Banco Nossa Caixa,15000
Banco de Occidente Credencial,6828
Banco de Occidente Credencial,6828
Banco de Venezuela,4050
Banco de Venezuela,4050
Banco de Venezuela,4050
Banco de Venezuela,4050
BancorpSouth,3600
Banfield (entreprise),14000
Banfield Pet Hospital,14000
Bank of Africa Uganda Limited,333
Bank of Baroda Uganda Limited,188
Banco Ciudad de Buenos Aires,3150
Bank of the City of Buenos Aires,3150
Banco de la Provincia de Buenos Aires,10419
Bank of the Province of Buenos Aires,10419
Bankrate,384
Banque Bonhôte,70
Banque Bonhôte,70
Banque Privée Edmond de Rothschild,1649
Edmond de Rothschild (Suisse) S.A.,1649
Banque privée Edmond de Rothschild,1649
Barclays Bank of Uganda,850
Baseline StudioSystems,50
Bashneft,8150
Bashneft,8150
Bashneft,8150
Bashneft,8150
バシネフチ,8150
Bashneft,8150
Basznieft,8150
Башнефть,8150
Bashneft,8150
Battery Ventures,60
Bauer AG,10405
Bauer Group,10405
Bauer Group,10405
Bega Group,10000
Ökologierechtszentrum Bellona,17
Bellona – St. Petersburg,17
Benco Dental,1384
Bestinvest,500
Beter Bed,2513
Beter Bed,2513
Beter Bed,2513
BeyondTrust,201
BigFix Inc,250
Big Blue Meenie Recording Studio,12
Big Ideas Learning,80
Bigpoint,800
Bigpoint,800
Bigpoint Games,800
Bigpoint,800
Bigpoint,800
Bigpoint,800
Bigpoint,800
Bigpoint Games,800
Binckbank,565
BinckBank,565
BinckBank,565
Gruppo Binda,2200
Binda Group,2200
バイオクリスト,37
BioCryst Pharmaceuticals,37
Biocompatibles,89
Bleublancrouge,109
Related Designs,50
Related Designs,50
Related Designs,50
Related Designs,50
Blue Byte Mainz,50
Related Designs,50
Related Designs,50
Blue Byte Mainz,50
Bluegreen Corporation,4500
Blum Capital,30
BoardEx,200
Boliviana de Aviación,2345
Boliviana de Aviación,2345
Boliviana de Aviación,2345
ボリビアーナ航空,2345
Boliviana de Aviación,2345
Boliviana de Aviación,2345
Boliviana de Aviación,2345
Boliviana de Aviación,2345
Bolt Creative,3
Boralex,200
Boralex,200
Bottlenotes,6
Brand Union,500
Brasfield & Gorrie,2400
Brasfield & Gorrie,2400
Brastel Telecom,213
ブラステル,213
Brastel Telecom,213
Brastel Telecom,213
Bremer Woll-Kämmerei,260
Bremer Woll-Kämmerei,260
Brickworks Limited,1478
Bridgeway Capital Management,29
BrightHouse (retailer),3000
Brightside Group,1000
Brockway Moran & Partners,25
Brooks Instrument,500
Bruno Banani,95
Bruno Banani,95
Bruno Banani,95
Bruno Banani,95
Brüel & Kjær,1150
