http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Hrabstwo Runnels,2.72208e+09
Condado de Runnels,2.72208e+09
"Раннелс (округ, Техас)",2.72208e+09
兰纳尔斯县 (德克萨斯州),2.72208e+09
Shunchang,1.985e+09
Xian de Shunchang,1.985e+09
順昌県,1.985e+09
顺昌县,1.985e+09
Shunchang County,1.985e+09
Zhenxiong,3.785e+09
Xian de Zhenxiong,3.785e+09
鎮雄県,3.785e+09
镇雄县,3.785e+09
Zhenxiong County,3.785e+09
"Boyd County, Kentucky",4.14398e+08
مقاطعة بويد (كنتاكي),4.14398e+08
Boyd County (Kentucky),4.14398e+08
Condado de Boyd (Kentucky),4.14398e+08
Comté de Boyd (Kentucky),4.14398e+08
Contea di Boyd (Kentucky),4.14398e+08
ボイド郡 (ケンタッキー州),4.14398e+08
Boyd County (Kentucky),4.14398e+08
Hrabstwo Boyd (Kentucky),4.14398e+08
Condado de Boyd (Kentucky),4.14398e+08
"Бойд (округ, Кентукки)",4.14398e+08
博伊德縣 (肯塔基州),4.14398e+08
"Cumberland County, Pennsylvania",1.41154e+09
مقاطعة كمبرلاند (بنسيلفانيا),1.41154e+09
Cumberland County (Pennsylvania),1.41154e+09
Condado de Cumberland (Pensilvania),1.41154e+09
Comté de Cumberland (Pennsylvanie),1.41154e+09
Contea di Cumberland (Pennsylvania),1.41154e+09
Cumberland County (Pennsylvania),1.41154e+09
カンバーランド郡 (ペンシルベニア州),1.41154e+09
Hrabstwo Cumberland (Pensylwania),1.41154e+09
Condado de Cumberland (Pensilvânia),1.41154e+09
"Камберленд (округ, Пенсильвания)",1.41154e+09
坎伯蘭縣 (賓夕法尼亞州),1.41154e+09
"De Baca County, New Mexico",6.01654e+09
مقاطعة دي باكا (نيومكسيكو),6.01654e+09
De Baca County,6.01654e+09
Condado de De Baca,6.01654e+09
Comté de De Baca,6.01654e+09
Contea di De Baca,6.01654e+09
デバカ郡 (ニューメキシコ州),6.01654e+09
De Baca County,6.01654e+09
Hrabstwo De Baca,6.01654e+09
Condado de De Baca,6.01654e+09
"Де-Бака (округ, Нью-Мексико)",6.01654e+09
迪巴卡縣,6.01654e+09
"Elbert County, Colorado",4.79407e+09
مقاطعة إلبيرت (كولورادو),4.79407e+09
Elbert County (Colorado),4.79407e+09
Condado de Elbert (Colorado),4.79407e+09
Comté d'Elbert (Colorado),4.79407e+09
Contea di Elbert (Colorado),4.79407e+09
エルバート郡 (コロラド州),4.79407e+09
Elbert County (Colorado),4.79407e+09
Hrabstwo Elbert (Kolorado),4.79407e+09
Condado de Elbert (Colorado),4.79407e+09
艾伯特縣 (科羅拉多州),4.79407e+09
"Элберт (округ, Колорадо)",4.79407e+09
"Lawrence County, Pennsylvania",9.27216e+08
مقاطعة لورنس (بنسيلفانيا),9.27216e+08
Lawrence County (Pennsylvania),9.27216e+08
Condado de Lawrence (Pensilvania),9.27216e+08
Comté de Lawrence (Pennsylvanie),9.27216e+08
Contea di Lawrence (Pennsylvania),9.27216e+08
Lawrence County (Pennsylvania),9.27216e+08
ローレンス郡 (ペンシルベニア州),9.27216e+08
Hrabstwo Lawrence (Pensylwania),9.27216e+08
Condado de Lawrence (Pensilvânia),9.27216e+08
"Лоренс (округ, Пенсильвания)",9.27216e+08
勞倫斯縣 (賓夕法尼亞州),9.27216e+08
"Lyon County, Kentucky",5.54257e+08
مقاطعة ليون (كنتاكي),5.54257e+08
Lyon County (Kentucky),5.54257e+08
Condado de Lyon (Kentucky),5.54257e+08
Comté de Lyon (Kentucky),5.54257e+08
Contea di Lyon (Kentucky),5.54257e+08
ライアン郡 (ケンタッキー州),5.54257e+08
Lyon County (Kentucky),5.54257e+08
Hrabstwo Lyon (Kentucky),5.54257e+08
Condado de Lyon (Kentucky),5.54257e+08
"Лайон (округ, Кентукки)",5.54257e+08
萊昂縣 (肯塔基州),5.54257e+08
"Newton County, Georgia",7.04477e+08
مقاطعة نيوتن (جورجيا),7.04477e+08
Newton County (Georgia),7.04477e+08
Condado de Newton (Georgia),7.04477e+08
Comté de Newton (Géorgie),7.04477e+08
Contea di Newton (Georgia),7.04477e+08
ニュートン郡 (ジョージア州),7.04477e+08
Newton County (Georgia),7.04477e+08
Hrabstwo Newton (Georgia),7.04477e+08
Condado de Newton (Geórgia),7.04477e+08
"Ньютон (округ, Джорджия)",7.04477e+08
牛頓縣 (喬治亞州),7.04477e+08
"Ottawa County, Ohio",6.60447e+08
مقاطعة أوتاوا (أوهايو),6.60447e+08
Ottawa County (Ohio),6.60447e+08
Condado de Ottawa (Ohio),6.60447e+08
Comté d'Ottawa (Ohio),6.60447e+08
Contea di Ottawa (Ohio),6.60447e+08
オタワ郡 (オハイオ州),6.60447e+08
Ottawa County (Ohio),6.60447e+08
Hrabstwo Ottawa (Ohio),6.60447e+08
Condado de Ottawa (Ohio),6.60447e+08
"Оттава (округ, Огайо)",6.60447e+08
渥太華縣 (俄亥俄州),6.60447e+08
"Pulaski County, Kentucky",1.70421e+09
مقاطعة بولاسكي (كنتاكي),1.70421e+09
Pulaski County (Kentucky),1.70421e+09
Condado de Pulaski (Kentucky),1.70421e+09
Comté de Pulaski (Kentucky),1.70421e+09
Contea di Pulaski (Kentucky),1.70421e+09
プラスキ郡 (ケンタッキー州),1.70421e+09
Pulaski County (Kentucky),1.70421e+09
Hrabstwo Pulaski (Kentucky),1.70421e+09
Condado de Pulaski (Kentucky),1.70421e+09
"Пьюласки (округ, Кентукки)",1.70421e+09
普瓦斯基縣 (肯塔基州),1.70421e+09
"San Joaquin County, California",3.60267e+09
مقاطعة سان هواكوين (كاليفورنيا),3.60267e+09
San Joaquin County,3.60267e+09
Condado de San Joaquín,3.60267e+09
Comté de San Joaquin,3.60267e+09
Contea di San Joaquin,3.60267e+09
San Joaquin County,3.60267e+09
サンホアキン郡 (カリフォルニア州),3.60267e+09
Hrabstwo San Joaquin,3.60267e+09
Condado de San Joaquin,3.60267e+09
Сан-Хоакин (округ),3.60267e+09
聖華金縣,3.60267e+09
"Scott County, Indiana",4.93134e+08
مقاطعة سكوت (إنديانا),4.93134e+08
Scott County (Indiana),4.93134e+08
Condado de Scott (Indiana),4.93134e+08
Comté de Scott (Indiana),4.93134e+08
Contea di Scott (Indiana),4.93134e+08
スコット郡 (インディアナ州),4.93134e+08
Scott County (Indiana),4.93134e+08
Condado de Scott (Indiana),4.93134e+08
Hrabstwo Scott (Indiana),4.93134e+08
"Скотт (округ, Индиана)",4.93134e+08
斯科特縣 (印地安納州),4.93134e+08
"St. Clair County, Alabama",1.63687e+09
مقاطعة سانت كلير (ألاباما),1.63687e+09
St. Clair County (Alabama),1.63687e+09
Condado de St. Clair (Alabama),1.63687e+09
Comté de Saint Clair (Alabama),1.63687e+09
Contea di St. Clair (Alabama),1.63687e+09
セントクレア郡 (アラバマ州),1.63687e+09
St. Clair County (Alabama),1.63687e+09
Hrabstwo St. Clair (Alabama),1.63687e+09
Condado de St. Clair (Alabama),1.63687e+09
"Сент-Клэр (округ, Алабама)",1.63687e+09
圣克莱尔县 (亚拉巴马州),1.63687e+09
"Surry County, North Carolina",1.37787e+09
مقاطعة سوري (كارولاينا الشمالية),1.37787e+09
Surry County (North Carolina),1.37787e+09
Condado de Surry (Carolina del Norte),1.37787e+09
Comté de Surry (Caroline du Nord),1.37787e+09
Contea di Surry (Carolina del Nord),1.37787e+09
Surry County (North Carolina),1.37787e+09
サリー郡 (ノースカロライナ州),1.37787e+09
Hrabstwo Surry (Karolina Północna),1.37787e+09
Condado de Surry (Carolina do Norte),1.37787e+09
"Сарри (округ, Северная Каролина)",1.37787e+09
薩里縣 (北卡羅萊納州),1.37787e+09
Mannar District,1.88e+09
Mannar (Distrikt),1.88e+09
Distrito de Mannar,1.88e+09
Distretto di Mannar,1.88e+09
マンナール県,1.88e+09
Mannar (district),1.88e+09
Mannar (dystrykt),1.88e+09
Маннар (округ),1.88e+09
馬納爾區,1.88e+09
Alabama,1.31426e+11
ألاباما,1.31426e+11
Alabama,1.31426e+11
Alabama,1.31426e+11
Alabama,1.31426e+11
Alabama,1.31426e+11
アラバマ州,1.31426e+11
Alabama,1.31426e+11
Alabama,1.31426e+11
Alabama,1.31426e+11
Алабама,1.31426e+11
亚拉巴马州,1.31426e+11
Alaska,1.48135e+12
ألاسكا,1.48135e+12
Alaska,1.48135e+12
Alaska,1.48135e+12
Alaska,1.48135e+12
Alaska,1.48135e+12
アラスカ州,1.48135e+12
Alaska,1.48135e+12
Alaska,1.48135e+12
Alasca,1.48135e+12
Аляска,1.48135e+12
阿拉斯加州,1.48135e+12
Arkansas,1.34856e+11
أركنساس,1.34856e+11
Arkansas,1.34856e+11
Arkansas,1.34856e+11
Arkansas,1.34856e+11
Arkansas,1.34856e+11
アーカンソー州,1.34856e+11
Arkansas (staat),1.34856e+11
Arkansas,1.34856e+11
Arkansas,1.34856e+11
Арканзас,1.34856e+11
阿肯色州,1.34856e+11
California,4.03932e+11
كاليفورنيا,4.03932e+11
Kalifornien,4.03932e+11
California,4.03932e+11
Californie,4.03932e+11
California,4.03932e+11
カリフォルニア州,4.03932e+11
Californië,4.03932e+11
Kalifornia,4.03932e+11
Califórnia,4.03932e+11
Калифорния,4.03932e+11
加利福尼亚州,4.03932e+11
Colorado,2.68875e+11
كولورادو,2.68875e+11
Colorado,2.68875e+11
Colorado,2.68875e+11
Colorado,2.68875e+11
Colorado,2.68875e+11
コロラド州,2.68875e+11
Colorado (staat),2.68875e+11
Kolorado,2.68875e+11
Colorado,2.68875e+11
Колорадо,2.68875e+11
科羅拉多州,2.68875e+11
Connecticut,1.2559e+10
كونيتيكت,1.2559e+10
Connecticut,1.2559e+10
Connecticut,1.2559e+10
Connecticut,1.2559e+10
Connecticut,1.2559e+10
コネチカット州,1.2559e+10
Connecticut,1.2559e+10
Connecticut,1.2559e+10
Connecticut,1.2559e+10
Коннектикут,1.2559e+10
康乃狄克州,1.2559e+10
County Fermanagh,1.691e+09
مقاطعة فيرماناغ,1.691e+09
County Fermanagh,1.691e+09
Condado de Fermanagh,1.691e+09
Comté de Fermanagh,1.691e+09
Fermanagh,1.691e+09
County Fermanagh,1.691e+09
ファーマナ州,1.691e+09
Fermanagh,1.691e+09
Condado de Fermanagh,1.691e+09
Фермана,1.691e+09
弗馬納郡,1.691e+09
Delaware,5.068e+09
ديلوير,5.068e+09
Delaware,5.068e+09
Delaware,5.068e+09
Delaware,5.068e+09
Delaware,5.068e+09
デラウェア州,5.068e+09
Delaware,5.068e+09
Delaware,5.068e+09
Delaware,5.068e+09
Делавэр,5.068e+09
特拉华州,5.068e+09
Hawaii,1.6638e+10
هاواي,1.6638e+10
Hawaii,1.6638e+10
Hawái,1.6638e+10
Hawaï,1.6638e+10
Hawaii,1.6638e+10
ハワイ州,1.6638e+10
Hawaje,1.6638e+10
Hawaï,1.6638e+10
Havaí,1.6638e+10
Гавайи,1.6638e+10
夏威夷州,1.6638e+10
Idaho,2.145e+11
أيداهو,2.145e+11
Idaho,2.145e+11
Idaho,2.145e+11
Idaho,2.145e+11
Idaho,2.145e+11
アイダホ州,2.145e+11
Idaho,2.145e+11
Idaho,2.145e+11
Idaho,2.145e+11
Айдахо,2.145e+11
爱达荷州,2.145e+11
Illinois,1.43968e+11
إلينوي,1.43968e+11
Illinois,1.43968e+11
Illinois,1.43968e+11
Illinois,1.43968e+11
Illinois,1.43968e+11
イリノイ州,1.43968e+11
Illinois (staat),1.43968e+11
Illinois,1.43968e+11
Illinois,1.43968e+11
Иллинойс,1.43968e+11
伊利诺伊州,1.43968e+11
"Jackson County, Michigan",1.81817e+09
مقاطعة جاكسون (ميشيغان),1.81817e+09
Jackson County (Michigan),1.81817e+09
Condado de Jackson (Míchigan),1.81817e+09
Comté de Jackson (Michigan),1.81817e+09
Contea di Jackson (Michigan),1.81817e+09
ジャクソン郡 (ミシガン州),1.81817e+09
Jackson County (Michigan),1.81817e+09
Hrabstwo Jackson (Michigan),1.81817e+09
Condado de Jackson (Michigan),1.81817e+09
"Джексон (округ, Мичиган)",1.81817e+09
杰克逊县 (密歇根州),1.81817e+09
Kansas,2.11754e+11
كانساس,2.11754e+11
Kansas,2.11754e+11
Kansas,2.11754e+11
Kansas,2.11754e+11
Kansas,2.11754e+11
カンザス州,2.11754e+11
Kansas (staat),2.11754e+11
Kansas,2.11754e+11
Kansas,2.11754e+11
Канзас,2.11754e+11
堪薩斯州,2.11754e+11
Kentucky,1.02895e+11
كنتاكي,1.02895e+11
Kentucky,1.02895e+11
Kentucky,1.02895e+11
Kentucky,1.02895e+11
Kentucky,1.02895e+11
ケンタッキー州,1.02895e+11
Kentucky,1.02895e+11
Kentucky,1.02895e+11
Kentucky,1.02895e+11
Кентукки,1.02895e+11
肯塔基州,1.02895e+11
Louisiana,1.12927e+11
لويزيانا,1.12927e+11
Louisiana,1.12927e+11
Luisiana,1.12927e+11
Louisiane,1.12927e+11
Louisiana,1.12927e+11
ルイジアナ州,1.12927e+11
Louisiana (staat),1.12927e+11
Luizjana,1.12927e+11
Luisiana,1.12927e+11
Луизиана,1.12927e+11
路易斯安那州,1.12927e+11
Maine,8.0005e+10
مين,8.0005e+10
Maine,8.0005e+10
Maine,8.0005e+10
Maine (États-Unis),8.0005e+10
Maine,8.0005e+10
メイン州,8.0005e+10
Maine,8.0005e+10
Maine,8.0005e+10
Maine,8.0005e+10
Мэн (штат),8.0005e+10
缅因州,8.0005e+10
Maryland,2.5314e+10
ماريلاند,2.5314e+10
Maryland,2.5314e+10
Maryland,2.5314e+10
Maryland,2.5314e+10
Maryland,2.5314e+10
メリーランド州,2.5314e+10
Maryland,2.5314e+10
Maryland,2.5314e+10
Maryland,2.5314e+10
Мэриленд,2.5314e+10
马里兰州,2.5314e+10
Minnesota,2.06375e+11
مينيسوتا,2.06375e+11
Minnesota,2.06375e+11
Minnesota,2.06375e+11
Minnesota,2.06375e+11
Minnesota,2.06375e+11
ミネソタ州,2.06375e+11
Minnesota,2.06375e+11
Minnesota,2.06375e+11
Minnesota,2.06375e+11
Миннесота,2.06375e+11
明尼蘇達州,2.06375e+11
Missouri,1.78455e+11
ميزوري,1.78455e+11
Missouri,1.78455e+11
Misuri,1.78455e+11
Missouri (État),1.78455e+11
Missouri,1.78455e+11
ミズーリ州,1.78455e+11
Missouri (staat),1.78455e+11
Missouri,1.78455e+11
Missouri,1.78455e+11
Миссури (штат),1.78455e+11
密蘇里州,1.78455e+11
Montana,3.76978e+11
مونتانا,3.76978e+11
Montana,3.76978e+11
Montana,3.76978e+11
Montana,3.76978e+11
Montana,3.76978e+11
モンタナ州,3.76978e+11
Montana (staat),3.76978e+11
Montana,3.76978e+11
Montana,3.76978e+11
Монтана,3.76978e+11
蒙大拿州,3.76978e+11
Nebraska,1.99099e+11
نبراسكا,1.99099e+11
Nebraska,1.99099e+11
Nebraska,1.99099e+11
Nebraska,1.99099e+11
Nebraska,1.99099e+11
ネブラスカ州,1.99099e+11
Nebraska,1.99099e+11
Nebraska,1.99099e+11
Nebraska,1.99099e+11
Небраска,1.99099e+11
內布拉斯加州,1.99099e+11
Nevada,2.84396e+11
نيفادا,2.84396e+11
Nevada,2.84396e+11
Nevada,2.84396e+11
Nevada,2.84396e+11
Nevada,2.84396e+11
ネバダ州,2.84396e+11
Nevada (staat),2.84396e+11
Nevada,2.84396e+11
Nevada,2.84396e+11
Невада,2.84396e+11
内华达州,2.84396e+11
New Jersey,1.90473e+10
نيوجيرسي,1.90473e+10
New Jersey,1.90473e+10
Nueva Jersey,1.90473e+10
New Jersey,1.90473e+10
New Jersey,1.90473e+10
ニュージャージー州,1.90473e+10
New Jersey,1.90473e+10
New Jersey,1.90473e+10
Nova Jérsia,1.90473e+10
Нью-Джерси,1.90473e+10
新泽西州,1.90473e+10
New Mexico,3.1459e+11
نيومكسيكو,3.1459e+11
New Mexico,3.1459e+11
Nuevo México,3.1459e+11
Nouveau-Mexique,3.1459e+11
Nuovo Messico,3.1459e+11
ニューメキシコ州,3.1459e+11
New Mexico,3.1459e+11
Nowy Meksyk,3.1459e+11
Novo México,3.1459e+11
Нью-Мексико,3.1459e+11
新墨西哥州,3.1459e+11
North Carolina,1.26161e+11
كارولاينا الشمالية,1.26161e+11
North Carolina,1.26161e+11
Carolina del Norte,1.26161e+11
Caroline du Nord,1.26161e+11
Carolina del Nord,1.26161e+11
ノースカロライナ州,1.26161e+11
North Carolina,1.26161e+11
Karolina Północna,1.26161e+11
Carolina do Norte,1.26161e+11
Северная Каролина,1.26161e+11
北卡罗来纳州,1.26161e+11
North Dakota,1.78839e+11
داكوتا الشمالية,1.78839e+11
North Dakota,1.78839e+11
Dakota del Norte,1.78839e+11
Dakota du Nord,1.78839e+11
Dakota del Nord,1.78839e+11
ノースダコタ州,1.78839e+11
North Dakota,1.78839e+11
Dakota Północna,1.78839e+11
Dakota do Norte,1.78839e+11
Северная Дакота,1.78839e+11
北达科他州,1.78839e+11
Ohio,1.06156e+11
أوهايو,1.06156e+11
Ohio,1.06156e+11
Ohio,1.06156e+11
Ohio,1.06156e+11
Ohio,1.06156e+11
オハイオ州,1.06156e+11
Ohio (staat),1.06156e+11
Ohio,1.06156e+11
Ohio,1.06156e+11
Огайо,1.06156e+11
俄亥俄州,1.06156e+11
Oklahoma,1.78023e+11
أوكلاهوما,1.78023e+11
Oklahoma,1.78023e+11
Oklahoma,1.78023e+11
Oklahoma,1.78023e+11
Oklahoma,1.78023e+11
オクラホマ州,1.78023e+11
Oklahoma,1.78023e+11
Oklahoma,1.78023e+11
Oklahoma,1.78023e+11
Оклахома,1.78023e+11
奧克拉荷馬州,1.78023e+11
Pennsylvania,1.16074e+11
بنسيلفانيا,1.16074e+11
Pennsylvania,1.16074e+11
Pensilvania,1.16074e+11
Pennsylvanie,1.16074e+11
Pennsylvania,1.16074e+11
ペンシルベニア州,1.16074e+11
Pennsylvania,1.16074e+11
Pensylwania,1.16074e+11
Pensilvânia,1.16074e+11
Пенсильвания,1.16074e+11
宾夕法尼亚州,1.16074e+11
Rhode Island,2.70654e+09
رود آيلاند,2.70654e+09
Rhode Island,2.70654e+09
Rhode Island,2.70654e+09
Rhode Island,2.70654e+09
Rhode Island,2.70654e+09
ロードアイランド州,2.70654e+09
Rhode Island (staat),2.70654e+09
Rhode Island,2.70654e+09
Rhode Island,2.70654e+09
Род-Айленд,2.70654e+09
羅德島州,2.70654e+09
South Carolina,7.7982e+10
كارولاينا الجنوبية,7.7982e+10
South Carolina,7.7982e+10
Carolina del Sur,7.7982e+10
Caroline du Sud,7.7982e+10
Carolina del Sud,7.7982e+10
サウスカロライナ州,7.7982e+10
South Carolina,7.7982e+10
Karolina Południowa,7.7982e+10
Carolina do Sul,7.7982e+10
Южная Каролина,7.7982e+10
南卡罗来纳州,7.7982e+10
South Dakota,1.9635e+11
داكوتا الجنوبية,1.9635e+11
South Dakota,1.9635e+11
Dakota del Sur,1.9635e+11
Dakota du Sud,1.9635e+11
Dakota del Sud,1.9635e+11
サウスダコタ州,1.9635e+11
South Dakota,1.9635e+11
Dakota Południowa,1.9635e+11
Dakota do Sul,1.9635e+11
Южная Дакота,1.9635e+11
南达科他州,1.9635e+11
Ampara District,4.222e+09
Ampara (Distrikt),4.222e+09
Distrito de Ampara,4.222e+09
Ampara (district),4.222e+09
Distretto di Ampara,4.222e+09
アンパーラ県,4.222e+09
Ampara (district),4.222e+09
Ampara (dystrykt),4.222e+09
Ампара (округ),4.222e+09
安帕賴區,4.222e+09
Colombo District,6.76e+08
Colombo (Distrikt),6.76e+08
Distrito de Colombo,6.76e+08
Distretto di Colombo,6.76e+08
Colombo (district),6.76e+08
コロンボ県,6.76e+08
Colombo (district),6.76e+08
Коломбо (округ),6.76e+08
可倫坡區,6.76e+08
Gampaha District,1.341e+09
Gampaha (Distrikt),1.341e+09
Distrito de Gampaha,1.341e+09
Distretto di Gampaha,1.341e+09
Gampaha (district),1.341e+09
ガンパハ県,1.341e+09
Gampaha (district),1.341e+09
Гампаха (округ),1.341e+09
加姆珀哈區,1.341e+09
Kalutara District,1.576e+09
Kalutara (Distrikt),1.576e+09
Distrito de Kalutara,1.576e+09
Kalutara (district),1.576e+09
Distretto di Kalutara,1.576e+09
カルタラ県,1.576e+09
Kalutara (district),1.576e+09
Калутара (округ),1.576e+09
卡盧特勒區,1.576e+09
Mombasa County,2.297e+08
Mombasa County,2.297e+08
Condado de Mombasa,2.297e+08
Mombasa (comté du Kenya),2.297e+08
モンバサ (カウンティ),2.297e+08
Mombassa County,2.297e+08
蒙巴萨县,2.297e+08
"Petroleum County, Montana",4.28643e+09
مقاطعة بتروليوم (مونتانا),4.28643e+09
Petroleum County,4.28643e+09
Condado de Petroleum,4.28643e+09
Comté de Petroleum,4.28643e+09
Contea di Petroleum,4.28643e+09
ペトローリアム郡 (モンタナ州),4.28643e+09
Petroleum County,4.28643e+09
Hrabstwo Petroleum,4.28643e+09
Condado de Petroleum,4.28643e+09
石油縣 (蒙大拿州),4.28643e+09
"Петролеум (округ, Монтана)",4.28643e+09
Vlașca County,4.494e+09
Vlașca,4.494e+09
Tutova County,2.498e+09
"Acadia Parish, Louisiana",1.69644e+09
مقاطعة أكاديا (لويزيانا),1.69644e+09
Acadia Parish,1.69644e+09
Parroquia de Acadia,1.69644e+09
Paroisse de l'Acadie,1.69644e+09
Parrocchia di Acadia,1.69644e+09
アカディア郡 (ルイジアナ州),1.69644e+09
Acadia Parish,1.69644e+09
Parafia Acadia,1.69644e+09
Paróquia de Acádia,1.69644e+09
阿卡迪亚教区,1.69644e+09
"Акейдия (приход, Луизиана)",1.69644e+09
"Alachua County, Florida",2.26624e+09
مقاطعة ألاتشوا (فلوريدا),2.26624e+09
Alachua County,2.26624e+09
Condado de Alachua,2.26624e+09
Comté d'Alachua,2.26624e+09
Contea di Alachua,2.26624e+09
Alachua County,2.26624e+09
アラチュア郡 (フロリダ州),2.26624e+09
Hrabstwo Alachua,2.26624e+09
Condado de Alachua,2.26624e+09
"Алачуа (округ, Флорида)",2.26624e+09
阿拉楚阿縣 (佛羅里達州),2.26624e+09
"Albany County, New York",1.35456e+09
مقاطعة ألباني (نيويورك),1.35456e+09
Albany County (New York),1.35456e+09
Condado de Albany (Nueva York),1.35456e+09
Contea di Albany (New York),1.35456e+09
Comté d'Albany (New York),1.35456e+09
Albany County (New York),1.35456e+09
オールバニ郡 (ニューヨーク州),1.35456e+09
Hrabstwo Albany (Nowy Jork),1.35456e+09
Condado de Albany (Nova Iorque),1.35456e+09
"Олбани (округ, Нью-Йорк)",1.35456e+09
奧爾巴尼縣 (紐約州),1.35456e+09
"Allen County, Kansas",1.29499e+09
مقاطعة ألين (كانساس),1.29499e+09
Allen County (Kansas),1.29499e+09
Condado de Allen (Kansas),1.29499e+09
Comté d'Allen (Kansas),1.29499e+09
Contea di Allen (Kansas),1.29499e+09
アレン郡 (カンザス州),1.29499e+09
Allen County (Kansas),1.29499e+09
Hrabstwo Allen (Kansas),1.29499e+09
Condado de Allen (Kansas),1.29499e+09
"Аллен (округ, Канзас)",1.29499e+09
艾倫縣 (堪薩斯州),1.29499e+09
"Anderson County, Kansas",1.50219e+09
مقاطعة أندرسون (كانساس),1.50219e+09
Anderson County (Kansas),1.50219e+09
Condado de Anderson (Kansas),1.50219e+09
Comté d'Anderson (Kansas),1.50219e+09
Contea di Anderson (Kansas),1.50219e+09
アンダーソン郡 (カンザス州),1.50219e+09
Anderson County (Kansas),1.50219e+09
Hrabstwo Anderson (Kansas),1.50219e+09
Condado de Anderson (Kansas),1.50219e+09
"Андерсон (округ, Канзас)",1.50219e+09
安德森縣 (堪薩斯州),1.50219e+09
"Atchison County, Kansas",1.11628e+09
مقاطعة أتشيسون (كانساس),1.11628e+09
Atchison County (Kansas),1.11628e+09
Condado de Atchison (Kansas),1.11628e+09
Comté d'Atchison (Kansas),1.11628e+09
Contea di Atchison (Kansas),1.11628e+09
アッチソン郡 (カンザス州),1.11628e+09
Atchison County (Kansas),1.11628e+09
Hrabstwo Atchison (Kansas),1.11628e+09
Condado de Atchison (Kansas),1.11628e+09
"Атчисон (округ, Канзас)",1.11628e+09
艾奇遜縣 (堪薩斯州),1.11628e+09
"Augusta County, Virginia",2.50452e+09
مقاطعة أوغوستا (فيرجينيا),2.50452e+09
Augusta County,2.50452e+09
Condado de Augusta,2.50452e+09
Comté d'Augusta,2.50452e+09
Contea di Augusta,2.50452e+09
Augusta County,2.50452e+09
オーガスタ郡 (バージニア州),2.50452e+09
Hrabstwo Augusta,2.50452e+09
Condado de Augusta,2.50452e+09
"Огаста (округ, Виргиния)",2.50452e+09
奧古斯塔縣 (維吉尼亞州),2.50452e+09
"Avon, Colorado",2.07e+07
أفون (كولورادو),2.07e+07
Avon (Colorado),2.07e+07
Avon (Colorado),2.07e+07
Avon (Colorado),2.07e+07
Avon (Kolorado),2.07e+07
Avon (Colorado),2.07e+07
雅芳 (科罗拉多州),2.07e+07
"Avon, Colorado",2.07199e+07
أفون (كولورادو),2.07199e+07
Avon (Colorado),2.07199e+07
Avon (Colorado),2.07199e+07
Avon (Colorado),2.07199e+07
Avon (Kolorado),2.07199e+07
Avon (Colorado),2.07199e+07
雅芳 (科罗拉多州),2.07199e+07
"Baltimore County, Maryland",1.54881e+09
مقاطعة بالتيمور (ماريلاند),1.54881e+09
Baltimore County,1.54881e+09
Condado de Baltimore,1.54881e+09
