http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Condado de Adams (Illinois),2138912045
洛朗第,19619404298
North Dakota,174883582635
アンテロープ郡,2296544666
مقاطعة بانديرا (تكساس),2060347357
Capitale-Nationale,17982765121
アラスカ州,1517478483236
Хамарёй,958019521
Эйер,606426936
Фуснес,472059505
Adair County (Kentucky),1040457082
ビッグホーン郡 (ワイオミング州),8174075522
Hrabstwo Thomas (Kansas),2828737494
ベルナリオ郡 (ニューメキシコ州),2895194041
Råde,104577635
Contea di Douglas (Kansas),1128926204
"Atchison County, Missouri",1381321025
Condado de Bon Homme,1461636544
Folldal (gemeente),1284771563
Kalutara (Distrikt),1600503031
Skjåk,1938462173
Tønsberg,108438105
Parrocchia di Bossier,2112283443
Condado de Amelia,874615136
Comté de Bath (Kentucky),728432831
Condado de Atascosa,3258676692
洛帕,643954897
Rhode Island,2690649781
松達倫,215853322
Condado de Boyd (Kentucky),416548839
مقاطعة بينغهام (أيداهو),5565080343
مقاطعة بيب (جورجيا),672921408
Фрогн,83820510
Osen (Noorwegen),361075203
Birkenes,628128496
Dakota Południowa,200182230771
مقاطعة روش (كانساس),1787277195
Condado de Morris (Kansas),1791251898
Norddal,887945434
Gamvik,1367735483
Sortland,730859535
Condado de Huron (Michigan),2147409372
"Baker County, Georgia",924478998
Holtålen,1140053808
Osterøy,248633442
阿肯色州,140677068930
"St. Clair County, Alabama",1640803862
Tromsø,2407569851
Lærdal,1309409216
Condado de Albemarle,1907446063
Lillehammer,444692864
Condado de Surry (Carolina del Norte),1382229285
Amherst County,1219064436
Nord-Aurdal,840051534
Ellis County (Kansas),2438801968
博蒂諾縣 (北達科他州),4270115195
"Amador County, California",1540737452
Hrabstwo Big Stone,1262039744
Condado de Benson,3643933185
Вестнес,331559817
Sandøy,19658941
Parrocchia di Avoyelles,2112215931
謝爾沃于,441205168
アレンデール郡 (サウスカロライナ州),1014552310
比弗黑德縣,13809181514
Flekkefjord,489153229
Snillfjord,471147742
Condado de Atoka,2518310720
Søndre Land,670936032
"Benton County, Oregon",1734829548
Condado de Alpine,1825451358
Narwik,1970108524
ブリストル郡 (マサチューセッツ州),1401278730
Gaspésie–Îles-de-la-Madeleine,20537867945
Bø (Telemark),255717793
ヘイヤンゲル,830197901
Evje og Hornnes,534086082
ディケーター郡 (カンザス州),2216539522
Distretto di Gampaha,1308852749
チェルスン,312905233
Volda,541342096
Inderøy,358789546
Lillehammer,448390418
ブレイン郡 (オクラホマ州),2319783646
مقاطعة ميامي (كانساس),1483885044
Drangedal,963777997
Inyo County,25796467303
博斯基縣 (德克薩斯州),2662747262
Røyken,106569864
Vestnes,351573367
Lebesby,3287040206
烏塔韋區,31517555454
كاراشوك,5427341038
"Crawford County, Kansas",1589247574
Ibestad (gemeente),229203740
Condado de Boyle,448081490
Vestvågøy,413947563
Hrabstwo Antigonish,1397262739
Selbu,1115753858
Вегорсхей,325270124
Tokke,907287062
Nevada,288252834022
Nore og Uvdal,2178165015
Abbeville County,1311789939
Oklahoma,183876579821
阿米利亞縣 (維吉尼亞州),895806552
Flesberg,532072492
Хаммерфест,795812963
Hrabstwo Barnwell,1357497942
Nittedal,176220806
Brazos County,1530096968
Sandefjord,115307083
Parafia Avoyelles,2152034042
タラデガ郡 (アラバマ州),1921910039
アデア郡 (ケンタッキー州),1012078595
Bindal,1136276026
雷爾菲尤爾,435893754
"Бентон (округ, Миннесота)",1067848713
Gmina Sula,58062358
Meldal,563277071
"Anderson County, South Carolina",1927286251
Lunner,281487893
Boone County (Iowa),1548328791
Kviteseid,600167687
Ампара (округ),4111785346
アダムズ郡 (ペンシルベニア州),1343556233
"Bristol County, Rhode Island",62253815
Archer County,2414529596
"Atascosa County, Texas",3115137492
Gjemnes,354622524
Condado de Gray (Kansas),2206684116
Holmestrand (gemeente),86975799
"Берген (округ, Нью-Джерси)",614519087
Roan,360434701
ミード郡 (カンザス州),2626558575
Big Stone County,1310926919
Comté de Kiowa (Kansas),1851734750
Трикомали (округ),2617181294
Karasjok (gemeente),4998519148
Hemne,653281707
シスキュー郡 (カリフォルニア州),15604264579
Contea di Comanche (Kansas),1974257959
Austevoll,108712141
布魯斯德縣 (德克薩斯州),15742705689
阿索廷县 (华盛顿州),1706183826
アレン郡 (ケンタッキー州),916635654
Bladen County,2363106563
Sigdal,831629984
艾倫縣 (俄亥俄州),1009030556
Lindås,442021003
亞歷山大縣 (伊利諾伊州),640824833
"Белтрами (округ, Миннесота)",6323510698
"Allegheny County, Pennsylvania",1896255031
"Rensselaer County, New York",1758722032
莫迪姆,460670556
مقاطعة بون (آيوا),1538789610
Comté de Cook (Illinois),2463267544
Seward County (Kansas),1730565043
Ohio,101045942676
Lavangen,291456106
"Бентон (округ, Миссури)",1796594899
ラッシュ郡 (カンザス州),1814145737
Fusa,338966041
Bracken County,557836147
Hrabstwo Osborne,2383016227
Condado de Berkeley (Virginia Occidental),821655246
Contea di Bedford (Pennsylvania),2684282000
Contea di Boone (Kentucky),623138111
"Labette County, Kansas",1652958830
Gildeskål,636683920
Comté de Franklin (Kansas),1450493949
Fusa,359363959
Hrabstwo Bradford (Pensylwania),3116346673
Stryn,1287940684
Califórnia,416412988648
Mono County,7652679929
Condado de Benton (Arkansas),2272095435
Gjerdrum,78983442
Nesseby,1349978776
Contea di Cherokee (Kansas),1564915227
本頓縣 (愛阿華州),1944844981
Fedje,8873635
Flatanger,433223535
Эльверум,1196890244
Hrabstwo Bedford (Pensylwania),2632107521
Fermanagh,1665514190
斯圖達爾,241861218
Bolivar County,2215176205
Hrabstwo Bibb (Alabama),1635711936
Hrabstwo Beaver (Oklahoma),4874218426
Steinkjer (gemeente),1476952729
Leka,104807328
مقاطعة بلونت (تينيسي),1430128533
مقاطعة فورد (كانساس),2814724185
Lærdal,1273972146
Contea di Belmont,1422107934
Vestnes,364207260
Kristiansund,84002191
Andøy,599826325
ベッドフォード郡 (バージニア州),1966683753
"Marion County, Kansas",2359772433
Fjell,138477389
Contea di Bernalillo,3002225729
Nittedal,174128711
Comté de Belmont,1426990071
مقاطعة أدير (كنتاكي),1099796451
阿倫達縣 (南卡羅萊納州),1091055230
Baldwin County (Georgia),659305634
Gloppen,919247026
Contea di Rice (Kansas),1837031365
アルコナ郡 (ミシガン州),1813969119
Borough des Aléoutiennes orientales,18751298637
Condado de Bonneville,5066662128
"Carter County, Tennessee",926389695
Hrabstwo Benton (Oregon),1741655874
Tjeldsund,321212871
"Washington County, Kansas",2401632099
Fjell,145112974
Nord-Odal,455526228
Comté de Bent,4066783078
Nittedal,173987010
Alstahaug,191195302
Levanger,634705992
Sherman County (Kansas),2614011518
Comté de Renfrew,7488772181
"Ashtabula County, Ohio",1825048008
Øksnes,304698987
哈爾薩,290769206
Hrabstwo Alger,2332060248
加姆珀哈區,1367803914
توكه,920251554
Klepp,103357208
Condado de Talladega,1982306666
Contea di Edwards (Kansas),1566157035
Condado de Adams (Washington),5060297254
Arkansas,140309532830
Risør,182893704
"Benton County, Iowa",1827576471
Condado de San Joaquin,3462692690
Melhus,678543036
Nesset,949683224
Meade County (Kansas),2593130808
ベントン郡 (ミネソタ州),1024181494
Chase County (Kansas),2012799728
Lawrence County (Indiana),1213525584
Angelina County,2045620424
مقاطعة هاسكيل (كانساس),1532743779
Condado de LaPorte,1513136709
Rissa (Noorwegen),606984958
Condado de Comanche (Kansas),2050770564
Leira,888741121
Austrheim,56208583
Meløy,800447733
Bedford County (Tennessee),1200547602
"Adams County, Ohio",1509111632
Tynset,1852319014
Клепп,99571765
Comté de Benton (Arkansas),2210335233
"Rauma, Norway",1378362719
Condado de Blanco,1767106740
Avoyelles Parish,2153201872
