http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
مقاطعة لابيت (كانساس),1752447236
Condado de Siskiyou,18095765101
Trøgstad,158412757
Hrabstwo Westmorland,3481068855
博肯,40008981
Condado de Baltimore,1307634668
Ås,98786487
Smøla,298645951
مقاطعة بيتز (ميزوري),2540503724
內布拉斯加州,184524548969
Askøy,99053128
Molde,317698036
Contea di Baca,7237649548
Hemsedal,716483119
Лёдинген,504704798
Нуре-ог-Увдал,2462768991
貝縣 (密歇根州),1051073461
巴爾斯菲尤爾,1669728858
Solund,176936653
Andøy,693573365
"Angelina County, Texas",1988403110
Lennox and Addington County,2734326091
Ål (gemeente),1049247340
Grong,1116191055
Condado de Atlantic,1583758372
Bastrop County,2631702845
Attala County,1970999953
Melhus,668267061
Harvey County,1642478991
مقاطعة بيوريغارد,3305211858
"Ottawa County, Kansas",1844780765
Hof (Norwegia),131170967
Contea di Pulaski (Indiana),1097483242
Maryland,21171270984
Steigen,890365381
"Lawrence County, Indiana",1386980483
Nord-Fron,1041010600
多尼芬縣 (堪薩斯州),1225845326
"Thomas County, Kansas",2749931343
Contea di Stanton (Kansas),1890386006
艾于蘭,1462839096
Comté d'Albemarle,1515362669
Malvik,165992599
Rømskog,144044578
Хьельсунн,268609381
Bamble,299796195
Kristiansund,73652161
Южная Каролина,67357522094
比佛縣 (賓夕法尼亞州),1053817910
アルーストック郡 (メイン州),17774659545
Contea di Albany (Wyoming),9233196489
安德于,636344370
Røros,1895271237
Contea di Meade (Kansas),2721956458
Bollinger County,1408003428
"Одюбон (округ, Айова)",1070489487
Rælingen,59909492
Лексвик,426162852
Karlsøy,1030703417
Marker (Norvegia),393063465
杰佛逊堂区 (路易斯安那州),745022715
Улленсакер,241409920
Vevelstad,532403772
Vadsø,1100536751
Namdalseid,664948263
Herøy (Nordland),63836796
"Расселл (округ, Канзас)",2671955960
尼歐肖縣 (堪薩斯州),1408711171
Contea di Allen (Kansas),1278519073
Hrabstwo Adams (Ohio),1673491053
Contea di DuPage,926931174
Flå,812337439
Øyer,716768077
New Mexico,351000703667
Гамвик,1375367313
Contea di Benton (Washington),3865808564
Bø (Nordland),244506505
"Franklin County, Kansas",1382624934
Contea di Cowley,2805088029
Осерал,718687992
テュスフィヨール,1583101092
Virginia Occidental,53673579078
Ørsta,673469928
Rennebu,1010285885
Vega (Norwegia),148025895
Granvin,180734846
巴特勒縣 (堪薩斯州),4230791140
Lanark County,2934855090
Marnardal,342576400
Comté de Harper (Kansas),2031956242
兰纳尔斯县 (德克萨斯州),2975108367
Vågå,1105101432
"Andrew County, Missouri",1056523182
Inyo County,28898493003
Masfjorden,432527734
رينغساكر,1338504680
Eidskog,728380157
Kentucky,119450745507
Comté de Brevard,2192670278
Contea di Kings (Nuova Scozia),1756850923
Vik,794840644
古爾 (挪威),471219187
Comté de Berks,2531058104
Comté d'Elko,49118117885
Bradley County (Tennessee),925449035
布拉福縣 (賓夕法尼亞州),3033830517
Comté d'Annapolis,3075773447
Condado de Beaver (Oklahoma),5657121656
Xian de Pingtan,361860998
比縣 (德克薩斯州),2092835884
Comté de Kane (Illinois),1526355029
Hyllestad,215952294
Condado de Ada,2863814623
Gausdal,1297066908
Allegheny County,2131540601
アンドロスコッギン郡 (メイン州),1382968529
勒羅斯,1893901969
貝阿恩 (挪威),992281773
Bardu,2103332816
مقاطعة بركس (بنسيلفانيا),2425497527
Sogndal,776918983
Ордал,855021571
Lebesby,2955912444
Sør-Fron,620339807
Sørreisa (gemeente),370298591
Nesodden,67609541
"Беркс (округ, Пенсильвания)",2254676010
Contea di Arthur,2049017126
Fredrikstad,296557433
Condado de Adams (Illinois),2547045462
洛朗第,21657228225
North Dakota,208920046001
アンテロープ郡,2341679859
مقاطعة بانديرا (تكساس),2058433607
Capitale-Nationale,17458679989
アラスカ州,1660831685850
Хамарёй,883668672
Эйер,642971857
Фуснес,426060895
Adair County (Kentucky),1172784323
ビッグホーン郡 (ワイオミング州),8691705521
Hrabstwo Thomas (Kansas),2638965596
ベルナリオ郡 (ニューメキシコ州),2374718002
Råde,106467614
Contea di Douglas (Kansas),1171972411
"Atchison County, Missouri",1254461829
Condado de Bon Homme,1255140009
Folldal (gemeente),1068859352
Kalutara (Distrikt),1257995666
Skjåk,2245172753
Tønsberg,94496855
Parrocchia di Bossier,1928194356
Condado de Amelia,945755208
Comté de Bath (Kentucky),699490083
Condado de Atascosa,3095502262
洛帕,654121831
Rhode Island,2633125087
松達倫,238687303
Condado de Boyd (Kentucky),445077778
مقاطعة بينغهام (أيداهو),4709697301
مقاطعة بيب (جورجيا),681900172
Фрогн,97312446
Osen (Noorwegen),359140692
Birkenes,563656206
Dakota Południowa,193509296782
مقاطعة روش (كانساس),2074419421
Condado de Morris (Kansas),1775674431
Norddal,879744479
Gamvik,1369545680
Sortland,634186063
Condado de Huron (Michigan),2059971401
"Baker County, Georgia",932380007
Holtålen,1231799726
Osterøy,233338246
阿肯色州,139688440045
"St. Clair County, Alabama",1502811792
Tromsø,2685567745
Lærdal,1341089973
Condado de Albemarle,1896554877
Lillehammer,457873755
Condado de Surry (Carolina del Norte),1528828152
Amherst County,1029509780
Nord-Aurdal,878405285
Ellis County (Kansas),2300376065
博蒂諾縣 (北達科他州),4341780205
"Amador County, California",1583433208
Hrabstwo Big Stone,1264190335
Condado de Benson,2960109264
Вестнес,340337021
Sandøy,20994307
Parrocchia di Avoyelles,1942546077
謝爾沃于,489636633
アレンデール郡 (サウスカロライナ州),890502130
比弗黑德縣,12745328737
Flekkefjord,454201598
Snillfjord,501955622
Condado de Atoka,2908323449
Søndre Land,764980459
"Benton County, Oregon",2045456296
Condado de Alpine,1637453854
Narwik,1907968603
ブリストル郡 (マサチューセッツ州),1588642133
Gaspésie–Îles-de-la-Madeleine,19401528319
Bø (Telemark),284320783
ヘイヤンゲル,708362639
Evje og Hornnes,466786901
ディケーター郡 (カンザス州),2045525457
Distretto di Gampaha,1227677609
チェルスン,285822276
Volda,513638991
Inderøy,330810589
Lillehammer,456285369
ブレイン郡 (オクラホマ州),2681559814
مقاطعة ميامي (كانساس),1401887775
Drangedal,1212096468
Inyo County,28707554785
博斯基縣 (德克薩斯州),2546435179
Røyken,117438950
Vestnes,326677081
Lebesby,3047183555
烏塔韋區,33703122587
كاراشوك,5030251122
"Crawford County, Kansas",1656559430
Ibestad (gemeente),210815838
Condado de Boyle,442903335
Vestvågøy,401547130
Hrabstwo Antigonish,1285311532
Selbu,1308369902
Вегорсхей,307045495
Tokke,823833337
Nevada,274392743350
Nore og Uvdal,2322231633
Abbeville County,1131727519
Oklahoma,209584090727
阿米利亞縣 (維吉尼亞州),849953766
Flesberg,562920398
Хаммерфест,744590309
Hrabstwo Barnwell,1493357210
Nittedal,171153248
Brazos County,1219170341
Sandefjord,100514050
Parafia Avoyelles,2322887556
タラデガ郡 (アラバマ州),1682974436
アデア郡 (ケンタッキー州),1071784584
Bindal,1103064801
雷爾菲尤爾,417792326
"Бентон (округ, Миннесота)",984409127
Gmina Sula,71183973
Meldal,567954961
"Anderson County, South Carolina",1648761641
Lunner,252349117
Boone County (Iowa),1298059566
Kviteseid,593701527
Ампара (округ),3807187627
アダムズ郡 (ペンシルベニア州),1586755134
"Bristol County, Rhode Island",58404092
Archer County,2537533938
"Atascosa County, Texas",2864581330
Gjemnes,329842818
Condado de Gray (Kansas),2236739599
Holmestrand (gemeente),87944867
"Берген (округ, Нью-Джерси)",625976394
Roan,347205233
ミード郡 (カンザス州),2627260702
Big Stone County,1228772677
Comté de Kiowa (Kansas),1603039399
Трикомали (округ),2373028127
Karasjok (gemeente),4384570303
Hemne,723774248
シスキュー郡 (カリフォルニア州),17063574772
Contea di Comanche (Kansas),1968485638
Austevoll,106300529
布魯斯德縣 (德克薩斯州),15670964954
阿索廷县 (华盛顿州),1604861376
アレン郡 (ケンタッキー州),1017434412
Bladen County,2462740053
Sigdal,720078933
艾倫縣 (俄亥俄州),821218843
Lindås,533250361
亞歷山大縣 (伊利諾伊州),582516956
"Белтрами (округ, Миннесота)",6974448642
"Allegheny County, Pennsylvania",1890374315
"Rensselaer County, New York",2036790332
莫迪姆,444580105
مقاطعة بون (آيوا),1337198552
Comté de Cook (Illinois),2336897766
Seward County (Kansas),2077312044
Ohio,124985974920
Lavangen,349932639
"Бентон (округ, Миссури)",1777948155
ラッシュ郡 (カンザス州),1768235036
Fusa,338048179
Bracken County,552766520
Hrabstwo Osborne,2759304521
Condado de Berkeley (Virginia Occidental),1025538780
Contea di Bedford (Pennsylvania),3281275873
Contea di Boone (Kentucky),504395457
"Labette County, Kansas",1492867466
Gildeskål,634134909
Comté de Franklin (Kansas),1463684826
Fusa,347965089
Hrabstwo Bradford (Pensylwania),3288385517
Stryn,1366586998
Califórnia,479064302070
Mono County,7256130400
Condado de Benton (Arkansas),2666830853
Gjerdrum,67498274
Nesseby,1636486597
Contea di Cherokee (Kansas),1762108643
本頓縣 (愛阿華州),2214357399
Fedje,8368091
Flatanger,420740695
Эльверум,1300965509
Hrabstwo Bedford (Pensylwania),2766323800
Fermanagh,1777625718
斯圖達爾,260095534
Bolivar County,2548299096
Hrabstwo Bibb (Alabama),1415051386
Hrabstwo Beaver (Oklahoma),4680207855
Steinkjer (gemeente),1324054185
Leka,113884179
مقاطعة بلونت (تينيسي),1527098401
مقاطعة فورد (كانساس),3152561379
Lærdal,1383877597
Contea di Belmont,1218419674
Vestnes,386943850
Kristiansund,92865773
Andøy,627762965
ベッドフォード郡 (バージニア州),1806146462
"Marion County, Kansas",1963098993
Fjell,146296069
Contea di Bernalillo,2952190439
Nittedal,189802647
Comté de Belmont,1751401266
مقاطعة أدير (كنتاكي),1111125940
阿倫達縣 (南卡羅萊納州),959240797
Baldwin County (Georgia),612619558
Gloppen,1055904425
Contea di Rice (Kansas),1880870014
アルコナ郡 (ミシガン州),1686525968
Borough des Aléoutiennes orientales,18536558670
Condado de Bonneville,5103956753
"Carter County, Tennessee",907960660
Hrabstwo Benton (Oregon),2015453172
Tjeldsund,355796891
"Washington County, Kansas",2613369804
Fjell,140623575
Nord-Odal,546194971
Comté de Bent,4335079856
Nittedal,192735658
Alstahaug,205575289
Levanger,751879399
Sherman County (Kansas),3267083809
Comté de Renfrew,8417054527
"Ashtabula County, Ohio",1708543230
Øksnes,257848141
哈爾薩,290124906
Hrabstwo Alger,2347517597
加姆珀哈區,1170894387
توكه,1043073627
Klepp,108433156
Condado de Talladega,1889485827
Contea di Edwards (Kansas),1269086029
Condado de Adams (Washington),5381663918
Arkansas,118631490092
Risør,183037097
"Benton County, Iowa",1609501604
Condado de San Joaquin,2976937930
Melhus,621357086
Nesset,854450848
Meade County (Kansas),2321062024
ベントン郡 (ミネソタ州),1175510137
Chase County (Kansas),1898228969
Lawrence County (Indiana),1468149013
Angelina County,2059158439
مقاطعة هاسكيل (كانساس),1754249006
Condado de LaPorte,1430144149
Rissa (Noorwegen),514064760
Condado de Comanche (Kansas),2114268329
Leira,981416730
Austrheim,57155175
Meløy,768406629
Bedford County (Tennessee),1088793918
"Adams County, Ohio",1550960620
Tynset,1733601498
Клепп,96233984
Comté de Benton (Arkansas),2717345837
"Rauma, Norway",1200791387
Condado de Blanco,1867596348
Avoyelles Parish,2219401429
