http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/areaLand
Kvænangen,2015108246
Contea di Aransas,581211411
Sandøy,18881466
Dyrøy,237194187
Hurum,153719807
بامبله,279133317
أغدينيس,272302761
Стокке,117641671
Contea di Angelina,2077798791
內斯 (布斯克呂郡),749205243
Condado de Graham (Kansas),1850824906
Gaspésie–Îles-de-la-Madeleine,18186003740
"Нортон (округ, Канзас)",2229496733
Bærum,194373692
مقاطعة ألليغاني (نيويورك),2640854970
Ashe County,1231277823
Notodden,699001202
Contea di Burleigh,4247712801
رينغريكه,1452485796
مقاطعة بينت (كولورادو),4758920913
Høyanger,823728102
Marker (Norvège),329657347
Berlevåg,1189204242
Fjell,154459754
ホワイト郡 (ジョージア州),525321586
Maine (États-Unis),69426101201
Vefsn,1836756721
Condado de Alexander (Carolina del Norte),557090444
Condado de Cherokee (Kansas),1645222118
"Beckham County, Oklahoma",2688561414
Condado de Blackford,422876992
Nordre Land,1139340360
Gmina Sula,60452387
Nittedal,207924898
Hrabstwo Armstrong (Pensylwania),2025322869
نيوجيرسي,21300420754
本希尔县 (佐治亚州),701061540
Sandefjord,118666888
West Virginia,57983090463
Etnedal,455474139
Dakota del Sur,197332789193
Comté de Brown (Nebraska),3570993448
Tønsberg,84498767
Belknap County,864055093
Ohio,117878432410
Comté de Big Horn (Wyoming),7304269841
Sømna,157188493
Vaksdal,655514712
モゼー,1001762174
布魯斯德縣 (德克薩斯州),16651656944
"Бандера (округ, Техас)",1846464146
Halsa,268285885
مقاطعة بيكر (فلوريدا),1583996256
Hadsel,529004275
Ringerike,1621335637
Alabama,134201812293
Condado de Bon Homme,1519259853
Hrabstwo Blair,1276474443
Нурре-Ланн,873045317
Condado de Douglas (Kansas),1104682918
"Бьенвилл (приход, Луизиана)",2408130553
Конгсберг,838175139
Comté de Berks,2591281674
Condado de Adams (Ohio),1484758331
納蘇縣 (紐約州),775074688
Meløy,695602378
Ringebu,1036583064
Vestre Slidre,467248673
呂略,238104303
Contea di Decatur (Kansas),2014444664
Værøy,17026987
"Ascension Parish, Louisiana",735925135
Steigen,775130444
Østre Toten,546344855
Alger County,2381300021
Skiptvet,82845140
مقاطعة بولوك (جورجيا),1863128841
布萊克福德縣 (印地安納州),402941807
Аляска,1289789263656
Contea di Berrien (Georgia),1026540049
利勒桑,190642370
مقاطعة جيفرسون (لويزيانا),786497307
Gjøvik,633146312
Lardal,237203949
Намдалсэйд,870731261
布耶爾克勒姆,549475135
Kvam,461518243
Auglaize County,954465802
Нутодден,887248405
Hrabstwo Butler (Ohio),1026800412
波尔格堂区 (路易斯安那州),2367221037
ハウゲスン,65009290
不倫瑞克縣 (北卡羅萊納州),2348280811
"Boone County, Indiana",913869783
Condado de Kiowa (Kansas),1793729464
Condado de Brazoria,3793627340
Kvinnherad,1213903661
Selje,253327063
"Bullitt County, Kentucky",871317579
Nore og Uvdal,2204656037
Condado de Adams (Washington),6247677066
Condado de Beaufort (Carolina del Norte),1891176354
Sveio,237844805
Arapahoe County,2195083594
Бэррон (округ),1994309715
Contea di Crawford (Kansas),1693185758
貝克縣 (俄勒岡州),8673942529
Froland,554355912
Condado de Adams (Colorado),2606491364
Ивеланн,267637663
Leka,95113718
Comté d'Alcona,1542052481
Comté d'Audubon,1137331882
Condado de Brown (Dakota do Sul),4287590484
Nesodden,67116000
Overhalla,643987494
Bamble,362388548
Anson County,1399702806
Condado de Apache,31796829812
"Скотт (округ, Канзас)",2109554552
Grong,1004281762
Øvre Eiker,378507824
Hrabstwo Anderson (Karolina Południowa),2036042953
Contea di Barren,1374299481
Nebraska,188741359085
Johnson County (Kansas),1261082147
Alstahaug,180305106
ليبسبي,2836384348
Дённа (коммуна),191051189
Atascosa County,3573916594
バート郡 (ネブラスカ州),1346096923
Løten,327032702
Condado de Adams (Illinois),2517783046
Mauricie,40126333323
Bø (Nordland),261493153
Lenvik,743290101
Askøy,105522933
奧古斯塔縣 (維吉尼亞州),2166662437
Salangen,409035207
ベントン郡 (オレゴン州),1776315319
Comté de Gove,3092438220
مقاطعة باكر (جورجيا),902170341
Гулен,620198287
Condado de Adams (Idaho),3854153222
Hrabstwo Boone (Illinois),808056470
バークス郡 (ペンシルベニア州),2297125357
Hrabstwo Appanoose,1268216598
Benton County (Missouri),1457603535
ラベット郡 (カンザス州),1822585032
