http://dbpedia.org/ontology/Island,http://dbpedia.org/ontology/populationTotal
Île-de-Bréhat,405
Lítla Dímun,0
Timor,2844032
Isla Awaji,127822
Tanegashima,30408
Babuyan,1444
Раиваваэ,811
Экарма,0
Isla San Lorenzo (Alaska),1115
Géographie de la Barbade,328795
Île Rowett,0
Stóra Dímun,6
Lastovo (wyspa),807
Bramble Cay,0
Ummanz,289
Trindade et Martim Vaz,34
Île Saturna,346
Ziemia Północno-Wschodnia,0
Tromsøya,37084
Осмуссаар,4
Psathoura,0
Anaa (Atolón),431
Rockall,0
Pašman,3023
Galveston Island,39809
Lib (île),119
Thurø,3528
Lidingö,29026
Šolta (gemeente),1602
Vanna (Troms),1184
Острова Тиви,2544
Kvitøya,0
Desecheo Island,0
Ilha Galveston,47218
Læsø,1797
Hawaïaanse eilanden,1532532
Corn Islands,7944
Саба (остров),1714
Gozo (ilha),39075
Hovgaard Ø,0
Nouvelle-Bretagne,540381
斯皮尤姆島,0
جزيرة هرشل,0
Île Bruny,490
奎蒂維島,265
East Island (Andaman & Nicobar Islands),17
"North Island, Seychelles",160
Plavnik,0
Southern Coral Group,314
Isola di Dursey,3
Palmarola,0
Daitō Shotō,2206
Île Aïon,491
Isla Wiencke,0
سولاوسي,20777393
Miyake (Tokyo),1969
Espírito Santo (ilha),36944
Lanzarote,112576
Roque del Oeste,0
Shenick Island,0
Diego Garcia,4190
Geography of Cyprus,834197
Tåsinge,6653
父島,1947
Margarita (île),488858
サバ島,1880
Маракеи,2783
Norderney,6160
Whidbey Island,62460
阿米尼,7432
Mota Lava,1951
Keppel Island,0
エーランド島,27818
Puffin Island,0
燒尻島,265
マライタ島,123770
Aion (Insel),415
Chirinkotan,0
塞尼亞島,8052
乌瑟多姆岛,62767
馬勒庫拉島,28843
Brooks Island,1
Graciosa (Wyspy Kanaryjskie),690
Chiloé Island,173785
Île d’Yeu,4881
Saipan,60067
Бикертон,193
Ilha Kangaroo,3486
バリ島,4403905
Чилоэ,156977
Raikoke,0
Gozo,35215
Geography of Puerto Rico,4424900
Ambrym,7730
Lille Pendulum,0
アイルランド島,6187698
Yonaguni,1668
Ontong Java,1771
ランペドゥーザ島,5626
Eubeia,237221
Islas Malvinas,2555
Zhoushan (Insel),334909
Géographie de Guam,191507
Aldabra,11
Bikar,0
Omø (eiland),204
Isla de Ré,16160
Isla de Jueyes,0
Ash Point,0
フォード島,370
薩納納島,50852
Honshū,106685430
Kuchino-erabu-jima,169
Île d'Yeu,5163
Île Moreton,269
Île de Bréhat,405
Lib (Marshall),119
Lastovo,752
Askø,65
Ebon,759
Maui,140953
Hayling Island,16727
Mafia Island,45610
Timor,3633970
Marettimo,329
Brännö,575
Manitoulin Island,12853
Прочида,10403
Suheli Par,9
布雷顿角岛,114920
朗格拉普環礁,18
ビキニ環礁,5
Isola di Okinawa,1315496
Isola di Anvers,54
Madura (Insel),3767141
Huahine,7005
Île-d'Houat,280
Chathaminseln,550
Nuku Hiva,2329
Остров Броутона,0
Dønna,1603
Hisingen,119137
Archipiélago de las Comoras,782386
Filfla,0
D’Arros,49
Föhr,8653
Isole Auckland,0
Hereheretue,68
Réserve écologique des Gannet Islands,0
Kiska,0
澎湖縣,102851
Gyaros,0
Pakin,72
Chatham (wyspa),625
Isole del Principe Edoardo,0
Little Stirrup Cay,40
Olib,140
Муайен,1
Île de Sheppey,45359
Bubaque,11061
烏卡拉島,16438
Manuae (Îles de la Société),0
فو كوك,110998
Murter,4471
John Murray (wyspa),0
Saba (Insel),2271
羅処和島,0
Maloelap,1018
Hiva Oa,1970
"Bird Island, Seychelles",40
Остров Херд и острова Макдональд,0
جزيرة ألكسندر,0
Isla Smith,0
Сигни (остров),5
Île d'Ammassalik,2353
Grímsey,89
Isola di Giannutri,30
弗林德斯岛,651
Саут-Маниту,1
Vrgada,236
Tarawa,53405
Dangerous Reef,0
Pentecost (eiland),18268
Norfolk Island,2121
جزيرة فانكوفر,807689
Java (Insel),119416541
Niutao,505
Koltur,2
Hiddensee,1017
Ilha Guafo,4
Ilhéu de Fora (Selvagens),1
El Hierro,9591
Дия (остров),2
ソコトラ島,45543
Riukiu-eilanden,1276461
Ushishir,0
Isla Shaw,248
Tanegashima,28879
Ilha Mansel,0
Öland,25370
阿什莫尔和卡捷群岛,0
Langkawi,98193
Walton Island,0
ヴァラーム,657
Mikurajima,350
Erromango,1929
Juist (eiland),1749
Pemba Island,387235
尼豪島,136
جزر ليوارد (جزر المجتمع),32172
Isola Awaji,173960
Сокорро (остров),50
ロード島,59122
Skúvoy,41
Ilhas Auckland,0
Wyspa Biała (Svalbard),0
Челбахеб,6
Kolbeinsey,0
Île Robert,0
Саона,335
Lord-Howe-Insel,376
Molokini,0
The Pearl-Qatar,14091
Rhode Island (eiland),51739
貝克爾島,0
Grand Cayman,60198
Sachalin,637172
Ganghwa,73569
Tinos,8897
Nekselø,23
Eddystone Rocks (South Shetland Islands),0
Ramsey Island,2
Soros (Echinades),0
Île-de-Bréhat,376
Terra di Peary,0
جزر أنامباس,38719
Trinket Island,2
Рапа-Ити,573
Mataiva,302
New Providence,220724
Фернанду-ди-Норонья,2724
Мауи,174046
Isla de San Martín (Bangladés),3999
Possession Islands,0
基努島,475
Long Island,6832557
Viðoy,585
知理保以島,0
Ambae,9623
Benten-jima (Wakkanai),0
Tepoto Norte,65
Molène,223
Koufonisi,0
Îles Heard-et-MacDonald,0
جزر القنال الإنجليزي,171483
Islas de Barlovento (de la Sociedad),188794
Whitsunday Islands,1671
卡加多斯-卡拉若斯群岛,48
Ронг,1010
Saint Croix (Islas Vírgenes),60438
Keros,0
Bird Key,977
"Мадлен (острова, Канада)",12808
Upolu,162923
拉肯巴島,2527
Uznam,92861
Šolta,1988
Moorea,15822
Serifopoula,0
Nui,612
Île aux Ours,9
アスンシオン島,0
Серф (остров),89
Côte (Colombie-Britannique),5629
Isola Birkenhauer,0
Tromsøya,33569
Wyspy Kokosowe (Mjanma),946
羅斯島,96
Portsea,162014
Гавдопула,3
Conception (Seszele),0
Sicilië,5513215
大巴里爾島,734
Isla de Arros,39
Île de Ré,20917
Poel,2729
Caher Island,0
Geography of Bermuda,64032
Butaritari,4327
Saint-François-Atoll,0
Majorka,908397
Raroia,239
Lobos (Wyspy Kanaryjskie),0
Isole del Mar dei Coralli,4
ウチリック環礁,356
White Island (Isole Scilly),0
阿德里島,0
Pidgeon Island,0
Osmussaar,4
Вентотене (город),702
Narcondam,17
Coëtivy,252
四国,3891674
Nakanoshima (Kagoshima),143
إسبيريتو سانتو,44203
Lopud,203
Thurø,3209
Ustica,1448
Ujelang Atoll,0
La Digue,2703
Sakao,13
Isole Chatham,608
Апатаки,317
Conception Island (Seychellen),0
ビクトリア島,2101
Isla de Lambay,6
Lamotrek,337
Seychelles,95600
Vis,3696
Alabat (Insel),43489
Beigan,2292
スネアーズ諸島,0
扎金索斯州,37926
Kotielnyj,1
Capraia Isola,376
Borneo,19441987
Heimaey,4113
Хауленд (остров),0
Spitsbergen,2623
Maewo,3304
Tarawa,56413
Grande Caimão,53357
Saona (isola),347
Islas Los Roques,3
Nikumaroro,0
Anatom,944
Leeward Islands (Society Islands),36650
"Grip, Norway",94
Panay,3866318
Wyspa Mackinac,434
Sark,521
Samos,29654
Trindade e Martim Vaz,34
Îles Coco,863
São Nicolau (Kap Verde),13076
Nonouti,2675
賽厄島,397
Тулаги,999
Aranuka,1059
瓦西里岛,218211
Madura Island,3897353
烏傑朗環礁,0
Île du Cap Barren,68
Motu One (Marquesas),0
Filicudi,209
Maui,144363
Archipiélago de Ritchie,11908
Ilha Cape Breton,129034
佩拉杰群岛,5384
Makronisos,0
Werdinsel,0
Скорпиос,5
Вотье,940
Maṣīra,13164
Amager,145660
Norrard Rocks (Isole Scilly),0
Märket,0
Arapaoa Island,60
Гамильтон (остров),1306
Inch Island,502
Isola di Kotlin,44859
Isla D'Urville (Nueva Zelanda),43
الجزر البريطانية,73087917
Morotai,62938
Фаркуар,23
Ford Island (Windmill Islands),0
Dugi Otok,1378
راياتيا,12910
Salsette,13281709
Osmussaar,4
Ilhas Cíes,3
Tsjirinkotan,0
Île-d'Arz,227
Уруп,0
Lyø,134
Mafia (Insel),54370
Риматара,1009
Kavaratti,11892
浮罗交怡,89571
Tairajima,74
Ilha de São Cristóvão (São Cristóvão e Nevis),43324
Antipoden-Inseln,0
Prasonisi (Gavdos),0
ロー島,0
Ujelang,0
Phú Quốc,129445
