http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/ontology/capacity
Club Deportivo Laudio,3500
Tamanuku,1500
アビスパ福岡,22563
Al-Ansar (Beirut),22000
Hakoah Amidar Ramat Gan Football Club,8000
JS Kairouan,25000
Al-Sailiya Sports Club,25000
Northwood F.C.,3075
Racing Club Haïtien,10000
Football Club Iskra-Stal Rîbnița,4500
Аль-Вакра (футбольный клуб),12000
Club Atlético Huracán (Tres Arroyos),10000
ديلا غوري,5000
Real Potosí,32000
SD Salvatierra,900
Fotbal Club Nistru Otaci,2000
TSV Amicitia Viernheim,4000
C.D. Arcense,5000
Deportes Naval de Talcahuano,7142
Мажейкяй (футбольный клуб),2400
Akonangui FC,4000
"Беласица (футбольный клуб, Струмица)",6500
OC Vannes,9500
CSD Comunicaciones,17022
Colo Colo de Futebol e Regatas,10000
Dolina Padina,1000
Кортулуа,16000
Floridsdorfer AC,3000
Adelaide Blue Eagles,6000
BCF Wolfratshausen,5000
Olimpia Poznań,20000
AC Cattolica Calcio,2250
Chicago Soul FC,8362
FC Fastav Zlín,6375
CP Olivenza,5000
ウドーンターニーFC,3500
Тауро (футбольный клуб),32000
Olympique Club de Khouribga,10000
CD Alcoyano,4500
Club Deportivo Idoya,1000
ギョズテペSK,12500
FCサムトレディア,3000
Ferroviário Maputo,45000
Club Deportivo INECEL,20000
ハノイT&T FC,22500
Changwon FC,15116
Al-Jazira Club,42000
CE Sant Gabriel (women),2
CSパンドゥリイ・トゥルグ・ジウ,20054
Sporting '89,2400
"Герта (футбольный клуб, Берлин)",74475
OFK Petrovac,1630
Amurrio Club de Fútbol,4000
Chonburi Football Club,8680
FKオレンブルク,7500
Real Club Deportivo Carabanchel,2
Hobro IK,7500
Podosfairiki Anonymi Etaireia Atromitos,10300
SPAL 2013,19000
BFC Preussen,5000
Club Oriental de Football,2000
Sociedade Esportiva Matsubara,45000
El Mansoura SC,20000
FC Khimik Novomoskovsk,5200
Vannes Olympique Club,9500
UD Pájara Playas de Jandía,3000
FK Karvan,5000
FK Anji Makhatchkala,24859
UE Llagostera,3724
Синара (мини-футбольный клуб),5000
FK Dečić Tuzi,3000
Witbank Spurs F.C.,20000
Chimik Dzierżyńsk,5266
FK Dečić,3000
Krung Thai Bank Football Club,25000
Football Club Jazz,12600
نادي اتحاد طنجة,45000
Сариньена (футбольный клуб),4000
Celta de Vigo,29000
Pakhtakor Futbol Klubi,35000
ساو كريستوفاو,8000
Шибеник (футбольный клуб),8000
Atlético Valdemoro,3000
Qviding Fräntorps Idrottsförening,4
Apollon Limasol,13331
Сьон (футбольный клуб),14500
V-Varen Nagasaki,20246
Депортес Толима,30000
Hapoël Petah-Tikva,11500
Каха Сеговия,2800
Castilla-La Mancha Fútbol Sala,3000
Carrick Rangers FC,6000
FC Torpedo Zhodino,3020
FC VSS Košice,9000
アミアンSC,12097
Hobro Idræts Klub,7500
"Спартак (футбольный клуб, Куба)",2000
Kruoja Pokroje,2000
DAC 1904 Dunajská Streda,16410
Stade malien,60000
Velež Mostar,7000
TSV Amicitia Viernheim,4000
FC Callatis Mangalia,5000
Yeedzin Football Club,25000
Депортиво Перейра,30297
نادي الباطن,3000
ENPPI Club,16000
Deportes Quindío,21500
Association Sportive Beauvais Oise,10178
Timersoqatigiiffik Nagdlunguak 1948,2000
Associazione Calcio Renate,3000
Дахук (футбольный клуб),30000
JK Viljandi Tulevik,2506
Nooit Opgeven Altijd Doorzetten Aangenaam Door Vermaak En Nuttig Door Ontspanning Combinatie Breda,19000
FC Astana,30000
Antalyaspor,32539
AD Atlética do Paraná,3000
Wołga Niżny Nowogród,17856
Beanibazar SC,15000
Benidorm Club de Fútbol,6000
Clube Ferroviário do Recife,5000
"Нистру (футбольный клуб, Отачь)",2000
大田コレイル,17371
نادي روان,12018
Inter de Tijuana,12000
CD Puerta Bonita,4000
Kawkab de Marrakech,45
Gibraltar United Football Club,5000
Heredia Jaguares de Petén,9000
Club Athlétique Bizertin,20000
Siderurgistul Galați,6000
FC Bülach,3500
Sampaio Corrêa FC,40000
Атлетико Букараманга,28000
Club de Fútbol Fuenlabrada,2500
"Черноморец (футбольный клуб, Новороссийск)",12500
Al-Masry,17988
Tractor Sazi F.C.,66833
Pachtakor Tasjkent,35000
Athlītikos Syllogos Olympiakos Volou 1937,9000
Haro Deportivo,4000
Olympique Nîmes,18482
Les Astres Football Club,30000
Kozani FC,4000
Fotbal Club UTA Bătrâna Doamnă Arad,2000
FK Lietava Jonava,1008
FC Évian Thonon Gaillard,15660
Sporting Pizarro,12000
Vallecas Club de Fútbol,2500
バレンシアCF,55000
Club Atlético Douglas Haig,16000
Thể Công,22000
Monagas SC,51796
Al Kuwait SC,18500
AD Tarma,9000
Cobresol Moquegua,21000
FSV Zwickau,10000
Football Club La Chaux-de-Fonds,12700
Tarpieda-BiełAZ Żodzino,3020
ニューヨーク・シティFC,33444
SV Horn,3500
Club Atlético River Plate (Uruguay),6000
KMKM,5000
Comunicaciones Fútbol Club,17022
نادي بران,17686
Futbol'nyj Klub Dinamo Kirov,2000
Sport Unie Brion Trappers,7000
Nogometni Klub Zagorje,1080
Persela Lamongan,14000
Südwest Ludwigshafen,12000
FK Mladost Lučani,8000
A.F.C. Euro Kickers,25000
Siderurgistul Galați,6000
Power Dynamos Football Club,12000
West Ham United Football Club,60000
Real Noroeste Capixaba Futebol Clube,4000
Vancouver Whitecaps FC,22120
FKヴェレジュ・モスタル,7000
Clube Recreativo Desportivo do Libolo,10000
FC Hradec Králové,7220
Club Sport Águila,20000
維拉體育俱樂部,5202
Amiens Sporting Club,12097
Cardiff City F.C.,33280
Club Atlético San Martín (San Miguel de Tucumán),30500
Persatuan Sepak Bola Indonesia Bandung,38000
FK Sileks Kratovo,1800
كانو بيلارس,25000
FC Sankt Veit,2420
FC Yelets,8800
上奧里亞霍維察火車頭足球會,10500
Club Deportivo Palestino,12000
Skellefteå FF,1500
Земун (футбольный клуб),10000
比卓拿博布魯斯克足球會,3700
Hapoel Rishon LeZion,6000
Boca Juniors-Carolina,12500
川崎前鋒,26232
Associazione Calcio Ponte San Pietro-Isola,2000
NK Jadran Hrpelje-Kozina,1000
VfL Oldenburg,3500
Мюлуз (футбольный клуб),11300
Rionegro Águilas,14000
US Sainte-Marienne,1500
Lok Gorna Orjachowiza,10500
AFC Săgeata Năvodari,5000
Harland & Wolff Welders F.C.,3000
CD Llanes,2000
Pumas FC,21000
曼谷聯足球會,25000
Olympiakos Volos (Fußball),9000
Akonangui Fútbol Club,4000
FC Iskra-Stal Rîbnița,4500
Deportes Santa Cruz,5000
Centre d'Esports L'Hospitalet,6740
Club Deportivo Árabe Unido,4000
EGS Gafsa,12000
نادي السويق,14000
EGS Gafsa,12000
穆斯达圣约瑟夫足球俱乐部,18000
NK Svoboda Lublana,500
Orihuela CF,6000
AE Apollon Patras,3500
هيلينيك أفسي,5000
Sport Lisboa e Benfica B,2720
FC Avenir Beggen,4830
CF Vimenor,1500
FC Pajtakor Tashkent,35000
Free State Stars Football Club,20000
UD Villa de Santa Brígida B,800
Sport Huancayo,20000
Yeedzin F.C.,25000
İnter Peşəkar İdman Klubu,8152
Unió Esportiva Cornellà,1500
Unión Estepona,4500
格迪爾體育會,12150
UCAM Murcia CF,6500
Atlético Clube Goianiense,12000
Lombard Pápa Termál Futball Club,5500
Sanat Mes Kerman FC,15430
Racing Club Haïtien,10000
Clube Recreativo da Caála,10000
Borussia VfB Neunkirchen,23000
İnter Peşəkar İdman Klubu,8152
Sydney FC (Frauenfußball),45500
PSAP Sigli,15000
FUS Rabat,15000
Ascot United F.C.,1150
Sporting Clube da Praia,8000
Sport Victoria,8000
Delfines de Coatzacoalcos,4800
Орша (футбольный клуб),2852
ECペロタス,18000
VfR Pforzheim,10000
FC Amur-2010 Blagoveshchensk,13000
紐約紅牛,25000
普雷紹夫足球俱樂部,5410
Annfield Plain F.C.,2900
尼姆奧林匹克,18482
Deportivo Galicia,15000
Sportivo Italiano,8000
Sociedad Deportiva San Pedro,8900
نادي وحدت قم,3000
El Mansoura SC,20000
Central Coast Mariners FC (W-League),20119
AD Ceutí Atlético,1000
Manta S.C.,20000
米卡足球俱乐部,7250
Аль-Кува,10000
FCコペル,4047
BC Augsburg,28000
Al-Arabi Sporting Club,26000
Brisbane Roar Football Club,52500
US Monastir,25000
Ferroviário da Beira,7
JKT Ruvu Stars,25000
NK Dugo Selo,300
Futebol Clube da Lixa,6000
FC Dinamo Batumi,6000
Indios de Ciudad Juárez,19765
A.S.D. Pol. Tamai,1140
SV Spittal/Drau,6500
Amed S.K.,1540
OFK Mladost Lješkopolje,1200
Asociación Fútbol Club Euro Kickers,25000
嘉莱黄英足球俱乐部,12000
Club Deportivo Colonia Ofigevi,1500
Marsa FC,3000
Kristianstads FF,6000
Népal Police Club,20000
ND Slovenj Gradec,1000
Deportes Antofagasta,21178
US Fiumana,8000
Гихуэло (футбольный клуб),1500
Navbahor Namangan,22000
Filathlo Somateio Kozani,4000
Znamia Truda Oriechowo-Zujewo,8300
Golden Arrows,10000
Hobro IK,7500
Club Olímpico de Totana,1500
Borussia Mönchengladbach,54057
Juventud Escuintleca,3000
Атлетико Малагеньо,1300
Berliner Fußball-Club Viktoria 1889,12000
Ilva Bagnolese,8000
Cambridge United Football Club,8127
Sestao River Club,8905
鲁维奥尼尤俱乐部,4500
カイザー・チーフスFC,94796
Roan United,8000
Tallinna FC TVMK,4750
彭亨足球協會,40000
聖喬治體育會,35000
Desportivo Maputo,4
Дайнава (футбольный клуб),3790
Sportsklubben Brann,17686
伊赫拉瓦足球俱樂部,4082
Ettifaq FC,26000
SO Cholet,700
Цуг-94 (футбольный клуб),4900
Club Deportivo Don Benito,4000
Пахтакор (футбольный клуб),35000
SC Mineiro Aljustrelense,4500
Coria Club de Fútbol,6000
JK Tulevik Viljandi,2506
Holwell Sports F.C.,1000
MFK Karviná,4833
Centro Ítalo Fútbol Club,15000
Enköpings SK,4500
Club Deportivo Alhaurino,1500
AO Itabaiana,14123
Colchagua Club de Deportes,5900
SDC Putten,3
Salahaddin FC,10000
نادي ناساف كارشي,14750
Toulouse Fontaines Club,2000
Ribarroja Club de Fútbol,3000
Futbol'ny Klub Naftan Navapolack,5300
FK Ienisseï Krasnoïarsk,22500
Yeni Malatyaspor,13000
GKS Tychy (Fußball),15150
格勒迪希足球俱樂部,4128
迪利然脉冲足球俱乐部,1280
Авеш (футбольный клуб),5441
نادي أوسبيتاليت,6740
FCラ・ショー＝ド＝フォン,12700
Club Deportivo Orientación Marítima,7000
Associazione Sportiva Dilettantistica Oplonti Pro Savoia,10750
SVホルン,3500
Agrupación Deportiva Unión Adarve,1000
Club Comunicaciones,3500
Kawkab Marrakesch,45
Sandefjord BK,7000
SV Wilhelmshaven,7500
Cork Hibernians Football Club,26000
考納斯競技足球俱樂部,1
Альдосиви,35354
AD Carregado,1000
CA Candeleda,2000
Оспиталет (футбольный клуб),6740
長崎成功丸,20246
Nea Kavala F.C.,10500
FC Clifton Hill,2000
阿比讓非洲體育會,20000
FC Smena-Zenit,21570
"Текстильщик (футбольный клуб, Камышин)",10000
Topos de Reynosa FC,25000
Ashanti Gold S.C.,30000
Club Deportivo Pozoblanco,4000
万卡约体育,20000
Omladinski Fudbalski Klub Petrovac,1630
PFK Turan Tovuz,10000
FC Zimbru Chișinău,10400
FC Basel,38512
Alto Rendimiento Tuzo,1000
"Córdoba Club de Fútbol ""B""",3000
Marsa Football Club,3000
Cheongju FC,19250
Vallecas CF,2500
Manchester Central,6500
FC Tskhinvali,1535
FC Dynamo Vologda,10000
Club Defensores de Cambaceres,8500
نادي دهوك,30000
Оран (футбольный клуб),40000
Guarani Esporte Clube (Minas Gerais),5000
Górniczy Klub Sportowy Bełchatów,5238
Club Deportivo Sariñena,4000
F. C. Basel,37500
Torhout 1992 KM,2000
نادي الأنصار (لبنان),22000
NK Olimpija Ljubljana (extinto),8211
Football-Club Bex,2000
IFK Hässleholm,6000
Atlético Clube Goianiense,12000
Ayr United F.C.,1597
泰港足球會,12000
Adelaide United Football Club,17000
卡域克流浪足球會,6000
Al Hala Sports Club,10000
FK Gaber,500
Qviding FIF,4
伊提洛爾足球會,24000
الترجي الرياضي الجرجيسي,7000
Young Buffaloes FC,5000
Apollon Limassol,13331
Аделаида Юнайтед,17000
CD Comarca de Níjar,2850
FKスタル・ドニプロゼルジーンシク,2900
Keilor Park SC,2000
Futbol'nyj Klub Čita,12500
プラチュワップFC,7000
FC Wiltz 71,2000
Werder Bremen,42100
Klubi Futbollit Adriatiku Mamurrasi,1000
Deportivo Azogues,9000
Moadon Kaduregel Maccabi Herzliya,8100
KS Flamurtari Vlora,8500
Kalmar AIK FK,9000
Yeni Malatyaspor,13000
FC New York,5000
"Аль-Ахли (футбольный клуб, Дубай)",9415
FC Spartaki Zchinwali,1535
Middelfart G&BK,4100
SC Apolda,7000
Dynamo Czeskie Budziejowice,6681
Warrenpoint Town F.C.,1450
FC Shurtan Guzar,8000
Yangon United F.C.,3500
Sportclub Young Fellows Juventus,2850
Al-Ahli Club,9415
陸軍聯足球會,20000
Руан (футбольный клуб),12018
Dhaka Mohammedan,36000
МАС Фес,45000
PFC Dobroedzja Dobritsj,12500
FC Aarau,9249
Football club municipal d'Aubervilliers,2500
Erbil SC,40000
كارديف سيتي,33280
Entente Sportive de Sétif,25000
Jerez CF,2700
Aswan SC,20000
Notre Dame SC,15000
Cobán Imperial,15000
FC Porto B,8500
Associazione Sportiva Dilettantistica Tritium Calcio 1908,3000
"Атромитос (футбольный клуб, Афины)",10300
Cultural Deportiva Guarnizo,2700
Hapoel Kefar Saba,5800
Polonija Vilnius,5422
Guarani Esporte Clube (Ceará),16000
FK Sutjeska Nikšić,5214
Zanaco FC,10000
Yokohama Flügels,15046
CD Lugo,8000
Forfar Athletic,739
FC Milsami Orhei,2539
Futebol Clube de Felgueiras,8000
Adelaide United (Frauenfußball),3000
C.D. Con Con National,2
Ball-Club Farchet Wolfratshausen e.V.,5000
Poitiers FC,12000
アル・アハリ・ドバイ,9415
F.C. Niutao,1500
FC Darida,6000
SSV Jahn Regensburg II,4500
Dunakanyar-Vác FC,12000
Basler Sportclub Old Boys,8000
Fussballclub Baden,7000
Club Atlético Douglas Haig,16000
アル・ジャイシュ・ダマスカス,30000
Football Club de Rouen 1899,12018
FC Tuggen,2800
Vannes Olympique Club,9500
拉達陶裡亞蒂足球會,18000
V-Varen Nagasaki,20246
FC VSS Košice,9000
Hertha Berliner Sport-Club,74475
UD Barbastro,5000
Defensores de Belgrano Villa Ramallo,3000
希伯尼安斯足球俱乐部,4000
Shahrdari Tabriz F.C.,5000
FC YPA,600
Union sportive Avranches Mont-Saint-Michel,800
Hartlepool United FC,7856
Sociedad Deportiva Lagunak (femenino),1000
Enköpings Sportklubb,4500
Albinegros de Orizaba,7000
JEF United Ichihara Chiba Ladies,14051
Ettifaq FC,26000
FC Chindia Târgoviște,10000
Corporación Deportes Quindío,21500
Looktabfah F.C.,20000
West Ham United Football Club,60000
FK Lietava,1008
Igreja Nova Futebol Clube,5000
FK AS Trenčín,3500
ジローナFC,9286
FK Sirijus Klaipėda,9000
Hvidovre IF,12000
V-Varen Nagasaki,20246
Boyacá Chicó Fútbol Club,20630
Sestao River Club,8905
Al-Hedood FC,10000
SV Wilhelmshaven,7500
Carolina RailHawks Football Club,10000
CD Mengíbar,2000
Icasa Juazeiro do Norte,20000
Kossa FC,22000
Clube Recreativo da Caála,10000
チャイナートFC,12000
Cork Hibernians F.C.,26000
CD Domingo Salvio,10000
Wuhan Zall F.C.,22140
NK Zagorje,1080
Рюмеланж (футбольный клуб),2950
Club Atlético River Ebro,3000
Unió Atlètica d'Horta,5000
Fudbalski Klub Belasica,6500
Форфар Атлетик,739
FC Berne,14000
نادي القوة الجوية,10000
FK Qäbälä,2000
Влазния (футбольный клуб),16022
Central Español Fútbol Club,6000
Vasas SC,18000
Rionegro Águilas,14000
Diwaniya FC,5000
NK Višnjevac,1500
Rheindorf Altach,8500
Club Deportivo Huachipato,10500
Kjelsås Fotball,1500
Chamois Niortais F.C.,10898
José Gálvez FBC,25000
CD Elá Nguema,15250
Football Club de Rouen 1899,12018
International Marine Incorporated Fútbol Club,8000
FK Velež,7000
Zanaco Football Club,10000
Albinegros de Orizaba,7000
Club Deportivo Aoiz,2000
Mouloudia d'Oujda,35000
Диошдьёр (футбольный клуб),11500
Club Deportivo Alcoyano,4500
CS Duguwolofila,8000
Action 21 Charleroi,3000
杭州绿城足球俱乐部,52672
CD Santa Eugenia,500
FC Valenciennes,25000
SC Olhanense,5661
Club Deportivo Artístico Navalcarnero,1571
Olympique Club de Safi,15000
Club Deportivo Jorge Wilstermann,36000
Al-Jazira Club,42000
Army United,20000
FC Dinamo-2 Minsk,1500
Dili Leste,5000
بوروسيا مونشنغلادباخ,54057
JEF United Ichihara Chiba,19781
FK AS Trenčín,3500
Racing Club Haïtien,10000
Aravaca CF,2000
Viljandi Tulevik,2506
C.D. INECEL,20000
Club Irapuato,28500
Red Bull Ghana,1000
Urawa Red Diamonds Ladies,21500
SO Cholet,700
Progrès Niedercorn,4830
Jeunesse Esch,4000
Pärnu Linnameeskond,1501
Dinamo Kirow,2000
Runcorn Linnets F.C.,1600
Club de Deportes Coquimbo Unido,18750
Sportsklubben Brann,17686
Al-Suwaiq,14000
Stade Malien de Bamako,60000
Al-Khor SC,12000
Hapoel Petach Tikwa,11500
名門世家加義,1700
エヴィアン・トノン・ガイヤールFC,15660
Municipal Real Mamoré,12000
Vasas SC (piłka nożna),18000
نادي أسوان,20000
U.S.D. 1913 Seregno Calcio,3700
Tarpeda-BelAZ Zjodzina,3020
FC Arda Kardzhali,25000
FC Gloria Buzău,18000
MFK Zemplín Michalovce,4440
FC Vysočina Jihlava,4082
Real Cuautitlán,4000
Koninklijke HFC,1000
Atletas Kowno,1
Futbol'nyj Klub Baltika,14660
Arab Contractors SC,35000
نادي الشارقة,11073
VfL Herzlake,7000
Vancouver Whitecaps FC (2009),22120
VfL Neckarau,6000
Nistru Otaci,2000
デポルテス・キンディオ,21500
FK Mladost Apatin,3000
Каравака (футбольный клуб),2000
Gaborone United Sporting Club,22500
FK Kruoja Pakruojis,2000
Union Sportive Monastir,25000
ENPPI Club,16000
TJ Sokol Dolná Ždaňa,1000
Gaborone United,22500
Club Atlético Pulpileño,2000
Aiglon du Lamentin,8500
Sporting Club de Huelva,800
Volga Nizjni Novgorod,17856
نادي سبال,19000
塞提夫協定體育俱樂部,25000
PAE Ergotelis Héraklion,26240
Klubi Sportiv Vllaznia,16022
ДАК 1904,16410
Luparense Calcio a 5,800
利亚戈斯特拉体育联盟,3724
Millwall Lionesses Ladies Football Club,20146
Ferrocarril Urquiza Buenos Aires,1000
Пауэр Дайнамоз,12000
Club Atlético Progreso,8000
Unión Deportiva Las Zocas,3000
FK Zemun,10000
維京加高泰,2000
Trélissac FC,3000
Muleño Club de Fútbol,2000
Hapoel Ramat Gan Giv'atayim Football Club,41583
Albinegros de Orizaba,7000
Inter de Tijuana,12000
Ферровиариу ди Мапуту,45000
Football Club Mantois,5000
Sriwijaya FC,23418
FK DAC 1904 Dunajská Streda,16410
AD Alcorcón,6000
ES FC Malley,3500
Desportivo Brasil,15000
Salalah SC,12000
FC Milsami,2539
AC Renate,3000
Saham Club,19000
"Ривер Плейт (Клуб Атлетико, Монтевидео)",6000
Rising Stars F.C.,15000
Club Deportivo Marte Soyapango,1000
ملادوست بودغوريتسا,2000
Naftan Nawapolazk,5300
Al-Olympic (Zawiya),8000
Red Bull Ghana,1000
Blauw-Wit Amsterdam,2000
FC Dürrenast,10800
Sriwijaya Football Club,23418
NAC Breda,19000
PFC Svetkavitsa Targovishte,8000
Club Deportivo Marchamalo,2000
Ayamonte Club de Fútbol,5500
1461 Trabzon,6238
Petrol Ofisi SK,5000
Бани Яс,9570
Hà Nội T&T F.C.,22500
Araklıspor,1364
Glasgow City Football Club,10101
Agrupación Deportiva Sala 10,2600
Stade Tunisien,18000
Kano Pillars Football Club,25000
FC YPA,600
FC Hradec Králové,7220
DRB-Hicom F.C.,3000
Yeedzin Football Club,25000
Amed SK,1540
Shkëndija Tetowo,15000
Jönköpings Södra Idrottsförening,5500
Delfines de Coatzacoalcos,4800
نادي المريخ,45000
BSV Halle-Ammendorf,10000
Cambridge United Football Club,8127
Inter Club Brazzaville,33037
Unión Deportiva Mutilvera,1000
Difaa El Jadida,15000
Albirex Niigata,42300
FBグルベネ,1500
Zayar Shwe Myay Football Club,5000
S.C. Olhanense,5661
Al-Nesoor SC,15000
Nepal Police Club,20000
Kaizer Chiefs,94796
Athlétic Club Amiens Football,1200
Mladost Podgorica,2000
Swindon Supermarine F.C.,3000
Olympic Real de Bangui,35000
FC Stal Kamianske,2900
Gryphons de London,3000
New York Red Bulls,25000
Deportes Tolima,30000
Феррокарриль Оэсте,24442
格拉纳达足球俱乐部,23934
Zimbru Kiszyniów,10400
FC Zestafoni,4558
FC Baden,7000
Real Saltillo Soccer,10000
NA Hussein Dey,20000
"Заря (футбольный клуб, Бельцы)",5953
Carshalton Athletic F.C.,5000
FC Chiasso,11160
Free State Stars,20000
Hvidovre IF,12000
FK Dainava Alytus,3790
SC Erebuni Dilijan,1280
FC Santa Claus,4000
Virginia Beach Mariners,10000
Randers Sportsklub Freja,12000
Granada Club de Fútbol,23934
نادي كارنتين,32000
KS Vllaznia Shkodër,16022
CA Cirbonero,1000
UD Mérida,14600
VV Sparta Nijkerk,5350
Al Jaish Damas,30000
Puerto Real Club de Fútbol,2500
卡爾夏登競技足球會,5000
FK Zemun Belgrado,10000
Union Sportive de Boulogne,15004
Inti Gas Deportes,17000
FC Mulhouse,11300
Torpedo Schodsina,3020
Valencia CF,55000
KSディナモ・ティラナ,10000
地拉那戴拿模體育會,10000
نادي سونغ لام نغي أن,18000
Burnham Ramblers F.C.,2000
Persita Tangerang,25000
Coquimbo Unido,18750
Colorado Caribous,76000
Pahang F.C.,40000
Nagdlunguaq-48,2000
Porto Alegre Futebol Clube,500
Daejeon Korail FC,17371
