http://dbpedia.org/ontology/SportsTeamMember,http://dbpedia.org/ontology/squadNumber
List of Russian football transfers summer 2012,3
List of Norwegian football transfers winter 2012–13,36
List of Belgian football transfers winter 2009–10,17
List of Maltese football transfers summer 2009,4
Shabab Al-Bireh Institute,7
2012–13 Walsall F.C. season,28
List of Cypriot football transfers summer 2013,85
Convocazioni per la Coppa del mondo per club FIFA 2010,33
List of Russian football transfers winter 2009–10,66
2008 Colo-Colo season,12
List of Azerbaijan football transfers summer 2013,36
2009–10 Paris Saint-Germain F.C. (Ladies) season,18
قوائم الفرق في كأس العالم لأندية كرة القدم 2010,33
Manchester City Football Club 2002-2003,28
Convocazioni per la Coppa del mondo per club FIFA 2013,88
Laguna Football Club,12
Maryland Terrapins men's soccer,12
List of Hungarian football transfers summer 2013,103
Club Universidad Nacional 2010-2011,12
List of Belgian football transfers winter 2012–13,87
List of Belgian football transfers summer 2014,9
2004 South Carolina Gamecocks men's Soccer Team,10
List of Japanese football transfers summer 2012,26
List of Latvian football transfers summer 2012,84
List of Latvian football transfers summer 2014,12
List of German football transfers winter 2012–13,12
List of Russian football transfers summer 2013,17
UC Santa Barbara Gauchos men's soccer,18
Maybank HC,23
1982 CIS Men's Soccer Championship,3
List of Norwegian football transfers summer 2014,73
List of Mexican football transfers winter 2013–14,4
Radford Highlanders women's soccer,8
List of Albanian football transfers winter 2009–10,10
Virginia Cavaliers men's soccer,1
UR La Louvière Centre,7
Клубный чемпионат мира по футболу 2012 (составы),36
2013–14 Stationery Stores season,15
List of Macedonian football transfers winter 2014–15,32
List of Russian football transfers summer 2012,23
2003–04 Fulham F.C. season,17
List of Iranian football transfers summer 2013,49
2004–05 Fulham F.C. season,17
Toledo BM,5
葉士域治2009年至2010年球季,7
2007 South Carolina Gamecocks men's soccer team,15
List of German football transfers summer 2010,20
List of Japanese football transfers winter 2011–12,31
List of Japanese football transfers winter 2009–10,37
Unione Sportiva Città di Palermo 2004-2005,45
2013–14 UEFA Youth League squads,1
List of Serbian football transfers winter 2011–12,17
2003–04 Fulham F.C. season,18
2014 Indonesian Inter Island Cup qualification squads,20
List of Norwegian football transfers winter 2012–13,15
List of Mexican football transfers winter 2013–14,18
List of Ukrainian football transfers winter 2008–09,24
List of Estonian football transfers winter 2012–13,15
List of Chinese football transfers summer 2013,46
List of Russian football transfers summer 2012,98
List of Bulgarian football transfers summer 2012,15
Delta Queens F.C.,1
List of Maltese football transfers summer 2012,105
2012 Wake Forest Demon Deacons men's soccer team,13
List of Bulgarian football transfers winter 2013–14,41
List of Iranian football transfers winter 2013–14,21
2012–13 Grimsby Town F.C. season,24
List of Hungarian football transfers winter 2011–12,33
List of Albanian football transfers winter 2009–10,23
UR La Louvière Centre,15
Clemson Tigers men's soccer,12
2013–14 Vitória F.C. season,20
List of Norwegian football transfers winter 2012–13,8
List of Bulgarian football transfers summer 2012,81
List of Bulgarian football transfers summer 2013,19
1996–97 UE Lleida season,15
FIU Panthers men's soccer,10
List of Russian football transfers summer 2012,70
List of Belgian football transfers summer 2009,18
List of Hungarian football transfers summer 2012,53
Delaware Fightin' Blue Hens men's soccer,13
List of Russian football transfers winter 2011–12,26
List of German football transfers winter 2008–09,34
List of Maltese football transfers winter 2009–10,20
Detroit Ignition,20
List of Japanese football transfers winter 2009–10,13
Wake Forest Demon Deacons women's soccer,4
List of Hungarian football transfers summer 2012,88
List of Cypriot football transfers winter 2013–14,25
List of Belgian football transfers summer 2010,36
List of Maltese football transfers winter 2009–10,29
List of Serbian football transfers summer 2013,3
List of Belgian football transfers winter 2012–13,6
List of Russian football transfers summer 2010,83
List of Norwegian football transfers 2010,35
1999 Indiana Hoosiers men's soccer team,11
List of Serbian football transfers summer 2012,25
List of Azerbaijan football transfers summer 2009,28
List of Dutch football transfers winter 2010–11,16
UC Santa Barbara Gauchos men's soccer,16
List of French football transfers summer 2013,6
2013–14 UEFA Youth League squads,51
List of Serbian football transfers summer 2012,20
List of Azerbaijan football transfers summer 2011,17
List of Bulgarian football transfers summer 2010,16
2014 Indonesian Inter Island Cup squads,8
Football for Hope,18
List of Albanian football transfers summer 2013,5
List of Cypriot football transfers summer 2013,25
List of Hungarian football transfers summer 2012,22
UC Santa Barbara Gauchos men's soccer,23
Клубный чемпионат мира по футболу 2008 (составы),23
List of Latvian football transfers summer 2012,73
Hóquei Clube de Braga,8
List of Serbian football transfers summer 2012,22
List of Bulgarian football transfers summer 2010,23
2008–09 Queensland Roar W-League season,13
List of Mexican football transfers winter 2013–14,20
List of Russian football transfers summer 2012,61
List of Azerbaijan football transfers summer 2011,2
List of German football transfers summer 2013,18
2008 FIFA Club World Cup squads,1
2010–11 Club Atlas season,17
Al Sadd Handball Team,4
2006–07 Fulham F.C. season,31
List of North American Soccer League transfers in 2014,12
List of Mexican football transfers summer 2012,33
2006–07 Plymouth Argyle F.C. season,14
List of German football transfers summer 2012,29
Convocazioni per la Coppa del mondo per club FIFA 2006,1
2010–11 Club Atlas season,5
List of South Korean football transfers winter 2011–12,36
2013–14 UEFA Youth League squads,85
Convocazioni per la Coppa del mondo per club FIFA 2012,40
List of Maltese football transfers summer 2013,13
List of Chinese football transfers winter 2013,2
葉士域治2009年至2010年球季,47
List of Hungarian football transfers summer 2012,74
2010–11 Estudiantes Tecos season,2
List of Turkish football transfers summer 2013,36
Elencos da Copa do Mundo de Clubes da FIFA de 2010,3
Olympiacos B.C. season 2008–09,7
List of Estonian football transfers winter 2012–13,9
List of South Korean football transfers winter 2011–12,28
2013年中国足球冬季转会列表,46
2005 South Carolina Gamecocks men's soccer team,24
Клубный чемпионат мира по футболу 2010 (составы),18
Radford Highlanders women's soccer,32
List of Cypriot football transfers winter 2011–12,68
Clemson Tigers men's soccer,27
2006 CIS Men's Soccer Championship,2
Football for Hope,15
Delaware Fightin' Blue Hens men's soccer,8
List of German football transfers summer 2008,3
List of Ukrainian football transfers winter 2008–09,22
List of Turkish football transfers summer 2014,11
List of Hungarian football transfers summer 2010,14
List of Chinese football transfers summer 2013,57
1999–2000 Blackpool F.C. season,10
2010–11 West Ham United F.C. season,8
List of Mexican football transfers summer 2010,20
List of Bosnia and Herzegovina football transfers summer 2013,17
2008–09 Sydney FC W-League season,3
List of Belgian football transfers winter 2011–12,40
Manchester City Football Club 2002-2003,22
All-time Saint Louis Athletica roster,19
List of Iranian football transfers winter 2011–12,25
List of Norwegian football transfers 2010,12
2000–01 Manchester City F.C. season,16
2014–15 UEFA Youth League squads,28
List of Hungarian football transfers summer 2010,26
West Ham United FC in het seizoen 2012/13,45
2011–12 Grimsby Town F.C. season,18
2008 Colo-Colo season,36
List of Azerbaijan football transfers winter 2011,9
2013–14 Grimsby Town F.C. season,18
Al-Sadd Sports Club Handball,20
2010–11 C.F. Pachuca season,3
2012–13 Galatasaray S.K. Basketball season,4
2014 Indonesian Inter Island Cup squads,73
List of Club Universitario de Deportes players,2
List of German football transfers winter 2009–10,30
Delta Queens,39
All-time Saint Louis Athletica roster,11
List of Hungarian football transfers summer 2013,44
List of Hungarian football transfers summer 2012,25
Клубный чемпионат мира по футболу 2008 (составы),8
2010–11 C.F. Pachuca season,7
2013–14 Maccabi Tel Aviv F.C. season,16
2012–13 Walsall F.C. season,18
2000–01 Manchester City F.C. season,24
List of Mexican Football Transfers Winter 2011–12,13
2007 CIS Men's Soccer Championship,12
List of Russian football transfers winter 2009–10,77
2010–11 San Luis F.C. season,20
Shabab Al-Bireh Institute,6
List of Hungarian football transfers winter 2013–14,94
2012–13 West Ham United F.C. season,38
2010–11 C.F. Monterrey season,20
2006–07 Plymouth Argyle F.C. season,10
List of Russian football transfers winter 2009–10,56
List of Latvian football transfers winter 2013–14,16
FK Bratstvo Cijevna,13
List of Japanese football transfers summer 2013,32
Клубный чемпионат мира по футболу 2010 (составы),3
All-time Saint Louis Athletica roster,23
List of Iranian football transfers winter 2013–14,1
List of Macedonian football transfers winter 2014–15,57
F.C. Cape Town,8
2008 CIS Men's Soccer Championship,12
List of Russian football transfers summer 2013,3
2013–14 Grimsby Town F.C. season,10
2010–11 West Ham United F.C. season,26
List of Qatari football transfers summer 2012,24
List of Belgian football transfers summer 2015,21
List of Azerbaijan football transfers summer 2012,9
Manchester City Football Club 2000-2001,31
2013–14 Viborg FF season,5
2008–09 Sydney FC W-League season,22
List of Mexican football transfers summer 2013,16
List of Russian football transfers summer 2013,39
List of Norwegian football transfers winter 2012–13,25
2008–09 Queensland Roar W-League season,10
List of Hungarian football transfers summer 2013,96
Ajax Sportman Combinatie,15
List of Iranian football transfers summer 2009,1
Lijst van Bundesliga-transfers zomer 2012,41
2014 Indonesian Inter Island Cup squads,3
2006–07 Fulham F.C. season,41
List of Cypriot football transfers winter 2011–12,35
List of Turkish football transfers summer 2013,63
2008–09 Blackpool F.C. season,23
West Ham United F.C. Reserves and Academy,24
UR La Louvière Centre,8
2012–13 West Ham United F.C. season,26
West Ham United F.C. Reserves and Academy,46
List of Hungarian football transfers winter 2011–12,44
List of Hungarian football transfers summer 2010,4
2010–11 US Créteil-Lusitanos season,1
List of Azerbaijan football transfers winter 2014,33
2010–11 Puebla F.C. season,25
List of Hungarian football transfers summer 2012,11
List of Japanese football transfers summer 2013,35
Union Royale La Louvière Centre,1
2009–10 Paris Saint-Germain F.C. (Ladies) season,17
List of Azerbaijan football transfers summer 2010,19
List of Chinese football transfers winter 2012,16
List of South Korean football transfers summer 2012,9
West Ham United F.C. Reserves and Academy,60
List of Mexican football transfers summer 2012,8
2013–14 UEFA Youth League squads,7
Detroit Ignition,88
Green Bay Phoenix men's soccer,3
List of North American Soccer League transfers in 2014,27
List of Russian football transfers winter 2009–10,50
List of Slovak football transfers summer 2013,10
2011–12 Grimsby Town F.C. season,19
List of German football transfers winter 2009–10,22
Eredivisie 2010/11 (mannenvoetbal)/Transfers winter,7
List of South Korean football transfers summer 2012,8
List of Estonian football transfers winter 2012–13,94
List of Ukrainian football transfers winter 2008–09,16
List of Russian football transfers summer 2013,30
2006 South Carolina Gamecocks men's Soccer Team,29
List of Ukrainian football transfers winter 2014–15,28
2013–14 Maccabi Tel Aviv F.C. season,28
List of Hungarian football transfers summer 2010,28
2010–11 Club América season,36
Maybank HC,4
Al Rayyan Handball Team,20
List of Belgian football transfers summer 2009,5
St. Francis Brooklyn Terriers men's soccer,6
2010–11 Atlante F.C. season,7
1996–97 UE Lleida season,21
List of Bosnia and Herzegovina football transfers summer 2013,104
List of Chinese football transfers winter 2013,19
