http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/populationTotal
"Recologne, Haute-Saône",35
Jussy (Aisne),1444
Banatska Palanka,771
Gournay-sur-Aronde,615
Fara Olivana con Sola,1042
Pigna (Italie),956
Andover Township (Ohio),2387
Loria (Italie),8107
"Krasne, Rzeszów County",3402
"Biskupice, Miechów County",441
Fors (Deux-Sèvres),1728
Porta (Pirenei Orientali),119
北欖坡,122349
Fuente-Olmedo,48
Market Lavington,2638
Saint-Sauveur-en-Rue,1304
Río Segundo (ciudad),23627
Sind,60764596
Saint-Sauveur-en-Puisaye,937
"Saint-Cyprien-de-Napierville, Quebec",1602
Proseč (Vysočina),69
Noisy-sur-Oise,772
Lignerolles (Orne),174
Cugnasco-Gerra,2726
Moritz (Zerbst),365
Azur (Landes),650
Ustronie Morskie,1852
Saint-Sauveur-la-Vallée,41
Saint-Brice-sous-Rânes,166
Biskupice (Olomouc),225
Saint-Perreux,1140
Saint-Sauveur-des-Landes,1469
Brzeziny (powiat poddębicki),123
Kielno (województwo pomorskie),970
Postolin (wieś w województwie pomorskim),560
"Sylte, Norddal",448
Distrito de Barranca,57702
Boissy-sous-Saint-Yon,4174
Hafr al-Batin,240031
维里努勒伊,2268
Vigneux-de-Bretagne,4547
"Lignerolles, Côte-d'Or",58
Provincia de Salavan,305513
Raben Steinfeld,1214
Saint-Brice (Manche),122
Обердорф (Верхний Рейн),714
Azur,700
Viry (Alta Saboia),3855
Kula (Bulgarien),2877
La Villedieu-du-Clain,1199
سالافان,357904
Steinfeld (Nadrenia-Palatynat),1868
L'Isle-Adam,10749
Seyssel (Alta Savoia),2637
Świerzno (województwo zachodniopomorskie),654
"Saint-Sauveur, Somme",1396
"Jazan, Alborz",342
Вергара (Уругвай),4082
Żmudź (województwo lubelskie),690
"Breslau, Ontario",2470
Pogorzała Wieś,531
Limbach (Sassonia),1388
洛拉德尔里奥,19038
Le Plessis-Gassot,75
Marnes,209
Trient,1948
Sankt Martin im Sulmtal,2875
Берге (Нижняя Саксония),3345
La Celle-en-Morvan,462
"Seri, Bheri",1491
Haharinskyi District,136137
Bonneuil (Charente),231
格里明山麓圣马丁,930
Cromac,256
Munizipalität Achmeta,41869
Ist (island),192
Rzeczyca (powiat bialski),800
Xian de Wuyi (Zhejiang),363076
Ongar,5740
"Grunwald, Łódź Voivodeship",59
Offa (Nigeria),89424
Agia Vavaraklooster,1394
Boissy-Maugis,454
Plaisance (Aveyron),183
Comanche (Bolivia),3629
Акаюкан,70156
Kulina (Aleksinac),684
Delta (Brazilië),7087
Nova Aurora (Paraná),13237
أكبر أباد (مقاطعة تشالوس),586
"Dahlem, Lower Saxony",582
Rastán,40939
Dampierre-lès-Conflans,291
"Saix, Vienne",232
Świętajno (powiat olecki),1648
Neuenkirchen (Cuxhaven),1286
Horka I,423
Copenhagen Municipality,617790
Аильонес,885
"Takht, Hamadan",1991
Dommartin-la-Montagne,40
Le Mée,257
Brusque (miasto w Brazylii),124297
Штайнфельд (Шлезвиг),739
Jyderup,4569
博卡 (诺瓦拉省),986
Кампания (Италия),6864846
"Río Segundo, Córdoba",23932
Sosa (Eibenstock),2413
Le Plessis-aux-Bois,250
Weyer (Górna Austria),4181
Dommartin (Ain),714
Kopp (Rijnland),180
Soto y Amío,1052
Janów (Brzeziny),61
Dompierre-les-Églises,307
Morašice (Moravia meridionale),237
Veddige,2316
Kurzętnik,3387
Alto (Piemont),115
Champlin (Nièvre),50
Dimitrovgrad (obchtina),57287
Рекена (провинция),71865
"Porta, Pyrénées-Orientales",123
Dompierre (Oise),223
Moissy-Moulinot,27
Zuglio,526
Gans (Gironda),157
希烏島,311
Saint-Sauveur-en-Rue,1264
庫尼亞斯科-傑拉,2679
"Naval, Huesca",227
La Celle-Dunoise,630
利夫拉杜瓦地区马尔萨克 (多姆山省),1584
"Orville, Côte-d'Or",162
ラブラドール地方,29052
"Horrocks, Western Australia",131
"Suri, Khuzestan",20
Bevern (Schleswig-Holstein),544
Perthes (Senna e Marna),2501
Krasne (powiat przeworski),318
Kuła,4077
Kikai,8187
"Kurti, Iran",771
Rafah,138889
貝爾加拉 (烏拉圭),3586
"Municipio de Pleasant (condado de Fairfield, Ohio)",6955
