http://dbpedia.org/ontology/AdministrativeRegion,http://dbpedia.org/ontology/areaLand
Contea di Scott (Indiana),517481207
Contea di Breathitt,1296945483
Stordal,235215682
Рёст,9745561
Condado de Adams (Indiana),861803778
Arkansas,140534600075
Montana,365960709628
勒丁恩,504913957
"Aure, Norway",654635821
Contea di Jewell,2323233197
尼瑟達爾,757256816
Contea di Botetourt,1375767682
赫廷傑縣 (北達科他州),3053167718
Søgne,138062082
蘇拉 (挪威),66394251
Hrabstwo Atchison (Kansas),1119081021
Винье,2818260396
"Bath County, Virginia",1383210843
Grong,1071571964
田纳西州,101713055386
Hrabstwo Aransas,650226356
Rygge,68993429
Overhalla,656442561
"Бун (округ, Западная Виргиния)",1273979344
Solund,225654936
Alaska,1526764745089
"Riley County, Kansas",1631617910
"Bristol County, Massachusetts",1484447722
Distrito de Gampaha,1298383751
"Барбур (округ, Западная Виргиния)",916049165
Comté de Botetourt,1429772320
Comté de Rawlins,2690421276
Hrabstwo DuPage,869944813
Мудален,371242131
Ås (Noruega),105156436
Ørskog,129468030
Midtre Gauldal,1777228948
南弗龍,708429146
克維內斯達爾,897324324
Nedre Eiker,112190804
Montgomery County (Kansas),1739960131
考利縣 (堪薩斯州),2825539902
Meland,85967945
Aremark,274269281
Ringerike,1386563829
Inderøy,347634587
Nordkapp,853304011
Risør,187261211
Comté de Berkeley (Virginie-Occidentale),792588649
Contea di Geary,1009129905
Condado de Adams (Misisipi),1165046482
ベンジー郡 (ミシガン州),849541960
Comté de Berkeley (Caroline du Sud),2926872180
Эйгерсунн,391850009
Namsskogan,1392139174
Inyo County,27280794877
Лиллесанн,181880102
Hemne,627962439
ラッシュ郡 (カンザス州),1880869600
石油縣 (蒙大拿州),4195647883
Нарвик,1832943655
مقاطعة غيري (كانساس),965335355
Seljord,696193944
アレン郡 (オハイオ州),1043891517
مقاطعة شرمان (كانساس),2831328881
Pennsylvania,112107029810
Condado de Bristol (Rhode Island),62023309
مقاطعة بينتون (إنديانا),1060628110
Condado de Lane (Kansas),1937077583
Cheyenne County (Kansas),2717332797
مقاطعة بيوريغارد,2914330786
ブレイン郡 (アイダホ州),6725855899
مقاطعة أوتاوا (كانساس),1916620988
Aurland,1434769860
伯克利县 (南卡罗来纳州),2964862205
Hattfjelldal,2338233851
Condado de DuPage,865704222
Condado de Ashland (Ohio),1135389036
Adams County (North Dakota),2638129595
Norddal,917615564
Condado de Berrien (Geórgia),1162842559
Andebu,174201587
"Бей (округ, Флорида)",2031254044
Lillehammer,468206745
Contea di Blaine (Idaho),7018393814
Froland,603875800
Fosnes,488762062
Мандал,218419480
Коломбо (округ),659948889
Westmorland County,3698402636
Batticaloa (district),2638353739
Eigersund,402458605
Ørland,72015057
Austrheim,54911633
Boone County (Arkansas),1534736604
Hrabstwo Harper (Kansas),2027609423
Leksvik,404067635
Bedford County (Tennessee),1253016471
Contea di Alexander (Illinois),631881241
萊克斯維克,396654175
Мудум,457979483
Madakalapuwa (dystrykt),2503070308
Skiptvet,93890252
ベルトラミー郡 (ミネソタ州),6776631754
Beiarn,1236140905
Sør-Varanger,3609641880
Sauda,521559546
スコット郡 (カンザス州),1828030844
Mombasa County,236224239
Волда,518560536
阿爾傑縣,2468016043
索倫 (挪威),224496977
Barton County (Kansas),2409338633
Åfjord,927819860
"Rensselaer County, New York",1696772042
Alpena County,1502017521
Leksvik,388126334
Aurskog-Høland,904843811
Condado de Anderson (Carolina do Sul),1792338684
ساربسبورغ,368078632
ベッドフォード郡 (バージニア州),2022081354
Parafia Beauregard,3020948635
Condado de Bent,3782043961
巴克斯特縣 (阿肯色州),1460678234
Tjøme,40213031
Beaufort County (South Carolina),1433420759
Hurum,150552587
Condado de Amite,1885020955
مقاطعة أوستن (تكساس),1744029136
Contea di Belmont,1363196105
Condado de Berkeley (Carolina do Sul),2894943544
Contea di DuPage,836300053
ボスキー郡 (テキサス州),2621430506
Klæbu,177492481
Flesberg,562730827
博伊德縣 (肯塔基州),395611807
Rhode Island,2748889573
Eid,430416731
アラマンス郡 (ノースカロライナ州),1138740549
مقاطعة بيدفورد (بنسيلفانيا),2564972695
"Аштабьюла (округ, Огайо)",1861211558
ローリンズ郡 (カンザス州),2805987162
Condado de Blaine (Oklahoma),2312797538
ブーン郡 (アーカンソー州),1452542935
Antelope County,2182306158
Vestre Toten,225752370
مقاطعة أمهيرست (فيرجينيا),1268622118
Condado de Beaver (Oklahoma),4642780698
Washington County (Kansas),2205872170
Jackson County (Michigan),1859171348
Bykle,1279735184
Odda,1536023397
Lavangen,309086997
Северная Каролина,132048766968
Osen,386627282
Vadsø,1200044437
Andebu,188252999
Borough de Aleutianas Orientales,18983710741
Condado de Branch (Michigan),1249218815
Ulvik,638109453
Salangen,453652525
Hrabstwo Arkansas,2587977154
ベンソン郡 (ノースダコタ州),3500611375
Balestrand,393082220
Гампаха (округ),1384435557
ルークス郡 (カンザス州),2236094125
ラルヴィク,495442074
Træna,16699478
Condado de Ottawa (Kansas),1882383574
西維吉尼亞州,62130293583
"Elbert County, Colorado",4968891561
Snåsa,2186674828
海略 (諾爾蘭郡),62669193
"Jewell County, Kansas",2416774067
Comté de Bedford (Virginie),1943626707
"Эйкен (округ, Южная Каролина)",2827055067
Maryland,25502982860
アセンション郡 (ルイジアナ州),754320594
Hrabstwo Phillips (Kansas),2290603172
Marker (Norvège),378843160
Andrew County,1076473549
"Berrien County, Michigan",1452848538
內斯 (布斯克呂郡),762621339
Тингволл,313928460
蔡斯縣 (堪薩斯州),1947819606
亚当斯县 (华盛顿州),5072545131
Minnesota,203350022109
Contea di Petroleum,4249224952
Holmestrand (gemeente),82870439
Stokke,114580966
Leikanger,171822876
Lanaudière,12649850348
Сёр-Фрун,729722268
Åsnes,966849330
Hornindal,177125137
Hrabstwo Bristol (Rhode Island),60932417
貝爾特拉米縣 (明尼蘇達州),6545237396
Lørenskog,67759353
"Аткинсон (округ, Джорджия)",845048964
北弗龍,1110065136
ナパ郡 (カリフォルニア州),2005518869
內斯縣 (堪薩斯州),2754251029
布萊克福德縣 (印地安納州),437818601
فانيلفان,359621156
Condado de Asotin,1591182673
Hrabstwo Attala,1965993421
Oppdal,2269474352
Hrabstwo Adams (Missisipi),1225632430
博特托爾特縣 (維吉尼亞州),1459747277
Contea di Grant (Kansas),1463156450
Clark County (Kansas),2562957069
莫達倫,383688412
Porsanger,4691144928
Hrabstwo Essex (Ontario),1709479078
فاردو,598754003
Chautauqua County (Kansas),1696564156
Condado de Smith (Kansas),2340024813
孔斯贝格,716835960
Contea di Dufferin,1489106779
Comté de Baltimore,1499261441
Bruce County,3991273425
伊韋蘭,236598338
Гране (Норвегия),1861064473
Rauma (Noruega),1462129845
Jevnaker,204119736
Comté de Bedford (Pennsylvanie),2728960541
Sør-Varanger,3371614173
Cloud County,1780791557
Frontenac County,3255578379
コマンチ郡 (カンザス州),2012533108
阿斯克沃爾,325658939
Contea di Greenwood (Kansas),3035434870
阿利根尼縣 (紐約州),2725831639
Vågan,470691407
Delaware,4967883764
Аннебу,190432348
Tvedestrand,198077327
Comté de Bowman,3023027937
مقاطعة أندرسون (كارولاينا الجنوبية),1882412773
ブラックフォード郡 (インディアナ州),421336429
Braxton County,1266214966
Comté de Chase (Kansas),1971450315
كفالسوند,1793703320
勒倫斯科格,67915976
Condado de White (Geórgia),628836994
Гуль (Норвегия),516477384
Condado de Appanoose,1245828157
Steigen,940164483
Voss,1769330845
斯莫拉島,280407464
Råde,100591468
堪薩斯州,210543090414
Lyngdal,379646356
Vinje (Noorwegen),2852877467
Arkansas,131892344253
Flekkefjord,494394372
Condado de Nemaha (Kansas),1851756201
Anderson County (Kansas),1470593656
Квам,567582480
Lavangen,302228927
"Бентон (округ, Айова)",1881595176
Batticaloa (district),2526825770
Parafia Avoyelles,2104355104
斯圖達爾,244322797
Idaho,219636357720
波特瓦特米縣 (愛阿華州),2467571622
Adams County (Washington),5111802307
"Беннетт (округ, Южная Дакота)",2924851075
Hrabstwo Aitkin,4553241525
"Бэрри (округ, Мичиган)",1367467877
Bannock County,2775462290
Marnardal,376187103
杜佩奇縣 (伊利諾伊州),828487008
Granvin,202107291
"Джексон (округ, Мичиган)",1829190131
كفانانغن,2016471642
Comté de Boone (Virginie-Occidentale),1332816036
ハーシュタ,449763141
"Bamberg County, South Carolina",977345805
Vevelstad,517213724
Morton County (Kansas),1921710509
Vågsøy,173263015
斯塔福德縣 (堪薩斯州),1954152894
"Banks County, Georgia",598123923
Ås (Kommune),97837784
Geary County,986357272
Йиске,38587431
Snillfjord,500756821
沃爾達,541411240
Vevelstad,503757660
Comté de Carter (Tennessee),840443147
"Берриэн (округ, Мичиган)",1523452969
Comté de Barry (Missouri),2076329206
Contea di San Mateo,1129560661
Agdenes,304001854
"Dickinson County, Kansas",2230589583
Adams County (Idaho),3382521796
Бьюгн,371232281
Zhenxiong,3903824873
Condado de Wichita (Kansas),1802505671
Granvin,201454557
Rindal,636352576
نيتيدال,179290451
Lyngdal,359278984
Hrabstwo Stevens (Kansas),1969118364
Parroquia de Allen,1985248769
Pulaski County (Indiana),1126183462
巴爾迪 (挪威),2556973429
Oklahoma,174366012031
Ullensvang,1347122322
Moss,57797386
"Adams County, Iowa",1134708903
"Крофорд (округ, Канзас)",1560398876
"Атчисон (округ, Миссури)",1430126189
"Clay County, Kansas",1749045051
"Адамс (округ, Иллинойс)",2126432083
Ford County (Kansas),2839058460
Contea di Amador,1605439811
Trysil,2964683395
巴斯特羅普縣,2407045860
Alpine County,1826599538
"Бентон (округ, Орегон)",1797704420
Емнес,373067456
喬治亞州,146728856837
Meldal,610188313
Condado de Boone (Nebraska),1758907832
Øyer,638801247
Comté de Breathitt,1314272298
伯姆盧,234661262
County Fermanagh,1649016800
Fræna,348175933
مقاطعة باي (ميشيغان),1181161184
Hrabstwo Barry (Michigan),1397898697
Odda,1415323351
Condado de Stevens (Kansas),1967338886
Balestrand,428919335
Fusa (gemeente),349898214
Йоло (округ),2681829134
Nore og Uvdal,2370363983
Lierne (Norvège),2607446990
Leksvik,413028341
Hrabstwo Clay (Kansas),1700065771
Kåfjord,908026994
"Rissa, Norway",589844893
Lurøy,252242996
مقاطعة كين (إلينوي),1350978073
Condado de Alamosa,1848976873
Hrabstwo Boone (Iowa),1462210810
海于格松,68579418
Midtre Gauldal,1736089634
Йёвик,609784124
ボルチモア郡 (メリーランド州),1560477264
本頓縣 (愛阿華州),1928657654
Louisiane,109887379232
プレスコット・ラッセル連合郡,2009442825
Nesodden,59284432
菲薩,367204965
ボールドウィン郡 (ジョージア州),694620783
Condado de Archuleta,3389369227
Giske,39669296
Sauherad,291301236
Sokndal,271640424
Линнеснес,296471738
Alabama,136366976910
安德森縣 (南卡羅萊納州),1771482762
アラメダ郡,1916499905
Comté de Reno,3185749563
Comté d'Ottawa (Ohio),647501334
Condado de Bacon,670930597
Baraga County,2367050051
Hvaler,91094799
Флатангер,432772993
Condado de Brewster,16032835565
安德于,597142000
Tynset,1803081101
Molde,344153128
Aurskog-Høland,861081608
布兰特利县 (佐治亚州),1148304635
"Ориндж (округ, Калифорния)",2096232092
Hyllestad,258350999
"Atchison County, Kansas",1117978960
Allen County (Ohio),1023220149
Vestnes,351087735
مقاطعة كينغمان (كانساس),2335399760
Vestre Slidre,407907835
"Barnwell County, South Carolina",1460953800
Kvinesdal,930709050
Forsand,721880754
Condado de Essex (Ontário),1727410082
Comté de Crawford (Kansas),1501249265
Hrabstwo Briscoe,2221738781
Hurum,154328478
Hå,246302830
"Antigonish County, Nova Scotia",1518750779
Broadwater County,2962906484
Bømlo,231882811
مقاطعة بيرناليلو (نيومكسيكو),3070434969
"Брадфорд (округ, Пенсильвания)",2939082733
"Abbeville County, South Carolina",1231987543
セル＝ヴァランゲル,3624037803
Gjemnes,356420394
Cherokee County (Kansas),1468606757
Hitra,660851183
"Блэнд (округ, Виргиния)",946767002
Kingman County,2130682126
Distrito de Colombo,667481989
Baker County (Georgia),910346696
Aukra,58269282
تيدال,1254507689
Hrabstwo Crawford (Kansas),1509131120
مقاطعة أوزبورن (كانساس),2353713051
モリス郡 (カンザス州),1748042953
"Boone County, Iowa",1455892084
Høylandet (gemeente),722385159
Benton County (Washington),4561722149
Meldal,590184319
スターク郡 (インディアナ州),770654147
Alstahaug,194072617
Skodje,110439318
Spydeberg,133295493
Bradley County (Tennessee),882579014
Selbu,1136727913
Våler (Hedmark),686618938
Condado de Kiowa (Kansas),1925675985
Хадсель,572114093
Condado de Becker,3252205595
ワイアンドット郡 (カンザス州),387531826
Montgomery County (Kansas),1732620338
Stranda,838014970
Benton County (Iowa),1831058657
Kalutara District,1608132178
Comté de Blaine (Montana),10579823126
Порсангер,4819591224
Contea di Benton (Mississippi),1103632626
Condado de Alleghany (Carolina do Norte),602273777
Odda,1538766919
"Ellsworth County, Kansas",1867785433
斯特蘭達,824839943
Hvaler,92664627
Ringebu,1241108388
Moss,57437503
Sørreisa,332413695
艾于蘭,1447421297
Berrien County (Georgia),1207054927
カルタラ県,1517691570
Condado de Garrett,1663398675
مقاطعة برادفورد (فلوريدا),790766718
Wayne County (Pennsylvania),1911564675
Halsa,278170163
Fet,133487013
Comté d'Aiken,2777304991
Askøy,93668925
Augusta County,2469464893
韋斯特比,138194255
Blanco County,1774714772
مقاطعة سوري (كارولاينا الشمالية),1328882728
Ringebu,1218839364
Condado de Barber,2892493880
Condado de Wayne (Pensilvânia),1819771576
Melhus,648350199
Луннер,266311669
Contea di Chautauqua (Kansas),1661067427
萊達爾,1267552514
雷爾菲尤爾,459484132
Strand (Rogaland),199764480
Condado de Benton (Washington),4321190709
كانساس,214908435021
رينغساكر,1172803718
Hemsedal,676136857
"Napa County, California",1998394348
Gol (gemeente),489173349
مقاطعة بونير (أيداهو),4466674580
Comté d'Anderson (Kansas),1532587000
Øksnes,319145064
Benton County (Oregon),1739842152
Bindal,1165719101
"Siskiyou County, California",16762058165
桑内斯,288816009
Paróquia de Bienville,2061849499
ブラゾス郡 (テキサス州),1578519690
مقاطعة واين (بنسيلفانيا),1919303795
"Rana, Norway",4388979946
مقاطعة بيغ ستون (مينيسوتا),1267253423
Torsken,239763862
Hrabstwo White (Georgia),597551846
Askim,63595432
Rælingen,58327405
Modum,447917659
Alachua County,2351418395
Comté de De Baca,6299470059
Bell County (Kentucky),915887327
亞當斯縣 (印地安納州),869787152
Condado de Barton (Kansas),2390097359
Inderøy,354707818
Comté de Barrow,432710437
Contea di Allegany (Maryland),1049842482
مقاطعة كلارك (كانساس),2458462232
Blaine County (Oklahoma),2429733680
أفون (كولورادو),21025552
Lierne,2756439072
Kvitsøy,6243617
Condado de Beaufort (Carolina del Sur),1455739070
Comté de Benton (Mississippi),1009550774
Holmestrand,82450975
Karasjok,5277223886
アルスタハウグ,187481460
福特縣 (堪薩斯州),2946280506
リン郡 (カンザス州),1599855369
Ål,1094569992
林肯縣 (堪薩斯州),1876755538
"Norton County, Kansas",2173991133
Hrabstwo Archer,2380388113
伯克夏縣,2486605325
Franklin County (Kansas),1482420437
Hrabstwo Beltrami,6420957823
Nord-Aurdal,819198071
Аламида (округ),1972137223
Lardal,266536001
Østre Toten,491603320
バーゲン郡 (ニュージャージー州),622397776
Storfjord,1437421557
مقاطعة فرانكلين (تينيسي),1379191158
バートウ郡 (ジョージア州),1160523422
مقاطعة بيرغن (نيو جيرسي),616713514
阿拉曼斯縣 (北卡羅萊納州),1053697131
Eidsberg,229748536
مالفيك,157817251
De Baca County,5950767321
Hrabstwo Baylor,2137446367
"San Mateo County, California",1179889483
巴羅縣 (喬治亞州),433720353
Condado de Elgin,1846659544
Sel,847646981
موس (النرويج),60645634
"Уоллес (округ, Канзас)",2344811912
布萊恩縣 (愛達荷州),6871618603
特拉維斯縣 (德克薩斯州),2555913789
ブレバード郡 (フロリダ州),2680518243
Notodden,846495342
Этне,659363822
Androscoggin County,1242932750
Condado de White (Georgia),618823821
Horten,66109347
Kvinesdal,880132963
Колорадо,265879327095
尼馬哈縣 (堪薩斯州),1804169102
Nordkapp,866584534
Hrabstwo Wallace,2399594914
Hrabstwo Shawnee,1420240856
アデール郡 (アイオワ州),1495856355
拉波特縣 (印地安納州),1528173716
Hodgeman County,2239861342
Big Stone County,1231606226
布朗縣 (堪薩斯州),1452729780
مقاطعة أفيري (كارولاينا الشمالية),610941524
Hrabstwo Adams (Pensylwania),1370548996
Volusia County,2964163764
"Франклин (округ, Канзас)",1483549198
Våler (Østfold),247961840
Лаврентиды (область),20374350893
第開特縣 (堪薩斯州),2291104629
Enebakk,201219808
"Бентон (округ, Вашингтон)",4451334097
Hrabstwo Boone (Nebraska),1778444118
Nedre Eiker,111372362
"Арустук (округ, Мэн)",17921560006
"Boyd County, Nebraska",1381165548
Skjervøy,467402724
Sandefjord,124263046
"Bladen County, North Carolina",2292365927
順昌県,2006254415
Austrheim,58336602
Harstad,426812833
馬歇爾縣 (堪薩斯州),2327405742
Rana (Noruega),4217696166
مقاطعة أوتاوا (أوهايو),686830335
ハワイ州,17078416377
"Placer County, California",3526429860
"Reno County, Kansas",3357408087
Illinois,140744053945
Salangen,420976593
Condado de Yolo,2620987763
"Berrien County, Georgia",1180079034
Brevard County,2558632016
Contea di Beltrami,6246781286
Nannestad,331785479
Еррум,81369410
Levanger,620407774
مقاطعة برازوريا (تكساس),3405542393
Alleghany County (Virginia),1108914193
Comté de San Mateo,1166574737
Råde,110052745
休倫縣 (安大略省),3384016450
Condado de Greeley (Kansas),2082525543
Ringebu,1253072747
Condado de Greenwood (Kansas),2845974161
Dønna,192245332
Lund (Norvegia),346919063
Beiarn,1150891020
Maine,82714462221
橙縣 (加利福尼亞州),1969644183
蘇厄德縣 (堪薩斯州),1678687320
Condado de Runnels,2728749525
"Knox County, Ohio",1343526758
Andebu,184859871
Hægebostad,442582441
Contea di Pottawatomie (Kansas),2139375334
Condado de Brewster,16258553006
"Орора (округ, Южная Дакота)",1801109681
Condado de Austin,1619290958
Narvik,1921022735
Grane (Norvegia),1931799572
東托滕,465709893
Ringebu,1252822239
Tromsø,2550390881
Granvin,215101160
Parroquia de Assumption,865622057
Hadsel,575402164
Lenvik,869257404
Utsira,6310168
宾夕法尼亚州,112650578670
Gildeskål,632165003
普莱瑟县,3751040146
Condado de Anderson (Carolina del Sur),1942001728
Сельюр,639043332
Råde,102929916
Vennesla,349419039
Skjåk,1995160350
Båtsfjord (gemeente),1442681426
Comté de Kern,20658101674
ベントン郡 (オレゴン州),1704508982
Condado de Alameda,1846513297
Alaska,1451151644494
مقاطعة آدامز (داكوتا الشمالية),2445906928
Fet,131320574
坎伯蘭縣 (賓夕法尼亞州),1468351184
Aroostook County,16919150474
貝爾萊克縣 (愛達荷州),2451010446
Kings County (Nova Scotia),2042254204
Hjelmeland,975645314
Samnanger,258522596
Contea di Carteret,1339909863
Condado de Russell (Kansas),2334858650
Contea di Adams (Indiana),838705280
Condado de Bee,2252980844
Alvdal,886937521
肖尼縣 (堪薩斯州),1449608864
Strand (Norwegia),198760706
مقاطعة بولينغر (ميزوري),1664392447
Condado de Bastrop,2303846399
Granvin,214864493
Несна,184046405
ガスペジー・マドレーヌ諸島地域,19360922082
Contea di Mono,7716581824
Condado de Scott (Kansas),1949355993
Tynset,1789969946
Contea di Amelia,891625794
Pensilvania,114079671973
Comté de Newton (Géorgie),691991731
Acadia Parish,1665979954
布莱克利县 (佐治亚州),541827939
Meløy,833359641
Notodden,827468434
ブラゾリア郡 (テキサス州),3681357532
安特里姆縣,1209290039
Surry County (North Carolina),1338772734
Laurentides (Region),19665849231
Condado de Archer,2282903246
ベルモント郡 (オハイオ州),1372769293
蒙泰雷吉,11648722310
Skaun,202725784
班布勒,294672537
Condado de Allamakee,1614007726
مقاطعة أليني (بنسيلفانيا),1946951696
Paróquia de Assumption,857329745
Flatanger,442276701
Condado de Blaine (Nebraska),1871494521
Big Stone County,1285931687
Becker County,3435494809
布耶爾克勒姆,604671849
Condado de LaPorte,1583514326
新泽西州,18508472423
Condado de Bosque,2644910060
Condado de Bamberg,989053965
مقاطعة جاكسون (كانساس),1659465771
مقاطعة نابا (كاليفورنيا),1857290391
滕斯贝格,101473469
Hrabstwo Adams (Wisconsin),1735620033
Målselv,3097185756
Røst,10542588
Sula (Norwegen),58981140
Washington County (Kansas),2346649726
Bartholomew County,1095401596
Frosta,74019379
Condado de Bristol (Massachusetts),1463651824
安德森縣 (田納西州),879939549
Condado de Arkansas,2649348902
Lennox and Addington County,2942473015
Vega (Norvège),161518121
Contea di Finney,3469044418
Небраска,206095330287
"Бриско (округ, Техас)",2286192884
Paróquia de Jefferson,791555092
Sortland,684779250
Hrabstwo Bath (Wirginia),1334959265
Starke County,764279821
Kane County (Illinois),1393289504
Брустер (округ),16358814721
カウトケイノ,8917376214
Storfjord (Kommune),1429193653
Condado de Bergen,599055262
Bowie County,2266787447
Condado de Ashtabula,1784938792
Øystre Slidre,922688732
Ørsta,767162360
Granvin,210015198
Condado de Brazoria,3626370476
Klepp,97500548
Contea di Bonneville,4657659057
スコット郡 (インディアナ州),472307940
比縣 (德克薩斯州),2319740595
Ullensvang,1321198453
ルッパ,674951136
ソノマ郡 (カリフォルニア州),4006174614
Laurentides,19737054731
كونغسبرغ,783301529
Condado de Coffey,1629958300
مقاطعة أتكينسون (جورجيا),861608404
