http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/areaLand
Tana (Finnmark),3664919228
奧德班縣 (愛阿華州),1095439493
Contea di Berrien (Georgia),1119317745
Colombo (district),664485091
Bibb County (Alabama),1665244012
Contea di Smith (Kansas),2430416280
Malvik,160761899
Vågsøy,165085602
Nordre Land,959996280
"Донифан (округ, Канзас)",987252172
Ohio,104674038912
Vågå,1192811216
馬瑟于,1096876307
"Команчи (округ, Канзас)",2012688221
مقاطعة بتلر (ألاباما),2078413672
摩麗絲區,35719556091
Østre Toten,472237337
Gol (Norvegia),500697725
Hægebostad,412031207
Hjartdal,764256679
アウドレイン郡,1704326376
阿格德內斯,286799853
"Стаффорд (округ, Канзас)",2077184063
賓厄姆縣 (愛達荷州),5445893218
Mauricie,34686036578
Moss (Norvège),60200568
Alger County,2360394097
Lødingen,504527507
Hrabstwo Wilson (Kansas),1460197056
Condado de Anderson (Kansas),1487094391
Rollag,417307092
カータレット郡 (ノースカロライナ州),1246361794
Delaware,5265598934
Namsos,733120934
Ibestad,236017979
مقاطعة فرانكلين (تينيسي),1485431399
Hof (Norvège),151764334
Contea di Montgomery (Kansas),1652901732
Bergen County,614108674
Маркер (Норвегия),372160816
Dovre,1387010814
Skedsmo,77037105
孫達爾,1566647153
Hrabstwo Addison,1973751795
Kvæfjord (Kommune),507075661
Atlantic County,1430863104
Condado de Brantley,1109262064
Frøya (Sør-Trøndelag),219402532
ساربسبورغ,370146580
Meland,88279843
Georgia (staat),155491829204
Tana (Norvegia),4017810422
Lanaudière,12172552693
布拉福縣 (佛羅里達州),748356248
內瑟比,1415909600
Condado de Boundary,3416193385
Karasjok,5187568520
Løten,372343770
Capitale-Nationale,18662855983
Outaouais,31933058871
سنيلفيورد,487796596
Contea di Angelina,2142535686
Brunswick County (Virginia),1447881423
Agdenes,285587479
Condado de Seward (Kansas),1626991811
Condado de Bergen,606374166
Karasjok (gemeente),5226108193
Distrito de Trincomalee,2405768984
Аскволл,319928871
Hemnes,1417596138
阿斯克沃爾,328209870
博根縣,602516519
Contea di Rooks,2320785649
"Clark County, Kansas",2407967624
エルバート郡 (コロラド州),4600708358
ブルック郡 (ウェストバージニア州),229443875
Condado de Berrien (Geórgia),1121434027
Vågå,1260655170
Vennesla,354724075
特里戈县 (堪萨斯州),2211279526
Nesset,964980977
Frosta,73935369
Hrabstwo Seward (Kansas),1650526596
ستراند (النرويج),193070391
Condado de Douglas (Kansas),1150110450
بيوغن,371453615
Nordreisa,3330759695
New Jersey,18446044047
Ballard County,659468029
Condado de Benton (Misisipi),1005227375
Hrabstwo Wabaunsee,2052033197
Hrabstwo Butler (Missouri),1746774695
مقاطعة سيلاين (كانساس),1917464317
Verdal,1445749197
Hrabstwo Surry (Karolina Północna),1340396492
Missouri,180226438123
Båtsfjord (gemeente),1396114955
Comté de Bourbon (Kansas),1635336753
Vang,1332477187
Eide,147559910
アラチュア郡 (フロリダ州),2189003332
Condado de Barry (Míchigan),1373626075
Condado de Butler (Kansas),3613764250
Contea di Benton (Tennessee),1008958053
羅拉格,414144023
Meade County (Kansas),2558663596
Торскен,236593044
馬斯菲尤恩,486038973
クラウド郡 (カンザス州),1862453138
Hammerfest,858471676
Tromsø,2414588837
Løten,352068410
Аремарк,267927805
Odda,1406210557
Condado de Amelia,928497496
バーゲン郡 (ニュージャージー州),580118552
Condado de Brunswick (Carolina do Norte),2282413358
Skånland,478734229
Contea di Butler (Kentucky),1059597980
セル＝ヴァランゲル,3542611609
Værøy,18663126
Comté de Leavenworth,1145445370
Haram (Norwegen),262048558
Hjartdal,725103236
مقاطعة ديكاتور (كانساس),2383109478
لورينسكوغ,64220003
مقاطعة ستافورد (كانساس),2113704188
菲利普斯縣 (堪薩斯州),2236954624
アンダーソン郡 (カンザス州),1438685001
Balsfjord,1389701461
Hrabstwo Bartow,1169986528
Рандаберг,24820255
Øystre Slidre,864410963
Parroquia de Ascension,730718897
Contea di Benzie,826286822
"Bear Lake County, Idaho",2634344631
Contea di Marshall (Kansas),2432792681
Condado de Buchanan (Iowa),1441986663
ブライアン郡 (ジョージア州),1088660870
Sørum,194674560
Halsa,283221610
Rømskog,163401873
バーリントン郡 (ニュージャージー州),2081118348
Skodje,109558438
Sirdal,1433351641
バロン郡 (ウィスコンシン州),2250245868
Notodden,838296263
Condado de Jackson (Kansas),1624200941
Hrabstwo Bowie,2211085086
Hægebostad,420684349
Bledsoe County,1069783632
Albemarle County,1943839832
Oppegård,34477153
مقاطعة بوند (إلينوي),960065640
Osborne County,2255823729
Contea di Linn (Kansas),1551463692
Condado de Bonneville,4753168352
Vik,800666822
Condado de Stevens (Kansas),1818389978
Drangedal,1012846781
Bodø,1278684624
Comté d'Anne Arundel,1094515709
布魯斯德縣 (德克薩斯州),15297194346
亞特達爾,708009018
Condado de Billings,2915292101
Aurland,1369810801
Comté de Blue Earth,1847073609
Sel,873484978
Хюллестад,244261550
Condado de Borden,2439192243
巴伯縣 (西維吉尼亞州),872420055
Roan,356920764
مقاطعة أرانساس (تكساس),638683177
"Phillips County, Kansas",2385487814
Comté de Buckingham,1550155263
Хьёме,39508820
Luster (Norwegen),2633929840
مقاطعة بيرغن (نيو جيرسي),580733406
ブラウント郡 (テネシー州),1456673272
Нёустдал,371632677
Volda,508063264
Hrabstwo Audubon,1107035129
Contea di Boone (Illinois),725632740
Grane (Norvegia),1808163556
Sør-Varanger,3440131628
Condado de Meade (Kansas),2514529687
Luisiana,109581494373
Alger County,2311090616
Alta (Norwegen),3650257335
Fedje,9256654
New Jersey,19388371723
Chautauqua County (Kansas),1718271836
Comté de Butler (Ohio),1152634869
錫格達爾,824510247
"Бейлор (округ, Техас)",2250779361
松達爾,750938268
Trysil,3067363645
Ørland,76995938
Condado de Thomas (Kansas),2794927788
比格蘭,1201578074
哈維縣 (堪薩斯州),1465532621
謝斯莫,71331415
Comté de Bernalillo,2954515969
Traill County,2297417651
Hrabstwo Bowman,2935305224
"Garrett County, Maryland",1697273723
"Brown County, Minnesota",1643952434
Distretto di Kalutara,1539699446
"Ниошо (округ, Канзас)",1544089244
Klepp,106294946
Årdal,925151936
Trikunamalaja (dystrykt),2491267281
Lyngen,765617667
マーシャル郡 (カンザス州),2395215788
Comté de Lawrence (Pennsylvanie),944942323
Vadsø,1288629448
"Leka, Norway",113317226
Condado de Bradford (Flórida),755185701
Øvre Eiker,437805440
Arendal,263254630
Hawái,16973151816
"Буллитт (округ, Кентукки)",744637592
亞當斯縣 (愛阿華州),1136710227
Кармёй,211143360
Sigdal,826151538
إلينوي,141542029555
مقاطعة دوغلاس (كانساس),1205404454
مقاطعة رايس (كانساس),1864401025
Alexander County (North Carolina),684478068
Condado de Harvey,1387199329
"Auglaize County, Ohio",1015002653
Френа,350891747
Condado de Bourbon (Kentucky),737471380
Volusia County,2732610726
Fredrikstad,293408509
Sarpsborg,361643208
水牛縣 (威斯康辛州),1763289688
Hrabstwo LaSalle (Illinois),2818224087
Skodje,108640311
Kongsvinger,973335122
Hemnes,1440586383
スタインシャー,1439067330
Krødsherad,341322404
Comté de Bonner,4633312733
スタントン郡 (カンザス州),1822392731
Leka (Norwegia),105682990
"Beadle County, South Dakota",3233027036
Бэррон (округ),2205652876
Finnøy,107856716
Hrabstwo Lawrence (Pensylwania),952778708
ブレッドソー郡 (テネシー州),1101085700
Fusa (Noruega),348491933
白金漢縣 (維吉尼亞州),1441874238
Comté de Brown (Wisconsin),1440256650
Salangen,455722554
韋斯特沃格于,398748002
Notodden,833348726
مقاطعة بوتلر (آيوا),1449561966
"Benewah County, Idaho",1919669747
Ben Hill County,670027344
رينغريكه,1476089212
Lierne,2630047202
Surnadal,1363989535
"Bibb County, Alabama",1535678548
Hrabstwo Adair (Iowa),1473363800
蔡斯縣 (堪薩斯州),2042338154
Rhode Island (staat),2681484203
بورشانغر,4546969060
アンジェリーナ郡 (テキサス州),1965215566
Lindås,468091450
Contea di Bee,2296742865
Borough di Bristol Bay,1331723878
Barton County (Missouri),1491285327
Krødsherad,323442270
Hrabstwo Boone (Iowa),1466079407
Agdenes,309353283
Condado de Meade (Kansas),2547602255
Vefsn,1768886220
エイキン郡 (サウスカロライナ州),2751387449
ポタワタミー郡 (アイオワ州),2556851185
Jølster,636259774
Йондал,223440450
Bertie County,1773766511
Condado de Allamakee,1602297399
مقاطعة ليون (كانساس),2210592355
Condado de Blackford,428360920
Bremer County,1180638740
Nesodden,62521969
Hrabstwo Beaufort (Karolina Północna),2132552285
Louisiane,110076747972
Sumner County (Kansas),3207518639
Contea di Benton (Washington),4336831088
Fjell (gemeente),144325134
Namsos (gemeente),773212043
"Sande, Møre og Romsdal",93897538
Hrabstwo Huron (Michigan),2112120168
Comté de Barnes,3837998051
"Barton County, Missouri",1528440909
Condado de Boise,4948864731
Condado de Bennington,1685071396
卡特縣 (田納西州),885929922
Beaufort County (North Carolina),2138664032
Condado de Allegheny,1912310493
Hrabstwo Bergen,591371739
Hrabstwo Allendale,1036375369
كانساس,216580223901
Lurøy,252765266
Rhode Island,2649736029
Comté d'Avery,617210699
Bø (Telemark),260091399
Condado de Baltimore,1597294890
Snillfjord,487343682
مقاطعة ترافيز (تكساس),2599849598
Skodje,110268522
Brown County (South Dakota),4330141422
Contea di Blount (Tennessee),1425551345
ボイシ郡 (アイダホ州),4917729222
Kvinnherad,1047023932
Hrabstwo Buffalo (Wisconsin),1812258179
Albany County (Wyoming),11305725839
Nedre Eiker,119078669
"Арустук (округ, Мэн)",17515806949
Stranda,803768354
Eidfjord,1376649875
薩爾特達爾,2128889086
Hjartdal,732608620
"Beaver County, Oklahoma",4642737016
Condado de Bourbon (Kentucky),718717088
Audnedal,234815117
Radøy,110909215
Contea di Comanche (Kansas),2082930985
Røst,10339636
كفافيورد,507493628
Condado de Alleghany (Carolina del Norte),582627493
艾倫縣 (肯塔基州),884759596
Nord-Odal,468257083
Gjemnes,372574858
Condado de Bates,2218191616
Seljord,652070201
Smøla,263742024
Aurland,1403867996
Sarpsborg,382052116
"DuPage County, Illinois",861215778
Eide,144900818
Gaspésie–Îles-de-la-Madeleine,21227824749
Osterøy,238452181
Sula (Norvège),54778321
Selje,217313084
Lincoln County (Kansas),1845259870
Contea di Bent,3779735677
"Грейам (округ, Канзас)",2333943694
Condado de Benton (Washington),4245726386
Etne,674221835
Alamosa County,1821354311
Гарретт (округ),1721194908
Lørenskog,65498727
Anderson County (Tennessee),859724211
Asker,92298317
Condado de Buffalo (Nebraska),2498725626
Øygarden,63638677
ハウゲスン,67435647
Verdal,1483114730
Parafia Jefferson,782946813
"Мид (округ, Канзас)",2440985066
Contea di Sedgwick (Kansas),2550803430
Blair County,1318419406
アレン郡 (オハイオ州),1027763235
Condado de Brown (Nebraska),3292066262
Agglomération de Montréal,514999173
Førde,533187535
Midtre Gauldal,1757169694
"Brantley County, Georgia",1173680718
南达科他州,187952303810
Skjåk,1892077382
Hrabstwo Ashe,1098506181
Tjeldsund,321255908
Hjelmeland,949677293
Hrabstwo Augusta,2419207970
Hrabstwo Ford (Kansas),2873018303
Bø (Nordland),230746404
Buena Vista County,1530088925
مقاطعة بوكس إلدير (يوتا),14516228456
Stor-Elvdal,2118966003
Condado de LaSalle,2803233833
Folldal,1257363156
Alstahaug,189208484
Giske,39643502
Bjugn,362216791
Condado de Elbert (Colorado),4780977289
Rauma (Norwegen),1387767279
Bjerkreim,551943606
Apache County,28303415413
Åmot (Hedmark),1305708036
Tønsberg,103401412
Hrabstwo De Baca,6077876609
Sandefjord,113507064
Gmina Skånland,441825860
"Bergen County, New Jersey",586204233
Boone County (West Virginia),1349806226
Contea di Wallace,2298463458
Comté de Coffey,1572511853
Delaware,4984556133
Moss,60076957
Vindafjord,621922875
Arkansas,135302374491
"Bø, Nordland",224297852
Condado de Osage (Kansas),1851859744
Rakkestad (gemeente),402622053
Nesset,973026856
Kearny County,2219543069
Bodø,1363264141
Hrabstwo Alamosa,1877039473
Hrabstwo Austin,1600376880
瑟呂姆,196651476
"Элк (округ, Канзас)",1743836429
Ол (коммуна),1092829177
"Elk County, Kansas",1612096025
Comté d'Alger,2264273235
مقاطعة أندرسون (تينيسي),874887215
Nesset,1013465446
Volda,532726084
Norddal,894103367
"Meade County, Kansas",2489879581
"Бей (округ, Мичиган)",1140564020
Dakota do Sul,187729660700
Ørskog,127718311
Comté d'Elko,45006738376
Hrabstwo Boone (Wirginia Zachodnia),1257793834
Modalen,394904319
Condado de Barrow,417696827
"Gove County, Kansas",2889189041
Contea di Trego,2212191219
موس (النرويج),57621016
Эустеволл,119157672
"Doniphan County, Kansas",1053614964
Hrabstwo Mitchell (Kansas),1742996297
Contea di Gray (Kansas),2197018046
托什肯,234949067
مقاطعة بلاكفورد (إنديانا),419763638
Kragerø (gemeente),283320717
مقاطعة لابيت (كانساس),1610380694
Vågå,1303043977
波特瓦特米縣 (愛阿華州),2436817189
安妮阿倫德爾縣,1123024085
Skiptvet,97132928
Condado de Pottawatomie (Kansas),2072028128
Montérégie,11272379910
Missouri,174562284404
ديلوير,5279724179
ビーバー郡 (ユタ州),6462096374
Contea di Aroostook,17863773350
Condado de Baylor,2215933084
Nore og Uvdal,2298041102
مقاطعة سوري (كارولاينا الشمالية),1312062475
Jondal,244973803
Gjøvik,613183632
Рюгге (Норвегия),66962519
Contea di Addison,1922188692
Comté d'Aroostook,17665261441
Montérégie,11622611466
西謝利德勒,428921774
阿什兰县 (俄亥俄州),1149270881
Comté de Briscoe,2381426128
فيرجينيا الغربية,60293421776
رود آيلاند,2641011525
مقاطعة أتوكا (أوكلاهوما),2624079022
Bardu,2413113564
Herøy (Møre og Romsdal),121995269
アボイルズ郡 (ルイジアナ州),2175907433
Fusa,370793236
Contea di Cowley,2847919909
"Labette County, Kansas",1636357420
Condado de Volusia (Florida),2728806635
"Brazos County, Texas",1503881931
بورشغرون,162532123
Contea di Republic,1781002630
Moss,55982871
Condado de Amite,1899942428
史蒂文斯縣 (堪薩斯州),1962407420
Aremark,268826521
"Buffalo County, South Dakota",1167894013
貝德福縣 (賓夕法尼亞州),2542471709
Валле (Норвегия),1183557519
Lyngdal,376429916
Masfjorden,504989376
Vardø,571022474
Risør,182864217
White County (Georgia),605382155
索倫 (挪威),225593269
Benton County (Iowa),1891092636
玻利瓦爾縣 (密西西比州),2310397272
Condado de Androscoggin,1196363178
Kvinesdal,882250782
Эйер,632944599
"Kane County, Illinois",1402794428
Rygge,67087709
Benton County (Iowa),1765257440
Condado de Barton (Kansas),2301183475
Condado de Brown (Indiana),825489608
Sør-Varanger,3612959100
Comté de Blaine (Nebraska),1856276901
Alleghany County (North Carolina),627565814
Røros,1768049333
本瓦縣 (愛達荷州),2036050126
Fyresdal (gemeente),1144347367
Herøy på Sunnmøre,123024101
Vevelstad,538530355
ベイ郡 (ミシガン州),1116016619
مقاطعة بومان (داكوتا الشمالية),2955184139
韋恩縣 (賓夕法尼亞州),1962805773
Tennessee,103357005049
"Алачуа (округ, Флорида)",2237268828
Vestnes,335629266
شين (النرويج),727233271
Capitale-Nationale,18764299503
霍伯爾,138401288
Condado de Allen (Kentucky),912223507
Engerdal,1974318802
Baxter County,1436684135
Comté d'Armstrong (Pennsylvanie),1706977951
Ulvik,663968112
Condado de Miami (Kansas),1520050257
Bristol County (Rhode Island),59977810
Scott County (Kansas),1800032841
Stord,132665933
Drangedal,969401044
مقاطعة إلزوورث (كانساس),1771495760
布朗縣 (威斯康辛州),1307882100
Condado de Anoka,1118978808
Luisiana,109403246910
Стейнхьер,1431611403
Balestrand,409748103
Hrabstwo Rooks,2364879722
Steigen,987391188
Borough de Aleutianas Orientales,18423390168
Bee County,2203104977
阿肯色州,132217366781
Comté de Bradford (Floride),723699822
Kåfjord,923566079
"Beaver County, Utah",6520094974
"Bexar County, Texas",3148694594
納姆索斯,789172959
Condado de Burleson,1777425811
Gausdal,1163587980
Distrito de Colombo,645883918
Modalen,386793289
Burleigh County,4222885238
Condado de Bonner,4413752299
布萊恩縣 (蒙大拿州),11013056991
Тингволл,327442034
Vik (Noorwegen),806550250
"Поттаватоми (округ, Канзас)",2122351673
Condado de Brunswick (Virginia),1436267096
Flesberg,551879427
Contea di Armstrong (Texas),2457683993
勒倫斯科格,66685412
Condado de Mitchell (Kansas),1787192972
Marshall County (Kansas),2367092635
Fræna,377626906
Condado de Boyd (Nebraska),1359417406
Hadsel,556408704
مقاطعة بينغهام (أيداهو),5584965361
Сёр-Эурдал,1086757695
ベネット郡 (サウスダコタ州),3077192500
伍德森縣 (堪薩斯州),1323255008
Suldal,1520596146
مقاطعة أوستن (تكساس),1740983111
مقاطعة بوردين (تكساس),2283210687
Rush County (Kansas),1948776126
Хёйланнет,702068832
Condado de Bullitt,750987349
Hrabstwo Bates,2182921425
ビリングス郡 (ノースダコタ州),2902211003
貝爾萊克縣 (愛達荷州),2416000046
Оппдал,2144980654
ネスナ,179971464
Nedre Eiker,112147969
Hrabstwo Allamakee,1685053085
Comté d'Adams (Indiana),909087635
Contea di Hodgeman,2221582253
مقاطعة بتلر (كنتاكي),1088809507
مقاطعة بوركي (داكوتا الشمالية),2790599455
博伊爾縣 (肯塔基州),464083646
Åfjord,888730937
Bartholomew County,1092178501
Russell County (Kansas),2199723558
Condado de Antrim (Míchigan),1288909381
Namsskogan,1361757946
Contea di Mitchell (Kansas),1822937053
チェイス郡 (カンザス州),1918152036
Frøya,226370793
ジェファーソン郡 (ルイジアナ州),781502374
Søndre Land,671940208
Baraga County,2220376069
Condado de Barnstable,1059121983
靈厄里克,1378620352
Comté d'Auglaize,1030078712
Arendal,258151102
Eid (Norwegen),410621598
Randaberg,24864270
مقاطعة وايت (جورجيا),613754443
Comté de Barnwell,1379836959
Fjaler,386959850
Condado de Boone (Kentucky),661806673
مقاطعة بيفيرهيد (مونتانا),14414233857
مقاطعة أفويليس (لويزيانا),2096140353
Tysfjord,1312367961
Ullensvang,1288472882
مقاطعة توماس (كانساس),2888567681
Arkansas,135748269072
Drammen,131150797
Agdenes,296510038
مقاطعة بايلور (تكساس),2162044688
Gloppen,1006043343
Lørenskog,69063087
"Boundary County, Idaho",3130897324
Condado de Ottawa (Kansas),1828934482
東斯利德勒,878550824
Phillips County (Kansas),2297671624
Beaver County (Pennsylvania),1097760031
Fauske,1114112766
مقاطعة فورد (كانساس),2771753661
Hjartdal,741607464
Froland,629968453
Condado de Benzie,838871533
Våler (Hedmark),704010004
Hrabstwo Riley,1571015313
Condado de Bristol (Massachusetts),1488996477
مقاطعة بيكر (أوريغون),7634410471
"Ski, Norway",169083734
哈拉姆,244684517
Condado de Adams (Illinois),2262740008
馬里昂縣 (堪薩斯州),2518465283
"Беркшир (округ, Массачусетс)",2319784102
Condado de Cloud,1830648839
Blaine County (Oklahoma),2450522501
布蘭德縣 (維吉尼亞州),908510804
"Surry County, North Carolina",1419394780
Idaho,210245345686
Colorado,271265477410
Namsskogan,1292765344
アーカンソー州,132311359651
布拉德利縣 (田納西州),838776309
Athens County,1247294506
Grane,1903348220
Condado de Aurora,1876960083
比縣 (德克薩斯州),2169463334
"Butler County, Missouri",1866550621
"Аламанс (округ, Северная Каролина)",1080213582
Sortland,665707279
Kvam,594309707
Hettinger County,3022551504
Condado de Brantley,1128647078
"Элко (округ, Невада)",44415475337
Kalutara District,1630957282
アノーカ郡 (ミネソタ州),1087009528
Condado de Pulaski (Kentucky),1766587975
Bø (Telemark),245794521
South Dakota,193900018306
斯特蘭達,879647466
"Аллен (округ, Индиана)",1636650130
塞尔耶,226600235
貝坎縣,2430428560
Ellsworth County,1820650477
Невада,282488200918
ボックスエルダー郡 (ユタ州),15552794680
مقاطعة بالدوين (جورجيا),674249488
Hrabstwo Banner,1951289949
哈雷德,74610787
Vågsøy,170662062
Maine (États-Unis),77015380438
Comté de Benton (Mississippi),1099413141
Condado de Anderson (Kentucky),533369426
مقاطعة بارو (جورجيا),394118186
Nord-Odal,482972078
Berks County,2226739330
Moss,57556893
Condado de Baraga,2314290772
"Barbour County, Alabama",2275879270
Lesja,2118561708
薩姆南厄爾,257071929
Vefsn,1850096529
Comté de Benzie,833287202
Tingvoll,309769032
"Аранзас (округ, Техас)",663197717
Низовье Святого Лаврентия,21787678954
Træna,15679307
Boone County (Iowa),1488454672
Hemnes,1388117371
Comté d'Alamosa,1926563198
"Авойлз (приход, Луизиана)",2072679970
Хемнес,1407764946
Еррум,80937269
バナム郡,1465924523
Comté de Kiowa (Kansas),1799936772
Hrabstwo Baxter,1448844462
Contea di Jackson (Michigan),1731586081
ブルーアース郡 (ミネソタ州),1964712236
Etnedal,425656597
Contea di Wilson (Kansas),1528063288
Audrain County,1848817834
Рисса,584875672
Contea di Bryan (Oklahoma),2449188970
Comté d'Angelina,2013836141
Hvaler,91933403
Berlevåg,1096257110
Contea di Anderson (Kentucky),537908653
Lierne,2718171452
Skiptvet,90920991
"Alexander County, North Carolina",688437348
Condado de Cumberland (Pensilvania),1399494553
ألاباما,131201360747
阿爾伯馬爾縣 (維吉尼亞州),1821282831
ブーン郡 (ネブラスカ州),1793339461
"Брайан (округ, Оклахома)",2441749075
Comté d'Ashley,2492017607
Båtsfjord,1428131619
Balestrand,391570926
Comté de Boyle,449293941
"Seward County, Kansas",1622622051
Molde,338790941
サムナー郡 (カンザス州),2963186236
Pawnee County (Kansas),1954931278
Ohio,103650093510
Ullensaker,258952452
克維內斯達爾,887161268
Ванюльвен,370381338
Comté de Bear Lake,2413733590
مقاطعة بيرناليلو (نيومكسيكو),2983033581
Eidskog,623672975
Øystre Slidre,898030684
Beaver County (Oklahoma),4491151854
Namsos,777879034
Condado de Burnett,2120095324
Flekkefjord,504113724
Contea di Osage (Kansas),1791671554
Mauricie,35930063581
"Оглейз (округ, Огайо)",1029979551
"Barrow County, Georgia",401730863
Hrabstwo Allen (Kansas),1238794277
Hrabstwo Harvey,1437731992
مقاطعة ماريون (كانساس),2510698216
"Austin County, Texas",1699877039
Kansas,222142985312
Хуф (Вестфолл),147217902
Riley County,1617680037
"Bullock County, Alabama",1598075981
Contea di Armstrong (Pennsylvania),1654308346
Aleutians East Borough,18805065462
Askøy,96280414
"Берти (округ, Северная Каролина)",1791274207
Contea di Bay (Michigan),1150143249
Comté de Blackford,422858546
Borough des Aléoutiennes orientales,18665006942
Condado de La Salle (Illinois),2914920780
Condado de Atlantic,1472362287
Comté de Butler (Kentucky),1154585414
スコット郡 (カンザス州),1880591585
Nes (Akershus),583754491
Condado de Finney,3372811078
Brooks County (Georgia),1273459457
North Carolina,131491550947
Comté de McPherson (Kansas),2275702207
Contea di Bell (Kentucky),890496231
Lillehammer,468806027
Gjerdrum,79601548
伯克利县 (西弗吉尼亚州),790988226
バーリン郡 (ジョージア州),1153090737
Hrabstwo Barbour (Alabama),2394919552
Contea di Stanton (Kansas),1728245833
Aurskog-Høland,926561360
Brunswick County (Virginia),1412641167
Кристиансунн,88759828
Beauregard Parish,3032881609
Contea di Benewah,1930574275
Benton County (Mississippi),1033244139
"Баффало (округ, Висконсин)",1809355420
Hrabstwo Lincoln (Kansas),1781889182
Karasjok,5280870773
克拉克縣 (堪薩斯州),2530789773
Eidskog,610775523
Kvinnherad,1003159609
Frosta,70617828
Contea di Wayne (Pennsylvania),1804484460
Namsskogan,1292690337
Bartholomew County,1008204750
Конгсвингер,937205824
Tysnes,234564296
Hrabstwo Woodson,1330403383
Kvalsund,1691289727
ボーデン郡 (テキサス州),2312728382
Andrew County,1114696063
Comté de Benton (Missouri),1742215404
Folldal,1294064675
مقاطعة أليكزاندر (كارولاينا الشمالية),655766674
"McPherson County, Kansas",2226219435
Hrabstwo Berkeley (Karolina Południowa),2890777105
ジュエル郡 (カンザス州),2334237893
Leka (Norwegen),106508791
Paróquia de Jefferson,799642553
米切爾縣 (堪薩斯州),1836351498
مقاطعة رايلي (كانساس),1607859868
Hrabstwo Butler (Ohio),1234033373
Condado de Barton (Kansas),2321863564
Comté de Bryan (Géorgie),1172168883
Condado de Jewell,2435885645
Lardal,265348523
Роде (коммуна),103848161
"Branch County, Michigan",1345230756
Condado de Aiken,2906136188
Comté de Ness,2764700396
Snillfjord,512260352
Comté de Banks,599553490
Contea di Saline (Kansas),1774756614
"Albany County, Wyoming",11062618560
Hattfjelldal,2331106761
Condado de Elk (Kansas),1702483445
本希尔县 (佐治亚州),635711003
مقاطعة برازوريا (تكساس),3380155391
Contea di Botetourt,1399910364
Modum,458687691
Comté de Bristol (Massachusetts),1483534034
Båtsfjord,1347416907
Risør,184698032
Haram (Norvège),260930886
Comté de Barton (Missouri),1483026978
アダムズ郡 (コロラド州),3078506093
纳尔维克,1964760824
"Алламаки (округ, Айова)",1652249400
Eidsberg,225256099
"Адэр (округ, Миссури)",1533025372
Evje og Hornnes,524397758
مقاطعة جيفرسون (لويزيانا),763064911
Bergen County,591058977
Jackson County (Michigan),1816893214
Borough de la Bahía de Bristol,1287976447
爱达荷州,205278964392
Condado de Scott (Kansas),1801225890
"Bailey County, Texas",2216866872
Vermont,24709441533
Edwards County (Kansas),1656870779
"Блэр (округ, Пенсильвания)",1307928196
Vikna,296108126
Aremark,270053938
Allamakee County,1676092077
內斯納,187059013
洛朗第,21522406569
Vefsn,1894922213
Sauda,515687201
Ampara (Distrikt),4423776204
