http://dbpedia.org/ontology/Region,http://dbpedia.org/ontology/areaLand
ベンジー郡 (ミシガン州),916484106
Moss,63644947
Condado de Barton,1532713323
Vadsø,1073748392
Contea di Barton (Kansas),2277129004
Bell County (Kentucky),907875697
艾于斯特沃爾,111071604
Comté d'Anson,1407272766
Condado de Bartow,1158580761
Øyer,667950691
格拉唐恩,327285175
Lyon County (Kentucky),527539964
Rana (Norvegia),4613853313
埃弗里縣 (北卡羅萊納州),575015501
Frosta (Norwegen),72080017
韋島 (挪威),18490930
Rømskog,174003650
Condado de Brooke,248432387
Фло (коммуна),648455960
Condado de Lyon (Kansas),1925905285
埃特訥達爾,412488452
Hrabstwo Smith (Kansas),2427237497
Giske,36535024
特朗厄達爾,968068353
Oppegård,33261228
Karasjok,5171381664
克維特塞德,628900774
デュページ郡 (イリノイ州),755895173
Comté de Bottineau,4717641184
Doniphan County,1047052482
布里斯托縣 (麻薩諸塞州),1556414032
Хамарёй,860302610
阿珀努斯县 (艾奥瓦州),1199715919
孔斯温厄尔,1019107519
رانا (النرويج),4337431786
Voss,1828614591
貝德福縣 (田納西州),1284369485
Lanaudière,11633401379
比羅縣 (伊利諾伊州),2253020307
トーマス郡 (カンザス州),2960076098
Френа,355375411
Contea di Adams (Washington),4924657527
Skien,786667018
Bygland,1318262354
文訥斯拉,331555123
Alcorn County,1105265622
奧德雷恩縣 (密蘇里州),1897959344
مقاطعة وابونسي (كانساس),2303900935
Riley County,1381715959
Atkinson County,870778671
Austrheim,57463650
Solund,229133693
弗萊斯貝格,547135157
"Bannock County, Idaho",3186219075
Etne,623879303
Contea di Chautauqua (Kansas),1723981729
Holtålen,1116176456
Comté de Blaine (Idaho),7188416941
Condado de Box Butte,2787373172
Contea di Benton (Missouri),2026914557
مقاطعة بونيفيل (أيداهو),4668227164
Condado de Cumberland (Pensilvania),1436997904
مقاطعة أبلينغ (جورجيا),1347952902
Contea di Anderson (Tennessee),859323086
Forsand,658323876
Åfjord,803784301
Comté de Brevard,2657214486
Paroisse de l'Acadie,1567874131
松 (挪威),96189440
"Стэнтон (округ, Канзас)",1933380037
"Allen County, Kansas",1268385493
Kåfjord,878089975
Sherman County (Kansas),2623956590
"Smith County, Kansas",2152993660
"Бентон (округ, Теннесси)",1034753615
Blaine County (Montana),10532314002
Risør,173539918
Tromsø,2496178126
Selje,246651201
Leirfjord,438082912
オッダ,1399159885
Kristiansund,90506301
布恩縣 (伊利諾伊州),667302761
Condado de Brooks (Texas),2441026827
Dyrøy,306921071
Condado de Adams (Iowa),1217475614
Hrabstwo Ness,2837732313
"Петролеум (округ, Монтана)",4562187903
أيدسبرغ,205458250
"Grane, Nordland",1906880349
Condado de Armstrong (Pensilvânia),1626092314
Sande (Møre og Romsdal),95913337
カリフォルニア州,372830714300
Benton County (Oregon),1849343140
Contea di Bourbon (Kansas),1709611291
蓋于斯達爾,1113626122
托什肯,257284142
Berrien County (Michigan),1415281038
"Benton County, Washington",4316432879
Condado de Berrien (Michigan),1354228638
"Гурон (округ, Мичиган)",2039354100
Condado de Buchanan (Virginia),1245844161
Blackford County,439065207
Roan,362947782
Ørland,69278115
مقاطعة شرمان (كانساس),3096351299
مقاطعة باوندري (أيداهو),3687996558
Eid,460724627
Bath County (Virginia),1304108469
Bjugn,356134173
Condado de Adams (Washington),4930012820
Condado de Ben Hill,642673637
Арчулета (округ),3706778468
"Comanche County, Kansas",1965861338
Comté de Ness,2975860527
Comté de Crawford (Kansas),1494895712
مقاطعة بوتاواتومي (كانساس),2017693300
Hrabstwo Benton (Waszyngton),4533180763
Comté d'Atascosa,3472879535
Porsgrunn,171522430
Condado de Berks,2228887545
ブラゾス郡 (テキサス州),1471340226
Solund,197229204
مقاطعة أسوتين (واشنطن),1651387129
"Audrain County, Missouri",1815939093
蔡斯縣 (堪薩斯州),1955057039
ネバダ州,296669241392
Vågå,1159094381
卡姆島 (自治區),217097790
"Bottineau County, North Dakota",4207280172
Nord-Odal,495371698
Bracken County,530768723
Burnett County,2218629940
Санне (Вестфолл),173732148
Ørsta,813948017
Condado de Morton (Kansas),1884720926
Jackson County (Michigan),1862398988
Hof (Norwegia),157252331
Fjaler,365894187
Hrabstwo Edwards (Kansas),1786502157
Condado de Bryan (Oklahoma),2449399639
Condado de Washington (Kansas),2407186338
"Харпер (округ, Канзас)",2062696881
Verran,539745541
Sheridan County (Kansas),2383710197
Kvænangen,1981743113
Contea di Aransas,642866927
Sandøy,21574953
Dyrøy,261474439
Hurum,144455395
بامبله,288260498
أغدينيس,282561325
Стокке,114671900
Contea di Angelina,1897267271
內斯 (布斯克呂郡),797435114
Condado de Graham (Kansas),2108801970
Gaspésie–Îles-de-la-Madeleine,18344339799
"Нортон (округ, Канзас)",2355168682
Bærum,201270474
مقاطعة ألليغاني (نيويورك),2494567048
Ashe County,1094635586
Notodden,763426831
Contea di Burleigh,4751492143
رينغريكه,1484559114
مقاطعة بينت (كولورادو),4164973897
Høyanger,871199126
Marker (Norvège),356172052
Berlevåg,1064533827
Fjell,157053300
ホワイト郡 (ジョージア州),604192390
Maine (États-Unis),79928839888
Vefsn,1923326632
Condado de Alexander (Carolina del Norte),615769600
Condado de Cherokee (Kansas),1456676968
"Beckham County, Oklahoma",2553408086
Condado de Blackford,398653296
Nordre Land,1041503783
Gmina Sula,59516830
Nittedal,185062621
Hrabstwo Armstrong (Pensylwania),1797885772
نيوجيرسي,19398782232
本希尔县 (佐治亚州),651039117
Sandefjord,110064471
West Virginia,65750420027
Etnedal,454739244
Dakota del Sur,177158817128
Comté de Brown (Nebraska),3444197537
Tønsberg,99308271
Belknap County,995498895
Ohio,108703947526
Comté de Big Horn (Wyoming),7154611716
Sømna,174284333
Vaksdal,763941228
モゼー,1094855175
布魯斯德縣 (德克薩斯州),16368233874
"Бандера (округ, Техас)",1964872525
Halsa,288125348
مقاطعة بيكر (فلوريدا),1624786603
Hadsel,584368345
Ringerike,1527197286
Alabama,121727931803
Condado de Bon Homme,1322265311
Hrabstwo Blair,1228940535
Нурре-Ланн,863134686
Condado de Douglas (Kansas),1160829039
"Бьенвилл (приход, Луизиана)",2151080169
Конгсберг,737694684
Comté de Berks,2353986468
Condado de Adams (Ohio),1623483340
納蘇縣 (紐約州),781408975
Meløy,755757114
Ringebu,1117777517
Vestre Slidre,443027086
呂略,276773328
Contea di Decatur (Kansas),2329184643
Værøy,16242693
"Ascension Parish, Louisiana",692439409
Steigen,896281609
Østre Toten,478082877
Alger County,2324354549
Skiptvet,94586115
مقاطعة بولوك (جورجيا),1926820836
布萊克福德縣 (印地安納州),392878603
Аляска,1429821374825
Contea di Berrien (Georgia),1133207099
利勒桑,181948787
مقاطعة جيفرسون (لويزيانا),850487952
Gjøvik,581132370
Lardal,266500783
Намдалсэйд,759301223
布耶爾克勒姆,556361968
Kvam,515951502
Auglaize County,951139671
Нутодден,835749615
Hrabstwo Butler (Ohio),1071894033
波尔格堂区 (路易斯安那州),2703574877
ハウゲスン,60247267
不倫瑞克縣 (北卡羅萊納州),2178269514
"Boone County, Indiana",1057502073
Condado de Kiowa (Kansas),2056521283
Condado de Brazoria,3798966067
Kvinnherad,1060023086
Selje,222505069
"Bullitt County, Kentucky",787927818
Nore og Uvdal,2593563108
Condado de Adams (Washington),5536402335
Condado de Beaufort (Carolina del Norte),2053457601
Sveio,213048644
Arapahoe County,2183201775
Бэррон (округ),2257090436
Contea di Crawford (Kansas),1657855066
貝克縣 (俄勒岡州),8531977781
Froland,593475741
Condado de Adams (Colorado),2976355500
Ивеланн,255704192
Leka,102286232
Comté d'Alcona,1784406880
Comté d'Audubon,1140980166
Condado de Brown (Dakota do Sul),4001791262
Nesodden,62447817
Overhalla,685946665
Bamble,316314215
Anson County,1306562684
Condado de Apache,28930644967
"Скотт (округ, Канзас)",2108394924
Grong,1090252603
Øvre Eiker,419394997
Hrabstwo Anderson (Karolina Południowa),1797725198
Contea di Barren,1299309949
Nebraska,185877705966
Johnson County (Kansas),1202399194
Alstahaug,177058255
ليبسبي,3148486637
Дённа (коммуна),177763795
Atascosa County,3393450244
バート郡 (ネブラスカ州),1222236842
Løten,350070750
Condado de Adams (Illinois),2381169846
Mauricie,38429760567
Bø (Nordland),240696661
Lenvik,794060948
Askøy,93400970
奧古斯塔縣 (維吉尼亞州),2445274535
Salangen,422080493
ベントン郡 (オレゴン州),1715450857
Comté de Gove,2863525702
مقاطعة باكر (جورجيا),876570555
Гулен,555878913
Condado de Adams (Idaho),3970113716
Hrabstwo Boone (Illinois),737900805
バークス郡 (ペンシルベニア州),2303443978
Hrabstwo Appanoose,1375354303
Benton County (Missouri),1686393590
ラベット郡 (カンザス州),1640538257
